Rank	Ligand	SMILES	Binding Affinity (kcal/mol)	CNNscore	CNNaffinity
181	Z4119278098	CC=1C(F)=CC=CC1C(=O)NCCC2=NC(=NO2)C3=CC=CC(Cl)=C3	-10.31	0.778853	7.497596
182	Z3687059013	O=C(N[C@@H]1CC(CN2C=CN=C2)C[C@H]1O)C=3C=CN=C(C3)OC=4C=CC=CC4 |&1:3,13,r|	-10.30	0.975355	8.018252
183	Z4635150166	COC(=O)C=1C=CC=2N=CN=C(NC3CCC(CC3)N4CCC(C)CC4)C2C1	-10.30	0.988856	8.507381
184	Z1786427114	COC(C)C=1C=CC=C(C1)NC(=O)C(=O)NC=2C=CN(CCC=3C=CN=CC3)N2	-10.30	0.955045	7.936015
185	Z1208973731	O=C(NCC1CCCC=2C=CC=CC21)NC3=CC=C4NN=CC4=C3	-10.30	0.889755	7.522335
186	Z2057108839	O=C(C1CCC=2NN=NC2C1)N3CCC(CC3)OCC=4C=CC(F)=CC4	-10.30	0.926408	7.944659
187	Z2482177534	C[C@H]1CN(C[C@H](O1)C(=O)O)C(=O)C=2C=CC=C(C2)NC(=O)C3=CC=CO3 |&1:1,5,r|	-10.30	0.736695	6.960351
188	Z1171730310	O=C(NCC1=NN=NN1)C2=CC=C(COC=3C=CC(F)=CC3)O2	-10.30	0.744651	7.245114
189	Z1243952150	CN1N=CC=C1C2CCN(CC2)C(=O)NC=3C=CC(F)=C(C3)C(F)(F)F	-10.30	0.970511	8.109045
190	Z1207243017	O=C(NCCC1=NC(=NO1)C=2C=CC=C(Cl)C2)C=3C=CC=CC3C(F)(F)F	-10.30	0.582894	7.546339
191	Z1309244519	CCC1OC=2C=C(C=CC2NC1=O)C(C)NC(=O)NCC3CC=CCC3	-10.29	0.778533	7.638870
192	Z2358551281	O=C(O)C=1C=CC=C(N1)NCC=2C=CC=C(C2)NC(=O)C3CCCO3	-10.29	0.959579	7.361577
193	Z1833927446	O=C(CNC(=O)C=1C=CC=C(F)C1)NC2=NNC=3C=CC(=CC23)C(F)(F)F	-10.29	0.940942	7.906869
194	Z3889931250	CC=1C=CC=2NC(CNC(=O)N[C@H]3CCC[C@H](C3)C(=O)NC(C)C)=NC2C1 |&1:12,16,r|	-10.29	0.783626	7.680541
195	Z1462966421	CCOC=1C=CC(=CC1)C2=NOC(CCC(=O)N[C@H]3C=4C=CC=CC4C[C@H]3O)=N2	-10.29	0.657454	7.659993
196	Z3687064687	CC=1N=CN2C=CC(=CC12)C(=O)N[C@@H]3CC(CN4C=CN=C4)C[C@H]3O |&1:13,23,r|	-10.29	0.972651	7.784370
197	Z3827715109	O=C(N[C@@H]1CC[C@H](CC1)OC=2C=CC=CC2)C3=NN=CC4=CC=CC=C34	-10.28	0.945648	7.781219
198	Z2608766623	[O-][N+](=O)C1=NNC=C1C(=O)N2CCC(C2)(C3=NC(=NO3)C4=CC=CC=N4)C(F)(F)F	-10.28	0.394767	8.096139
199	Z3173238336	CC1C(CCN1C(=O)C=2C=CC(=CC2)OC=3C=CC=CN3)C(=O)O	-10.28	0.929419	7.527279
200	Z1891236127	C=1N=C2C=NC=CN2C1C3=NOC(=N3)C=4C=CN=C(C4)OC5CCOC5	-10.28	0.930148	7.985396
201	Z2227896057	CC1(C)C(=O)NC=2C=C(C=CC21)C(=O)NC=3C=CC=4CCNC(=O)C4C3	-10.28	0.964242	7.803050
202	Z354909834	COC=1C=CC=C(C1)N2CC(CC2=O)C(=O)NC=3C=CC=4NN=CC4C3	-10.28	0.952782	7.891443
203	Z94560110	O=C(CN1C(=O)C(F)=CN(C1=O)C2CCCO2)NC=3C=CC=4CCCC4C3	-10.28	0.831067	7.710341
204	Z168710186	O=C(NCC=1C=CC(=CC1)CN2C=CC=N2)C3=NNC=4C=CC=CC34	-10.28	0.902547	7.735631
205	Z4107123839	C[C@@H]1CC2=C(C(=O)NCCCC3=NOC(=N3)C(F)(F)F)N(C)N=C2[C@H](C)O1 |&1:1,24,r|	-10.28	0.893984	7.985555
206	Z2834224674	C=1C=CC=2C(=CC=CC2C1)C3=NN=C(CN4CCC5(CCOC5)C4)O3	-10.27	0.825360	7.666696
207	Z296875264	O=C(NC1=NN=C(N1)C=2C=CC=C(Br)C2)C=3C=CC=NC3O	-10.27	0.828308	7.365255
208	Z2617041210	O=C(NCC=1C=NN2C=CC=CC12)NC3C4CC5=CC(F)=CC=C5C34	-10.27	0.970475	7.897244
209	Z1869951140	COC=1C=CC(=CC1OC2CCCC2)C(=O)NC=3C=C(C=CC3F)C(=O)O	-10.27	0.938261	7.803375
210	Z1228197009	COC=1C=C2C=C(NC2=CC1OC)C(=O)NC=3C=CN(CCC=4C=CN=CC4)N3	-10.27	0.960936	8.157652
211	Z1345992329	O=C(NC1=NN=C(CC=2C=CC(F)=CC2)N1)C=3C=CC=NC3O	-10.27	0.952288	7.847283
212	Z1669782163	NC(=O)C=1C=C(C=CC1F)NC(=O)N2CCOC(C2)C3CCCCC3	-10.26	0.975498	7.738443
213	Z1393337625	O=C(NC=1C=CC=CC1N2CCCC2=O)NC3CCN(C3)C=4N=CC=CC4F	-10.26	0.928970	8.115358
214	Z2520164819	O=C(NC=1C=CC=CN1)C2=CC(=CN2)S(=O)(=O)N3CC4CC5CC4C3C5O	-10.26	0.957087	8.185059
215	Z1670211621	O=C(NC=1N=CN(N1)C2CCCCC2)C3=CC(F)=C(F)C(O)=C3F	-10.26	0.836369	7.687397
216	Z1348494469	CNS(=O)(=O)C=1C=CC=2CCN(C(=O)CCC3=NC=4C(C)=CC=CC4N3)C2C1	-10.26	0.944490	8.282042
217	Z2956130867	COC=1C=C(N=CN1)C(=O)N2CC(C2)OCC3=CC=CC4=CC=CC=C34	-10.25	0.694160	7.236260
218	Z2972027932	CC1=NNC=C1C2CCN(CC2)C3=NC=4C=CC=CC4N5N=NN=C35	-10.25	0.853475	8.402717
219	Z1276843636	CC=1C=CC(NC(=O)N2CCN(CC=3C=CC=C(F)C3)C(=O)C2)=C(F)C1	-10.25	0.966634	7.909701
220	Z786009868	CC=1C=CC(=CN1)C(=O)NC=2C=CC=C(C2)CN3CCCC3C(N)=O	-10.25	0.968873	7.923019
221	Z1554763938	NC(=O)C=1C=C(C=CN1)OC=2C=CC=C(C2)OC=3N=CN=C4C=CSC34	-10.25	0.977960	8.422885
222	Z4515053761	CC(C(=O)NC=1N=C(O)C=2CCCCC2N1)C=3C=CC=4C=CC=CC4C3	-10.24	0.858991	8.068182
223	Z1886704257	O=C(NC1CCC=2C=C(O)C=CC2C1)C=3C=C(ON3)C=4C=CC(F)=CC4	-10.24	0.837175	7.530575
224	Z408754774	O=C(NCCC=1C=CC=C2C=CC=CC12)C3=CC=C4C=CNC4=C3	-10.24	0.911837	7.555716
225	Z395805154	O=C(NC=1C=CC=C(C1)C2=NN=CO2)C=3C=CC=4NN=NC4C3	-10.24	0.964357	7.614322
226	Z1280889872	[O-][N+](=O)C=1C=CC=C(C1)C2=NNC(=N2)NC(=O)C3CC=4C=CC=CC4O3	-10.23	0.664809	7.436090
227	Z46301794	CCN(CC(=O)NC=1C=CC(F)=C(F)C1)CC2=NC=3C=CC=CC3C(=O)N2	-10.23	0.925696	8.051331
228	Z4453047306	CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C(=O)N3CCC4=C(F)C=CC(Br)=C4C3	-10.23	0.861596	7.857926
229	Z1204853797	O=C(NC=1C=CC=C(C1)C2=NN=CN2)C=3C=CC=4NN=NC4C3	-10.23	0.986693	7.849188
230	Z990838364	O=C1NC(=NC=2C=CC=CC12)NCC=3C=CC=4OCCOC4C3	-10.23	0.972065	7.697056
231	Z2018795016	CC(C)C1=NOC(CC=2C=CC(=CC2)NC(=O)N3CCCC3)=N1	-10.23	0.907144	7.702716
232	Z28052851	O=C(NC=1C=CC=C(C1)N2C=NN=N2)C=3C=CC=C(C3)S(=O)(=O)N4CCCC4	-10.23	0.731637	7.794159
233	Z2964941445	CC(C)(C)OC(=O)N1CCN2N=C(C=C2C1)NC(=O)C3=NC=CC=C3F	-10.22	0.852933	7.647206
234	Z28282509	CC=1C=C(Cl)C=CC1NC(=O)CCC2=NC=3C=CC=CC3C(=O)N2	-10.22	0.986306	8.288328
235	Z2143072080	N#CC=1C=CC=C(C1)C(=O)NCCC2=NC(=NN2)C=3C=CC(Cl)=CC3	-10.22	0.897324	7.705097
236	Z28486002	O=C(CC1=CSC(=N1)C=2C=CC=CC2)NC3=CC=CC4=CC=CN=C34	-10.21	0.934706	8.088973
237	Z3965269756	CC1=CC(=NN1C=2C=CC(C)=CC2)C(=O)NC=3C=CC=C(C3)CC=4N=NNN4	-10.21	0.877256	8.303500
238	Z2640092291	CC(C(=O)NC1=NC(=NN1)C=2C=CC=3C=CC=CC3N2)C4CC4	-10.21	0.805993	7.831911
239	Z2967969402	O=C(NC1CCN(CC1)C2=NC=CN3C=NC=C23)C=4C=CC(F)=CC4	-10.21	0.380744	7.301724
240	Z165076272	O=C(NCC=1C=CC(=CC1)CN2C=CC=N2)C=3C=CC=C(C3)S(=O)(=O)NC4CC4	-10.21	0.781885	7.657838
241	Z3827715082	CC=1C=CC=2NN=C(C(=O)N[C@@H]3CC[C@H](CC3)OC=4C=CC=CC4)C2C1	-10.21	0.972403	7.994258
242	Z217293500	CC1CCCN(C1)S(=O)(=O)C=2C=CC(=CC2)NC(=O)C=3C=CC(=O)NC3	-10.21	0.918292	7.773250
243	Z2595739337	CC=1C=CC=C(C1)CC2CN(C2)C(=O)CCC=3C=CC=CC3C(=O)O	-10.20	0.864200	7.465603
244	Z2438831117	CC1=COC(=N1)C=2C=CC=C(C2)NC(=O)C3=CN(N=N3)C4CCNCC4	-10.20	0.874722	7.809505
245	Z4493169169	O=C(NC=1C=CC(=CC1)C2CCC(=O)N2)C3=CSC(=N3)NC=4C=CC=CN4	-10.20	0.974685	8.154749
246	Z1169945540	O=C1NC=2C=CC=CC2SC1CC3=NC(CC=4C=CC=CC4)=NO3	-10.20	0.952086	7.956136
247	Z2755558145	O=C(O)C=1C=CC(=CC1)CCC(=O)NCC2OCCC=3C=CC=CC32	-10.20	0.952946	7.481733
248	Z2407423173	O=C(CC1=NSC=2C=CC=CC12)N3CCCC(C3)N4C=CC(=N4)C(F)(F)F	-10.20	0.700657	7.902860
249	Z749872882	NC(=O)NCC=1C=CC(=CC1)C(=O)NC2CCN(CC=3C=CN=CC3)CC2	-10.19	0.837352	7.103978
250	Z3686970179	CC=1C=CC(CCC(=O)N[C@H]2CCN(C2)C3=CC(=O)NC(=O)N3)=C(C)C1	-10.19	0.893959	7.566669
251	Z1141098692	CC=1N=C(C)N(CC2CCCN(CC(=O)NC(=O)NC=3C=CC=CC3)C2)N1	-10.19	0.629908	7.687264
252	Z2358550191	O=C(O)C=1C=CC=C(N1)NCC=2C=CC=C(C2)NC(=O)C3CCCC3	-10.19	0.954198	7.596075
253	Z3400606460	O=C(N1CCOCC1)[C@]23C[C@@H]3[C@H](C2)N4C=C(N=N4)C5=CC=CN=C5 |&1:8,10,11,r|	-10.19	0.694384	7.512955
254	Z2305890751	CC[C@@H]1OCC[C@H]1NC(=O)C=2C=CC(=CN2)OC3=CC=CC(F)=C3 |&1:2,6,r|	-10.19	0.891808	7.648565
255	Z1787678253	O=C(C=1C=CC=C(C1)N2C=CC(=N2)C(F)(F)F)N3CCC(CC3)C4CCCO4	-10.19	0.896424	7.869740
256	Z1505746010	O=C(N[C@H]1CC[C@H](O)CC1)NC2CCN(CCC=3C=CC=CC3)CC2	-10.18	0.826252	7.514326
257	Z1224727645	CC=1C=CC=C(C(=O)NC=2C=CC=C(C2)C3=NN=CN3)C1O	-10.18	0.985189	7.586551
258	Z14180179	O=C(CN1C(=O)NC2(CCC=3C=CC=CC32)C1=O)NC=4C=CC=CC4OC(F)F	-10.18	0.873563	7.803077
259	Z2601263228	CC1(C)C(NC(=O)NCCC2=CC=NC=3C=CC=CC23)C4CCCOC41	-10.18	0.960360	7.950094
260	Z4444806913	O=C(CCCC1=NN2C=NC=3C=CC=CC3C2=N1)NC=4C=CC(F)=CC4	-10.18	0.774965	7.779019
261	Z363069886	O=C(NC1=NC=2C=CC=CC2N1)C3=CN(N=N3)C=4C=CC=CC4Br	-10.17	0.639089	7.786416
262	Z3687013544	O=C(N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)C=3NC=C4CCCCC34 |&1:3,13,r|	-10.17	0.988477	7.922598
263	Z2233953561	NC(=O)C=1C=CC=C(C1)CNC=2N=CN=C3C2N=CN3C=4C=CC=CC4	-10.17	0.967770	8.124715
264	Z90960987	O=C(CC1=CSC(=N1)C=2C=CC=CN2)NC3=CC=CC4=CC=CN=C34	-10.17	0.956147	8.282152
265	Z1852389726	O=C(CC1=NOC=2C=CC=CC12)NC=3C=CC=C4C=NN=CC34	-10.17	0.956903	7.835450
266	Z3832822900	CC=1C=CC(=CC1)OC=2C=CC=CC2NC(=O)[C@@H]3CC(=O)N[C@H](C)C3 |&1:17,22,r|	-10.17	0.981482	7.794322
267	Z1442880943	O=C(CC1CCC(CC1)C=2C=CC=CC2)NC3CCCC=4C=NNC43	-10.17	0.935315	7.764896
268	Z985620830	CCC1=NN=C2CCC(CN12)NC(=O)C3=CC=4C=CC=CC4N3	-10.17	0.929616	7.628007
269	Z140925092	CC=1C=CC=C(C1)C(=O)NCC(=O)NC=2C=CC(=CC2)N3C=NC=4C=CC=CC43	-10.17	0.804669	7.586339
270	Z991109572	FC=1C=CC(=CC1)C=2C=C(CN3CCOC(C3)C4=NC=CS4)ON2	-10.17	0.684498	7.221618
271	Z185227034	O=C(NC=1C=NC(=NC1)C=2C=CC=CC2)C=3C=CC=CC3C(F)(F)F	-10.17	0.760290	7.581407
272	Z212419702	CC1=NN(C)C(C)=C1CC(=O)NC=2C=C(C=CC2O)S(=O)(=O)N3CCCC3	-10.16	0.901150	8.072837
273	Z851026854	COC=1C=CC=CC1NS(=O)(=O)C=2C=CC=C(C2)C(=O)NCC3=CNN=C3C	-10.16	0.936871	8.002300
274	Z1991760552	O=C(O)C1=CC=2C=C(C=CC2O1)NC(=O)C=3C=CN(N3)C=4C=CC=CC4	-10.16	0.873138	7.346706
275	Z1557200583	CC1(O)CCCN(CC=2C=CC=C(C2)C(=O)NC=3C=CC=CC3)C1	-10.16	0.920403	7.424617
276	Z3409369427	CC1=CNN=C1C(=O)N(C)C2CN(C2)C(=O)C(C)CCC=3C=CC=CC3F	-10.16	0.914453	8.158329
277	Z1334208338	CC=1C=C(C(=O)NCCC2=NN=C(O2)C=3C=CC=CC3)N(C)N1	-10.16	0.879228	7.447488
278	Z2143574348	O=C(CC1CCCC(=O)N1)NCC=2C=CC(=CC2)OCC3=CC=CC(F)=C3	-10.16	0.874286	7.606280
279	Z1030553194	O=C(NCC=1C=C(ON1)C=2C=CC=CC2)C3CC(=O)N(CC(F)(F)F)C3	-10.16	0.850124	7.322896
280	Z4119259632	O=C(NCCN1C=C(N=N1)C=2C=CC=CC2)C=3C=C(F)C=C(C3)C(F)(F)F	-10.15	0.733748	7.649650
281	Z2608279015	CN1C=C(C=N1)C=2C=CN=C(N2)C3CCN(CC3)C(=O)NCCC4CCC(N)C4	-10.15	0.939080	8.378284
282	Z95523606	O=C(NC=1C=CC(=CC1)S(=O)(=O)N2CCOCC2)C3=CC=CC(=C3)N4CCCC4=O	-10.15	0.920379	7.819139
283	Z1534051849	CC(CC1=NC(=NO1)C=2C=CC=CC2)NC(=O)C(F)(F)C=3C=CC=CC3	-10.15	0.620084	7.500460
284	Z1449546176	O=C1C=2C=NN(CCOC=3C=CC=CC3)C2N=CN1CC=4C=CON4	-10.15	0.777325	7.616255
285	Z2973850403	O=C(NCC1=NOC=2CCCCC12)NCC=3C=CC=C4OCCOC34	-10.15	0.745859	7.359832
286	Z2438306120	O=C(NC=1C=C(NN1)C2CCOCC2)C3CC43CCNCC4	-10.15	0.808796	7.289794
287	Z2044975655	CC1=NC(CN2N=NC(NC(=O)C3CCCCC3)=C2C)=NO1	-10.15	0.291882	7.356543
288	Z1265326493	CC1=NN=C(O1)C=2C=CC=C(C2)NC(=O)C=3C=CC(=NC3)C(F)(F)F	-10.15	0.924042	7.707109
289	Z1886725620	CC1=NN(C)C(C)=C1C=2C=C(NN2)C(=O)NC3CCC4=CC(O)=CC=C4C3	-10.14	0.978995	8.287659
290	Z1951443958	O=C(NCCC1=COC(=N1)C=2C=CC=CC2)C=3C=NN4C=CN=CC34	-10.14	0.803211	7.742784
291	Z3325175536	O=C(C1=NNC=2CCCCC12)N3CC[C@H](C3)NC=4C=NC5=CC=CC=C5N4	-10.14	0.862346	8.291059
292	Z1462533457	CC1=NN(C)C(C)=C1CNC=2C=CC(=CC2)C3=CN4C=CC=C(C)C4=N3	-10.14	0.936020	8.162922
293	Z3687074092	O=C(C1=NNC=2C(=O)NC=NC12)N3CC(CC=4C=CC(F)=CC4F)C3	-10.14	0.760570	7.792916
294	Z4464765333	CC(=O)N1CCC=2SC(=CC2C1)S(=O)(=O)NC=3C=CC=C(C3)C(=O)NC(N)=O	-10.13	0.947758	8.034762
295	Z1742936480	CC(C)C=1C=CC=2CCC(NC(=O)NCC3CCC(O3)C(N)=O)C2C1	-10.13	0.977612	7.765388
296	Z1199446272	O=C(NC=1C=CC(F)=C(Cl)C1)C2CCN(CC2)S(=O)(=O)C3=CC(F)=CC=C3Cl	-10.13	0.903069	8.240944
297	Z1644166814	CCN1C=NN=C1C2CCCN(C2)C(=O)CNC(=O)C3=CC=CC(=C3)OC	-10.13	0.874244	7.855610
298	Z2164783472	O=C(C=1C=NC=2NC(=O)NC2C1)N3CCC4=C(C3)N=CN4CCC=5C=CC=CC5	-10.13	0.942819	8.255180
299	Z94734095	CC=1C=CC=CC1NC(=O)CC2=NC(=CS2)C=3C(F)=CC=CC3F	-10.13	0.973164	8.241736
300	Z1951403134	CC=1OC(=NC1CCNC(=O)C=2C=NN3C=CN=CC23)C=4C=CC=CC4	-10.12	0.874771	8.071327
301	Z3889888041	O=C(NC1=NC(=CS1)C2=CNC=3C=CC=CC23)C=4N=CC=CC4F	-10.12	0.938077	8.045110
302	Z1908277093	CCC=1NN=C(C2=NC(=NO2)C=3C=CC(F)=C(C)C3)C1[N+]([O-])=O	-10.12	0.582826	7.526631
303	Z3689597975	CC1(CCOC=2C=CC=CC21)C(=O)NC=3C=CC(=NN3)C4=CC=CC=C4F	-10.12	0.674017	7.974387
304	Z1528777001	COC=1C=CC=C(C1)C2=NOC(=N2)C=3C=CC=C4C3OC(=O)N4C	-10.12	0.652909	7.388117
305	Z737728418	CC=1C=CC=CC1CC(C)NC(=O)CCC=2C(=O)NC(=O)NC2C	-10.12	0.904411	7.798413
306	Z3016336709	CC12CC(CN3CCC(CC3)C4=NC(=NO4)C=5C=CC=CC5)(C1)CO2	-10.12	0.669486	7.538898
307	Z645885414	O=C(NC=1C=CC(F)=CC1)NC2CCN(CC2)C=3N=CN=C4NN=CC34	-10.12	0.945849	7.863272
308	Z2256308106	O=C(CCSCC1=NC2=CC=CC=C2C(=O)N1)NCC3(CC3)C(=O)O	-10.12	0.972194	7.848460
309	Z3900087360	COC(=O)C=1OC(=CC1C)C(=O)NC=2C=CC=C(C2)C3=NN=NN3	-10.12	0.819652	7.451978
310	Z1864323324	O=C(NCC1=NC(=NO1)C=2C=CC(Cl)=CC2)C=3N=CC(F)=CC3F	-10.12	0.671393	7.436531
311	Z1612499913	CC1=CC=CN2C=C(N=C12)C=3C=CC(=CC3)NC(C)C=4C=CN=CC4	-10.12	0.939556	8.042692
312	Z29274170	CC=1SC(=NC1C=2C=CC=CC2)NC(=O)C=3C=CC=4C(=O)N5CCCC5=NC4C3	-10.12	0.980285	8.655569
313	Z358320012	O=C(NC=1C=CC(=CC1)CN2C=NC=N2)C=3C=CC=NC3O	-10.12	0.955638	7.398503
314	Z2196423205	CC(O)(C(=O)NCCC1=NC(=NO1)C=2C=CC(Cl)=CC2)C3CCC3	-10.12	0.886791	7.454074
315	Z1734346950	COC=1C=CC(=CC1OC(F)F)CCNC(=O)N2CCC3=NNC(=O)C=C3C2	-10.12	0.890571	7.670564
316	Z212456840	CCN(CC)S(=O)(=O)C1=CC=C(O)C(=C1)NC(=O)CC=2C(C)=NN(C)C2C	-10.11	0.906923	8.068395
317	Z52189368	O=C(CC1=NNC(=O)C=2C=CC=CC12)NCCC=3C=CC=CC3F	-10.11	0.911807	7.916107
318	Z3686303138	O=C1NC(=NC=2C=CC=CC12)N[C@@H]3CC(CN4C=CC=N4)C[C@H]3O |&1:12,22,r|	-10.11	0.973806	8.081691
319	Z2010816105	O=C(COC=1C=CC=CC1)N2CCC(C2)NC=3N=CN=C4N=CNC34	-10.11	0.920642	7.561996
320	Z28143233	O=C(NC=1C=CC=C(F)C1)C=2C=CC=C(C2)S(=O)(=O)N3CCCCC3	-10.11	0.799738	7.513282
321	Z4668469171	NC(CC=1C=NNC1)C(=O)NCC=2C=C(ON2)C=3C=CC(Cl)=CC3	-10.10	0.882249	7.485876
322	Z2707913607	O=C(CN1CC[C@H]2CC[C@H](O)[C@H]21)NC=3C=CC(=NC3)N4CCCCC4 |&1:6,9,11,r|	-10.10	0.861630	7.777172
323	Z1139435051	CC1=NN=C2CN(CC3=NC(=NO3)C=4C=CC(C)=C(F)C4)CCN12	-10.10	0.862436	7.586462
324	Z2997244408	CC=1C=CC(=NC1C)C2=NOC(=N2)C3=CC=CN(CC(C)C)C3=O	-10.10	0.851359	7.915970
325	Z3687015053	O=C(N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)C=3C=CC=4CCNC(=O)C4C3 |&1:3,13,r|	-10.10	0.917700	7.284773
326	Z1523856206	COC(=O)C=1C=CC=C(NC(=O)CN2C(=O)NC3(CC(C)CC(C)C3)C2=O)C1O	-10.10	0.831667	7.469527
327	Z1981860810	O=C(NC1CCC(C1)N2CCN3C(=O)CCC3C2)C=4N=CC=CC4O	-10.10	0.589845	7.303975
328	Z3690566671	O=C(O)C1=NNC=2C=CC(=CC12)OCC=3C=CC(=CC3)N4C=CC=N4	-10.09	0.943235	7.466451
329	Z1155817795	CN1N=CC=2C(=NC=NC21)NC=3C=CC(=CC3)OC=4C=CC(=CC4)CO	-10.09	0.994640	8.452346
330	Z2902662551	CC=1C=NC(F)=CC1C2=NC(=NO2)C=3C=CC(=CC3)OCC=4C=CC=NC4	-10.09	0.910386	8.041806
331	Z3687065950	O=C(N[C@@H]1CC(CN2C=CN=C2)C[C@H]1O)C=3C(F)=CC=C4NC=NC34 |&1:3,13,r|	-10.09	0.959409	7.892320
332	Z1645591471	CC=1OC(=NC1C(=O)NC=2C=CC(O)=CC2F)C3=CC=C(Cl)C(Cl)=C3	-10.09	0.908273	8.050900
333	Z1674032805	O=C(NCCC1=CC=2C=CC=CC2O1)NC3CCCS(=O)(=O)C3	-10.09	0.895820	7.374262
334	Z2674895549	CC=1C=CC(=CC1C)OCCCC(=O)N2CCCC3=CC=C(N=C32)C(N)=O	-10.09	0.777421	7.834226
335	Z2989433123	O=C(O)C=1C=CC=C(N1)N2CCCC(C2)C3=NNC(=N3)C=4C=CC=CC4	-10.09	0.734144	7.715628
336	Z1715389649	CC(O)(CNC(=O)C1=CC=C(COC=2C=CC(F)=CC2)O1)C(=O)O	-10.08	0.845396	7.006099
337	Z1410243144	O=C(NC=1C=C(NN1)C=2C(F)=CC=CC2F)C3CCCC=4NN=CC43	-10.08	0.899649	8.097905
338	Z2193265942	O=C(CN1N=NC(=N1)C=2C=CC=CC2)NC=3C=C(C=CN3)C4CC4	-10.08	0.545285	7.446785
339	Z1486401341	CC1=NC(=NN1)C=2C=CC=C(C2)NC(=O)CC=3C=CC=C(C3C)[N+]([O-])=O	-10.08	0.890653	7.745361
340	Z2913081895	CC=1N=C(C=CC1C(=O)O)C(=O)NCCC=2C=C(C=CN2)C(F)(F)F	-10.08	0.976814	7.902829
341	Z3105660367	CC=1C=C(C)C=C(C1)C2CCN(C2)C(=O)C3=CN4C=C(C=CC4=N3)CN	-10.08	0.839851	7.697024
342	Z1504149944	O=C(NC=1C=CC(=CC1)S(=O)(=O)N2CCCC2)C=3C=CC(=CC3)CCC(F)(F)F	-10.08	0.820967	7.443155
343	Z1385376677	O=C1NC=2C=CC(=C3C=CC=C1C23)S(=O)(=O)NC4=CC(=NN4)C=5C=CC=CC5	-10.07	0.939173	8.033923
344	Z2414556393	CC=1C=CN=C(C)C1NC(=O)C=2C=CC(=CC2)CN3CC(C)OC(C)C3	-10.07	0.777129	7.476814
345	Z595301132	COC=1C=CC(=CN1)NC(=O)N2CCC(CC2)OC=3C=CC(F)=CC3F	-10.07	0.935591	7.924615
346	Z2041449688	CC(C)(C)OC(=O)NC(C)(C)C1=NOC(=N1)C=2C=CC(=CC2)C3=NC(=NO3)C4CC4	-10.07	0.827467	7.728173
347	Z2762023124	CCC1=NN=C(C[C@@H]2CC[C@@H](C2)NC3=CC4=NN=CN4C(C)=N3)O1	-10.07	0.931783	8.333189
348	Z2460755698	O=C(O)C1(CCC1)C(=O)NC=2C=CC(=CC2)COC=3C=CC=CC3	-10.06	0.498951	6.919321
349	Z1772022837	CC=1C=CC(F)=C(C1)C=2C=C(NC(=O)C(C)N3C=NC=N3)NN2	-10.06	0.906064	7.743490
350	Z1213587975	CC1=NN(C)C=C1CCC(=O)NC=2C=NC(=NC2)C3=CC=CC(O)=C3	-10.06	0.936933	8.010433
351	Z1389994182	CC1=NNC(=N1)C=2C=CC(=CC2)NC(=O)C=3C(F)=CC(C#N)=CC3F	-10.06	0.949560	7.680991
352	Z2959878920	O=C(NCC1=NC2=CC=CC=C2C(=O)N1)[C@@H]3C[C@@H]4O[C@H]3[C@H]5C[C@H]54 |&1:15,17,19,20,22,r|	-10.06	0.945575	7.484182
353	Z873326966	O=C(NCC=1C=CC=2OCCOC2C1)NCC3CC=CCC3	-10.06	0.826977	7.135980
354	Z2710334722	CC1=NOC(=N1)[C@@H]2CN(C[C@H](C)O2)C(=O)NC=3C=C(C=CC3C)C=4C=CC=NC4 |&1:6,10,r|	-10.06	0.766635	7.859502
355	Z968632382	O=C(C=1C=C(NN1)C=2C=CC=CC2)N3CCC(CC3)N4C=NC=N4	-10.06	0.916454	7.706060
356	Z1885081170	O=C(C1=COC(=N1)C2CCC2)N3CC(C3)OCC=4C=CC=C5C=CC=CC45	-10.05	0.654631	7.251517
357	Z4607589934	NS(=O)(=O)C=1C=CC=C(C1)NC(=O)C2C3CC=4C=CC(Br)=CC4C23	-10.05	0.951583	7.667741
358	Z2607546358	O=C(O)C1(CC=CC1)C(=O)N2CCC(CC2)C(=O)NCC=3C=CC=NC3	-10.05	0.729630	7.576267
359	Z995845710	O=C(NCCC=1C=CC=CN1)C=2C=CC(=NC2)OCC=3C=CC=CC3	-10.05	0.779075	7.585711
360	Z4119259681	CC=1C(F)=CC=CC1C(=O)NCCN2C=C(N=N2)C=3C=CC=CC3	-10.05	0.623465	7.391459
361	Z2302981770	CC=1C=CC=C(C1)OC=2C=CC(=NC2)C(=O)N3CCOCC3CCO	-10.05	0.819840	7.528237
362	Z1385382825	CC1=CC=C(S1)C=2C=C(NS(=O)(=O)C=3C=CC=4NC(=O)C5=CC=CC3C54)NN2	-10.05	0.938483	8.192103
363	Z167650846	O=C(NC=1C=C(F)C=C(F)C1)C=2C=CC=C(C2)CN3CCCC3=O	-10.05	0.934217	7.615795
364	Z1093864476	O=C(NCCC=1C=CC=C(F)C1)NC=2C=C(C=CC2F)N3C=NN=N3	-10.05	0.841263	7.880135
365	Z2373268783	CC=1C(F)=CC=CC1C(=O)NC=2C=NN(C2)CC3=NN=C4CCCCN34	-10.04	0.796131	7.757892
