Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)	CNN_affinity	CNN_score
1653	Z1139300402	CCC1=NN=C2CN(CCN12)C(=O)C=3C=C(C)N=C4C=C(F)C=CC34	-9.98718	6.12998	0.33758
1654	Z2633466517	CC1=NC(=NN1)C2CCCN(C2)C(=O)C=3C=CC=C(C3)C4=NOC(O)=N4	-9.98611	6.94418	0.55333
1655	Z28689485	CN(C(=O)C1=CC=CC(=C1)OC(F)F)C=2C(=O)NC(=O)N(CC=3C=CC=CC3)C2N	-9.98424	6.58868	0.31631
1656	Z2624245130	CC=1C=CC(=CC1)CC2CN(C2)C(=O)NC=3C=C(C)C=C(C3)C(N)=O	-9.98377	6.45175	0.57817
1657	Z94572637	CC=1C(C=CC=2C=CC=C(C2)OC=3C=CC(Cl)=CC3)=NNC(=O)C1C#N	-9.98332	6.98659	0.82223
1658	Z30930690	NS(=O)(=O)C=1C=CC(=CC1)CNC(=O)C=2C=CC(=CC2)OCC=3C=CC=CC3	-9.98291	6.63136	0.62533
1659	Z44428407	CC=1C=CC(=C(C)C1)N2C(=O)CC(NC=3C=CC=CC3Cl)C2=O	-9.98284	6.8128	0.67975
1660	Z1823942510	FC=1C=C(C=CC1Cl)C2OCCC2C3=NC(=NO3)C4=CC=CC(Cl)=C4	-9.98259	6.57785	0.50295
1661	Z1831696382	CC=1C=CC(=CC1NC(=O)N2CCOC3(CCC3)C2)N4C=CC=N4	-9.98231	6.56051	0.59557
1662	Z128025350	CC1=CC(C)=C(CNC2=CC=C(C=N2)S(=O)(=O)N3CCCCC3)C(=O)N1	-9.98177	6.71014	0.69707
1663	Z1440309003	CCC1=NNC(=N1)C2CN(CCO2)C(=O)NC=3C=CC=CC3N4CCCCC4	-9.9806	6.69802	0.37723
1664	Z44591990	CC=1C=CC(=CC1)NC(=O)NCCN2CCN(CC2)C(=O)NC=3C=CC(C)=CC3	-9.98023	6.09514	0.33963
1665	Z1281839457	CC(NC=1C=CC=2NC(=O)CCC2C1)C3=NC=C(O3)C=4C=CC=CC4	-9.97931	6.22595	0.50345
1666	Z235351612	C1=CC=C(C=C1)C=2N=NN(CC3=NC(=NO3)C=4C=CC=CN4)N2	-9.97928	6.65433	0.83007
1667	Z31638749	O=C(CNC(=O)C=1SC=2C=CC=CC2C1Cl)NC=3C=CC(=CC3)N4C=NN=N4	-9.97851	6.61269	0.61313
1668	Z3009462495	O=C(C=1C=CC=CC1)N2CCCC(C2)S(=O)(=O)N3CCO[C@H]4COCC[C@H]43 |&1:21,26,r|	-9.97821	6.32398	0.39701
1669	Z1672638133	O=C(NCC=1C=CC=CC1CN2CCC(O)C2)NC=3N=CN(N3)C4CCCCC4	-9.97814	6.76827	0.51299
1670	Z2052572997	O=C(NC1CN(C1)C(=O)NC2=CC(=CC=C2N3CCCC3)C(F)(F)F)C4CC4	-9.97799	6.80963	0.43325
1671	Z2709795752	CC=1C=CC(=CC1S(C)(=O)=O)NC(=O)N[C@@H]2CCC=3C=C(Cl)C=CC32	-9.97713	6.47676	0.59125
1672	Z1218469784	CN1C=C(C=C1C(N)=O)NC(=O)C2CCCN(CC=3C=CC=C(F)C3)C2	-9.97693	6.70531	0.49024
1673	Z2130303240	C=C(CNC(=O)N1CCN(C(C)=O)C2(CCCCC2)C1)C=3C=CC=CC3	-9.97685	6.71627	0.42298
1674	Z340271598	O=C(C1=CC=2C=CC=CC2N1)N3CCN(CC4=CSC(=N4)C=5C=CC(F)=CC5)CC3	-9.9768	6.64118	0.36162
1675	Z1814453716	CC=1N=C2C=CC=CC2=C(C)C1CC(=O)NC=3C=CC=C(C3)CCC(=O)O	-9.97667	6.0834	0.21974
1676	Z319081380	O=C(NC=1C=CC=C(C1)NC=2N=CN=C3C2C=NN3C=4C=CC=CC4)C5CC5	-9.97612	7.42125	0.66397
1677	Z46490682	COC=1C=CC=C(C1)C2=NC(=CS2)CN3CCN(CC3)S(=O)(=O)C=4C=CC=CC4Cl	-9.97541	6.90466	0.32513
1678	Z2488613673	O=C(C1CCN(CC1)C(=O)C2CCC(N2)C3CC3)N4CCC5=CC=CC=C54	-9.97509	6.53007	0.33148
1679	Z1232690793	O=C1NC(CC=2C=CC=CC2)C(=O)N1CC3=NOC=4CCCCC34	-9.97463	6.77978	0.55864
1680	Z4232200531	CC(=O)OC1(CC1)C(=O)NCC2=CN(N=C2C=3C=CC(F)=CC3)C=4C=CC=CC4	-9.97418	7.41908	0.65506
1681	Z915473366	CCN1N=CC=2C=CC(=CC21)NC(=O)CN3C(=O)NC4(CCC(C)CC4)C3=O	-9.97386	6.49703	0.47206
1682	Z2077136450	CC(C)C(=O)N1CCC(CC1)C(=O)NC=2C=CC=C(C2)C3=NNC(=O)N3	-9.97372	6.71241	0.6057
1683	Z32463745	O=C(NC=1C=CC=2OCCCOC2C1)C=3C=CC=C(C3)S(=O)(=O)NCC4CCCO4	-9.9735	6.9058	0.61198
1684	Z2952493473	CN1C[C@H]2[C@H](CCCN2C(=O)NC3=CC=4CCCCC4NC3=O)C1=O |&1:3,4,r|	-9.97333	6.0666	0.4675
1685	Z1663247850	COC=1C=CC(=CC1)C2=NSC(=N2)NC(=O)C=3C(C)=NOC3C=4C=CC=CC4	-9.97306	6.74659	0.48136
1686	Z3063427144	O=C(C1=CC=C(OC=2C=CC=CC2)O1)N3[C@H](C[C@H]4OCC[C@H]43)C(=O)N5CCCC5 |&1:15,17,21,r|	-9.97295	6.68291	0.50751
1687	Z1550449875	CCNC(=O)C=1C=C(N=C2C=CC=CC12)NC(=O)C=3C(F)=CC=C(OCC)C3F	-9.97179	6.54924	0.66504
1688	Z71048134	CC1CCC2(CC1)NC(=O)N(CC(=O)N3CCN(CC3)C(=O)C4=CC=CS4)C2=O	-9.97158	6.18551	0.19349
1689	Z126414946	O=C(CN1CCCN(CC1)S(=O)(=O)C=2C=CC(F)=CC2)N3CCC=4C=CC=CC43	-9.97141	7.04928	0.36634
1690	Z873124578	O=C(NC=1C=CC=C(C1)C(F)(F)F)N2CCNC(=O)CC2C=3C=CC=CC3	-9.97112	6.43152	0.17396
1691	Z3686271946	CN1C(=O)C=C(N2CC[C@@H](C2)NC=3C=C(N=CN3)OC=4C=CC=CC4)N(C)C1=O	-9.97109	7.11602	0.60977
1692	Z224089398	NC(=O)C(SC1=NC2=C(C=NN2C=3C=CC=CC3)C(=O)N1)C=4C=CC(F)=CC4	-9.97097	7.2062	0.57513
1693	Z90263518	CN(CC=1C=CC=2OCOC2C1)CC3=NC=4SC=C(C5=CC=CO5)C4C(=O)N3	-9.9708	6.65155	0.77367
1694	Z1471435216	CC1=C(C=NN1C=2C=CC=CC2F)NC(=O)C=3C=CC(C)=C(C3)S(C)(=O)=O	-9.97059	6.85557	0.51248
1695	Z65217634	COC=1C=CC(=CC1NCC2=CC(=O)N3C=CSC3=N2)S(=O)(=O)N4CCCCCC4	-9.96993	7.04433	0.55382
1696	Z2398503496	O=C(O)[C@@H]1CCCO[C@H]1C=2C=NN(C2)CC=3C=C(ON3)C=4C=CC=CC4	-9.96932	6.55749	0.56406
1697	Z228300034	O=C(CCN1C(=O)OC2=CC(Cl)=CC=C21)NC3=NC=4CCCCCC4S3	-9.96929	7.17011	0.43057
1698	Z3873359259	FC=1C=CC=2N=C(OC2C1)N3CCOC(C3)C=4C=CC=C(C4)OC(F)(F)F	-9.96918	6.57783	0.29603
1699	Z1348915548	O=C(C=1C=CN(N1)C=2C=CC(Cl)=C(Cl)C2)N3CCOC=4C=CN=CC43	-9.96917	6.98833	0.45953
1700	Z997497978	CS(=O)(=O)C1=NC(C(=O)NC=2C=CC=3OCCCC3C2)=C4C=CC=CN14	-9.96681	6.43485	0.53572
1701	Z146785528	CC=1C=CC(=CC1)S(=O)(=O)N2CCCN(CC2)C(=O)C=3C=C(NN3)C=4C=CC=CC4	-9.96644	6.73743	0.31129
1702	Z85888685	CC1CN(CC(C)O1)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC3(CCCCC3)C(=O)O	-9.96585	6.27113	0.47282
1703	Z271835400	CN(CC(=O)NC=1C=CC=C2N=CC=CC12)C3CCC=4C=CC=CC43	-9.96555	6.67911	0.36644
1704	Z1209560661	CC=1C=C(C=2C(=O)N(CC(=O)NCC=3C=CC=CC3C)N(C)C2N1)C(F)(F)F	-9.96466	6.4952	0.41266
1705	Z19815264	O=C(OCC1=CC(=O)N2C(=N1)SC=3C=CC=CC32)C45CC6CC(CC(C6)C5)C4	-9.9645	6.61447	0.48422
1706	Z4144721683	O=C([C@H]1CC[C@H](O)C1)N2CC=3C=CC=CC3C(C2)C=4C=CC=CC4 |&1:2,5,r|	-9.96419	6.66934	0.43604
1707	Z372749650	CC=1C=C(C)N(N1)C=2C=CC=CC2NC(=O)C=3OC4=CC=CC=C4C3C	-9.96403	6.8252	0.56951
1708	Z317696516	CC(C)N1N=CC=2C=C(C=NC21)NC(=O)C=3C=NN(C3C4CC4)C=5C=CC=CC5	-9.96275	6.89384	0.35753
1709	Z56620757	COC=1C=CC=C(C1)OC=2C(=O)C=3C=CC(O)=CC3OC2C(F)(F)F	-9.96267	6.43955	0.62176
1710	Z29467819	N#CC=1C=CC=CC1SC=2C=CC=CC2C(=O)NC3=NC(=CS3)C=4C=CC=CN4	-9.96247	7.60553	0.54504
1711	Z88212288	CC=1C=CC(=CC1)NC(=O)CN2CCN(CC2)C(=O)C3=CNC4=CC=CC=C34	-9.96181	7.0426	0.36029
1712	Z2464453990	CC1=C(C=NN1C)[C@H]2CNC[C@@H]2C(=O)NC3=CN=C4C=CC=CC4=C3	-9.96169	5.94952	0.27507
1713	Z46486157	ClC=1C=CC(=CC1)C2=NN=C(CN3CCCC(C3)C4=NC5=CC=CC=C5S4)O2	-9.96154	7.02394	0.49581
1714	Z960271230	CCCN1C=CC=2C=C(C=CC21)NS(=O)(=O)C=3C=CC4=C(C3)N(C)C(=O)N4C	-9.96137	6.57939	0.47803
1715	Z62765370	O=C(NC=1C=CC(=CC1)N2C=NN=N2)C=3C=CC=C(C3)S(=O)(=O)NCC4=CC=CS4	-9.96136	7.18901	0.57402
1716	Z359440596	NC(=O)C=1C=C(N=C2C=CC=CC12)N3CCN(CC3)C=4C=CC=C(Cl)C4	-9.96084	6.94768	0.52677
1717	Z27689151	O=C(C=1C=CC=C(C1)S(=O)(=O)N2CCC=3C=CC=CC32)N4CCCCC4	-9.96082	6.51103	0.48198
1718	Z940953252	O=C(NC=1C=CC=C(C1)N2CCCC2=O)N3CCC(C3)C=4C=CC=CC4	-9.96081	6.19418	0.38572
1719	Z1780880277	CC1=CC(C)=C(C=C1[N+]([O-])=O)NC(=O)N2CCC(CC2)N3CC=CC3	-9.96062	6.18961	0.33252
1720	Z14154808	CC1(NC(=O)N(CC(=O)NC=2C=C(Cl)C=CC2F)C1=O)C3=CC=CC=C3Br	-9.95976	6.96708	0.44738
1721	Z17435740	CC=1C(Cl)=CC=CC1NC(=O)CSC2=NN=C(CN3CCCC3)N2CC=4C=CC=CC4	-9.95968	7.25865	0.33953
1722	Z2660970201	CC=1C=CC2=NN=C(CNS(=O)(=O)C=3C=CC=4NC(=O)C(C)(C)C4C3)N2C1	-9.95948	6.62511	0.48871
1723	Z228854540	CC=1C=CC=CC1C2=NN=C(O2)C=3C=CC(=CC3)C(=O)NCCC4=CC=CS4	-9.95942	7.04746	0.64318
1724	Z235557850	CC=1C=CC(=CC1)CNC(=O)C(C)SC2=NNC3=NC=4C=CC=CC4N23	-9.95933	7.12683	0.79943
1725	Z1653678838	O=C(CN1CCOCC2(CCOCC2)C1)N3CCOC(C3)C=4C=CC(F)=CC4	-9.9593	6.48237	0.35569
1726	Z2310687066	CC=1N=CC(=CC1CNC(=O)N2CCCC(C2)C=3C=CC=CC3)S(N)(=O)=O	-9.95929	6.63791	0.46286
1727	Z227901490	CN1C(=O)CC=2C=C(C=CC21)S(=O)(=O)NC=3C=C(F)C=CC3C(=O)O	-9.95916	5.64837	0.40558
1728	Z1930091575	CC1CN(CC=2N=C(N)C=3C=CC=CC3N2)CC4(CCOCC4)O1	-9.95868	6.2373	0.35237
1729	Z28296630	CC1=NC=2C=CC(=CC2S1)NC(=O)C=3C=CC=4C=CC=CC4N3	-9.95811	6.61044	0.5539
1730	Z1851900514	N#CC=1C=CC(=CC1)CN2CCC(NC(=O)CC3(O)CCCCC3)C2=O	-9.9581	6.11547	0.49389
1731	Z84140172	ClC=1C=CC(=CC1)C2=NOC(CN3N=NC(=N3)C4=CC=CC(Cl)=C4)=N2	-9.95807	7.06735	0.78512
1732	Z56982797	COC=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)C3=CN4C=CC=CC4=N3	-9.95757	6.26954	0.51128
1733	Z19816686	CC(=O)NC=1C=CC=CC1OCC(=O)NC=2C=CC(=CC2)C=3C=CC=CC3	-9.9573	6.65502	0.50378
1734	Z1898037878	CC=1C=C(N(C)N1)N2CCCC(C2)NC(=O)N3CCN(CC3)C=4C=C(C)C=CN4	-9.957	6.68011	0.2354
1735	Z201421796	COCCC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C3=NNC=4C=CC=CC34	-9.95687	6.8157	0.80197
1736	Z4499936449	O=C(N[C@@H]1CCCC=2C=CC=CC21)C=3C=CC=C4C=C(O)N=CC34	-9.95642	6.24777	0.59217
1737	Z1021247580	O=C(NC=1C=CC(=NC1)N2C=CC=N2)NC3(CCCC3)C=4C=CC(F)=CC4	-9.95613	6.79814	0.56196
1738	Z218344580	CC=1C=C(C)N2N=C(N=C2N1)C(=O)NC3=NC(=CS3)CN4CCCC(C)C4	-9.95593	6.57391	0.55257
1739	Z26823739	CCC1=NN=C(NC(=O)C2CCN(CC2)S(=O)(=O)C=3C=CC(=CC3)C(C)C)S1	-9.95568	6.63509	0.37341
1740	Z2618720918	CC=1C=CC=CC1CNC(=O)C2CC=3C=CC=CC3CO2	-9.95532	6.33533	0.46485
1741	Z1850026024	CC1=NN(C)C=C1NC(=O)[C@@H]2C[C@@]32CCOC=4C=CC(=CC43)C(C)C	-9.95483	6.53816	0.65511
1742	Z13683372	CC(SC1=NC=2SC=3CCCCC3C2C(=O)N1)C(=O)NC4=NC=C(Cl)C=C4Cl	-9.95455	7.46625	0.81328
1743	Z2494925896	CC1=C(N=NN1C)NC(=O)N2CCC(CCC3=CC=C(F)C=C3F)CC2	-9.95446	6.32535	0.40544
1744	Z3388126804	CC1(CCN(CC1)C(=O)C2=CN(N=N2)C=3C=CC=CC3)NC(=O)C4=CC=CS4	-9.95435	6.11724	0.38424
1745	Z2040092623	O=C1NC(=O)C2(CCN(CC(CC=3C=CC=CC3)CC=4C=CC=CC4)CC2)N1	-9.95378	7.28874	0.4526
1746	Z336917348	O=C(C=1C=CC=CN1)N2CCN(CC3=CC=C(S3)C=4C=CC=CC4)CC2	-9.95357	6.68086	0.47611
1747	Z275511254	O=C(CN1C=CC=C(C1=O)C(F)(F)F)NC=2C=CC(=CC2)OCC=3C=CC=CC3	-9.95232	6.76042	0.62393
1748	Z31207803	CC=1C=CC(=CC1)OC=2N=C(N=C3C=CC=CC23)C=4C=NC=CC4	-9.95179	6.84021	0.72872
1749	Z26862217	CC1=NOC(C)=C1COC=2C=CC=CC2C(=O)NC=3C=C(C)C=CC3F	-9.95133	7.0998	0.66413
1750	Z31743720	CC=1C=CC(C)=C(C1)S(=O)(=O)NC=2C=CC(=CC2)C(=O)NC=3C=CC=CC3F	-9.9512	6.39423	0.38382
1751	Z1757937155	CN1C=CN=C(C1=O)N2CCCC(C2)NC3CCC=4C=CC=CC4C3	-9.95047	6.61007	0.41226
1752	Z3889890239	COC(=O)C=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C3=CC=NC(=C3)NC(C)=O	-9.95025	6.49097	0.77882
1753	Z808669936	COC=1C=CC(=CC1)N2C=CC(=N2)C(=O)NC3CCCC4=CC=CC=C43	-9.94974	6.49322	0.55848
1754	Z62901969	O=C(CN1CCN(CC1)C(=O)C2=NNC=3C=CC=CC23)NC=4C=CC(F)=CC4	-9.94972	6.43463	0.43583
1755	Z1748043653	O=C(CC=1C=CC=C(C1)OCC=2C=CC=NC2)N3CC(O)C4(CC4)C3	-9.94804	6.37699	0.64655
1756	Z99376441	O=C(NCC1=CN2C=CC=CC2=N1)[C@@H]3CCCN3S(=O)(=O)C=4C=CC(Cl)=CC4	-9.94779	6.25376	0.35517
1757	Z28689495	CN(C(=O)C1=CC=C2OCOC2=C1)C=3C(=O)NC(=O)N(CC=4C=CC=CC4)C3N	-9.94708	6.79552	0.3279
1758	Z107041434	O=C1NC(CC=2C=CC=CC2)(C(=O)N1CC=3N=NSC3Cl)C=4C=CC=CC4	-9.94706	7.7745	0.83681
1759	Z2404963201	C[C@@H]1CNC[C@@H](O1)C2=NC(CC3=NN=C(C=4C=CC=CC4)N3C)=NO2	-9.94688	6.43852	0.61128
1760	Z87584118	CC1=CC(C)=NC=2SC=3C(=O)N(C=NC3C12)CC=4C=CC=C(C4)S(=O)(=O)N(C)C	-9.94639	7.65267	0.80085
1761	Z1721049775	O=C(C=1C=CC2=C(C1)NC(=O)N2C3CCCC3)N4CCN5N=CN=C5C4	-9.94624	6.76042	0.41675
1762	Z24543419	CC(SC1=NN=C(C2CC2)N1CC=3C=CC=CC3)C(=O)N4CCC=5C=CC=CC5C4	-9.94554	7.78555	0.5948
1763	Z29149152	O=C(CCC1=NC2=CC=CC=C2C(=O)N1)N3CCN(CC3)C(=O)C4CC4	-9.9452	6.71955	0.72227
1764	Z56793748	O=S(=O)(C=1C=CC=2N=C(COC=3C=CC(Cl)=CC3)NC2C1)N4CCOCC4	-9.94507	6.69238	0.6504
1765	Z31186119	CN(CC=1C=CC=2OCCOC2C1)C=3C=NN(C(=O)C3Cl)C=4C=CC=CC4	-9.94484	7.06809	0.51374
1766	Z1750881542	O=C(NC=1C=CC(=CC1)OCC2CCCCC2)N3CCC(CN4C=NC=N4)CC3	-9.9437	6.66136	0.53486
1767	Z2150041561	CC1(C)CN(CCN2C(=O)NC3(CCCC3)C2=O)CC4=CC=CC=C4O1	-9.94356	6.3251	0.26855
1768	Z110100214	CC1OC=2C=CC(=CC2NC1=O)NC(=O)C=3C=CC=4OCCCOC4C3	-9.9426	6.44405	0.66621
1769	Z216764026	CC1=CC(=O)OC=2C=C(C=CC12)OCC=3C=CC(=CC3)C(=O)NC4=NN=CS4	-9.94251	6.55333	0.65809
1770	Z1747696610	CCOC=1C=NC(=CN1)C(=O)N2CCCC(C2)C3=NC(=NN3)C=4C=CC=CC4	-9.94219	6.75034	0.48879
1771	Z1452017951	O=C(NC=1C=CC=C(C1)N2C=CN=N2)NC3CCCN(C3)C=4C=CC=CC4	-9.94189	7.12431	0.53834
1772	Z994301272	CC=1C=CC(=CC1)NC(=O)N2CCN(CC=3C=CC=C(O)C3)CC2	-9.94156	5.78774	0.39829
1773	Z1416033171	NC(=O)NC(=O)C1CCC(CC1)NC(=O)C2=NC=CC3=CC=CC=C23	-9.94141	6.45136	0.63243
1774	Z1472524041	CCC1=CC=C(O1)C2CCCCN2C(=O)C3CC4(C3)NC(=O)NC4=O	-9.94096	6.53248	0.5141
1775	Z70926285	COC=1C=CC=C(C1)C(=O)NC2=NC(=CS2)C=3C=CC=4NC(=O)CC4C3	-9.94044	6.22644	0.62933
1776	Z2763722675	COC=1C=CC=CC1OC=2C=CC(=CC2)NC(=O)N3CCC(C(=O)O)C(C)C3	-9.94026	6.04423	0.49961
1777	Z1644255852	COC=1C=CC=C(C1)C(=O)NCC(=O)NC(C=2C=CC=CC2)C3CCOCC3	-9.94023	6.91135	0.60338
1778	Z279565804	O=C(NCC=1C=CC=CC1C=2C=CC(=CC2)CN3CCCC3=O)C=4C=CC=CN4	-9.93997	6.96381	0.43254
1779	Z1545197680	CCN1C(CCNC(=O)NC2CCOC(C2)C(C)(C)C)=NC3=CC=CC=C31	-9.93949	6.66018	0.53386
1780	Z407242678	COC=1C=CC=C(C1)C(=O)NC=2C=CC=C(C2)OCC=3C=CC=C(C#N)C3	-9.93882	7.26475	0.65544
1781	Z223763158	CC1CC=2C=CC=CC2N1C(=O)C3CCN(CC3)C=4C=CC(C#N)=CN4	-9.93879	6.13708	0.39281
1782	Z56825880	CC1=CC(=NO1)NS(=O)(=O)C=2C=CC(=CC2)NC(=O)C=3C(Cl)=CC=CC3F	-9.93789	6.38939	0.52632
1783	Z1404552154	CC1=C(C=NN1C=2C=CC=CC2F)C(=O)NC=3C=CC=4N=C(OC4C3)N(C)C	-9.93787	7.11928	0.57096
1784	Z55293041	CC=1C=CC2=C(C1)C3CN(C)CCC3N2C(=O)NC=4C=CC=CC4	-9.93611	6.53975	0.48516
1785	Z4635069325	CC(=O)NC=1C=C(C=CC1F)S(=O)(=O)N2CCCC(CC=3C=CC(O)=CC3)C2	-9.93609	6.94835	0.66383
1786	Z218755912	O=C(NCCCN1C=NC=2C=CC=CC21)C3=NN(C=4C=CC=CC4)C=5CCCC35	-9.93608	7.00591	0.42779
1787	Z71631661	O=C(C1=CC=C(O1)C=2C=CC=CC2Cl)N3CCN(CC3)C=4N=CC=CN4	-9.93608	6.18309	0.46155
1788	Z1161382696	CC1=CN=C(O1)C=2C=CC=C(C2)NC(=O)C3=CC=C4NN=NC4=C3	-9.93598	6.92117	0.79263
1789	Z2111496524	CNS(=O)(=O)C=1C=C(C=CC1F)NC(=O)NC2CCC(CC=3C=CC=CC3)C2	-9.93587	6.51304	0.51438
1790	Z2710163222	CN1CCCC(NC(=O)NC2=CC=C(OC=3C=CC=CC3)C(C#N)=C2)C1=O	-9.93528	6.47262	0.53097
1791	Z1391567807	CC=1C=CC=2NC=C(CCC(=O)NC3CCN(C3)C4=NC=CC=C4F)C2C1	-9.93523	6.4055	0.4912
1792	Z2767466252	O=C(C1CC=2C=CC(Cl)=CC21)N3CCC(CC3)C4=NC(=NO4)C5=CC=CC=N5	-9.93495	6.93641	0.45599
1793	Z369156908	O=C(CN1CCCC2=CC(F)=CC(F)=C21)N3CCN(CC3)C(=O)C4=CC=CS4	-9.93481	6.58276	0.38859
1794	Z44494684	O=C1C=C(CN2CCN(CC2)C=3C=CC=CC3)C=4C=C(Cl)C(O)=CC4O1	-9.93459	6.19226	0.19646
1795	Z343498664	NC(=O)COC=1C=CC=C(C1)C(=O)NC=2C=CC(OCC3=CC=CC(F)=C3)=C(Cl)C2	-9.93375	6.70233	0.55427
1796	Z737785750	CC1=CC(=NN1C=2C=CC=CC2)C(=O)NC=3C=CC(=CC3)C(=O)NCC(C)C	-9.93371	6.81526	0.64836
1797	Z17375260	O=C(CN1C(=O)NC2(CCCC=3SC=CC32)C1=O)NC4=CC=CC(F)=C4	-9.93367	6.00595	0.26387
1798	Z106809370	CC1C=2C=CSC2CCN1CC3=NC=4SC=C(C=5C=CC=CC5)C4C(=O)N3	-9.93324	6.6711	0.61433
1799	Z412906358	CN1CCN(C(=O)NC=2C=CC=C(C2)OC(F)(F)F)C(C1)C=3C=CC=CC3	-9.9327	6.37943	0.24703
1800	Z212816412	CC=1C=CC(=CC1C(=O)NC2=NC=3CCC(C)CC3S2)S(N)(=O)=O	-9.93264	6.28708	0.45059
1801	Z3080181697	O=C(C=1C=CC=2CCCC2N1)N3CCC(C3)C=4C=CC=CC4	-9.93257	5.98324	0.5658
1802	Z729737986	CCOC=1C=CC(=CC1)C(=O)NCC=2C=CC=C(C2)NC(=O)N3CCCC3	-9.93194	6.54564	0.52162
1803	Z4464851352	CC1=CC=C(O1)C=2C=C(C(=O)NC3=CNN=N3)C=4C=CC=CC4N2	-9.9316	6.99494	0.72154
1804	Z739618868	CC1CCN(C(=O)CNC=2C=C(Cl)C=CC2C(=O)N3CCCC3)C=4C=CC=CC4S1	-9.93154	7.24318	0.46912
1805	Z1519224856	CC(=O)N1CCCCC1C(=O)N2CCN3C(=NN=C3C2)C=4C=CC=CC4	-9.93117	6.17616	0.28295
1806	Z1147320263	O=C(NC=1C=CC=2NC(=NC2C1)N3CCOCC3)C4=CNN=C4C=5C=CC=NC5	-9.93091	7.01415	0.57089
1807	Z1622930538	COC=1C=CC=CC1C=2C=CC=C(C2)NC(=O)N3CC(O)CC3CO	-9.93084	5.88863	0.48667
1808	Z2381954152	CC1=CN=C2C(C)=CC=CC2=C1N3CCN(CC3)C4(CCOC4)C(N)=O	-9.9303	6.47661	0.29847
1809	Z52036135	CC1=NN(C)C(C)=C1NC(=O)C=2C=CC3=C(C2)S(=O)(=O)N=C4CCCCCN34	-9.93026	6.68049	0.4093
1810	Z2235008507	O=C(NC=1C=CN(CC=2C=CN=CC2)N1)C(=O)N(CC=3C=CC=CC3)C=4C=CC=CC4	-9.9298	7.49835	0.49702
1811	Z512888542	O=C(C=1C=CC(=CC1)N2CCNC2=O)N3CCCC3C=4C=CC=C(Cl)C4	-9.92965	6.42379	0.55199
1812	Z1372808485	CC(NC(=O)N(C)C(C)C=1C=CC=CC1)C2=NC(=NO2)C3CCCCC3	-9.92963	6.53603	0.70813
1813	Z1677533741	CC=1C=CC=C(C1)NC(=O)CN2CCNC(=O)C2C3=CC=CC=C3C	-9.9296	6.66568	0.45331
1814	Z368598116	NC(=O)CC=1C=CC(=CC1)NC=2N=CN=C3C=4C=CC=CC4OC23	-9.92905	6.50609	0.6528
1815	Z1888855794	CC1=CSC(=N1)C=2C=CC(=CC2)NC(=O)N3C[C@@H](CO)[C@@H](C3)C=4C=NN(C)C4	-9.92895	6.79854	0.57361
1816	Z29552946	CC=1C=CC(=CC1)CSC2=NN=C(NC(=O)C=3C=CC=4OCCOC4C3)S2	-9.9289	7.07743	0.58385
1817	Z2362402632	CC(C(=O)N1C[C@@H](CN)[C@@H](C1)C=2C=CC=CC2)C(N)C=3C=CC=CC3	-9.92871	6.28795	0.2102
1818	Z2710426488	O=C(NC=1C=CC=C(C1)C=2C=CC=C(Cl)C2)N3CC[C@H]4CC[C@H](O)[C@H]43 |&1:19,22,24,r|	-9.92869	5.80865	0.52218
1819	Z49520587	O=C(NC=1C=CC(=CC1)N2CCCC2=O)C=3C=CC=NC3OC=4C=CC=CC4	-9.92855	6.33085	0.54383
1820	Z1269919829	CN1CCC(=O)NC=2C=C(C=CC21)C(=O)NCCNC(=O)C=3C=CC=NC3	-9.92848	6.34643	0.48347
1821	Z118516508	CC=1C=C(NC=2C=CC(C)=C(C2)S(=O)(=O)N3CCCCC3)N4N=CN=C4N1	-9.92838	6.65958	0.84242
1822	Z1460675795	O=C(NC=1C=CC=CC1F)C=2C=NC=C(C2)C=3C=CC=4OCCC4C3	-9.92792	6.79282	0.64516
1823	Z190316048	CC=1C=CN=C(C1)NC(=O)C=2C=CC=C(C2)OCC3=CN4C=CC=CC4=N3	-9.92753	6.5783	0.52528
1824	Z2974805880	O=C1NCC2(CCN(CC2)C=3N=CN=CC3Cl)OC4=CC=CC=C14	-9.92679	6.64389	0.53407
1825	Z44591508	[O-][N+](=O)C=1C=CC(=CC1)NC(=O)NC=2C=CC=C(C2)S(=O)(=O)NCC3=CC=CO3	-9.92678	6.28015	0.60632
1826	Z369063680	O=C(NC=1C=CC(Cl)=CC1Cl)C2CCCN2CC3=NC=4C=CC=CC4C(=O)N3	-9.92619	6.68615	0.26046
1827	Z88223135	COC=1C=CC(=CC1)C=2C=C(C=CC2OC)NC(=O)CC3=CC=CC(F)=C3	-9.92598	6.28596	0.60346
1828	Z1373894825	CC(C)N1C=NN=C1C=2C=CC=CC2NC(=O)C=3C=CC4=CC=CC=C4C3	-9.92553	7.11003	0.61326
1829	Z1739858820	CC=1C=C(C)C=2CCN(CC2C1)C(=O)NC=3C=CC=CC3S(=O)(=O)C(C)C	-9.92546	6.75852	0.41988
