Rank	Ligand	SMILES	gnina_affinity_min	CNNpose_score_max	CNNaffinity_min
200	Z32004227	O=C(NCC1CCCCC1)C2=NNC(=O)C=3C=CC=CC23	-6.245300	0.859230	5.899030
201	Z46237390	COC=1C=CC(=CC1F)CN2CC(=O)NC=3C=CC=CC32	-6.098510	0.859150	6.324140
202	Z2234617719	COC=1C=CC(=CC1C)CN2C(=O)NC(C)(C2=O)C3=CC=CO3	-7.122030	0.858970	6.149590
203	Z226482770	CC1C=2C=CSC2CCN1C(=O)CN3N=NC=4C=CC=CC43	-7.802760	0.858830	6.648080
204	Z2158332849	O=C1CCCN1CC=2C=CC=C(C2)C3=NOC(=N3)C4=CC=NN4CC(F)F	-6.755260	0.858490	6.734760
205	Z1603548014	O=C(O)COC=1C=CC=C(C1)CNC(=O)C2CC2C3CC3	-5.881790	0.857880	6.183740
206	Z1393913675	CC=1C=CC(NC(=O)NC(C)C=2C=CC=3NC(=O)CCC3C2)=C(C)N1	-6.183700	0.857780	7.039880
207	Z2099091217	CCC1CN(CC(C)S1(=O)=O)C(=O)NCCC2=NC=3CCCCC3S2	-5.143150	0.857740	6.451320
208	Z223060130	NC(=O)C1=CC=C(N(CC=2C=CC=C(F)C2)C1=O)C(F)(F)F	-6.778500	0.857650	6.172020
209	Z1318527634	N#CC=1C=CC=C(C1)NC(=O)N2C[C@H](O)[C@H](O)C2	-5.242870	0.857580	4.239860
210	Z14222797	CCC1(NC(=O)N(CC=2C=CC(F)=CC2)C1=O)C=3C=CC(F)=CC3	-6.994920	0.857280	6.181080
211	Z2402895388	CC(=O)N1CC(C1)OCC(=O)N(CC=2C=CC=C(F)C2)C(C)(C)C	-7.199130	0.857260	6.376440
212	Z115639146	O=S(=O)(NC=1C=CC=C2C=CC=NC12)C=3C=CC(F)=CC3	-6.182020	0.857120	6.238030
213	Z1650776075	O=C1NC(=NC=2C=C(F)C=CC12)C=3C=C(C=CN3)OCC(F)F	-6.515690	0.856860	6.185860
214	Z193187940	CC(=O)NC=1C=CC(C2=CSC(=N2)NC(=O)C(C)C)=C(F)C1	-6.174110	0.856780	6.278980
215	Z991006624	CC1(C)COCCN1CC2=NC=3C=CC=CC3NC2=O	-7.398210	0.856750	5.742880
216	Z1278902566	CCN1C=C(C=N1)C2=NC(=NO2)C=3C=CC=C(C3)OC	-6.257170	0.856680	5.416760
217	Z333745652	O=C(NC=1C=CC=C(C1)OCC=2C=CC(F)=CC2)C=3C=NC=CN3	-5.689180	0.856670	6.444490
218	Z1335820489	CC=1C=C(F)C=CC1S(=O)(=O)NC=2C=C(ON2)C=3C=CC=CC3	-6.560790	0.856640	6.073760
219	Z1683335414	CC=1C=CC=C(C1)CC2=NOC(=N2)C3=CC(C#N)=CN3	-6.158400	0.856570	5.933480
220	Z16035655	CC=1C(Cl)=CN=C(NC(=O)COC(=O)C2=CC=CN2C)C1Cl	-6.627470	0.856540	6.804210
221	Z2172013896	CC1=CC(=NN1C2CCCCC2)NC(=O)NC3CCCC=4OC=CC43	-6.990820	0.856320	6.675380
222	Z1764305219	CC1(CN2C=C(N=N2)C3=NC(COC=4C=CC=CC4F)=NO3)COC1	-6.213360	0.856200	6.404290
223	Z2442431699	CC(C)CC(N)C1=NOC(=N1)C=2C=CC=C(C2)N(C)C	-6.131320	0.855810	5.884700
224	Z3212741578	CC(C)COC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=C(N2)C=3C=CC=NC3	-7.681880	0.855480	6.453690
225	Z88898954	COC=1C=CC(C)=CC1S(=O)(=O)NC=2C=CC=NC2	-6.418440	0.855370	6.267660
226	Z3602413578	CC(C)C1=NSC(=N1)NC(=O)N2CCOC(C)C2	-5.288600	0.855270	4.858090
227	Z994020466	CC=1OC=CC1C(=O)NC=2C=C(F)C=C(C2)N3CCCC3	-4.931570	0.855020	5.368840
228	Z1536945859	CN1C=CN=C1C2=NOC(=N2)NCC=3C=C(F)C=CC3F	-6.933660	0.854810	5.654070
229	Z1815381577	O=C1NC2(CCOC2)C(=O)N1CC=3C=CC(F)=C(Cl)C3	-5.337550	0.854630	6.461210
230	Z1103661806	O=C(NC1=CC(=NN1)C2CC2)C=3C=CC(=O)N(N3)C=4C=CC(F)=CC4	-7.817920	0.854590	6.758040
231	Z333691266	CC=1C=NC(=CN1)C(=O)N(C)C(C)C=2C=CC(Cl)=CC2Cl	-7.205500	0.854570	6.697240
232	Z86622442	CC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)C(=O)NC=3C=CON3	-8.162220	0.854470	6.678720
233	Z26326571	COC=1C=CC=C(C(N)=O)C1OCC2=CN3C=C(Cl)C=CC3=N2	-6.888530	0.854470	6.818440
234	Z2776072500	CC1CN(C1)C(=O)CC2=NN=C(O2)C=3C=CC=CC3	-5.137100	0.854290	5.341150
235	Z164818006	O=C(NC=1C=CC=C2N=CC=CC12)C=3C=CC=C(C3)OCC4=CSC=N4	-6.037050	0.854230	6.429310
236	Z1341590320	BrC=1C=CC(=CC1)C=2C=CC(=CC2)OC3=NC=CN4N=NN=C34	-6.186290	0.853960	5.762870
237	Z132769032	CC(NC=1C=CC=2SCC(=O)NC2C1)C(=O)NC=3C=CC(Br)=CC3	-8.498250	0.853840	7.190350
238	Z2996147890	CC=1C=CC=C(N1)N(C)S(=O)(=O)C2=CSC=C2C(F)F	-6.708030	0.853830	6.464440
239	Z4661212900	CC(C)C(C)CC(=O)NC1CCN(C1)C(=O)C2=CC=CC3=CN=CC=C23	-7.358810	0.853750	7.332250
240	Z160741302	COC=1C=CC(=CN1)C(=O)NC(C)C2=NN=C3C=CC=CN23	-6.216230	0.853610	6.375140
241	Z1102723471	C#CC=1C=CC=C(C1)N(C)C(=O)C=2C=NN3C(=CC=NC23)C=4C=CC=CC4	-8.472990	0.853550	7.038490
242	Z2838164995	CC(C=1C=CC=C(O)C1)N(C)C(=O)C2=CN=C(O2)C3CC3	-7.163040	0.853540	6.659490
243	Z356373638	O=C(COC=1C=CC=C(C1)C2=NN=CO2)NC=3C=CC=C(C3)C(F)(F)F	-6.418210	0.853140	5.331460
244	Z24102800	COCCN1C=NC2=C1C(=O)N(CC(=O)N3CCC4=CC=CC=C43)C(=O)N2CC=5C=CC=CC5	-8.608080	0.852990	7.184750
245	Z3338977966	COCC1=CC(CN2C(=O)NC(C)(C2=O)C=3C=CC(Cl)=CC3)=NO1	-8.121910	0.852570	6.867270
246	Z13869715	O=C1NC2(CCCCCC2)C(=O)N1CCCC=3C=CC=CC3	-5.314680	0.852450	5.913190
247	Z13601013	O=C1NC2(CCCC=3C=CC=CC32)C(=O)N1CC4=CC=CC(Cl)=C4	-4.975990	0.852280	6.761500
248	Z29826566	CC=1C=C(F)C=CC1NC(=O)C=2C=CC(=O)NN2	-6.324500	0.852060	5.830370
249	Z111875048	CCOC=1C=C2N=C(OC(=O)C2=CC1OCC)C3=CC=C(F)C=C3F	-6.749370	0.851840	6.532360
250	Z19649210	CC1=NC=2C=CC=CC2N1CC(=O)NC=3C=CC=C(C)C3C	-6.714150	0.851240	6.449590
251	Z4407849951	C[C@@H]1CN(C[C@H]1N2C=C(N=N2)C3=CN=CS3)C(=O)CCC4=CC=CC=C4C(=O)O	-4.909720	0.851230	7.434140
252	Z1587538693	CCC1(NC(=O)N(CC2=CC=NN2C)C1=O)C=3C=NN(C)C3	-6.781060	0.851160	6.624090
253	Z63426385	CCCCC1=NN=C(NC(=O)C=2C=CC=C3C=CC=NC23)S1	-5.756890	0.850920	6.569100
254	Z112417954	CC(OC(=O)C1=CC=2CCCC2S1)C(=O)NC=3SC=CC3C(N)=O	-6.303320	0.850810	6.238980
255	Z1839837276	CC=1C=CC=C(N1)N(C)C(=O)C2CCCOC2C	-6.261860	0.850710	6.339230
256	Z119746284	COC=1C=CC(=CC1OC)C2=NN=C(NC(=O)C=3OC4=C(F)C=CC=C4C3C)N2	-8.157620	0.850690	6.676520
257	Z230308460	CC1CN(CC2=CSC(=N2)NC(=O)C3=CC=CO3)CC(C)O1	-5.740090	0.850660	5.478440
258	Z164952270	CC1=NC(=CS1)C2=CC=C(CNC(=O)C=3C=CC=4NN=NC4C3)O2	-7.324660	0.850580	5.859100
259	Z29425019	CC=1C=CC=CC1OCC(=O)NC2=NN=C(O2)C=3C=CC(Cl)=CC3	-7.150810	0.850570	6.064040
260	Z1124056324	CN1N=C2CCCC2=C1NC(=O)C=3C=CC4=C(C3)N=NN4C	-6.812880	0.850320	6.122500
261	Z343584814	NC(=O)C=1C=CC=C(C1)CNC(=O)CC=2C=CC=C(C2)C(F)(F)F	-7.858920	0.850260	5.601270
262	Z228464528	N#CC=1N=CN(CC(=O)NC2=CC=CC(F)=C2)N1	-5.298840	0.849780	4.455950
263	Z1611890621	CC(C)C(C=1C=CC=CC1)N2C(=O)[C@H]3CCCCN3C2=O	-8.115040	0.849700	5.963140
264	Z1612529063	CC1(C)NC(=O)N(CC2=CC=CC(=C2)N3C=NC=N3)C1=O	-6.601850	0.849120	6.294910
265	Z917392630	CCS(=O)(=O)C=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)C3=NNC(C)=N3	-5.585910	0.848840	6.543870
266	Z241746546	O=C1C=CC(=CN1CC2=CSC(=N2)C3=CC=CO3)C(F)(F)F	-6.524990	0.848810	6.540370
267	Z131490084	O=C(C1=CC=C(Br)S1)N2CCCC2C3=NN=C4C=CC=CN34	-7.973520	0.848780	6.442380
268	Z4784428284	CC(=O)N1C=2C=CC=CC2C[C@@H]1C(=O)NC=3C=C(C=CC3Cl)C(N)=O	-9.084460	0.848620	7.116140
269	Z1642769456	CC=1C=CC(=CC1)C2CCCCN2C(=O)CC=3C=CN(C)N3	-8.394360	0.848560	6.386740
270	Z27622301	COC=1C=CC=2C(=COC2C1)CC(=O)NCC(C3=CC=CO3)N4CCCC4	-5.343820	0.848440	6.462930
271	Z1447742847	CCC1C(=O)NCCN1C(=O)C=2C=CC(=CC2)NC=3N=CC=CN3	-8.209860	0.848400	6.147900
272	Z1518415893	CC=1C=CSC1C(=O)NC=2C=NN(C2)C=3C=CC=CC3Br	-5.604650	0.848260	6.756580
273	Z1465657167	O=C(C1=CC(=NO1)C=2C=CC=3OCCC3C2)N4CCOC5=CC=CC=C54	-7.736690	0.848200	6.380630
274	Z1972658680	CN1C=C(C(=O)NC2=NNC(=N2)C3CCC3)C=4C=C(F)C=CC41	-6.355930	0.847770	6.277880
275	Z270743888	CC1=CC(=O)N2N=C(NC(C)C3=CC=CO3)SC2=N1	-4.333490	0.847000	5.969670
276	Z240918654	CN1C(=O)CC=2C=C(C=CC21)C3=CSC(=N3)C4=CC=CO4	-5.132650	0.846790	5.497500
277	Z1126824910	O=C(NC1=NC(=CS1)C=2C=CC=CN2)C=3SC=CC3C4CC4	-5.685030	0.846680	6.187130
278	Z1333274547	COC1=CSC(=C1)C(=O)NC2C=3C=CC=CC3CC2O	-7.704090	0.846630	5.920200
279	Z3347262919	O=C1NCC=2C=CC(=CC2N1)C=3C=CC=C(C3)COC4CCOC4	-7.841510	0.846590	5.769200
280	Z240867092	COC(=O)CC(NC(=O)CC1OC=2C=CC=CC2NC1=O)C3=CC=CS3	-5.787940	0.846430	6.296250
281	Z1445334991	CC=1C=CC=C(C1)CC(CNC(=O)C2=CC=CN2C)C(=O)O	-7.009650	0.846150	6.204960
282	Z364617198	CC=1N=C(C=CC1C(=O)NC=2C=CC(F)=C(C2)C(N)=O)C=3C=CC=CC3	-9.185500	0.846110	7.085520
283	Z1845339272	CC=1C=C(C=CC1OC2CCOCC2)NC(=O)N[C@@H](C)C(=O)N(C)C	-5.171470	0.846080	6.021450
284	Z3463385022	CC(C)(C)CC1CNC(=O)N(CC=2C=CC(Br)=CN2)C1=O	-6.495850	0.845360	6.722490
285	Z1626767502	O=C(CN1C(=O)NC2(CCCC2)C1=O)N3CC=C(C3)C=4C=CC=CC4	-8.220070	0.845220	6.621310
286	Z741448730	CC1=NC(=CS1)CNS(=O)(=O)C=2C=C(F)C=C(F)C2	-5.242650	0.845130	6.497280
287	Z2866902736	C#CCCC1(CCC(=O)N2CCN(CC=3C=CC=C(F)C3)C(=O)C2)N=N1	-6.285290	0.845120	6.486800
288	Z1974737669	O=C(N[C@@H]1C[C@H](C1)C=2C=CC=CC2)C=3C=C(NN3)C=4C=CC(F)=CC4	-7.870180	0.844860	6.742570
289	Z4463284591	CC=1C=CC=CC1C=2C=CC=CC2C(=O)N3CC=4C=NN(C)C4C3	-9.037060	0.844710	6.533280
290	Z338880106	O=C(C=1C=CC=CC1)N(CC2=CC=CO2)CC=3C=CC=C(Cl)C3	-7.594620	0.843810	5.930120
291	Z134714140	CC1(NC(=O)N(CC(=O)NC=2C=CC=CC2)C1=O)C=3C=CC(F)=C(F)C3	-6.093670	0.843520	6.647470
292	Z840798598	CC=1C=CC(=CC1C)C2CCCN2CC3=NC4=C(C=NN4C)C(=O)N3	-8.580900	0.842920	7.061120
293	Z2628778993	CC1=CC=C(CN(C(=O)CC2=CN=CC=C2C)C=3C=CC=4OCCOC4C3)S1	-8.424630	0.842880	7.336830
294	Z167439394	CC(C1=CC=CS1)N(C)C(=O)CC2=NNC(=O)C=3C=CC=CC23	-8.808810	0.842690	6.058900
295	Z336659894	CCC1=C(C=NN1C=2C=CC(C)=CC2)C(=O)NC=3C=CC=CN3	-7.421090	0.842570	6.728010
296	Z18847609	NC(=O)C=1C=CC=CC1NC(=O)CSC2=NN=CN2C=3C=CC=CC3	-7.543630	0.842440	6.163770
297	Z1097590052	NC=1N=CC=NC1C(=O)NC2=NN=C(S2)C=3C=CC=C(Cl)C3	-5.997860	0.842320	6.446000
298	Z3368930183	CC=1C=C(N=C(N1)C(F)(F)F)C(=O)NC(C)(C)C=2N=CON2	-6.503690	0.842120	5.307130
299	Z145079418	O=C(CC1=CSC(=N1)C=2C=CC=CC2Cl)N3CC(=O)NC4=CC=CC=C43	-7.215940	0.841960	6.093590
300	Z2227496341	CC(CC=1C=CC=CC1F)C(=O)N2CC=3C=NNC3C2	-6.248110	0.841810	6.488090
301	Z362554976	CC1=CC=2C=C(C=CC2N1)NS(=O)(=O)C=3C=CC=C(F)C3	-5.661870	0.841700	6.651140
302	Z90762859	CC1=CSC(=O)N1CC(=O)NC=2C=C(Cl)C=CC2C	-5.387870	0.841370	6.539750
303	Z2654721146	C[C@@H]1CN(C[C@H](C)O1)C2=NOC(CC=3C=CC(F)=CC3)=N2	-7.814540	0.841350	5.593110
304	Z997364576	O=C(CNC(=O)CN1C=CC=C(C1=O)C(F)(F)F)NC2=CC=CN=C2	-6.247850	0.841190	5.498960
305	Z1040530692	CC1(C)CC(CC(C)(C)N1)NC(=O)NC=2C=CC(=CC2)N3C=CN=N3	-5.509340	0.841110	6.173100
306	Z165186150	NC(=O)C=1C=CC(=CC1)S(=O)(=O)NCCC=2C=CC=CC2F	-6.472450	0.840750	6.038910
307	Z1837804115	CCS(=O)(=O)C=1C=CC(=CC1)C2=NC=3SC=C(C)C3C(=O)N2	-6.489630	0.840700	6.225960
308	Z995167372	COC=1C=CC(=CC1)N2C=NC3=C(C=NN3C=4C=CC(Cl)=CC4)C2=O	-6.516270	0.840550	6.751220
309	Z1736594903	O=C(NC=1C=CC=C2NC=CC12)N3CCC(CN4CCOCC4)C3	-6.760760	0.839870	5.758760
310	Z1442387712	O=C(NC=1C=CC=CC1SC=2C=CC=CC2)C(=O)NC3CCC=4NN=CC4C3	-8.768640	0.839660	7.374010
311	Z2604970064	CC1(C)CC(C1)NC(=O)NCC=2C=CC(O)=C(F)C2	-5.701980	0.839370	5.310890
312	Z955319086	COC=1C=CC(=CC1OC)C=2N=C(NC(=O)C=3C=CC=4COCC4C3)SC2C	-5.888500	0.838810	6.525370
313	Z363194600	COCC=1C=CC=CC1C(=O)NC2=NC(=CS2)C3=CC=C(F)C(F)=C3	-7.093050	0.838780	5.610440
314	Z16668517	CC1(NC(=O)N(CC=2C=CC=C(F)C2)C1=O)C=3C=CC=4OCOC4C3	-7.194790	0.838720	6.706440
315	Z4560504858	CC=1C=C(N=C(N1)C2CCC2)OC=3C=NC=C(C3)C=4C=CC=CC4	-6.570530	0.838690	6.566110
316	Z3482424047	CC=1C=CC(=CN1)C=2C=CC=3CNC(=O)NC3C2	-5.515150	0.838670	5.655720
317	Z2777149376	CN1C=C(C=N1)[C@@H]2[C@H](OCC(=O)N2C)C(=O)N3CCC=C(C3)C4=CC=CO4	-7.481830	0.838670	6.789380
318	Z2376822937	O=C(O)C1CCC(CC1)NC(=O)C2=COC(=N2)C=3C(F)=CC=CC3F	-7.245500	0.838330	6.383170
319	Z649822312	O=C(NCC=1C=CNN1)C2=CC=C(NC2=O)C=3C=CC=CC3	-6.731510	0.838230	6.102120
320	Z90667324	C1=CC=C(C=C1)C2=NN=C3SC(=NN23)C=4C=CN=CC4	-5.746200	0.837520	5.116160
321	Z1919787188	CN1C=CC=C1C(=O)NC=2C=CC3=C(C2)CC(=O)N3C	-7.326600	0.837440	5.398900
322	Z769137124	COC=1C=CC(=CC1)C2=CCN(CC2)C(=O)C=3NC4=CC=CC=C4C3Cl	-6.884240	0.837290	6.908840
323	Z1213699478	COC=1C=CC(=CC1)NC(=O)C2=CC(=O)C=3C=C(Cl)C=C(Cl)C3O2	-7.916080	0.837270	6.587440
324	Z2155400298	O=C1CCCC(CC2=NC(=NO2)C=3C=CC=C(C3)C(F)(F)F)N1	-7.730130	0.836930	6.270180
325	Z16781314	CCN1C(=O)C=2C(C)=C(C)SC2N=C1SCC(=O)N(C)CC3=CC=CO3	-6.436900	0.836920	6.714220
326	Z3369340317	C=1C=CC(=NC1)OCC2=NC(=NO2)C3=NNC=4CCCCC34	-7.007750	0.836840	5.813930
327	Z2983917027	CC=1C=C(SN1)N2C(=O)C(CC=3C=CC=CC3)N(C2=O)C4CC4	-7.521370	0.836770	6.408510
328	Z167660568	CCS(=O)(=O)N1CCC(CC1)C(=O)N2CCC3=C(C2)SC=4N=CN=C(N)C43	-7.166000	0.836430	7.237820
329	Z1095440870	COC=1C=CC(F)=CC1CN2C(=O)NC(C)(C2=O)C=3C=CC=CN3	-6.677490	0.836400	5.627530
330	Z2298725366	N#CC1(CCCCC1)C(=O)NCC2=NC(=NN2)C=3C=CC=CN3	-7.044050	0.836150	6.149440
331	Z89552286	CC1=C(OC=2C=CC=CC12)C(=O)N(C)C(C)C3=NC4=CC=CC=C4S3	-8.847130	0.836130	6.574730
332	Z368169116	O=C(NC=1C=CC=NC1)C=2C=C(NN2)C=3C=CC=CC3Cl	-7.327640	0.836100	6.061140
333	Z222977774	O=C(NC=1C=CC=C(Cl)C1)C=2C=CC=CC2CN3C(=O)CNC3=O	-7.333020	0.835740	6.924290
334	Z1247447641	CS(=O)(=O)CC1=NC(=CS1)C2=CC(F)=CC=C2F	-3.415890	0.835680	4.355610
335	Z1733681409	NC(=O)CCNC(=O)NC=1C=CC2=C(C1)CCC(=O)N2CC3CC3	-5.322970	0.835100	6.341300
336	Z962894072	NC(=O)C1CN(CCO1)C(=O)NC=2C=CC(=CC2)C(=O)NCC=3C=CC=CC3	-5.750220	0.834850	6.324640
337	Z230021888	CC(NC(=O)C=1C=CC=2SCC(=O)NC2C1)C=3C=CC=4OCOC4C3	-6.856410	0.834760	6.701380
338	Z1883266885	C1CC1C2=NN=C(O2)N3CCC4(C3)CCOCC4	-6.067220	0.833360	5.257070
339	Z16109020	COC(=O)C=1C=CC(=CC1)COC=2C=CC=3C=CC(=O)OC3C2	-8.017930	0.833350	4.820780
340	Z2607581213	O=C(O)C(C(=O)NC=1C=CC=C(C1)OC=2C=CC=NN2)C3CCCC3	-6.786430	0.833140	6.000660
341	Z30272512	CNC(=O)C=1C=CC=CC1OCC=2C=CC(Cl)=CC2	-7.277480	0.833120	5.812430
342	Z942123656	COC=1C=CC2=C(C1)CCN2C(=O)C=3C=CC=C4NN=CC34	-7.237420	0.833050	6.374280
343	Z2233221623	CCC=1C=CC(=CC1)C(C)(C)C(=O)NCC=2C=CC=C(CO)N2	-7.006810	0.832840	6.620810
344	Z333706430	O=C(CC=1C=CC=C(F)C1)NC=2C=CC=3OCCC3C2	-7.282470	0.832830	6.091500
345	Z1144868152	CC1=NN(C)C(C)=C1C=2C=C(NN2)C(=O)N3CCC4=CC=CC=C4C3C	-6.955940	0.832580	7.032030
346	Z1893345862	CC(C)C1CN(C(=O)C=2C=NC(=NC2)C(F)(F)F)C=3C=CC=CC31	-8.597660	0.832290	6.884210
347	Z1918715115	COC=1C=C(C)N=C(N1)N2CCCC(C2)N3CCCS3(=O)=O	-5.734640	0.832200	6.137830
348	Z1684858672	CC(C)CC=1C=C(NN1)C2=NC(=NO2)C3CCC=4C=CC=CC43	-7.741860	0.832120	6.758780
349	Z2963183958	CC1=CN2CCC(CC2=N1)C(=O)NCCC=3C(F)=CC(O)=CC3F	-8.498890	0.832110	6.990590
350	Z26493199	CC=1C=CC(=CC1NC(=O)C=2C=CC=3OCOC3C2)S(=O)(=O)N(C)C	-8.305750	0.832060	6.467470
351	Z1602502690	CC=1C=CN=C2C1NC(=O)CN2C(=O)C=3C=CC=C4N=CC=CC34	-5.755840	0.832040	6.786520
352	Z223139492	CC=1C=CC(=CC1Cl)N2C(=O)NC(C2=O)C(C)C	-7.486320	0.831940	6.127290
353	Z2123207380	CN1C=NC=2C(=CC=NC21)C(=O)N3CC(O)C4(CC4)C3	-7.672240	0.831860	6.115240
354	Z106478868	CC(C1=NC=2C=CC=CC2S1)N(C)CC3=CC(=O)N4C=CC=CC4=N3	-7.854430	0.831570	6.492440
355	Z2001336910	CC1(C)CNC(=O)CN1S(=O)(=O)C=2C=CC(=CC2Cl)[N+]([O-])=O	-6.647380	0.831560	6.060850
356	Z647910462	CC=1C=CC=2C(=COC2C1C)CC(=O)NCC3(CCOCC3)C(N)=O	-7.437420	0.831500	6.627930
357	Z56862940	CCCC1=CC(=O)NC(=N1)SCC(=O)NC2=NC(=CS2)C=3C=CC=CC3	-7.533250	0.831410	7.000420
358	Z1589626636	COC=1C=C(F)C=C(C1)NC(=O)N2CCN(CC2)C=3C=CC(F)=CN3	-7.074490	0.831380	6.270510
359	Z2992256461	CC=1C=CC(=CC1)C2=NOC(CC=3C=CN(CC(F)(F)F)N3)=N2	-7.019130	0.831140	5.368230
360	Z605661106	O=C(NC=1C=CC(=CC1)OC=2N=CC=CN2)C=3C=CC(=CC3)OC(F)F	-5.711070	0.831140	6.471560
361	Z223328200	O=C(NCC1=NN=C2CCCN12)C=3C=C(Cl)C=CC3F	-4.514540	0.830960	5.904190
362	Z3426152142	C#CCCC1(CCC(=O)N2CCCC(C#N)(C2)C=3C=CC=CN3)N=N1	-6.621150	0.830450	7.063220
363	Z109711720	CC1=CC(C)=C(CNC(=O)CC=2C=CC=C3C=CC=CC23)C(=O)N1	-8.038670	0.830360	6.352740
364	Z56919908	CC=1C=C(C)C=C(C1)C(=O)NC=2C=CC=C3C(=O)NC(=O)C23	-6.868570	0.830340	6.061500
365	Z1127136229	CC(C(N)=O)N1CCCC(CNC(=O)NC=2C=CC=C(F)C2)C1	-7.076970	0.830300	6.389360
366	Z3882200057	CC=1C=CC(=CC1)CN2C[C@H](O)[C@H](O)CC32CCCC3	-7.415340	0.830060	5.637750
367	Z88522824	CS(=O)(=O)C=1C=CC(=CC1)C(=O)NC2=NN=C(S2)C=3C=CC=CC3	-6.123860	0.829360	6.337530
368	Z4617238189	COC(OC)C=1C=CC(C(=O)N(CC(F)(F)F)C2CC2)=C(O)N1	-5.668230	0.829330	6.241420
369	Z2295778451	CS(=O)(=O)C=1C=C(C=CC1F)NC(=O)N[C@@H]2C[C@H](C2)C=3C=CC(F)=CC3	-7.647480	0.829240	6.160760
370	Z653656116	CCC=1N=C(NC(=O)C=2C=CC(=O)NN2)SC1C	-4.081820	0.829070	5.089930
371	Z28013717	O=C(CN1C(=O)COC=2C=CC=CC21)NC3=NC(=CS3)CN4CCCCC4	-4.929710	0.829070	6.352710
372	Z54070018	CC=1C=CC2=NC(=CC(=O)N2C1)COC(=O)C3=CC=C(Cl)C(Cl)=C3	-7.116490	0.828840	6.627900
373	Z1230899844	CC1=NOC(C)=C1C(C)C(=O)NC=2C=C(NN2)C3CC4CCC3C4	-6.775730	0.828820	6.854390
374	Z2285260662	CC1=NC(COC=2C=CC(=CC2)C(=O)N3CC(=O)NC(C)C3)=NO1	-7.904110	0.828750	6.605280
375	Z1408591459	CN(C=1N=CN=C2NN=CC12)C(CCO)C=3C=CC=CC3	-5.908650	0.828710	6.559590
376	Z165104556	COC=1C=C(C=C(C1)C(=O)NC2=NC(=CS2)C3=CC=C(CNC(C)=O)O3)OC	-6.551400	0.828240	6.748210
377	Z1139314956	CC1=CC(C)=NN1CC2CCCCN2C(=O)C3=NNC4=CC=CC=C34	-8.724450	0.828110	6.730900
378	Z1367543907	COC=1C=CC=2OCCN(C(=O)C=3C=CN=C(C3)N4CCC(C)C4)C2C1	-8.132820	0.828070	6.626400
379	Z2569813243	CCC1(C)NC(=O)N(CCC2=CC(C)=CC(=C2)OC)C1=O	-5.656610	0.827960	6.072690
380	Z18317493	CC1=CC(=NO1)NC(=O)COC(=O)C=2C=CC=3C=CC=CC3C2	-5.095460	0.827870	5.646030
381	Z756779434	O=C(NC1=NN=C(N1)C(F)(F)F)C=2C=CN(N2)C3=CC=CC(Cl)=C3	-7.965510	0.827850	6.519500
382	Z3104923071	CCC1=CC=C2CN(CCC2=C1)C(=O)NCC3(C)CCC(=O)N3	-5.640650	0.827680	6.436260
383	Z1177698123	O=C(NCCC=1C=CC(O)=CC1)C=2C=NN3C=CC=CC23	-7.876500	0.827510	6.699750
384	Z362557946	O=S(=O)(NC=1C=CC=C(C1)CN2C=CC=N2)C=3C=CC(F)=CC3	-6.023790	0.827500	6.333570
385	Z943736254	COC=1C=CC2=C(C1)CCN2C(=O)C=3C=C(C)C(C)=C(C3)S(N)(=O)=O	-5.753280	0.827400	6.254240
386	Z2044472997	CCOC1(CCCC1)C(=O)N(C)C=2C=CC(=CC2)OC(C)C	-7.093880	0.827220	6.383450
387	Z284418396	CC=1OC=CC1C(=O)NC=2C=CC(=CN2)N3CCOCC3	-6.717120	0.827060	5.782910
388	Z369946126	O=C(NCCC=1C=CC=CC1F)NC2CCC(O)CC2	-6.315850	0.826940	4.942490
389	Z216644646	CC1=NN(C)C(C)=C1CC(=O)NC=2C=CN(C)N2	-4.839920	0.826720	5.220690
390	Z2991336492	O=C(C=1C=CC(=CC1)NCC2=NOC=3CCOCC23)N4CCOCC4	-7.355200	0.826720	6.586000
391	Z1836336625	O=S(=O)(CC=1C=CC(Cl)=C(F)C1)NC2CCOC3=CC=C(F)C=C32	-7.412890	0.826310	6.825790
392	Z2091779976	CC(C)C=1C=C(ON1)C(=O)N2CCCC(O)(CC2)C(F)(F)F	-3.969820	0.826200	4.612310
393	Z458047932	CC1OC=2C=CC(=CC2NC1=O)NC(=O)C3=CSC(=N3)C=4C=NN(C)C4	-7.643700	0.826170	7.082540
394	Z45686054	COC1=CC(=CC(=C1)OC)NS(=O)(=O)C=2C=CC=C(Br)C2	-6.293200	0.825970	6.307360
395	Z2983934562	CC=1C=CC(=C(Cl)C1C)N2C(=O)NC(C)(CN3C=CC=N3)C2=O	-6.978240	0.825740	6.342140
396	Z444119372	O=C(CCN1N=NC=2C=CC=CC2C1=O)N3CCCCC4=CC=CC=C43	-7.432920	0.825530	6.176200
397	Z2042244365	CC=1C=CC(=CC1C)C2(C)NC(=O)N(CC3=NN=NN3C)C2=O	-7.107210	0.825490	6.404750
398	Z28935691	O=C(CC1=CN2C=CSC2=N1)NC3=NC=C(CC4=CC(Cl)=CC=C4Cl)S3	-7.799000	0.825170	7.222360
