Rank	Ligand	SMILES	VinaAffinity	CNNscore	CNNaffinity
14702	Z1443671794	CC1CCC(CCC(=O)NC(CC(=O)O)C=2C=CC(F)=CC2)O1	-6.85977	0.35236	5.71817
14703	Z1787014124	CC(=O)N1CC(C1)NC(=O)C2=CC=C(C(F)=C2)C(F)(F)F	-6.85954	0.5352	5.52872
14704	Z82256270	O=C(NC=1C=CC=C2C=CC=NC12)C=3C=C(Cl)C=CN3	-6.85951	0.54186	5.87373
14705	Z1730477563	CC=1C=CC=CC1NC(=O)N2CCC(CCCN3CCOCC3)CC2	-6.85944	0.50289	6.16487
14706	Z2062314325	CO[C@H]1C[C@@H](CN2CCCC2)N(CC3=CN=NN3C)C1	-6.85903	0.34759	5.94124
14707	Z2069620642	CN1C=C(C=N1)C2CS(=O)(=O)CCN2CC=3C=C(ON3)C=4C=CC=CC4	-6.85891	0.70493	7.12732
14708	Z1761491119	CN(CC1=NC=CS1)C2CC32CCN(CC3)C(=O)C4=CC=CN4C5CC5	-6.85853	0.35684	6.38277
14709	Z1957767883	CCN1N=C(C)C(=C1NCC2CN(CCO2)C3CC3)[N+]([O-])=O	-6.85832	0.54501	6.15087
14710	Z30996333	CC=1C=CC(=CC1C)NC(=O)CN2CCN(CC2)C=3C=CC=CN3	-6.85829	0.55736	5.18921
14711	Z227965412	CCC1=NN=C(CSC2=NNC(=N2)C=3C=CC(=CC3)CC)O1	-6.85809	0.70297	6.53247
14712	Z409696548	CC=1C=C(Cl)C=CC1NC(=O)N2CCN(CC2)C(=O)C3CC3	-6.85807	0.3543	5.68797
14713	Z2385628060	COCC1(CCCN1CC(=O)NCCC=2C=CC=CC2C)C(N)=O	-6.85806	0.42028	6.28842
14714	Z47748613	CC=1NC(=O)NC(C=2C=CC(Br)=CC2)C1C(=O)N3CCOCC3	-6.85793	0.29094	6.25136
14715	Z96011212	CC(=O)NC1=CC(=CC(C)=C1C)S(=O)(=O)N(C)C	-6.85792	0.62155	5.74195
14716	Z763287972	CCN1CCCC(C1)NC(=O)NC=2C=CC=C(C2)C3=NC=CS3	-6.85764	0.48476	5.93258
14717	Z915503670	O=C(NC1CCOC=2C=CC=CC21)C=3N=CC=C4C=CC=CC34	-6.85761	0.58397	6.22885
14718	Z135472576	CC(=O)NCC=1C=CC(=CC1)C(=O)NC=2C=CC=CC2O	-6.85748	0.69877	5.33346
14719	Z1533311077	O=C(NC1=CC=NN1CC=2C=CSC2)C=3SC=NC3C4CC4	-6.85739	0.64374	6.06392
14720	Z406410196	N#CC=1N=CN(CC=2C=CC(Cl)=C3C=CC=NC23)N1	-6.85692	0.54579	5.12319
14721	Z45637275	CSCCC(NS(=O)(=O)C=1C=CC=2OCCOC2C1)C(=O)O	-6.85684	0.61438	6.06581
14722	Z29828511	CC=1C=C(F)C=CC1NC(=O)C2COC=3C=CC=CC3O2	-6.85587	0.68073	4.90148
14723	Z365194234	COC=1C=CC(=CN1)NC(=O)C2=CN(N=N2)C=3C=CC(Cl)=CC3	-6.85555	0.79154	6.27806
14724	Z2298844599	COC=1C=CC(=CC1C(=O)NC[C@@H]2CCC[C@H]2O)S(C)(=O)=O	-6.85524	0.61613	5.51325
14725	Z1192167136	CC(CS(C)(=O)=O)N(C)C=1C=CN=C(N1)C=2C=CC=CC2	-6.85517	0.53395	6.40044
14726	Z44451041	COC=1C=CC(=CC1OC)CN(C)C(C)C(=O)NC=2C=CC(Cl)=CC2Cl	-6.85481	0.45157	6.13743
14727	Z1996620369	CC[C@H](O)CSC1=NN=C(NCC=2C=CC(F)=CC2)S1	-6.8548	0.61132	6.26047
14728	Z1856427702	COC(=O)C=1C=CC(NC(=O)NC2=CC(C)=NN2)=C(C1)OC(F)F	-6.85433	0.55887	5.54654
14729	Z2764135189	CN(C[C@H]1OCC[C@H]1C2=NC=NN2)C(=O)C3CC3	-6.85415	0.67584	6.02056
14730	Z1400757128	CC=1C=CC=CC1NC(=O)CC2=NC(=CS2)CN3CCC4(CCOC4)C3	-6.85411	0.46356	6.19252
14731	Z56847546	CC1=NNC(=NC1=O)SCC(=O)NC=2C=C(Cl)C=CC2C	-6.85401	0.40809	6.16902
14732	Z195736218	O=C(NCC=1C=CC=NC1)NC=2C=CC(F)=CC2Cl	-6.85394	0.50855	5.04087
14733	Z915472074	CCN1N=CC=2C=CC(=CC21)NC(=O)C=3C=NC=4C=CC=CC4N3	-6.85375	0.52219	6.18893
14734	Z2348060712	CCCC(NC=1N=CC=C(C(N)=O)C1[N+]([O-])=O)C2CCC2	-6.85328	0.58062	6.40115
14735	Z2786017170	CCN1C[C@@H](C(=O)N2CC(=O)N(CC3CC3)C2)[C@@H](C1)C4=CN(C)C=N4	-6.85317	0.56669	7.00247
14736	Z45729946	COC=1C=CC(=CC1NS(=O)(=O)C=2C=CC(C)=CC2)S(=O)(=O)N3CCOCC3	-6.85308	0.39813	6.05341
14737	Z2483080203	CC(C=1C=CC(=CC1)S(C)=O)N(C)CC=2C=CSC2C(=O)O	-6.85282	0.47921	6.45345
14738	Z1677955559	CN1C=C(C=N1)C(=O)NC2=NNC(=N2)C3CCC3	-6.85274	0.76937	5.06729
14739	Z435777810	CC1=CC(Br)=CC(C)=C1NC(=O)NCC=2C=CC=NC2	-6.85266	0.40272	5.31452
14740	Z160164672	O=C(CN1CCC(O)CC1)NC2=NC(=CS2)C3=CC(F)=CC=C3F	-6.85257	0.77402	6.28911
14741	Z27831226	COC=1C=CC=CC1NS(=O)(=O)C=2C=CC(OC)=C(C2)NC(=O)C=3C=CC=CC3	-6.85254	0.57723	6.77963
14742	Z2213951684	CCN(CC=1C=CC=CN1)C=2C=C(N=CN2)N3CCCC(C)C3	-6.85236	0.39604	5.72846
14743	Z361827230	CC=1N=C(C)N(CC2=NC=C(O2)C=3C=CC=CC3)N1	-6.85213	0.63643	6.12369
14744	Z336778888	CN(CC1=NC=2C=CC=CC2N1C(F)F)C(=O)C3CC(=O)N(C3)C=4C=CC=C(Cl)C4	-6.8521	0.28203	6.84024
14745	Z1852094839	CCC=1ON=C(C)C1C(=O)NCC2CCN3N=CC(C(=O)N4CCN(C)CC4)=C3C2	-6.8521	0.44584	6.48168
14746	Z1317767066	CC1=C(C=NN1C=2C=CC=CC2C)C(=O)NC=3C(F)=CC=CC3NC4CC4	-6.85207	0.27997	5.77681
14747	Z1491335377	Cl.CS(=O)(=O)CC=1C=CC(=CC1)S(=O)(=O)N2CCCC2CN	-6.85202	0.43637	6.23015
14748	Z2841510188	CC1CN(CC1(C)CO)C(=O)NC2=CN=NN2C=3C=CC=CC3	-6.85185	0.5792	5.93005
14749	Z1200415474	CC(C)N1N=C(C=C1NC(=O)N[C@@H]2C=3C=CC=CC3C[C@@H]2O)C=4C=CC=CC4	-6.8514	0.44753	6.7071
14750	Z14242986	CC1=CC=C2C(=CC(=O)OC2=C1C)CN3C(=O)NC4(CCCCC4C)C3=O	-6.85139	0.27985	6.47836
14751	Z1757669673	COC1=C(CN2CCOCC2C3=NC(C)=CS3)C(C)=NN1C	-6.8512	0.43964	6.13679
14752	Z1784088264	CCC(CC)CN1CCOCC1C2=NC(C)=NO2	-6.85083	0.49548	5.80128
14753	Z295695190	O=C(C=1C=CC(Br)=CC1F)N2CCN(CC3=CC(=O)N4C=CC=CC4=N3)CC2	-6.8507	0.30616	6.31504
14754	Z1868713286	COC=1C=CC(=CC1O)C2NC(=O)N(C2=O)C=3C=C(Cl)C=CC3OC	-6.85056	0.63983	6.12367
14755	Z25913173	CCN(CC)C(=O)CN(C=1C=CC=CC1OC)S(=O)(=O)C2=CC=CS2	-6.85026	0.52579	7.05013
14756	Z278053826	CC=1C=CC(=CC1F)NC(=O)C=2C=CC=NC2N3C=NC=N3	-6.85021	0.36987	6.16857
14757	Z2610525163	O=C(O)C1CCC(CC1)NC(=O)NC=2C=CC(F)=C(C2)N3CCOCC3	-6.84978	0.54556	6.09523
14758	Z1326050472	O=C(NCC1=NN=C2C=CC=CN12)N3CCN(CC3)C4CCOCC4	-6.84976	0.79105	5.95485
14759	Z48857416	CNC(=O)C=1SC(=NC1C)NC=2C=C(C)C=CC2C	-6.84969	0.59927	5.48017
14760	Z275511842	O=C(CN1C=CC=C(C1=O)C(F)(F)F)NC2CCS(=O)(=O)C2	-6.84964	0.64773	5.99898
14761	Z119345634	CC(NC(=O)CN1C(=NC=2C=CC=CC21)C3=CSC=N3)C4=CC=C(F)C(F)=C4	-6.8495	0.49188	6.20212
14762	Z819970624	CN(C)C(=O)CC(NC(=O)NC=1C=CC(C#N)=CC1)C=2C=CC=CC2	-6.84948	0.48829	6.13323
14763	Z44461048	COC1=CC=2N=C(CN(C)CC(=O)NC=3C=CC(F)=CC3)NC(=O)C2C=C1OC	-6.84914	0.95945	6.57705
14764	Z952020238	CC1=NOC(C)=C1C(=O)NCCC=2C=CC=CC2Br	-6.84908	0.56258	5.93307
14765	Z44610869	CC(=O)NC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)NC=3C=CC=CC3	-6.849	0.57315	6.07887
14766	Z164799784	CCOC=1C=CC(=CC1)OC=2C=CC(=CC2)NC(=O)CN3N=C(C)C=C3C	-6.84883	0.59739	6.5358
14767	Z2362321477	CC(OC=1C=CC=CC1NC(=O)N2CCC(C2)C(=O)O)C(F)(F)F	-6.84877	0.59129	5.06277
14768	Z1082818314	CC(=O)N1CCC(CN2CCN(CC=3C=CC(C#N)=CC3)CC2)CC1	-6.8487	0.58065	5.61088
14769	Z1930811110	CC1=CC=2C=C(C=CC2N1)NC(=O)N3CC(C)OC4(CCOCC4)C3	-6.84853	0.4616	6.07872
14770	Z594312242	CCC=1C=CC=C(C)C1NC(=O)NC2CCN(CC=3C=CN=CC3)CC2	-6.84803	0.36807	6.13004
14771	Z146247868	COCC(=O)N1CCN(CC1)C=2C=C(C)N=C(N2)C(C)C	-6.84802	0.46559	5.84987
14772	Z94559908	CC1=NN(CCOC=2C=CC(F)=CC2)C(=O)C(C#N)=C1C	-6.84801	0.48035	6.06859
14773	Z2737702593	O=C(O)C1(CNC(=O)C2=CC=CS2)CCCOC1	-6.84799	0.59448	5.31312
14774	Z18469591	CC1=CC(C)=CC(=C1)OCC(=O)NC2CCS(=O)(=O)C2	-6.84764	0.61244	5.63734
14775	Z731628568	CCC1=C(C)SC=2N=C(NC(=O)C12)C=3C=NN(C)C3	-6.84714	0.86546	6.14254
14776	Z24540911	CC1=NN=C(SCC(=O)NC=2C=CC=3OCCCOC3C2)N1CC=4C=CC=CC4	-6.84679	0.71453	6.78254
14777	Z608594146	O=C(O)CCCC(=O)NC=1C=CC=NC1N2CCCC2	-6.84668	0.49948	5.88795
14778	Z1991391427	CCOC=1C=CC(=CC1NC(=O)NC2CC(=O)N(C2)C3CC3)[N+]([O-])=O	-6.84656	0.50541	6.15565
14779	Z827177564	O=C(CCC=1C=CSC1)NC=2C=CC=3NC(=NC3C2)C4CCCO4	-6.84654	0.5979	6.10105
14780	Z152413960	COC=1C=CC(C)=CC1NC(=O)CSC2=NC=3SC=CC3C(=O)N2	-6.84644	0.66732	6.6135
14781	Z1528788200	O=C(CO)N1CCN(CC1)C(=O)NC=2C=CC=C3C=CC=NC23	-6.84622	0.58223	5.62339
14782	Z2457491030	CC=1C=C(CO)OC1C(=O)NC(C)C=2C=CC(=CC2)N3CCNC3=O	-6.84598	0.84526	5.95728
14783	Z2640820402	CC=1C=C(N=C(N1)C(F)(F)F)C(=O)NCCN2C=NN=C2	-6.84595	0.72733	6.30241
14784	Z2703873292	CC=1C=CN=CC1NC(=O)C=2C=CC(=CC2)C(=O)N3CCOCC3	-6.84585	0.60065	5.9432
14785	Z1461919584	CCC=1C=CC=CC1C(=O)NC(C)(C(=O)O)C2CC2	-6.84567	0.44347	5.78991
14786	Z2053975120	CC1=NN=C(NC[C@@H]2CCCN(C3CC3)[C@H]2C4=CC=NN4C)O1	-6.84559	0.56723	6.80674
14787	Z1491226135	Cl.CC1=CC(=C(C)C(=C1)S(C)(=O)=O)S(=O)(=O)N2CC[C@@H](N)C2	-6.84542	0.54846	6.47777
14788	Z2568551890	CC(O)CS(=O)(=O)CCC=1C=CC=2OC(F)(F)OC2C1	-6.84538	0.68593	5.95151
14789	Z1760140514	NC(=O)C(O)C1CCN(CC(O)CC=2C=CC=CC2)CC1	-6.84525	0.39154	5.31787
14790	Z1170429299	CCC1=CC=2C(=NC=NC2S1)N3CCC4(CC4C5=NN=C6CCCCCN56)CC3	-6.84512	0.53368	7.22532
14791	Z2863954345	COC=1C=CC(=CC1)CCC2=NN=C3CN(CCN23)C(=O)OC(C)(C)C	-6.84494	0.73883	6.78603
14792	Z368884626	CCN(CC1=NC2=CC(=CC=C2C(=O)N1)C(=O)OC)C3CC3	-6.84457	0.55678	5.64282
14793	Z166793400	CSC=1C=CC=CC1NC(=O)CC2=CSC(COC=3C=CC(C)=CC3)=N2	-6.84452	0.61081	6.50002
14794	Z107098978	COC=1C=C(C)C=CC1OCC(=O)NC=2C=CC=CC2S(C)(=O)=O	-6.8444	0.56316	6.59212
14795	Z127023926	CN1C=NC(=C1OC=2C=CC(Cl)=CC2Cl)[N+]([O-])=O	-6.84425	0.54282	5.7766
14796	Z1243851658	CCN(CC)CCOC1=CC=CC=C1NC(=O)N2CCC(CC2)C3=CC=NN3C	-6.84399	0.36891	6.86833
14797	Z2697639932	CCO[C@@]1(C)C[C@H]1NC(=O)NCC(=O)N2CCCCC2 |&1:3,6,r|	-6.84396	0.66017	5.41845
14798	Z45273158	COC1=CC(Cl)=C(C=C1NC(C)C2=NC=3SC(C)=C(C)C3C(=O)N2)OC	-6.84385	0.83881	6.52063
14799	Z137024118	COCC(=O)N1CCN(CC=2C=C(C)ON2)CC1	-6.8438	0.6763	5.3706
14800	Z1116966417	O=S1(=O)CCN(CC2=NOC(=N2)C=3C=CSC3)CC1	-6.84335	0.62297	5.62781
14801	Z446028388	CC(C)C1=NC=CN1CC=2C=CC=C(C2)NC(=O)NCC3=CC=CC=N3	-6.84289	0.53378	5.90725
14802	Z236594668	COC=1C=CC=C(C1)NC(=O)NC2CCSC=3C(F)=CC=CC32	-6.84288	0.46069	6.09261
14803	Z1693515220	CC(C=1C=CSC1)N2CCN(CC2)C(=O)C=3C=CC(=O)N(N3)C=4C=CC=CC4	-6.84288	0.34359	6.52355
14804	Z1505985813	CS(=O)(=O)N1CCC(CNC(=O)CC2=CNC=3N=CC=CC23)C1	-6.84283	0.66803	6.09748
14805	Z1139358745	CC(O)CN1CCN(CC1)C(=O)CN2C(=O)NC(C)(C)C2=O	-6.84248	0.35159	5.54644
14806	Z1139415855	CCN1C=CN=C1CN2CCC(CC2)N3CCN(CC)C3=O	-6.84239	0.39451	6.20271
14807	Z371820256	N#CC=1N=C(OC1N2CCN(CCC=3C=CN=CC3)CC2)C4CC4	-6.84223	0.33046	6.30237
14808	Z103767126	CC(=O)NC1=NC(=CS1)CN(C)CC2=CC=C(Cl)S2	-6.84204	0.8688	6.3255
14809	Z951345458	CC(NC=1N=C(N=C2SC=3CCCCC3C12)C4CC4)C=5C=CC=CN5	-6.84185	0.62653	6.81507
14810	Z2709489879	CCC=1N=C(NC(=O)N2CCC3CCC(C2)S3(=O)=O)SC1C	-6.84174	0.57554	6.35532
14811	Z384373574	CN(CC1=CC=C(Br)O1)C(=O)C=2C=CC(=O)N(C)N2	-6.84109	0.70541	6.19497
14812	Z246398042	C=1C=CC=2N=C(C=NC2C1)SC3=NN=NN3C4CC4	-6.84102	0.68424	6.42573
14813	Z409479594	CC=1C=CC(C)=C(C1)NC(=O)N2CCCCCC2	-6.84062	0.61654	5.69562
14814	Z2226507827	CC1CCN(CC2=CC=CC=C2C3=CC=NN3C)CCS1(=O)=O	-6.84031	0.45545	6.39109
14815	Z168234674	CC=1NN(C(=O)C1CCC(=O)N2CCCCCC2)C=3C=CC(F)=CC3	-6.84022	0.69245	5.98573
14816	Z2411846590	CC1=NNC(C)=C1CN2C[C@H]3OC=4C(F)=CC=C(F)C4O[C@H]3C2	-6.8401	0.30268	6.20733
14817	Z18355783	COC=1C=C2C(=CC1NC(=O)CSC3=NN=C(N)N3)OC4=CC=CC=C42	-6.8401	0.73848	6.71777
14818	Z79390965	O=C(NC1=NC(=CS1)C=2C=CC=CC2)C=3C=CSC3	-6.84005	0.66909	5.54233
14819	Z1479260994	CC(C)C1=NC=C(S1)C(=O)NCCC2=CSC(=N2)N3CCCC3	-6.83995	0.62801	6.02528
14820	Z1819488684	CCOCC(=O)N1CC2=CN=NN2CC=3C=CC=CC31	-6.83978	0.53979	6.09199
14821	Z2062029683	CC(=O)NC1CCC(N(C1)C(=O)CC=2C=CC(C#N)=CC2)C(F)(F)F	-6.83976	0.51073	5.71908
14822	Z646015578	CC(NC=1N=CC=C(N1)C(F)(F)F)C=2C=CC(=CC2)OCC(=O)NC3CC3	-6.83942	0.73694	6.26781
14823	Z447533910	CC1=NC(=CS1)CNC(=O)NCC(C)(C)N2CCOCC2	-6.83927	0.66841	5.32972
14824	Z218337704	CC(C)N1N=CC=2C=C(C=NC21)C(=O)N(C)CC=3C=CSC3	-6.83876	0.45005	6.18281
14825	Z2722363585	C[C@@H]1NC(=O)N(CC2CN(CC=3C=CN=CC3)CCO2)C1=O	-6.83864	0.37773	5.90586
14826	Z1918870403	COC(=O)[C@H]1CC[C@H](C1)NC(=O)NC2=CC=C3NC(C)=CC3=C2	-6.8386	0.51646	5.63657
14827	Z2242847412	CN(CC=1C=CC=C2OCCOC12)C[C@@H]3C[C@@H](O)CN3	-6.83849	0.30325	5.16597
14828	Z2372327255	CN1N=C(CC(=O)N2CCC(C2)OC=3C=CC(C#N)=CN3)C=4C=CC=CC41	-6.83793	0.54088	6.46663
14829	Z2394625746	CC1(C)NC(=O)N(CCCC(=O)N2CCO[C@H]3CNC[C@H]32)C1=O	-6.83745	0.44346	6.06292
14830	Z279969566	COCC(=O)NC1=CC(=CC=C1OCC(F)(F)F)S(=O)(=O)N2CCCCCC2	-6.83739	0.53445	6.81923
14831	Z1139494923	CC=1C=NN(C1)CC2CN(CC=3C=CC(=CC3)N4C=CN=C4)CCO2	-6.83729	0.28356	5.99312
14832	Z409511818	O=C(NC1=NN=CS1)N2CCN(CC=3C=CC=CC3F)CC2	-6.83725	0.62265	6.20007
14833	Z1174577087	CN1C=C(C=N1)CN2CCCN(CC2)C(=O)CCN3C=CN=N3	-6.83717	0.4977	6.07122
14834	Z2761593194	CCC=1C=C(N2CC(C2)N3CC(CC3=O)C(=O)N(C)C)N4N=CN=C4N1	-6.83617	0.52726	6.17763
14835	Z118608364	O=C1NC=2C=CC(=CC2N1)C3=CSC(CC=4C=CC=CC4)=N3	-6.83598	0.53849	6.38487
14836	Z1298979644	O=S(=O)(C=1C=CC(=CC1)CN2CCC[C@H]2CO)C(F)F	-6.83586	0.4351	5.87567
14837	Z2683067377	CCC(NC(=O)NC=1C(C)=CC=CC1C)C(OC)OC	-6.83583	0.66602	6.02375
14838	Z985621926	CCC1=NN=C2CCC(CN12)NC(=O)C=3C=NC(C)=CN3	-6.83551	0.61674	5.81893
14839	Z1436476403	Cl.O=C(NC=1C=CC=2C(=O)NC(=O)C2C1)C3CCNCC3	-6.83549	0.65803	5.40693
14840	Z15685817	CN(C(=O)COC=1C=CC=CC1C(N)=O)C=2C=CC=CC2	-6.8353	0.73865	5.86449
14841	Z193073130	CC1=CC=C(O1)C(CNS(=O)(=O)C=2C=CC=3CCCC3C2)N4CCOCC4	-6.83514	0.57596	6.91265
14842	Z1614681147	CC=1C=CC=C(C1)NC(=O)N2CCN(CC2)C(=O)C3(CC3)C(=O)O	-6.83463	0.4848	5.7511
14843	Z2866903376	C#CCCC1(CCC(=O)N2CCN(CC(F)(F)F)C=3C=CC=CC32)N=N1	-6.83456	0.55007	6.24444
14844	Z31493384	O=C(C=1C=CC(=CC1)NS(=O)(=O)C=2C=CC=CC2)N3CCN(CC3)C=4C=CC=CC4	-6.83428	0.26412	6.28024
14845	Z89343791	CC=1C=CN2C=C(N=C2C1)C(=O)NC3=NN=C(CC(C)C)S3	-6.83402	0.84643	6.13716
14846	Z356265476	CC(NC(=O)NC1CCN(CC(N)=O)CC1)C2=CC=CS2	-6.83388	0.47217	6.01172
14847	Z989574366	O=C(CN1CCC(CC1)C=2C=NNC2)NC3CCCCNC3=O	-6.83376	0.60651	5.50854
14848	Z1268778606	CCCC1=NNC(=N1)C2CN(CCO2)C(=O)C3=CSC=N3	-6.83354	0.68008	6.25758
14849	Z25742116	O=C1NC2(CCC=3C=CC=CC32)C(=O)N1CC4=CN5C=CC=CC5=N4	-6.83354	0.5225	6.6192
14850	Z1139260802	CCNC1=CC=2CN(CCC2N=N1)C(=O)C(C)CN3C=CC=N3	-6.83312	0.56279	6.57684
14851	Z975782104	CC(C)C=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(C)C(=O)O	-6.8331	0.36022	6.05887
14852	Z2769821855	CC=1C=CC=CC1[C@@H]2C[C@H](C2)NCC3=CN(CC4CCOC4)N=N3	-6.83298	0.43461	5.94009
14853	Z26997093	CN(C)C(CNC(=O)C=1OC=2C=CC=CC2C1CSC3=NN=CN3)C4=CC=CO4	-6.83291	0.45206	6.86374
14854	Z1531858714	[O-][N+](=O)C=1C=C(Cl)C=C(C1)C(=O)N2CCCC32CCCCC3	-6.83281	0.52697	6.55139
14855	Z2266859107	O=C(NCC1CCN(C1)C2CC2)C3=CC=4C=CC=NC4S3	-6.83276	0.57534	5.92977
14856	Z1040577182	CN1C=CC=2C(=CC=CC21)NC(=O)N3CCN(CC4=CC=CN=C4)CC3	-6.83257	0.41955	6.14447
14857	Z275511860	CNC(=O)NC(=O)CN1C=CC=C(C1=O)C(F)(F)F	-6.83233	0.60101	5.75242
14858	Z32183702	CC=1C=CC=C(NC(=O)CNC(=O)C(C)NC(=O)COC=2C=CC=CC2)C1C	-6.83164	0.41531	6.19706
14859	Z1762660872	CCN(CC(=O)O)C1CCN(CC1)C(=O)C2=CC=C(F)C(C)=C2	-6.83144	0.32979	5.63697
14860	Z1960731643	CCC=1C=CN=C(C1)C2=NOC(=N2)C=3C=CC(=CC3)S(=O)(=O)C(C)C	-6.83097	0.73998	6.44596
14861	Z1892456262	CC1(C)CCN(CCS1(=O)=O)C(=O)NC=2C=C(F)C=C(Cl)C2	-6.83018	0.62932	6.39576
14862	Z126970728	CC1=C(SC=2N=CN=C(C12)N(C)C3CCS(=O)(=O)C3)C=4C=CC=CC4	-6.83014	0.43463	6.70773
14863	Z2298982531	COC(=O)C1CN(CC1C=2C=CC=CC2)C(=O)C3CCCCC(=O)N3	-6.82994	0.58202	4.93593
14864	Z2493711303	CN(C)C(=O)CCCN1CC2=CC=C(O)C=C2C3(CC3)C1	-6.82988	0.45143	5.82902
14865	Z1247632549	CC(NC(=O)N1CCCSCC1)C2=NC=C(O2)C=3C=CC=CC3	-6.82931	0.68812	6.05142
14866	Z1932874690	O=C(CN1CCOCC1=O)N2CCC(C2)OC3=CC=CC(F)=C3	-6.82913	0.5549	5.28748
14867	Z1939921052	CC=1N=C(CN2CC(O)CC2C=3C=CC=CC3C(F)(F)F)OC1C	-6.82908	0.07923	5.98697
14868	Z2762819797	N#CCC=1C=CC=C(C1)C(=O)N2CCC(C2)C=3NN=CC3N	-6.82884	0.62471	6.30544
14869	Z2007102369	C=CCCN(C)S(=O)(=O)C=1C=C(SC1C)C(=O)O	-6.82883	0.41884	5.33936
14870	Z51901060	CC1=NOC(C)=C1CCC(=O)NC2=NC(=CS2)C=3C(C)=CC(C)=CC3C	-6.82848	0.64785	6.72441
14871	Z1733562815	CC=1C=NN(C1)C2CCCN(C2)C(=O)NC3=CC=NN3C(C)C4CC4	-6.82847	0.59024	6.56571
14872	Z1939919996	CCN1C(C)=NN=C1CN2CC(O)CC2C=3C=CC=CC3C(F)(F)F	-6.82824	0.29189	6.35176
14873	Z95878782	COC=1C=C(C=CC1OCC=2C=CC=CC2)CNC(=O)CN3C(=O)CCOC4=CC=CC=C43	-6.82814	0.45484	6.19959
14874	Z68708603	O=C(CNC(=O)C=1C=CC=CC1)NC2=NC(=CS2)C=3C=CC=CN3	-6.82804	0.63562	6.16456
14875	Z2362308179	O=C(O)C1CCC(CC1)NC(=O)NC=2C=CC(=CC2)C3CCC3	-6.82767	0.55768	5.7962
14876	Z82229499	O=C(C=1C=CC(F)=C(F)C1)N2CCN(CC2)S(=O)(=O)C=3C=CC=4CCCCC4C3	-6.82712	0.49719	6.84932
14877	Z2477352268	O=C(CC=1C=CC(F)=CC1)N[C@@H](CO)C(=O)NC2CCCCC2	-6.82702	0.67982	6.05811
14878	Z134657692	COC=1C=CC=C(C1)NC(=O)CN2C(=O)NC(C2=O)C(C)C	-6.8269	0.61591	6.25475
14879	Z1814696450	CC=1N=C2C=CC(Cl)=CN2C1NC(=O)C3CCOCC3	-6.82673	0.6562	5.73278
14880	Z2498751926	CCN1N=CC=C1CN(CCO)C(=O)[C@H](C)N2CCOCC2	-6.82672	0.45002	5.79827
14881	Z2780333835	CN1CCN(CCC1=O)C(=O)C2(CC2)C=3N=CC=C4C=CC=CC34	-6.82664	0.46468	6.37701
14882	Z422492796	COC=1C=CC(=CN1)NC(=O)COCC(F)(F)F	-6.82611	0.9096	5.31269
14883	Z239527362	CC=1N=C(NC(=O)C2=NN3C(C)=CC=NC3=N2)SC1C4=NC=CN4C(F)F	-6.82607	0.83775	6.33158
14884	Z1318757631	CCOCC1CCCN(C1)C(=O)C=2C=NC=3C=CC=CC3C2OC	-6.82576	0.63009	6.02749
14885	Z2144013456	OCC1CCCCN1C=2C=C(N=CN2)N3CCCC=4OC=CC4C3	-6.82549	0.42526	5.35768
14886	Z183351722	CC=1C=C(C=CC1Br)S(=O)(=O)N2CCN(CC2)C(=O)NCC3CCCO3	-6.82548	0.44756	6.16822
14887	Z2171223015	CC(C)N1N=CC(NC(=O)NCC(CO)C2CC2)=C1C3CC3	-6.82511	0.40769	5.90594
14888	Z1754527238	CN1C=CN=C1[C@H]2OCC[C@@H]2NS(=O)(=O)CCC3CC3	-6.82474	0.71212	6.35956
14889	Z298155408	CC(SC1=NN=C(C=2C=CN=CC2)N1C3CC3)C4=NC(=NO4)C(C)(C)C	-6.82455	0.227	5.67636
14890	Z1322818996	CCN1CCCC(C1)NC(=O)C=2SC=NC2C(C)(C)C	-6.82451	0.47357	5.86293
14891	Z82188964	CC=1C=C(Br)C=CC1NC(=O)C=2C=CC(=C(C2)[N+]([O-])=O)N3C=NC=N3	-6.82434	0.48352	6.31707
14892	Z1537589861	CC=1C=CC(=CC1)NC(=O)N2CC(O)CC2CO	-6.82428	0.42596	5.19962
14893	Z56840861	CC=1SC=2N=C(N=C(N)C2C1C)SCC(=O)N(CCO)CCO	-6.82409	0.67892	5.80922
14894	Z1459358676	Cl.CNCC(=O)N1CCCC2=C(C=CC=C21)NC(=O)C(C)C	-6.82403	0.53345	6.07324
14895	Z2695600861	O=C(CN1C=C2C(=O)NCCCC2=N1)NC3CCCCCCC3	-6.82383	0.45923	5.55846
14896	Z28999184	CC1=CC(=NO1)C(=O)NC2=NC(C)=C(CC3=CC=C4OCOC4=C3)S2	-6.82363	0.65897	5.84491
14897	Z1250177980	NC1CCCC1C(=O)N2CCOC=3C=CC=CC3C2	-6.82356	0.63317	5.66223
14898	Z1767964085	CC=1C=CC=CC1OCCCC(=O)N2CC(F)(F)CC2CO	-6.82312	0.49789	6.15539
14899	Z68639842	CCN1C(=NC=2C=CC=CC21)NC(=O)C3CCC3	-6.82298	0.42547	5.73564
14900	Z2837485847	CC1=NC=C(CC(=O)N2CCOC(C2)C=3C=CC=CC3C)O1	-6.82246	0.56437	5.98626
