Rank	Ligand	SMILES	VinaAffinity	CNNscore	CNNaffinity
2031	Z24686610	CC1=C(NC(=O)CSC=2NC(=O)C=C(C)C2C#N)C(=O)N(C=3C=CC=CC3)N1C	-9.22075	0.50017	6.92912
2032	Z1140490095	CC=1C=CC(C)=C(OCC(O)CN2CCC(CC2)N(C)C3=CC=CN=N3)C1C	-9.22065	0.6021	6.54925
2033	Z383632764	O=C(NCC1CCN(C1)C=2C=CC=CC2)C=3C=CC(=CC3)C=4C=CC=CC4	-9.22061	0.34732	6.43339
2034	Z1408395373	COC=1C=CC=C(C1)C=2N=NN(CC3=NC=4C=C(F)C=CC4O3)N2	-9.2206	0.80505	6.68986
2035	Z285783618	CC(C)(C)C1=CN2N=C(NC3CCN(CC=4C=CC=CC4)CC3)SC2=N1	-9.21978	0.552	6.70531
2036	Z1676260978	CC=1C=CC=CC1C2C(=O)NCCN2C(=O)C3CC=CC3	-9.21931	0.50494	6.49471
2037	Z228706294	CC=1C=CC(C)=C(C1)NC(=O)CN(C)C=2N=CN=C3C2C=NN3C	-9.21927	0.81941	7.08463
2038	Z44604749	O=C(NC=1C=CC=CC1)NC(C=2C=CC=CC2)C=3C=CC=CN3	-9.21923	0.65639	6.9334
2039	Z744434314	CC(=O)NC=1C=CC=C2CN(CCC12)C(=O)NCCOC=3C=CC(F)=CC3	-9.21922	0.51006	6.2844
2040	Z71210973	O=C1C=2C(=CSC2N=C(SCCO)N1CC=3C=CC=CC3)C=4C=CC=CC4	-9.21915	0.34064	6.69574
2041	Z336917440	O=C(C=1C=CC=NC1)N2CCN(CC3=CC=C(S3)C=4C=CC=CC4)CC2	-9.21846	0.39211	6.55063
2042	Z95903147	CCN1C(=O)C(C)=NC=2C=C(C=CC21)C(=O)N(CC=3C=CC(F)=CC3)C4CC4	-9.2184	0.41385	7.0565
2043	Z431612254	O=C(CCNC(=O)C=1C=CC=CC1)N2CCCC3=CC=C(F)C=C32	-9.21836	0.45037	6.54586
2044	Z234544024	CC1=NC2=NC(=NN2C(C)=C1CC(=O)NC=3C=CC=C(Cl)C3C)C(F)(F)F	-9.21801	0.52521	7.22799
2045	Z29217796	O=C(NCC1=CN2C=CC=CC2=N1)C=3C=CC(=CC3)OC=4C=CC=CC4	-9.21763	0.50399	6.30989
2046	Z27772250	CN1C(=O)C2=C(N=CN2CC(=O)NC3=NC(=CS3)C=4C=CC=CC4)N(C)C1=O	-9.21759	0.55854	6.61955
2047	Z135170608	O=C1NC=2C=CC=CC2N1C3CCN(CC(O)COCC4=CC=CS4)CC3	-9.21733	0.53276	6.65081
2048	Z997616190	O=C(NCC=1C=CC(F)=C(Cl)C1)C=2C=C(Cl)C=CC2N3C=NN=N3	-9.21689	0.50507	6.98589
2049	Z229110700	CCN(CC)C(=O)C=1C=CC(=CC1)NC(=O)C=2C=C(C)N=C3ON=C(C)C23	-9.21686	0.56812	6.7676
2050	Z134710170	O=C1OC(=NN1CC2=NC(=NO2)C=3C=CC(F)=CC3)C4=CC=CS4	-9.21647	0.69339	6.46091
2051	Z2382692975	CNC(=O)CC1(O)CCCN(C1)S(=O)(=O)CC2=CC=C(C)C=C2F	-9.21519	0.4829	6.32121
2052	Z450363426	CC(NC(=O)C=1N=C(N=CC1Cl)N2CCOCC2)C3=CC=CC4=CC=CC=C34	-9.21508	0.58158	7.02413
2053	Z2353804167	O=C(O)C1CCCCN1CC=2C=CC(=CC2)OC3=CC=CC(F)=C3	-9.21462	0.56268	6.08623
2054	Z1884784969	O=C(NC1CCN(CC2=CC=CN=C2)CC1)C3=COC(=N3)C4CCCC4	-9.2135	0.53254	6.33053
2055	Z408135130	O=C(NC(C1=CC=CS1)C2CCCC2)C=3C=CC=4NN=NC4C3	-9.21307	0.89659	7.32026
2056	Z30900177	NC(=O)C1CCN(CC1)C(=O)C(C=2C=CC=CC2)C=3C=CC=CC3	-9.21305	0.53059	6.98344
2057	Z1499146940	CC1=NC(=NN1)C2CCCCN2C(=O)C3=CC=CC4=NC=CN34	-9.21279	0.83993	7.10356
2058	Z2392388597	CCC1=NN=C(O1)[C@H]2CCCN(C(=O)CCC=3C=CC=CC3OC)[C@H]2C	-9.21264	0.72194	7.06168
2059	Z1761012800	CN(CC=1N=CC=C(N)N1)C2CCN(C2)C(=O)C3CC3C4=CC=CC(F)=C4F	-9.2124	0.51759	6.622
2060	Z1311047236	NC(=O)C1=CC=C(NC(=O)C2=CN=C(S2)C=3C=CC=CC3F)C(F)=C1	-9.21226	0.47644	6.02058
2061	Z285689302	CC1=CC(C)=NN1C=2C=CC(=NN2)NCC=3C=CC=C(C3)C(F)(F)F	-9.21211	0.65829	6.55027
2062	Z1243934672	O=C(NC=1C=CC=CC1OCC2CCCCO2)N3CCC(CC3)C4=CC=NN4	-9.21206	0.56442	6.87066
2063	Z110084250	CN1C=CN=C1C(NC(=O)C=2C=CC(=CC2)CN3CCCC3=O)C=4C=CC(Cl)=CC4	-9.21192	0.47755	7.16243
2064	Z827329548	O=C(NC1CCN(CC1)C(=O)C2=CC=3CCCCCC3S2)C4=CC=CN=C4	-9.21138	0.51775	6.34654
2065	Z18537270	NS(=O)(=O)C=1C=CC=C(C1)NC(=O)COC=2N=CN=C3C=CC=CC23	-9.21033	0.72818	6.34444
2066	Z57728346	O=C1C=C(CO)OC(=C1O)C(NC=2C=CC(F)=CC2)C=3C=CC=CN3	-9.21028	0.52506	6.54528
2067	Z2242927931	CC1=CC=C(C(=O)N(CC2=NC=CS2)C3CC43CCNCC4)N1C	-9.21003	0.47851	6.75783
2068	Z28524375	CC(NC(=O)C1=CC=2C=CC=CC2O1)C=3C=CC(F)=CC3F	-9.21	0.57416	6.36119
2069	Z86826735	CN1CCCN(C(=O)C2=CC=CC(=C2)OC(F)F)C=3N=C4C=CC=CC4=NC31	-9.20916	0.54933	6.78639
2070	Z229755970	CC=1C(=CC=CC1[N+]([O-])=O)C(=O)NC=2C=CC(=CC2C(F)(F)F)NC(=O)C3CC3	-9.20875	0.47186	6.87434
2071	Z125752470	COC=1C=CC(OC)=C(C1)S(=O)(=O)N2CCN(CC2)C(C)C(=O)N(C(C)C)C(C)C	-9.2086	0.2474	6.32447
2072	Z19679605	O=C(COC(=O)CC=1C=CC=C2C=CC=CC12)NC=3C=CC=4OCOC4C3	-9.20854	0.74655	6.52327
2073	Z94841006	CC1CCC2=C(C1)SC=3N=CN=C(C23)N4CCC(CC4)C5=NN=C6C=CC=CN56	-9.20842	0.45004	7.27962
2074	Z28496395	CCN(CC1=NC=2C=C(Cl)C=CC2C(=O)N1)C(=O)C3=CC=CC(=C3)NC(C)=O	-9.20812	0.69626	7.21779
2075	Z2710010532	CC1=CN=CN1C2CCN(CC2)C(=O)C=3C=CC(=CC3)OC4CC4(F)F	-9.2072	0.46273	6.32704
2076	Z1402396417	CCCCC(NC(=O)NC=1C=CC(=CC1)N2CCOC2=O)C3CCC3	-9.20719	0.5641	6.41062
2077	Z30494333	O=C(NC=1C=CC(Cl)=C(C1)S(=O)(=O)N2CCOCC2)C3CCCCC3	-9.20652	0.32606	6.34458
2078	Z2386371588	C[C@@H]1CN(C[C@@H](O1)C2=NC(=NO2)C3CC3)C(=O)C=C4CCC4	-9.2059	0.75125	6.31587
2079	Z227067082	O=C(CN1N=CC(=O)C=2C=CC=CC21)N3CCC=4SC=CC4C3	-9.20531	0.46138	6.68668
2080	Z1518657461	CN(C(=O)C1=CN(N=N1)C2=CC=CC(=C2)C(F)(F)F)C=3C=CC=4OCOC4C3	-9.20495	0.73805	7.02392
2081	Z1756747131	CCN1C=CN=C1[C@H]2OCCC[C@@H]2NC(=O)C3=CC=4C=NN(C4N=C3C)C(C)C	-9.20488	0.73408	7.42956
2082	Z1559245230	O=C(NCC=1C=CN(N1)C2CCCC2)C3=CC(F)=CC4=CC=CN=C34	-9.20439	0.59827	6.47999
2083	Z95731809	CCN(CC)C(=O)C=1C=CC(=CC1)NC(=O)C=2C=CC=C(C2)N3CCCC3=O	-9.20436	0.47502	6.59285
2084	Z2054349081	CO[C@@H]1C[C@@H](C2=NN=CN2C)N(CC=3N=CN(N3)C=4C=CC=CC4)C1	-9.20351	0.56387	6.86622
2085	Z2165900736	COC=1C=CC=CC1N2CC(CCC2=O)C(=O)N3CC(=O)N(C3)C4CC4	-9.20347	0.63544	6.66712
2086	Z738468312	O=C(C1CC(=O)NC=2C=CC=CC21)N3CCN(CC4CC4)CC3	-9.20336	0.29597	6.42667
2087	Z25828696	O=C1NC(CC2=CNC=3C=CC=CC23)C(=O)N1CC4=NN=C(O4)C=5C=CC=CC5	-9.20286	0.5376	6.89756
2088	Z20229787	CC=1SC=2N=CN=C(SCC(=O)NC(=O)NCC3=CC=CO3)C2C1C	-9.20284	0.81261	6.56232
2089	Z1347274293	CNC(=O)CC1=NOC(CN2CCC(C2)C=3C=CC=C(C3)OC=4C=CC=CC4)=N1	-9.20283	0.79026	7.18601
2090	Z751667366	O=C(CN1CCC(CC1)C2=NN=C3CCCN23)NCC4=CC=CC(Cl)=C4	-9.20206	0.53443	6.60149
2091	Z226316208	O=C(C1CCC1)N(CC=2C=CC=CC2)CC3=NC=4C=CC=CC4C(=O)N3	-9.20161	0.63066	7.24167
2092	Z1436004554	O=C(CC1=COC(=N1)C2=CC=CS2)NC(CC=3C=CC=C(O)C3)C=4C=CC=CC4	-9.20156	0.43845	6.77173
2093	Z2060546878	NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)C=2C=C3CCC(=O)NC3=CC2F	-9.20152	0.58048	6.56419
2094	Z2003699243	O=C(NC=1C=NN(C1)C=2N=CC=CN2)N3CCC[C@@H](CN4CCOCC4)C3	-9.201	0.66636	6.76497
2095	Z2798535305	CC=1C=CC(=CC1)NC(=O)NC(C=2C=NN(C)C2)C3(CO)CCC3	-9.20005	0.44966	6.40347
2096	Z1889624576	O=C(NC=1C=CC=2SN=CC2C1)N3CCN(CC4=CC=CC(F)=C4)CC3	-9.20003	0.31227	6.06809
2097	Z234545094	CC1=NC2=NC(=NN2C(C)=C1CC(=O)NC=3C=CC=C(C#N)C3)C(F)(F)F	-9.19967	0.68011	7.29177
2098	Z2700985022	CCN1C(=O)CO[C@H](C2=NC(=NO2)C(C)(C)NC(C)=O)[C@H]1C=3C=CC=CC3 |&1:7,20,r|	-9.19949	0.58577	6.98721
2099	Z1771124822	O=C1NC=2C=CC=CC2C=C1CN3CC(F)(F)CC3CO	-9.19921	0.52882	6.04423
2100	Z57023735	N#CCCN1C=C(C(=O)NCC=2C=CC=CC2)C(=N1)C=3C=CC=CC3	-9.19881	0.68683	7.18618
2101	Z2388520464	CNC(=O)C1CN2C(C)=NN=C2CN1C(=O)C=3C=NC=4C=CC=CC4C3	-9.1986	0.78407	7.40836
2102	Z16117151	COC=1C=CC=CC1CC2(C)NC(=O)N(CC(=O)NC=3C=CC=4OCOC4C3)C2=O	-9.19855	0.57967	6.67147
2103	Z2362292072	CN1C=C(NC(=O)N2C[C@@H]3CCC[C@]3(C2)C(=O)O)C(=N1)C(F)(F)F	-9.19849	0.59696	6.18832
2104	Z2608169266	FC1=CC=CC(F)=C1CCCC2=NOC(=N2)C3CCCC=4NN=NC43	-9.19826	0.59934	6.85784
2105	Z1921033114	CN1C=C(C=N1)C(=O)NCC2CCN(CC2)C(=O)N[C@@H]3C[C@H]3C=4C=CC=C(F)C4	-9.19804	0.43458	6.42928
2106	Z1758831693	CC=1C=C(CN2C[C@@H](F)C[C@H]2CNCC=3C=CC=C4C=CNC34)ON1	-9.19795	0.40411	6.73578
2107	Z1518181666	O=C(NCC1CCS(=O)(=O)CC1)NC2C3CC=4C=CC=CC4C23	-9.19747	0.57055	6.07785
2108	Z2044809218	CN1CCOC2CCN(CC21)C(=O)C=3C=CC=CC3CN4C=CC=N4	-9.19716	0.44914	6.76643
2109	Z1278325963	CC=1C=C(C)N(CC2CN(CCO2)C(=O)NC3=CC=C(F)C=C3OC(F)F)N1	-9.19629	0.49703	6.40899
2110	Z2058868041	COC1=CC(C)=CC(NC(=O)N2CCC(CC2)C3=NC(=O)NN3)=C1C	-9.19598	0.49441	6.3973
2111	Z223929916	N#CC=1C=CC(=CC1)OCC(O)CN2C=NC3=C(C=NN3C=4C=CC=CC4)C2=O	-9.19537	0.40773	6.32066
2112	Z416901180	CCC1=NOC(CS(=O)(=O)C(C=2C=CC(F)=CC2)C=3C=CC(F)=CC3)=N1	-9.19508	0.6309	7.20397
2113	Z300152608	O=C(NC=1C=CC(Cl)=CC1)C=2C=CC=C(C2)S(=O)(=O)N3CCNC(=O)C3	-9.19504	0.61448	6.69743
2114	Z183978866	CC1=C(SC=2N=C(CC=3C=CC=CC3)NC(=O)C12)C(=O)NC=4N=CC=CC4C	-9.19452	0.77988	7.37635
2115	Z1140423322	CC=1N=CC=2CCN(CC3=NC=4C=CC=CC4C(=O)N3)CC2N1	-9.1942	0.76616	7.09665
2116	Z786025494	CC(NC(=O)C=1C=CC=C(C1)NC(=O)CCN2C=CN=C2)C=3C=CC=CC3	-9.19373	0.63848	6.93032
2117	Z193332564	O=C(CC1=COC=2C=C3CCCC3=CC12)NC4=CC=5OCCCOC5C=C4Cl	-9.19343	0.64807	6.7196
2118	Z1171504464	N#CC=1C=CC=C(C1)NC(=O)N2CCN(CC2)C(=O)C3=CNC(=O)N3	-9.19238	0.42457	6.02694
2119	Z31179211	CN(C)C(=O)C=1C=CC(=CC1)NC=2N=CN=C3SC(=CC23)C=4C=CC=CC4	-9.19187	0.71617	7.13081
2120	Z284406754	O=C(COC=1C=CC=C(F)C1)NC=2C=C(C=CC2F)C3=NN=C4CCCCCN34	-9.19172	0.61882	6.88892
2121	Z27327521	COC=1C=CC=2C=3SC(=CC3CCC2C1)C(=O)NC4(C)CCS(=O)(=O)C4	-9.19152	0.56895	6.47073
2122	Z2683021063	CC=1C=CC(=CC1[N+]([O-])=O)S(=O)(=O)N2C=3C=CC=CC3CC2CO	-9.19111	0.51181	6.45229
2123	Z96668160	CC=1C=CC=CC1N2N=NN=C2SCC(=O)N3CCN(CC3)C4=CC=CC=N4	-9.19108	0.4899	6.73538
2124	Z242558822	N#CC=1C(=CN2C=CC=CC12)CN3C=NC=4C=C(Cl)C=CC4C3=O	-9.19075	0.53131	6.69784
2125	Z1696544963	CC1=NN(C)C(C)=C1C2CCCN2C(=O)NC=3C=C(Cl)C=C4CCOC34	-9.19034	0.55499	6.91276
2126	Z1451196297	O=C(CNC(=O)NCC1=CC=CO1)NC2CN(CC=3C=CC=CC3)CCC2CO	-9.19014	0.64379	6.65653
2127	Z168809864	CC1CC=2C=C(C=CC2N1CC=3C=C4OCCOC4=CC3Br)S(N)(=O)=O	-9.1897	0.34244	6.66236
2128	Z2062725933	CN(C)CC=1C=CC(=CN1)C(=O)N2CC(O)CC2C=3C=CC(F)=CC3	-9.18934	0.45572	6.63877
2129	Z44452920	C=CCOC=1C=CC(=CC1)CN(C)CC2=NC=3C=C(C=CC3C(=O)N2)C(F)(F)F	-9.18882	0.56031	6.92461
2130	Z108844346	O=C(CCN1C(=O)CCC1=O)NC=2C=CC=CC2CC=3C=CC=CC3	-9.18865	0.4609	6.82433
2131	Z1833753898	C#CC(NC(=O)NC=1C=CC(=C(F)C1)N2C=C(C)C=N2)C3CCOC3	-9.18847	0.48959	6.35783
2132	Z1276395293	CC=1C=CC=C2OC(CCNC(=O)C=3C=CC=CC3F)=NC12	-9.18846	0.67017	6.2296
2133	Z335410384	CCOC=1C=CC(=CC1)CCC2CCN(CC2)C(=O)CN3N=NC(=N3)C4=CC=CO4	-9.18778	0.58562	6.85709
2134	Z223759028	CC1=CC=CC(OCC(=O)NCC=2C=CC(=NC2)N3CCOCC3)=C1C	-9.18739	0.59887	6.25206
2135	Z18424170	O=C(COC(=O)C(C=1C=CC=CC1)C=2C=CC=CC2)NC3=CC=CC=C3Cl	-9.1873	0.66643	7.4638
2136	Z1536831640	CC=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC=C(O)C2	-9.18723	0.71279	6.23973
2137	Z1578236006	CC(C(=O)N1CCCC=2C=CC=CC21)N3CCC(CC4=CC=CN=C4)CC3	-9.18685	0.40475	6.80095
2138	Z2012628958	COC(=O)C1CC2C(CCC(C)N2C(=O)C=3C=CC(C)=NC3)O1	-9.18624	0.79866	6.54488
2139	Z1921554569	CC1CCC(O)(CN2CCCC3(C2)NC(=O)NC3=O)CC1	-9.18613	0.666	6.22858
2140	Z1027970776	COC=1C=CC(=CC1N2N=NN=C2C)NC(=O)N3CC(C)OC(C)C3	-9.1856	0.59967	6.37058
2141	Z55047052	COC=1C=CC=CC1C2=NC(=CS2)CN3N=NC(=N3)C=4C=CC=C(C4)C(F)(F)F	-9.18504	0.70319	7.25031
2142	Z1162496539	O=C(NC(C=1C=CC(F)=CC1)C2CCCC2)C3CNC(=O)N3	-9.18469	0.52908	6.62782
2143	Z2801256161	CC1CCC(O)C(C1)C2CCCN2C(=O)[C@@H]3C[C@H]3C4=CNC=N4 |&1:15,17,r|	-9.18456	0.46668	6.59847
2144	Z66494699	NC(=O)C1=NN(CC(=O)N2CCCC2C3=CC=CS3)C(=O)C=4C=CC=CC14	-9.18366	0.4805	6.64849
2145	Z127663956	CN(CC=1C=CC(=CC1)C(F)(F)F)C=2C=NN(C(=O)C2Cl)C3CCS(=O)(=O)C3	-9.18352	0.19942	6.42505
2146	Z1885108632	COCC1=CC=C(O1)C2CCCN2C(=O)C3CCCC4=CC=CN=C43	-9.18247	0.53104	6.90953
2147	Z28496981	COCCN(CC1=NC=2C=CC=CC2C(=O)N1)C(=O)COC=3C(C)=CC(Cl)=CC3C	-9.1821	0.49704	7.08692
2148	Z2000715061	CC1(C)CC=2C=CC=C(C2O1)S(=O)(=O)N(CC(N)=O)CC=3C=CC=CC3	-9.18174	0.56582	7.03262
2149	Z225718178	CS(=O)(=O)C=1C=CC=C(C1)NC(=O)CCC2=NC=C(O2)C=3C=CC=CC3	-9.18161	0.61275	6.45693
2150	Z195776808	NC=1N=C(CN2N=NC(=N2)C=3C=CC=CC3)N=C4SC=5CCCCC5C14	-9.18124	0.69498	7.07095
2151	Z2624245289	CO[C@H]1CS(=O)(=O)[C@@H]2CN(C[C@H]12)C(=O)NC=3C=C(C)C=C(C3)C(N)=O |&1:2,7,11,r|	-9.18104	0.4794	6.22909
2152	Z193104978	CC=1C=CC(=C(C)C1)S(=O)(=O)NC=2C=CC=CC2N3CCN(C)CC3	-9.18087	0.41204	6.57806
2153	Z2053753074	O=C(N1CCCC1)C2(O)CCCN(C2)C=3C=CN=C(C3)C(F)(F)F	-9.18045	0.53867	6.33805
2154	Z364228278	CC1CC=2C=CC=CC2N1C(=O)C3=CN(N=N3)C=4C=CC=CC4C(F)(F)F	-9.18025	0.46365	7.08532
2155	Z1140489009	CCN(C(=O)CN1CCC(CC1)NC2=CC=CN=N2)C3=NC=4C=CC=CC4S3	-9.18023	0.68979	7.46464
2156	Z90951910	O=C(C1=CSC(=N1)C=2C=CC=CC2)N3CCCC(C3)C4=NC=5C=CC=CC5S4	-9.18021	0.578	7.20057
2157	Z2291073957	COC1CCN(CC1(C)C)C(=O)NCC=2C=CC(=CC2)N3C=CN=C3	-9.18007	0.65052	6.58351
2158	Z24514829	CC1(NC(=O)N(CC(=O)N2CCCC2)C1=O)C=3C=CC=4CCCC4C3	-9.17949	0.45998	6.71897
2159	Z1732792692	COC=1C=C(C)C(=CC1F)NC(=O)N2CCCC(C2)C3=CC=NN3	-9.17946	0.42367	6.0894
2160	Z1498642322	CC1=NC(=NN1)C2CCCCN2CC3=NN=NN3C=4C=CC=CC4	-9.17927	0.84632	7.28248
2161	Z25621462	O=C(COC=1N=NC=C2C=CC=CC12)N3CCN(CC3)C=4C=CC=CC4	-9.17921	0.45725	6.29595
2162	Z1172145018	NS(=O)(=O)C=1C=C(F)C=C(C1)NC(=O)NCCC2=CC=CC(F)=C2	-9.17906	0.4987	5.99727
2163	Z4840282303	CC1=NN(C)C(NNC(=O)[C@@H]2CN(CC=3C=CC=CC3)C[C@H]2C)=C1C#N	-9.17827	0.65845	6.75011
2164	Z1079902710	CCC1=NC(=NO1)C2CCCN(C2)C(=O)C3=CN4C(C)=CC=CC4=N3	-9.1782	0.6355	6.79923
2165	Z728480344	CN1C=CN=C1COC=2C=CC(=CC2)NC(=O)CC3=CC=CC(F)=C3	-9.17585	0.7052	6.45497
2166	Z410924564	CC1CN(CC(C)O1)C(=O)NC=2C=CC(=CC2)N3C=NN=N3	-9.17569	0.5523	5.9066
2167	Z255113250	O=C(O)C=1C=CC=2C(=O)N(C(=O)NC2C1)C=3C=CC=C(Cl)C3	-9.17532	0.48326	6.09135
2168	Z88550752	O=C(NC(C=1C=CC=CC1)C=2C=CC(=CC2)OC(F)F)C3CCOCC3	-9.17527	0.8246	7.27912
2169	Z2601924382	CC1COCCC1NC(=O)NCCC=2C=CN=C3C=CC=CC23	-9.17504	0.59469	6.17993
2170	Z1698895988	CN1C=CN=C1CN2CCC(CC2)C(=O)N3CC=C(CC3)C4=CC=CC=C4F	-9.17477	0.32751	6.40085
2171	Z28999203	CC=1N=C(NC(=O)C=2C=CC=CC2S(C)(=O)=O)SC1CC3=CC=C4OCOC4=C3	-9.17464	0.4418	6.86137
2172	Z2169723929	CCN(CC=1C=CC=CC1OC=2C=CC=NC2)C3CCOC(C)(C)C3	-9.17438	0.40883	6.74712
2173	Z91053196	COC1=CN(N=C1C(=O)N(C)CC2=NC=3C=CC=CC3S2)C=4C=CC=CC4	-9.17393	0.41505	7.05314
2174	Z435357554	N#CC=1C=CC=C(C1)COC=2C=CC=C(C2)NC(=O)N3CCCC3	-9.17365	0.6881	6.69993
2175	Z45557509	O=C(O)C1CC=2C=CC=CC2CN1S(=O)(=O)C=3C=CC=CC3F	-9.17344	0.49855	6.45443
2176	Z19647483	O=C(CSC=1C=CC=2C=CC=CC2N1)NC=3C(F)=CC=CC3F	-9.17293	0.47266	6.53212
2177	Z241803130	O=C(C1=CC=CO1)N2CCCC(C2)C(=O)N3CCC=4C=CC=CC43	-9.17277	0.55541	6.67441
2178	Z2160632012	CCCC(=O)N1CCCC(C1)C2=NC(=NO2)C3(CCC3)C=4C=CC=C(C4)OC	-9.17266	0.47477	6.79431
2179	Z30979127	CC(=O)NC=1C=CC(=CC1)NC(=O)CN2CCN(CC2)C=3C=CC(F)=CC3	-9.17215	0.29235	5.96343
2180	Z979045236	O=C(NC1CCC2=NC=CN2C1)C=3C=CC(=CC3)COC=4C=CC=CC4	-9.1715	0.57131	6.35383
2181	Z1066906574	CCCC(=O)NC1=CC=CC(NC(=O)C2=CSC(=N2)C=3C=CC=CC3C)=C1C	-9.17131	0.56181	6.8206
2182	Z2106664622	CC=1C=CC(NC(=O)N2CC(C2)C3CCC3)=C(C1)OCC(=O)N(C)C	-9.17128	0.75625	6.97024
2183	Z57728362	[O-][N+](=O)C=1C=CC=C(C1)C(NC=2C=CC=CN2)C=3OC(=CC(=O)C3O)CO	-9.17116	0.64059	7.02242
2184	Z1895337241	CC=1C=C(N=C2C=CC=CC12)S(=O)(=O)CC(=O)N3CCCCC3	-9.17116	0.64289	6.95144
2185	Z1665439757	O=C(NC=1C=CC=2N=C(OC2C1)C3CC3)N[C@H](CO)CC=4C=CC(O)=CC4	-9.17097	0.48687	6.41175
2186	Z56820817	NC(=O)C1=CN(N=C1C=2C=CC=CC2)C=3C=CC=CC3	-9.17078	0.7529	6.56642
2187	Z421638160	O=C(NCC=1C=CC(=CC1)OCC=2C=CC=NC2)C=3C=CC(F)=C(F)C3	-9.17063	0.6261	6.32737
2188	Z92058407	CC1(NC(=O)N(CC(=O)NC=2C=CC(=CC2)N3CCCC3=O)C1=O)C4CCCCC4	-9.17041	0.47686	6.86513
2189	Z1609251288	CC=1N=CC(C(=O)N2CCN(CC2)C=3N=CN=C4C3C=NN4C)=C(C)N1	-9.17019	0.46807	6.70033
2190	Z2003242936	O=C(NC=1C=CC=CC1OC(F)F)NC2CCCC32CCOCC3	-9.17	0.51979	6.40989
2191	Z1757878029	O=C(NC1CC1)C2=NOC(=N2)C3CCCN3CC4=CN5C=CC=CC5=N4	-9.1697	0.73535	6.72182
2192	Z2060780258	CC1=NOC(=N1)C2CCN(C2)C(=O)CN3C(=O)NC=4C=CC=CC43	-9.16969	0.68558	6.84547
2193	Z228877792	CN1N=CC=2C(=NC=NC21)SC3=NN=C(O3)C=4C=CC=CC4F	-9.16956	0.77924	6.96177
2194	Z90666463	CC=1C=CC(=CC1)S(=O)(=O)NCC(NCC=2C=CC(F)=CC2)C=3C=CC=CC3	-9.16947	0.41897	7.17326
2195	Z910677338	O=C(CN1N=C(C=CC1=O)C=2C=CC=CC2)N3CCCC3C=4C=CC(O)=CC4	-9.16921	0.44704	6.11261
2196	Z46148941	CC=1C=CC=CC1C=C(CCC(=O)O)C2=NC=3C=CC=CC3S2	-9.16827	0.66963	7.00192
2197	Z1240190317	O=C(C=1C=CC=C(C1)NC=2C=NC=CN2)N3CCCC3CN4C=NC=N4	-9.16821	0.46693	6.30826
2198	Z1317921836	CC(C(=O)NC=1C=CC(=CC1)OC=2C=CC=CC2)N3CCCC(C3)C4=NC=CN4	-9.1681	0.38919	6.54697
2199	Z2053577120	CCN1CCO[C@@H](CNC=2C=CC3=NN=NN3N2)[C@@H]1C=4C=CC=CC4	-9.16789	0.38808	6.81932
2200	Z973192416	O=C(NC=1C=CC=C(F)C1)N2CCNC(=O)C2C=3C=CC=CC3	-9.16773	0.30672	6.11761
2201	Z44464415	CC(C(=O)N1CC(C)CC(C)C1)N2CCN(CC2)C=3C=CC(=CN3)C(F)(F)F	-9.1677	0.26144	6.54159
2202	Z27662370	CC1=C(NC(=O)CCOC=2C=CC=C(C)C2)C(=O)N(C=3C=CC=CC3)N1C	-9.16765	0.72412	6.75186
2203	Z19657273	O=C(O)C=1C=CC=CC1NC(=O)CSC2=NN=NN2C=3C=CC=CC3	-9.16753	0.3828	6.42476
2204	Z1390397795	CC1=NN=C(O1)C=2C=CC=C(C2)NC(=O)CC=3C(F)=CC=CC3F	-9.16743	0.57297	6.37553
2205	Z1834716414	CCOC1CC(CC(=O)N2CC(NC=3C=CC=CC32)C(C)C)C1	-9.16731	0.62202	6.51832
2206	Z1274091017	CC1=NN(CCNS(=O)(=O)C=2C=CC=3C=CC=CC3C2)C(C)=C1Cl	-9.16612	0.59834	7.00978
2207	Z422242746	CC1CCCCN1CC=2C=CC=CC2CNC(=O)C3=CC=CC(=C3)CS(C)=O	-9.16598	0.4366	6.73854
2208	Z62834291	CCC(OC=1C=CC=CC1)C(=O)N2CCN(CC(=O)NC3=CC=CC(F)=C3)CC2	-9.16559	0.47627	6.40815
2209	Z1730035805	CC(=O)NC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=3OC=C(C)C3C2	-9.16551	0.53003	6.00757
2210	Z1179420685	O=C(NC(CC=1C=CC=CC1)C(=O)NC=2C=CC(O)=C(Cl)C2)C3=CC=CO3	-9.16533	0.51722	6.93574
2211	Z31769166	CC=1C=CC(=CC1C)NS(=O)(=O)C=2C=CC(=CC2)C(=O)NCC3=CC=CC=N3	-9.16529	0.44333	6.70995
2212	Z1090987130	CC1=NNC(=N1)C=2C=CC=CC2NC(=O)CC=3C=C(C)C=CC3C	-9.16521	0.49608	6.84628
2213	Z151701652	CC(C)C(SC1=NN=NN1C2CCCCC2)C(=O)NC(N)=O	-9.16485	0.56299	6.73585
2214	Z1832746346	CCC=1ON=C(C)C1C(=O)N2CCCC=3C(F)=CC=C(F)C32	-9.16469	0.5577	6.49513
2215	Z79946120	O=C(CCNC(=O)C=1C=CSC1)NC2=NC(=CS2)C3=CNC=4C=CC=CC34	-9.1646	0.88299	6.9139
