Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)
1	Z45688492	CC1=CC(=NO1)NS(=O)(=O)C=2C=CC(=CC2)NS(=O)(=O)C=3C=CC4=CC=CC=C4C3	     -8.56
2	Z1170011522	O=S(=O)(NC1CCCC1)C=2C=CC=C(C2)C3=NC(=NO3)C4CCCC4	     -8.30
3	Z16422847	O=C(CN1N=NC(=N1)C=2C=CC=CC2)NC=3C=CC=C(C3)S(=O)(=O)N4CCCC4	     -8.29
4	Z146330210	CC=1C=CC(=CC1S(=O)(=O)NCC=2C=CC=CC2)C(=O)NC3=CN=C4C(C=NN4C(C)C)=C3	     -8.23
5	Z167642428	CC=1C=C(CN2CCN(CC2)C(=O)C3=CN(CC=4C=CC=CC4)N=C3C5=CC=CS5)ON1	     -8.14
6	Z1518181666	O=C(NCC1CCS(=O)(=O)CC1)NC2C3CC=4C=CC=CC4C23	     -8.11
7	Z154468074	O=C(CSC1=NN=C(NC=2C=CC=C(F)C2)S1)N3CC(=O)NC(=O)C43CCCCC4	     -8.06
8	Z1868677181	CC=1C=CC(=CC1N2C(=O)NC(C)(CC=3C=CC=CC3)C2=O)N4C=NN=N4	     -8.04
9	Z27358516	NC(=O)C1=C(NC(=O)C2=CC=CC(=C2)S(=O)(=O)N3CCCCC3)SC=4CCCCC14	     -8.03
10	Z101105448	[O-][N+](=O)C=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C=3C=NN(C3)CC=4C=CC=CC4	     -8.02
11	Z1754476912	O=S(=O)(NC[C@H]1CC[C@H](O1)C2=NC(=NO2)C3CC3)C=4C=CC=5OCCC5C4	     -8.02
12	Z29184761	O=C(CC1=NNC(=O)C=2C=CC=CC12)N(CC=3C=CC=CC3)C4=NC=5CCCCC5S4	     -7.98
13	Z1170019234	O=S(=O)(NC1CC1)C=2C=CC=C(C2)C3=NC(=NO3)C4CCCCC4	     -7.97
14	Z27874614	CC=1C=CC(=CC1C)S(=O)(=O)N2CCC(CC2)C(=O)NC3=NC=4CCCCC4S3	     -7.97
15	Z45688544	CC1=CC(=NO1)NS(=O)(=O)C=2C=CC(=CC2)NS(=O)(=O)C=3C=CC(=CC3)C(C)C	     -7.96
16	Z1213675148	CC(C)SC=1N=CC(Cl)=C(N1)C(=O)NC=2C=CC(=CC2)S(=O)(=O)N(C)CC=3C=CC=CC3	     -7.94
17	Z2327691473	O=S(=O)(NC=1C=CC=NC1)C=2C=CC=C(C2)S(=O)(=O)NC3CCCC3	     -7.91
18	Z1836040060	NC(=O)C1CCCN1CC=2C=CC=C(C2)NC(=O)C=3N=NNC3C=4C=CC=CC4	     -7.86
19	Z90725056	O=C(NC=1C=CC(=CC1)S(=O)(=O)N2CCCC2)C=3C=C(C=CN3)N4CCOCC4	     -7.82
20	Z56803003	[O-][N+](=O)C=1C=CC(=CC1)NS(=O)(=O)C=2C=CC=C(C2)C(=O)NC3=NN=C(S3)C4CC4	     -7.81
21	Z28889940	CN(C)S(=O)(=O)C=1C=CC(=CC1)C(=O)NC2=NC(=CS2)C3=CC=C4CCCC4=C3	     -7.80
22	Z979338486	CC=1C=CC=2NC(=NC2C1)C3CCCN(C3)C(=O)C4=CC=CC(=C4)S(C)(=O)=O	     -7.78
23	Z16526510	O=C(CN1N=NC(=N1)C2=CC=CC=C2Cl)NC(=O)NCCC3=CCCCC3	     -7.78
24	Z151703062	CC(SC1=NN=NN1C2CCCCC2)C(=O)NC(=O)NC34CC5CC(CC(C5)C4)C3	     -7.76
25	Z44543541	CC=1C=C2OC(=O)C=C(CN3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)C2=CC1Cl	     -7.76
26	Z29651176	O=C(CCN1C(=O)C=2C=CC=CC2C1=O)NC3=NC(=CS3)C4=CNC=5C=CC=CC45	     -7.75
27	Z595786480	CC=1C=CC=C2NC=C(C3=CCN(CC3)C(=O)NC=4C=CC=C(C4)S(N)(=O)=O)C12	     -7.74
28	Z300152608	O=C(NC=1C=CC(Cl)=CC1)C=2C=CC=C(C2)S(=O)(=O)N3CCNC(=O)C3	     -7.74
29	Z43989380	CC=1C=CC=C(C1)NS(=O)(=O)C=2C=CC(C)=C(C2)NC(=O)C=3C=CC=C(C3)[N+]([O-])=O	     -7.74
30	Z151884488	CC1(NC(=O)N(CC=2C=CC=C(C#N)C2)C1=O)C=3C=CC=C(C3)N4C=NN=N4	     -7.74
31	Z1658151955	O=C(CCCC=1C=CC=CC1)N2CCCC(C2)C3=NC(=NN3)C=4C=CC=CC4	     -7.73
32	Z1528759535	CN1C(=O)CCC=2C=C(C=CC21)C3=NC(CC(=O)NC=4C=CC=CC4)=NO3	     -7.72
33	Z1836150734	O=C(NC=1C=CC=C(C1)C(=O)N2CCCC(O)C2)C=3N=NNC3C=4C=CC=CC4	     -7.71
34	Z140937620	CNS(=O)(=O)C=1C=CC=C(C1)C(=O)N2CCCC2C3=NC4=CC=CC=C4S3	     -7.69
35	Z1144154195	CC1=NC(=NO1)C2=CC=CC(=C2)NC(=O)C3CCCN3C(=O)C4CCCC4	     -7.69
36	Z19815695	O=C(COC(=O)C12CC3CC(CC(C3)C2)C1)NC4=NN=C(O4)C=5C=CC=CC5	     -7.69
37	Z1824643114	CN(C)C=1C=CC=C(C1)CCC(=O)NC=2C=CC(=CC2)S(=O)(=O)N3CCCCC3	     -7.69
38	Z810247670	CC1CCC(CN1C(=O)C=2C=CC(=CC2)CS(=O)(=O)C=3C=CC=CC3)C(N)=O	     -7.67
39	Z234890086	CCC=1C=CC=CC1NC(=O)CNC(=O)CSC2=NNC3=NC4=CC=CC=C4N23	     -7.66
40	Z89129934	CC(C)C=1C=CC(=CC1)C=2N=NN(CC(=O)NC=3SC=4CCCC4C3C#N)N2	     -7.65
41	Z29459324	O=C(NC1=NC(=CS1)C=2C=CC=NC2)C=3C=CC(=CC3)S(=O)(=O)N4CCCC4	     -7.65
42	Z223371104	O=C(C=1C=C(Cl)C=CC1Cl)N2CCN(CC3=NC(=NO3)C4=CC=CS4)CC2	     -7.63
43	Z192703012	CC=1N=C2C(C=NN2C(C)C)=CC1C(=O)NC=3C=CC(=CC3)S(=O)(=O)N4CCCC4	     -7.63
44	Z217676438	O=C(CCC1=NC(=NO1)C=2C=CC(Cl)=CC2)NCC3(CCC3)C=4C=CC=CC4	     -7.63
45	Z86949074	CC1=CC(=NO1)NC(=O)C=2C=CC(=CC2)S(=O)(=O)N3CCCC4=CC=CC=C43	     -7.62
46	Z1938945645	C1=CC(=CN=C1)[C@@H]2C[C@H]2C3=NC(=NO3)C=4C=CC=C(C4)CN5CCCCC5	     -7.62
47	Z100720144	O=C(NC1CCCC1)[C@H](CC2=CNC=3C=CC=CC23)NS(=O)(=O)C=4C=CC(Cl)=CC4	     -7.62
48	Z106889374	CC=1C=CC=C(C1)C2=NN=C(O2)C(C)N3CCC(CC3)C(=O)NC=4C=CC=CC4	     -7.60
49	Z1856319658	CNS(=O)(=O)C=1C=CC=C(C1)NC(=O)NC2=CC(CC3CCCCC3)=NN2	     -7.60
50	Z80405449	CCN1CCN(CC1)S(=O)(=O)C=2C=CC(=CC2)NC(=O)C=3C=NC4=CC=CC=C4N3	     -7.59
51	Z45635546	CC=1C=CC(=CC1[N+]([O-])=O)S(=O)(=O)NC=2C=CC=C(C2)S(N)(=O)=O	     -7.58
52	Z1627768148	CC1(C)[C@@H]2CC[C@@]31CS(=O)(=O)N(CC4=CC(=NO4)C=5C=CC=CC5)[C@@H]3C2	     -7.57
53	Z1563209879	CC(NC=1C=CC=2COCC2C1)C3=NC(=NO3)C=4C=CC(Cl)=CC4	     -7.57
54	Z1842710188	CC(NC(=O)C1=CSC(=N1)C=2C=CC=C(Cl)C2)C3=NN=NN3C4CC4	     -7.56
55	Z1213679570	CC=1C=C(C)C(C=2C=C(NN2)C(=O)NCCC=3C=CC(=CC3)S(N)(=O)=O)=C(O)C1	     -7.56
56	Z1836059609	O=C(NC=1C=CC=C(C1)CN2CCCCC2=O)C=3N=NNC3C=4C=CC=CC4	     -7.56
57	Z435847680	O=C(NCCC1CC2CCC1C2)NC=3C=CC(=CC3)C(=O)N4CCOCC4	     -7.54
58	Z30824740	COC=1C=CC(=CC1)N(C)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC3=CC=C(Br)C=C3F	     -7.54
59	Z46338680	O=S(=O)(C=1C=CC=C(F)C1)N2CCN(CC3=NN=C(O3)C=4C=CC(F)=CC4)CC2	     -7.53
60	Z153022522	CC=1C=CC=C(C1)NC2=NN=C(SCC(=O)N3CC(=O)NC(=O)C43CCCCC4)S2	     -7.53
61	Z32837399	CNC(=O)C=1C=CC=C(C1)NC(=O)C=2C=CC(=CC2)S(=O)(=O)NC=3C=CC(Cl)=CC3	     -7.53
62	Z1431662549	CN1N=C(C=C1NS(=O)(=O)C=2C=CC=C3C=CC=NC23)C4CCCCC4	     -7.53
63	Z98630629	NC(=O)C=1C=CC=C(C1)NC(=O)C2CCCN(C2)C3=NS(=O)(=O)C=4C=CC=CC34	     -7.53
64	Z118353120	CC(NC(=O)C1CCN(CC1)C(=O)C=2C=CC=C3C=CC=CC23)C=4C=CC(Cl)=CC4	     -7.51
65	Z1488245792	O=C(CCCC1=NC(=NO1)C=2C=CC(Cl)=CC2)N3CCOCC43CCC4	     -7.51
66	Z223669314	O=C(CCC1CC=2C=CC=CC2NC1=O)NC3=NC4=CC=CC=C4N3	     -7.51
67	Z44460074	CN(CC(=O)NC=1C=CC=CC1Br)CC2=CC(=O)N3C(=CSC3=N2)C=4C=CC=CC4	     -7.51
68	Z359418956	CC=1C=C(C)N(N1)C=2C=CC=CC2NC(=O)C=3C=CC=C(C3)N4C=NN=N4	     -7.51
69	Z56851791	O=C(NC=1C=CC(=CC1)S(=O)(=O)N2CCC=3C=CC=CC32)C4CC4	     -7.51
70	Z106412308	O=S(=O)(C=1C=C(F)C=CC1F)N2CCN(CC3=NC(=NO3)C=4C=CC=CC4Cl)CC2	     -7.50
71	Z28296824	CC1=NC=2C=CC(=CC2S1)NC(=O)C=3C=C(C(Cl)=CC3Cl)S(=O)(=O)N4CCOCC4	     -7.50
72	Z46210780	O=C(CN1CCN(CC1)C=2N=CC=CN2)NCC34CC5CC(CC(C5)C4)C3	     -7.50
73	Z30602134	CC=1C=CC(NS(=O)(=O)C=2C=CC(C)=C(C2)NC(=O)CC=3C=CC=CC3)=C(C)C1	     -7.50
74	Z108939130	CC=1C=CC(=CC1C)C2=CSC(=N2)NC(=O)C3CCS(=O)(=O)C3	     -7.50
75	Z74382608	CCCN1C(=NN=C1C=2C=CN=CC2)SCC(=O)NC3=NC=4C(C)=CC(C)=CC4S3	     -7.49
76	Z1332966949	CS(=O)(=O)C=1C=CC(=CC1)C2=NOC(=N2)C=3C=CC=C(C3)N4CCCNC4=O	     -7.49
77	Z59308123	CC=1C=CC=C(N1)NC(=O)C=2C=CC=C(C2)S(=O)(=O)N(C)C3CCCCC3	     -7.49
78	Z183351722	CC=1C=C(C=CC1Br)S(=O)(=O)N2CCN(CC2)C(=O)NCC3CCCO3	     -7.48
79	Z2058108935	CC1=NOC(=N1)[C@@H]2[C@@H](C)OCCN2CC3=NOC(=N3)C4CCCCC4	     -7.47
80	Z195776808	NC=1N=C(CN2N=NC(=N2)C=3C=CC=CC3)N=C4SC=5CCCCC5C14	     -7.47
81	Z739391422	C=1C=CC(=CC1)CC2=NOC(CNC=3C=CC(=CC3)C4=NN=NN4C5CC5)=N2	     -7.47
82	Z27058232	CC(=O)NC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C=3C=C(Br)C=CC3Cl	     -7.47
83	Z298646364	CC1=C(C=NN1C=2C=CC(Cl)=CC2)C(=O)N3CC=C(CC3)C4=CNC=5N=CC=CC45	     -7.47
84	Z27686722	CC1=NN(N=C1C(=O)NC23CC4CC(CC(C4)C3)C2)C=5C=CC=CC5	     -7.47
85	Z46248309	O=S(=O)(C=1C=CC=CC1)N2CCN(CC3=NN=C(O3)C=4C=CC(F)=CC4)CC2	     -7.47
86	Z115075742	CC=1C=CC(=CC1)C2=NOC(CCC(=O)N3CCCC3C4=NC5=CC=CC=C5S4)=N2	     -7.46
87	Z45640373	CC=1C=CC(=CC1C)S(=O)(=O)NC=2C=CC=C(C2)S(=O)(=O)NCC3=CC=CO3	     -7.46
88	Z57905645	CC=1C=CC(=CC1)C(=O)N(CC=2C=CC=C3C=CC=CC23)C4CCS(=O)(=O)C4	     -7.46
89	Z15390474	CC1=NN(CC=2C=CC=CC2)C=3SC(=CC13)C(=O)OCC(=O)NC=4C=CC(=CC4)S(N)(=O)=O	     -7.45
90	Z51803636	COCC=1C=CC(=CC1)C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=C4CCCCC4=C3	     -7.45
91	Z227973744	COC=1C=CC=C(C1)NC2=NC(=CS2)C=3C=CC(=CC3)CCNS(C)(=O)=O	     -7.45
92	Z1614339726	O=S(=O)(CC1CCCCC1)N2CCC3=C(C2)N=CN3CCC=4C=CC=CC4	     -7.45
93	Z2805700439	O=C(O)C1(CNC(=O)C=2C=C(NN2)C=3C=CC=CC3O)CCOCC1	     -7.44
94	Z146895010	CC(C)NS(=O)(=O)C=1C=CC(=CC1)C(=O)N(C)CC2=CC=CC=C2N3CCCCC3	     -7.43
95	Z30932308	NS(=O)(=O)C=1C=CC(=CC1)CNC(=O)C2=CC=C3C=CC=CC3=C2	     -7.43
96	Z1638257218	CC1=CC(C)=CC(=C1)CCC(=O)N2CCCC(C2)S(=O)(=O)NC3CCCC3	     -7.43
97	Z1597988123	C1=CN(N=C1CNC2C3CCOC3C42CCCC4)C5CCCC5	     -7.43
98	Z900377136	CC=1C=CC=CC1CN(C)S(=O)(=O)C=2C=CC=C(C2)N3C=NN=N3	     -7.43
99	Z2602105452	O=C(NCCC=1C=CN=C2C=CC=CC12)N[C@H]3CC[C@H](C3)C(=O)N4CCCCC4	     -7.43
100	Z218241708	CC=1C=CC(=CC1C(=O)NCC2=CC=C(O2)C3=NC4=CC=CC=C4S3)S(N)(=O)=O	     -7.43
101	Z2385707963	CC1=NN=C(O1)[C@H]2CCCN(CC=3C=CC=4N=C(C)C=CC4C3)[C@H]2C	     -7.43
102	Z29403904	O=C(C1=CC=2C=CC=CC2O1)N3CCN(CC3)S(=O)(=O)C=4C=CC5=CC=CC=C5C4	     -7.43
103	Z32665230	CC1CCN(CC1)C(=O)CC=2C=CC(=CC2)NS(=O)(=O)C=3C=CC4=CC=CC=C4C3	     -7.42
104	Z2595725527	O=C(O)C1=CN(N=N1)C2CCN(CC2)C(=O)[C@H]3C[C@H]4C=C[C@@H]3CC4 |&1:16,18,21,r|	     -7.42
105	Z229665070	O=C(NC=1C=CC=C(C1)C2=NN=NN2C3CC3)C=4C=CC(Br)=CC4	     -7.42
106	Z28291329	CC(=O)NC=1C=CC(=CC1)S(=O)(=O)NCCC(=O)NC=2C=CC=C(Cl)C2C	     -7.41
107	Z118339292	NC(=O)C=1C=CC(=CC1)NC(=O)C2CCCN(C2)C(=O)C3=CC=CC=4C=CC=CC34	     -7.41
108	Z136498508	CC(=O)NCC1=CC=C(S1)C2=CSC(=N2)NC(=O)CNC(=O)C=3C=C(C)C=C(C)C3	     -7.40
109	Z27741578	CC=1C=C(N=C(C)N1)NS(=O)(=O)C=2C=CC(=CC2)NC(=O)C=3C=CC(C#N)=CC3	     -7.40
110	Z1544580076	CC1=NNC(C)=C1C2CCCN2C(=O)CCC3CC=4C=CC=CC4NC3=O	     -7.40
111	Z301913106	CNC(=O)C=1C=CC(=CC1)CN(C2CC2)S(=O)(=O)C=3C=CC(C)=C(C)C3	     -7.40
112	Z67725612	CN(C=1C=CC(=CC1)C2=CSC(=N2)NC(=O)CN3NC(=O)C=CC3=O)S(C)(=O)=O	     -7.40
113	Z106538454	CC=1C=CC(=CC1)C(NCC(=O)NC=2C=CC(=CC2)N3CCCC3=O)C4=CC=CS4	     -7.40
114	Z26548473	COC=1C=CC(=CC1)N(C)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC3=CC=CC(C#N)=C3	     -7.40
115	Z2677390374	O=S(=O)(NCC1=CN(N=N1)C2CCC2)C3=CSC=4C=CC=CC34	     -7.40
116	Z51226819	C=CCN1C(=NN=C1C=2C=CN=CC2)SCC3=NN=C(O3)C4=CC(C)=C(CC)S4	     -7.39
117	Z2292663627	O=C(NCC1CCCS(=O)(=O)C1)N2CCC=3C=CC(=CC3C2)C=4C=CC=CC4	     -7.39
118	Z90902976	CCN1CCN(CC1)S(=O)(=O)C=2C=CC(=CC2)NC(=O)CC=3C=CC(C)=CC3	     -7.39
119	Z70961024	O=C(NC1=NC(=CS1)C=2C=CC=3NC(=O)CCC3C2)C4CC=5C=CC=CC5C(=O)O4	     -7.39
120	Z106763964	N#CC=1C=CC(=CC1)CN2N=NC(=N2)C=3C=CC(=CC3)C(N)=O	     -7.39
121	Z2234893521	CC=1C(=CC=CC1N2C(=O)NC(C)C2=O)NC(=O)NCCC=3C=CC(Cl)=CC3	     -7.38
122	Z1352491590	CC1=NC(=NO1)C2=CC=CC(=C2)NC(=O)NC3CCCC3(C)C	     -7.38
123	Z1139408604	CC(NC1CCC2=NC=NN2C1)C3=NN=C(O3)C=4C=CC=CC4	     -7.38
124	Z2067561172	CN1CC=2C=C(C=CC2NC1=O)NS(=O)(=O)C=3C=CC=C(C3)C=4C=CC=CC4	     -7.38
125	Z105975994	CC(C)C=1C=CC(=CC1)C2=NOC(CN3CCN(CC3)C(=O)C=4C=CC=CC4)=N2	     -7.38
126	Z1347274293	CNC(=O)CC1=NOC(CN2CCC(C2)C=3C=CC=C(C3)OC=4C=CC=CC4)=N1	     -7.37
127	Z225731630	O=C(C=1C=CC(Cl)=C(C1)S(=O)(=O)NCC=2C=CC=CC2)N3CCC4(CC3)NC(=O)NC4=O	     -7.37
128	Z1685006035	O=C1CCCN1CC=2C=CC=C(C2)C3=NOC(CC4CCCC4)=N3	     -7.37
129	Z105446854	CC=1C=CC(=CC1)C2=NOC(CNC=3C=CC(=CC3)N4C=NN=N4)=N2	     -7.36
130	Z2307943250	CN1C(=O)NC2(CCN(C2)C(=O)NCC=3C=CC(=CC3)C4CCCCC4)C1=O	     -7.36
131	Z1511784520	CC1CN(CC=2C=CC(=CC2)CNC(=O)C3CCCC=4C=NNC43)CC(C)O1	     -7.36
132	Z139926780	CC=1C=CC(=CC1)C2=NN=C(O2)C=3C=CC(=CC3)C(=O)NCCCN4CCCC4=O	     -7.36
133	Z1995554066	O=C(CCCC1=NC(=NO1)C=2C=CC(Cl)=CC2)N3CCOCC43CCOC4	     -7.36
134	Z94609416	O=C1C=C(CN2CCC(CC2)C3=NC=4C=CC=CC4S3)N=C5C=CC(Cl)=CN15	     -7.36
135	Z31829540	O=C(NC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=C(Cl)C2)C3=CC=CC=N3	     -7.36
136	Z110067650	O=C(CCC1=NC(=NO1)C=2C=CSC2)N3CCCCC3C4=NC5=CC=CC=C5S4	     -7.35
137	Z44562638	O=C1NC(CN2CCN(CC2)S(=O)(=O)C=3C=CC=C(F)C3)=NC4=CC(Cl)=CC=C14	     -7.35
138	Z199467166	O=C(O)C=1C=CC=CC1C(=O)NC2=NC(=CS2)C=3C=CC4=CC=CC=C4C3	     -7.35
139	Z1554540680	CC1=NC(=NO1)C=2C=CC=C(C2)NC(=O)NC3CCCC4=CC(F)=CC=C43	     -7.35
140	Z1002782262	NC(=O)NC(=O)CCN1CCN(CC1)C(=O)C2=CC=3C=CC=CC3N2	     -7.35
141	Z26550925	N#CC=1C=CC(=CC1)CSC=2C=CC=CC2C(=O)NC=3C=CC(=CC3)N4C=NN=N4	     -7.35
142	Z126940736	O=C(CN1CCC(CC1)N2C(=O)NC=3C=CC=CC32)N4CCC5=CC=CC=C5C4	     -7.34
143	Z169667212	CN(CC1=NC=2C=CC=CC2S1)C(=O)C=3C=CC(=CC3)CN4CCCCC4	     -7.34
144	Z1819019482	O=C(CCC=1C=CC(F)=CC1)NC=2C=CC(=CC2)S(=O)(=O)NC3CCCC3	     -7.33
145	Z2353739227	O=C(O)C1CCC(CC1)NC(C=2C=CC=C(Cl)C2)C3CCCCC3	     -7.33
146	Z99390135	O=C(C=1C=CC(=CC1)OCC2=CSC=N2)N3CCCC(C3)C4=NC=5C=CC=CC5S4	     -7.33
147	Z94829981	CC=1SC=2N=C(CN3CCOCC3)N=C(NCCC4=NC5=CC=CC=C5N4)C2C1C	     -7.33
148	Z27332246	O=C(NC1=NC=2CCN(CC=3C=CC=CC3)CC2S1)C=4C=CC=C(C4)S(=O)(=O)N5CCOCC5	     -7.33
149	Z203077748	CC(C)NS(=O)(=O)C=1C=CC(Cl)=C(C1)C(=O)NCCC2=NN=C3C=CC=CN23	     -7.33
150	Z2608780893	COC=1C=CC(=CC1)C=2C=CN=C(N2)C3CCN(CC3)C(=O)C4=CNN=C4[N+]([O-])=O	     -7.33
151	Z103724162	O=C(CN1CCC(CC=2C=CC=CC2)CC1)N(C3CCCC3)C4CCS(=O)(=O)C4	     -7.33
152	Z84234983	CC(C)C=1C=CC(=CC1)C=2N=NN(CC3=NC(=NO3)C=4C=CC=CC4)N2	     -7.32
153	Z106536696	O=C(CNC(C1=CC=CS1)C=2C=CC=CC2)N3CCN(CC3)C4CCS(=O)(=O)C4	     -7.32
154	Z228278028	CSC=1C=CC(=CC1[N+]([O-])=O)C(=O)NCC=2C=CC=CC2S(=O)(=O)N3CCCCC3	     -7.32
155	Z46451209	O=C1C=C(CN2CCC(CC2)C3=NC=4C=CC=CC4S3)N=C5C=CC(Br)=CN15	     -7.32
156	Z254613080	CNC(=O)C1CC=2C=CC=CC2CN1C(=O)C=3C=CC=4NN=NC4C3	     -7.31
157	Z51814121	O=C(NCC=1C=CC=2OCOC2C1)C=3C=CC4=C(C3)NC(=O)C5CCCN45	     -7.31
158	Z1286727701	CC1CCC(C)N(C1)C(=O)C2=CSC(=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3	     -7.31
159	Z991941498	CN(C1CCCCC1)S(=O)(=O)N2CCCC(C2)C3=NC(=NO3)C=4C=CC=C(F)C4	     -7.31
160	Z52000829	O=C(CC=1C=CC=2CCCC2C1)NC=3C=CC(=CC3)S(=O)(=O)NC4=NC=CS4	     -7.31
161	Z131157066	CCC(C(=O)NC=1C=CC=CC1)N2N=NC(=N2)C=3C=CC(Cl)=CC3	     -7.31
162	Z18677339	O=C(COC(=O)C=1C=CC(=CC1)S(=O)(=O)NCC2=CC=CO2)NC=3C=CC(Cl)=CN3	     -7.31
163	Z1102037519	COC=1C=CC(=CC1C)S(=O)(=O)NC=2C=CC(=CC2)C3=NN=NN3	     -7.30
164	Z319543606	CC=1C=CC2=NC(=CC(=O)N2C1)CNC=3C=CC(=C(C)C3)N4C=NN=N4	     -7.30
165	Z1626099971	C1=C(N=NN1C2CN(C2)C=3N=CN=C4SC=5CCCC5C34)C=6C=CC=CC6	     -7.30
166	Z109654422	N#CC=1C=CC=CC1S(=O)(=O)N2CCC(CC2)C(=O)NC3=CC=NN3CC=4C=CC=CC4	     -7.30
167	Z92292244	CCC=1C=CC(=CC1)C2=NOC(CSC3=NN=C(CC=4C=CC=CC4)N3CC)=N2	     -7.29
168	Z29673240	CC1=NN=C(NC(=O)C=2C=CC(=CC2)S(=O)(=O)N(C)C=3C=CC=CC3)S1	     -7.29
169	Z45688540	CC1=CC(=NO1)NS(=O)(=O)C=2C=CC(=CC2)NS(=O)(=O)C3=CC=CC(Cl)=C3Cl	     -7.29
170	Z27252882	CN(CC=1C=CC=CC1)S(=O)(=O)C=2C=CC(=CC2)NC(=O)CC3=CN4C=CSC4=N3	     -7.29
171	Z2755062035	CC(=O)NC(C)(C)C1=NOC(=N1)C2CCCCN2S(=O)(=O)C=3C=CC=CC3	     -7.28
172	Z2732659404	CC1CC(CC(C)(C)C1)C(=O)NCC=2C=C3CCCN3N2	     -7.28
173	Z1450338434	Cl.NC(C(=O)N1CCC=2C=CC(=CC2C1)[N+]([O-])=O)C=3C=CC=CC3	     -7.28
174	Z239675850	Cl.CC=1C=CC=C(C1)NC(=O)CC2=NC(=CS2)C=3C=CC=C(C3)N4CCCC4=O	     -7.27
175	Z1444113821	O=C(O)C=1C=CC(=CC1)C(=O)N2CCCCC2C3=NC(=NO3)C=4C=CC=CC4	     -7.27
176	Z116814534	CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C=3C=C(NN3)C=4C=CC=CC4	     -7.27
177	Z1140489009	CCN(C(=O)CN1CCC(CC1)NC2=CC=CN=N2)C3=NC=4C=CC=CC4S3	     -7.27
178	Z2766485015	NC(=O)[C@H]1CC[C@H](O1)C2CCN(CC2)C(=O)CN3C=C4C=CC=CC4=N3	     -7.27
179	Z104518424	O=C(CCNC1=NS(=O)(=O)C2=CC=CC=C12)NC3=NC=4CCCCC4S3	     -7.27
180	Z1299317785	CC(C)C1=NN=C(CN2CCC=3C=CC(=CC32)S(N)(=O)=O)O1	     -7.27
181	Z109802012	N#CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C=3C=NN(C3)CC=4C=CC=CC4	     -7.26
182	Z1537788191	CC1=NC(=NO1)C=2C=CC=C(C2)C(=O)NC3CCCN(CC=4C=CC=CC4)C3=O	     -7.26
183	Z1796488039	CC(C)C1=NOC(=N1)[C@]23CCC[C@@H]3CN(C2)C(=O)C4CCCC4	     -7.26
184	Z441000254	CC=1C=CC(=CC1)C=2N=NN(N2)C(C)C3=NN=NN3C=4C=CC=CC4	     -7.26
185	Z228127838	CCC=1C=CC(=CC1)CN(CC=2C=CC=NC2)C(=O)C3CC(=O)NC=4C=CC=CC43	     -7.26
186	Z900377124	CN(CC=1C=CC=C(F)C1)S(=O)(=O)C=2C=CC=C(C2)N3C=NN=N3	     -7.26
187	Z90676169	O=C1CC=2C=C(C=CC2N1)S(=O)(=O)NC=3C=C(Cl)C=CC3OC=4C=CC=CC4	     -7.26
188	Z106909636	C=1C=CC(=CC1)N2N=NN=C2CN3CCCCC3C4=NC5=CC=CC=C5S4	     -7.26
189	Z1030835064	O=C(NC=1C=CC=C(C1)C2=NC(=NN2)C3CC3)C=4C=CC=5NN=NC5C4	     -7.26
190	Z1015303512	CC1CCC=2N=C(NC(=O)NCC(=O)N3CCC4=CC=CC=C43)SC2C1	     -7.25
191	Z2157728880	CC1CC1C(=O)NC=2C=CC(=CC2)C(=O)N[C@@H]3CS(=O)(=O)C[C@@H]3C	     -7.25
192	Z220424246	C1=CSC(=C1)C(NC=2C=CC3=NN=NN3N2)C=4C=CC=5CCCC5C4	     -7.25
193	Z109710000	O=C(CC1=CSC(=N1)C2=CC=CS2)NCC=3C=CC(=CC3)CN4CCCCC4	     -7.25
194	Z228275258	CC=1C=C(C=CC1[N+]([O-])=O)C(=O)NCC=2C=CC=CC2S(=O)(=O)N3CCCCC3	     -7.25
195	Z126252786	O=C1NC(CSC2=NN=NN2C3CCCC3)=NC=4SC=C(C=5C=CC=CC5Cl)C14	     -7.25
196	Z2032525294	CC1=NOC(C)=C1CN2CCN(CC2)C(=O)C3=CC(CC=4C=CC=CC4)=NN3	     -7.25
197	Z65094237	CC=1C=CC(=CC1)C=2C=C(NC(=O)CN(C)CC3=NC=4C=CC=CC4C(=O)N3)ON2	     -7.25
198	Z278489788	CC1=C(C=NN1C)C(=O)NC=2C=CC=C(C2)S(=O)(=O)NC=3C=CC(Br)=CC3	     -7.25
199	Z195930648	NS(=O)(=O)C=1C=CC2=C(C1)CCN2CC3=NC(=NO3)C=4C=CC=CC4	     -7.24
200	Z29325485	CC1=CN=C(NC(=O)C=2C=CC=C(C2)S(=O)(=O)N3CCCC=4C=CC=CC43)S1	     -7.24
