Rank	Ligand	SMILES	Binding Affinity (kcal/mol)	CNNscore	CNNaffinity
4219	Z2065916476	O=C1CC=2C=C(C=CC2N1)C3=CSC(=N3)C=4C(F)=CC=CC4Cl	-7.96	0.833962	7.827604
4220	Z1343582999	NC(=O)C1CCCCC1NC(=O)NC=2C=CC(Cl)=C(Cl)C2	-7.96	0.843486	7.462944
4221	Z1656615894	C[C@H](C(=O)N1CCC(CNC(=O)C=2C=CC=CN2)CC1)C=3C=CC=CC3	-7.96	0.898209	7.598642
4222	Z1708952878	O=C(NC=1C=CC=C(C1)C(F)(F)F)N2CCOC3(CCOC3)C2	-7.96	0.713422	6.764485
4223	Z3187093388	C[C@H]1[C@H](C(=O)N2CCCC2C3=NN=NN3)C1(F)F |&1:1,2,r|	-7.96	0.820281	7.466166
4224	Z1481913096	O=C(CN1CCCCC1=O)NOCC=2C=CC=NC2	-7.96	0.699253	6.913733
4225	Z2110377599	CC(CNC(=O)C=1C=C(C=CN1)N2C=CC=C2)N3CCCC(C)C3	-7.96	0.820100	7.674323
4226	Z1173778152	CCC1CN(CC(C)O1)C=2N=CN=C3NC=CC23	-7.96	0.849019	6.913799
4227	Z215642992	O=C(CN1N=NN(C1=O)C2=CC=CS2)N3CCNC3=O	-7.96	0.283152	6.879831
4228	Z1983652303	COC=1C=NC=C(C1)S(=O)(=O)NC(CC=2C=NN(C)C2)C(=O)O	-7.95	0.753205	7.495067
4229	Z2252616238	CNS(=O)(=O)NCC(=O)N[C@H](CC1=CNC=2C=CC=CC12)C(=O)OC	-7.95	0.862798	7.486938
4230	Z1603704524	COCC(C)(CC(=O)O)NC(=O)C1COC=2C=CC=CC2O1	-7.95	0.658866	6.774752
4231	Z3091747781	CC1=NN(C)C=C1S(=O)(=O)NCC=2C=C(NN2)C(F)(F)F	-7.95	0.880950	7.460206
4232	Z1247354943	CC1=CC(=NO1)NC(=O)CN2C3CCC2C=4C=CC=CC43	-7.95	0.808919	7.260729
4233	Z1172922429	COC=1C=CN=CC1NC(=O)C=2C=NN3C=CC=CC23	-7.95	0.951421	7.355299
4234	Z1084796914	CC(CNC(=O)NC1=NC=2CCCCC2S1)N3CCN(C)CC3	-7.95	0.909549	7.625643
4235	Z2153631014	CN(C)S(=O)(=O)C=1C=CC(Cl)=C(C1)C(=O)NC=2C=C(C#N)C=3C=CC=CC3N2	-7.95	0.584791	7.829642
4236	Z1410424677	CN(CC1=CC(Cl)=CN1C)C(=O)C=2C=CC=C(C2)N3CCNC3=O	-7.95	0.697981	7.158483
4237	Z2229467205	CC1=CC(=NN1CC(=O)N2CCC3(CC2)CCS(=O)(=O)CC3)C(F)(F)F	-7.95	0.389104	7.284408
4238	Z1443061825	CC1(C)CC(NC(=O)CC=2C=NN(N2)C=3C=CC=CC3)C4=CC=C(F)C=C4O1	-7.95	0.484401	7.572732
4239	Z1493973425	O=C(NC=1C=C2OCCOC2=CC1Cl)N3CCC(C3)C4CCOC4	-7.95	0.699330	7.501155
4240	Z1316698189	CC=1C=C(N=CC1[N+]([O-])=O)N(C)C2CCN(CCN3C=CC=N3)CC2	-7.95	0.370346	7.457286
4241	Z1557806293	CC1=C(C=NN1C2CCOCC2)C(=O)NC=3C=CC=C4C=NC=CC34	-7.95	0.660261	7.739716
4242	Z1333965387	O=C(N[C@@H]1C=C[C@H](CO)C1)C2=CC=CC=3C=NC=CC23	-7.95	0.898349	6.974650
4243	Z1458200696	CC=1C=CC(O)=C(C1)C(=O)N2CCOC(C)C2C	-7.95	0.917522	6.799100
4244	Z3290588472	CCC(CC#N)NC(=O)C=1C=CN=C2NN=CC12	-7.95	0.986064	7.610440
4245	Z2123204302	O=C(C=1C=CN=C2C=CN=CC12)N3CCCC(C3)OCC4CC4	-7.95	0.732806	7.311588
4246	Z1605031754	NC(=O)C=1N=CC=NC1C(=O)N2CCC(F)(F)C2	-7.95	0.755362	6.800151
4247	Z2056552059	COC=1C=CN=C(C1)CN2CCOCC2C3CCCC3O	-7.95	0.541083	6.995299
4248	Z3060011751	O=C(NC1=NN(CC(F)F)C=2C=CC=CC12)[C@@H]3C[C@H]3C4=CC=CN=C4 |&1:16,18,r|	-7.95	0.761972	7.690307
4249	Z1282296658	COCC1CN(CCO1)C(=O)NC2CCN(CC=3C=CC=CC3)CC2	-7.95	0.648998	7.107138
4250	Z1763720534	CC(=O)N1CCN(CC2=CC=CC=C2NCC3=NOC(C)=N3)CC1	-7.95	0.958678	7.710716
4251	Z2212671742	CC=1C=CC(=CN1)C2CCN(CC2)S(=O)(=O)CCC3CCOCC3	-7.95	0.718722	7.171229
4252	Z1602344854	O=C(NC=1C=NN(C1)C=2N=CC=CN2)N3CCC(F)(F)C3	-7.95	0.618727	6.972938
4253	Z2088849344	N#CC=1C=CN=C(C1)N2CCC(CC2)C(=O)N3CCCC3	-7.95	0.841906	7.364183
4254	Z1442885819	O=C(NC1CCCC=2C=NNC21)C3CCN(CC3)C(=O)C=4C=CC=CC4	-7.95	0.922129	7.830673
4255	Z1665500429	CC=1C=CC(=CC1C)C2CC2NC(=O)CCCC(=O)O	-7.95	0.922512	7.145165
4256	Z3071621370	CN(C)C(=O)C1(CNC(=O)C2=CC(=NN2)C(=O)O)CCCC1	-7.95	0.722427	7.069017
4257	Z1551505173	O=C(C1=CN=C(CC=2C=CC=CC2)S1)N3CCOCC3CCO	-7.95	0.793403	7.600899
4258	Z1391280550	O=C(NC1CCN(C1)C=2C(F)=CC=CC2F)C3=CN=C(S3)C=4C=CN=CC4	-7.95	0.321708	7.596390
4259	Z3138953720	NC1CN(CC21CCC2)C(=O)COCC=3C=CC=CN3	-7.95	0.756807	6.768887
4260	Z1733681448	CC(=O)NC=1C=CC(=CC1C)NC(=O)NC=2C=CC3=C(C2)CCC(=O)N3CC4CC4	-7.95	0.775064	7.671299
4261	Z1862197768	CCN1N=CC(C(=O)NC=2C=CC=3NN=NC3C2)=C1C=4C=CC=CC4	-7.95	0.941604	7.727280
4262	Z1929101114	CC=1C=COC1C(=O)N2CCN3C(=O)N(CC(F)F)N=C3C2	-7.95	0.585014	6.722257
4263	Z1558419067	CCN1CCOCC1C(=O)NCCCN2N=C(C)C=C2C	-7.94	0.972925	7.421754
4264	Z3352644393	COC=1C=CC=2NN=C(C(=O)N3CCC(CC3)C4=NOC(=N4)C5CC5)C2C1	-7.94	0.696095	7.968872
4265	Z2022333393	CC=1C=NC=C(C1)NC(=O)C(=O)N(C)CCC#N	-7.94	0.924953	7.312740
4266	Z1234274780	COCCN1CCC(C1)NC(=O)NCC2CCCN(CC=3C=CC=CC3)C2	-7.94	0.794550	7.399817
4267	Z1696099838	CCN1C=C(C=N1)NC=2C=CN=C(CC=3C=CC=CC3)N2	-7.94	0.928581	7.646124
4268	Z3133774793	N[C@H]1C[C@H]2CC(C[C@@H]12)C(=O)NCC=3C=C4CCCCC4=NC3O |&1:1,3,7,r|	-7.94	0.900911	7.762772
4269	Z1309352447	COC1(C)CC(NS(=O)(=O)C=2C=NNC2)C1(C)C	-7.94	0.872273	7.258953
4270	Z1268952580	CCCC1=NNC(=N1)C2CN(CC3=CN=C(C)S3)CCO2	-7.94	0.808352	7.299691
4271	Z3138316508	CCN1N=CN=C1C=2C=CC(=CC2)C(=O)NC3CC(N)C43CCC4	-7.94	0.775283	7.534362
4272	Z1870406739	O=C(O)C=1C=C(C=CN1)C(=O)N2CCCCC2CNC(=O)C=3C=CC=CC3	-7.94	0.700993	7.215065
4273	Z2294265806	CN1C=C(C=N1)C2CCN(CC2)C(=O)NCC3CCCC3(F)F	-7.94	0.892435	7.703018
4274	Z1329681069	O=S(=O)(NC=1C=CC=NC1)C=2C=CC=3N=CC=CC3C2	-7.94	0.902603	7.174974
4275	Z1672647712	O=C(NC=1N=CN(N1)C2CCCCC2)N3CCC(CC3)OC4CCCCC4	-7.94	0.675803	7.626447
4276	Z1590252410	CC(CC=1C=CN=CC1)NC(=O)N2CCC3(CC2)NC(=O)N(C)C3=O	-7.94	0.883446	7.476987
4277	Z1282640883	COC=1C=CC=C(CNC(=O)N2CC=3C=CC=CC3CC2C)C1OC	-7.94	0.846662	7.496182
4278	Z1122753359	CC1=CC=2C=C(C=CC2N1)NC(=O)N3CCN(CC3)C=4C=NC=CN4	-7.94	0.832393	7.463846
4279	Z2199613674	CN(CC1=NN=CN1C)C=2N=C(N=C3CCCC23)C4=CC=CN=C4	-7.94	0.629312	7.867537
4280	Z2175129265	COCC1=NC(=CS1)CNC(=O)C2COC=3C=CC=CC3C2	-7.94	0.790039	7.167000
4281	Z1450167991	O=C1C=C(CN2CCC=3C=CC=C(F)C32)N=C4SC=CN14	-7.94	0.750093	7.467395
4282	Z3091707069	C#CC=1C=CC(=CC1)C(=O)NC2CCN(CC)CC2(F)F	-7.94	0.417618	6.530373
4283	Z1157953886	NC(=O)C=1C=CC=C2C1CCCN2C(=O)C3CCCN(C3)C(=O)C=4C=CC=CC4	-7.94	0.775705	7.750430
4284	Z2212382363	CC(C)N1CC(=O)N(C1=O)[C@@H]2C[C@H](C2)C=3C=CC(F)=CC3	-7.94	0.652054	6.940905
4285	Z1389449574	O=C(NC=1N=CC=CN1)C=2C=C(F)C=C(C2)C(F)(F)F	-7.94	0.835444	7.016489
4286	Z1255533024	COCC=1C=CC=C(C1)C(=O)N2CCC(O)(C2)C(F)(F)F	-7.94	0.831142	6.738723
4287	Z1278176519	CC=1C(=CC=CC1NC(=O)N2C3CCC2CC(O)C3)COC(C)C	-7.94	0.684785	7.403948
4288	Z1732236410	CN1N=CC=C1NC(=O)N2CCN(CC2)C(=O)CC=3C=CC=CC3	-7.94	0.728262	7.182964
4289	Z1576622492	CCN1C=C(C=N1)NC=2C=CC3=NN=C(C=4C=CC=CC4F)N3N2	-7.94	0.959115	7.924393
4290	Z1603561023	COC=1C=CC(=CC1)CC(C)C(=O)N2CCC(C)(C2)C(=O)O	-7.94	0.831896	7.292146
4291	Z1445264525	O=C(O)C1CN(CCO1)C(=O)CCN2N=CC(=O)C=3C=CC=CC32	-7.94	0.798647	7.225219
4292	Z2103700536	CC=1C=CC=CC1CN(C)C(=O)NCC2(CCC2)C=3C=CC=CN3	-7.94	0.862114	7.877371
4293	Z1681130288	CC=1N=C(O)C=CC1C(=O)N(C)C[C@H]2CCCO2	-7.94	0.881327	6.576769
4294	Z1667026797	CC=1N=NC=CC1NC(=O)C=2C=CC3=NC=CN3C2	-7.94	0.964113	7.382092
4295	Z1836075930	CN1C=NC=C1CCC(=O)NCC(=O)N2CCCCC2	-7.94	0.717379	6.760887
4296	Z2177181287	CCN1N=C(C)C(CN2CCC(CC2)C3=NOC4=CC(F)=CC=C34)=C1C	-7.94	0.808677	8.006192
4297	Z2171267417	NS(=O)(=O)C=1C=CC=2CCCC(NCCC3=NC=CS3)C2C1	-7.94	0.982110	7.894231
4298	Z1507429832	O=C(N[C@H]1CC[C@H](O)CC1)N2CCN3C(=O)NCC3C2	-7.93	0.572530	6.469731
4299	Z2190412083	CC1=NN(C)C=2C=C(C=CC12)NC(=O)N3CCOC(C3)C4CC4	-7.93	0.972279	7.597074
4300	Z1873976692	C1=CC(=CN=C1)CCNC=2C=C(N=CN2)N3CCSCC3	-7.93	0.987710	7.710449
4301	Z1116538764	COC(=O)C=1C=CC(=CC1)C(=O)NC2=NNC(C)=N2	-7.93	0.768350	6.606452
4302	Z31341644	CC1=CC=C(CN(C)CC(O)COC=2C=CC=CC2)O1	-7.93	0.767569	6.579584
4303	Z1444211604	CC(C)(NC(=O)C1=CC=CC(=C1)CN2CCCC2=O)C(=O)O	-7.93	0.767161	6.570478
4304	Z1444351832	CC(C)OC=1C=CC(=CC1NC(=O)C=2C=CC=3NN=NC3C2)C(=O)O	-7.93	0.877798	7.346730
4305	Z1440263877	COC=1C=CC=2N=C(NC(=O)N3CCN(CC3)C=4C=C(C)C=CN4)SC2C1	-7.93	0.739570	7.625589
4306	Z1830174263	O=C(NC=1C=CC=C(C#CC=2C=CC=CC2)C1)N3CCCC4C(=O)NCC43	-7.93	0.836637	7.624517
4307	Z16337321	O=C(CN1C(=O)NC2(CCOC=3C=CC=CC32)C1=O)NC=4C=CC(=CC4)OCC=5C=CC=CC5	-7.93	0.857030	7.655807
4308	Z1637086662	COC1(CNC2CCCC(C)C2C)CCOCC1	-7.93	0.926384	7.053339
4309	Z1732326456	O=C(NC(C1CCCC1)C(F)(F)F)N2CCCC(CN3C=CN=N3)C2	-7.93	0.829171	7.896626
4310	Z1542532620	CC1CN(CCN1CC(F)(F)F)C(=O)C=2C=C(C=CC2F)N3CCNC3=O	-7.93	0.385326	7.167476
4311	Z2072315633	CN1CCN(C(=O)C=2C=CN=C(C2)NC(=O)C3CC3)C=4C=CC=NC41	-7.93	0.691775	7.619817
4312	Z1616448538	CCC=1C=C(C=CC1C)NC(=O)N2CCN3C(=O)NCC3C2	-7.93	0.899725	7.214647
4313	Z1052626620	COCC1(C)NC(=O)N(CC(=O)N2CCCC=3C=CC=CC32)C1=O	-7.93	0.598513	7.013635
4314	Z1465790311	CCCN(CC(=O)OC)C(=O)C=1C=CC(F)=CC1C	-7.93	0.822592	6.840810
4315	Z1676033749	COC=1C=CC=C2C(C)=C(OC12)C(=O)N3CCN(CC3)C=4C=CN=C(C)N4	-7.93	0.347439	7.288552
4316	Z1345738253	COC=1C=CC(=CC1F)CNC(=O)N2CCCC2CN3C=CN=C3C	-7.93	0.702151	7.312033
4317	Z1758656885	O=C1C(=NC=CN1C2CC2)NC[C@@H]3C[C@H](F)CN3CC4=CC=CS4	-7.93	0.440392	7.372085
4318	Z2155424674	CCC(OC1CCCCC1)C2=NC(=NO2)C3CCOCC3	-7.93	0.602694	7.099318
4319	Z1569015573	CS(=O)(=O)N(CC(F)(F)F)C1CCN(CC=2C=CC=CC2C3CC3)CC1	-7.93	0.669105	7.558008
4320	Z1159165737	CCN(CC=1C=CC(=CC1)OC)CC2=CC(=O)N3N=CC=C3N2	-7.92	0.911815	7.482349
4321	Z1767614842	COC=1C=CC(=NN1)C(=O)NCC2CC=3C=CC=CC3N(C)C2	-7.92	0.864436	7.377433
4322	Z1024946108	CC(CN1CCOCC1)NCC2=CC=C(S2)C=3C=CC(=CC3)[N+]([O-])=O	-7.92	0.490110	7.121418
4323	Z1095315056	CC1(CCN(C1)C(=O)C2=NNC(=O)C=3C=CC=CC23)C(=O)O	-7.92	0.853415	7.281036
4324	Z1238842562	CC(C)(CC(=O)O)NC(=O)CCC=1C=CC=CC1	-7.92	0.805303	6.788477
4325	Z1724518557	CCOC=1C=C(N=CN1)N2CCCC(C2)C3=NOC(=N3)C4CC4	-7.92	0.792248	7.839110
4326	Z1318821184	COC=1N=CC(C)=CC1NC(=O)C=2C=NN3C=CC=CC23	-7.92	0.862251	7.233663
4327	Z3091747948	COC=1C(C)=CC(=CC1C)S(=O)(=O)N2CCC[C@@H]2C=3C=CON3	-7.92	0.752112	7.494975
4328	Z1846513194	CCC(C)N1N=CC(NC(=O)N2CC=C(CC2)C(F)(F)F)=C1C	-7.92	0.590014	7.366836
4329	Z2071251750	CC(=O)N(C)C=1C=CC=CC1NC(=O)C=2C=CN=C(C2)NC(=O)C3CC3	-7.92	0.553568	7.552690
4330	Z3091862498	C#CCCCC(=O)NC=1C=NC2=CC(OC)=C(C=C2C1Cl)OC	-7.92	0.752756	7.567585
4331	Z1444189679	CN(CC1=NC(=CS1)C(F)(F)F)C(=O)C=2C=CC=C(C2)OCC(=O)O	-7.92	0.668116	7.167617
4332	Z1952500277	CC=1C=CN=C(C1)N2CCN(CC2)C(=O)CCC3=CNC=N3	-7.92	0.863099	7.559730
4333	Z1247241452	CC1CC(C)CC(C1)NC=2N=CN=C3NC=CC23	-7.92	0.910221	6.904438
4334	Z2242919463	CC(C=1C=C(F)C=CC1F)N(C)C(=O)C2(F)CCNC2	-7.92	0.932913	7.268319
4335	Z2012273240	CC(C)(CNC(=O)N1CCN(CC1)C=2OC(=NC2C#N)C3CC3)C(F)(F)F	-7.92	0.399963	7.649805
4336	Z3369015305	CC=1C=CC(=CC1)C(=O)NC(C)C2=NN=C(N2)C(F)(F)F	-7.92	0.718577	7.189521
4337	Z3305813547	O=C1C=C(CN2CCCC(C2)N3C=CC=C3)NC4=CC=NN14	-7.92	0.644835	7.210057
4338	Z2179933058	CC=1C=NC(=NC1)NCC=2C=C(C)N=C(C2)N3CCCC3	-7.92	0.969315	7.585337
4339	Z2293192589	COC1CC(N(C)C(=O)NC=2C=CC(=CC2)C=3N=CN(C)N3)C41CCC4	-7.92	0.705434	7.409971
4340	Z1874085172	CC(C)C1=NC(=CS1)CCNC=2C=C(N=CN2)N3CCCC3	-7.92	0.957287	7.934411
4341	Z2207944958	C[C@H]1OCC[C@H]1NC(=O)CN2C=CC(=O)NC2=O	-7.92	0.883220	6.710049
4342	Z1839645333	CN(CCC(=O)O)S(=O)(=O)C=1C=CC(=CC1)CC(F)(F)F	-7.92	0.783376	7.169195
4343	Z2283375337	O=C(CC1(O)CCC1)NCC2=CC=NC(=C2)C(F)(F)F	-7.92	0.820929	6.655801
4344	Z1400459704	CC1=C(C=NN1C)NS(=O)(=O)C=2C=CC(=CC2)N3N=CC(Cl)=C(Cl)C3=O	-7.92	0.789752	8.246239
4345	Z3216001212	CC(C)(C)C1=NN=C(NC(=O)C=2C=C(NN2)C(N)=O)S1	-7.92	0.885861	7.327815
4346	Z1150568924	CC=1C=C(C=CC1NC(=O)N[C@@H](C)C=2C=CC=CC2)OC=3N=CC=CN3	-7.92	0.853766	7.245557
4347	Z1833721518	O=C(NC1=NC=C(S1)C(F)(F)F)N2CC3CCCC3C2	-7.92	0.691546	7.101599
4348	Z1067702172	CN(C(=O)COC=1C=CC=CC1Cl)C2CCN(CC2)C(=O)C=3C=CC=CC3	-7.91	0.366138	7.159340
4349	Z2195242639	CC1=NN=C(CC(=O)NCCOC2CCCCC2)O1	-7.91	0.729133	6.526711
4350	Z18391417	O=C(COC=1C=CC(F)=CC1Cl)N2CCOCC2	-7.91	0.848993	6.479031
4351	Z1155302316	C#CCOC=1C=CC(=CC1)N(C)C(=O)C=2C=CC3=C(C2)CCN3C(C)=O	-7.91	0.941478	7.623734
4352	Z1102964136	CC(C)(C)N1C=C(C=N1)C(=O)NCC2CCN(CCC=3C=CC=CC3)C2	-7.91	0.710327	7.459397
4353	Z1840268671	CC(C)(C)N1C=C(N=N1)C(=O)NC2CCN(C2)C=3C(F)=CC=CC3F	-7.91	0.777216	7.844455
4354	Z2038071046	CN(C)C1=NOC(CNC(=O)N2CCN(CC2)C3=CC=CC(Cl)=C3)=N1	-7.91	0.423010	7.116104
4355	Z1833715899	COC=1C=CC(=NN1)NC(=O)N2CCN(CC2)C=3C=CC=CC3	-7.91	0.792985	7.065490
4356	Z2123237101	COCC(=O)N1CCC2=CC(=CC=C21)NC(=O)CN3C=C(Cl)C=N3	-7.91	0.665239	7.038019
4357	Z104343286	COC(=O)C=1C(C)=NC(=O)NC1SCC(=O)NC=2C=CC(=CC2)OC(F)F	-7.91	0.565778	7.474631
4358	Z1676034557	CCC(C)N1N=C(C=C1C)C(=O)N2CCN(CC2)C=3C=CN=C(C)N3	-7.91	0.621863	7.600051
4359	Z220042130	O=C(CCN1CCN(CC1)C=2C=CC(=CN2)C(F)(F)F)NC=3C=CC=CC3	-7.91	0.440808	7.208083
4360	Z1451001130	COC=1C=C(SC1C(=O)N[C@H]2CC[C@H](CO)CC2)C=3C=CC=CC3	-7.91	0.781594	7.525315
4361	Z2232016105	C[C@H]1CN(CCO1)C(=O)C=2C=CC(=CC2)C=3N=CON3	-7.91	0.695911	6.648212
4362	Z1209052819	O=C(NCC=1C=CC(=CC1)N2C=CN=C2)N3CCCC(C3)C4=NC=CS4	-7.91	0.845831	7.478874
4363	Z2117934033	COC1C2CC3CN(C(=O)NCCC4=CSC=N4)C1C3C2	-7.91	0.764349	7.395063
4364	Z3216017354	O=C(NCC(O)C1CC1)NC2=CC=C(Cl)C=3C=NNC23	-7.91	0.967227	7.319055
4365	Z2092700192	CCOC1CC2(C1)CCN(C2)C(=O)C3CCCC(C3)C(N)=O	-7.91	0.893400	7.554690
4366	Z2099045517	O=C(CN1N=CC2=CC=CC=C21)N[C@H]3C[C@@H]3C(F)F	-7.91	0.869191	6.878401
4367	Z316148638	CC1=CC(C)=NC(=N1)SC=2C=CC(=CC2)NC(=O)C3CCCN3C=4N=CC=CN4	-7.91	0.576122	8.064239
4368	Z2194428104	CC1=C(C=NN1C)S(=O)(=O)NCC2(CCCC2)C(=O)O	-7.91	0.758778	7.343357
4369	Z2144120967	CC1=NC(C)=C(CNC(=O)C2=CC=C3OCCOC3=C2)O1	-7.91	0.911647	7.049568
4370	Z2193991425	COC=1C=CC=C(C)C1N2C(=O)NC(C2=O)C3CC3	-7.91	0.767741	6.909382
4371	Z3069089146	C#CCCC1(CCC(=O)NC(C(=O)O)C=2C=C(F)C=CC2F)N=N1	-7.91	0.809084	7.595396
4372	Z1523542655	O=C(NC1CCN(C1=O)C2CC2)N(CCC=3C=CC=CC3)C4CC4	-7.91	0.763443	7.462818
4373	Z3138316433	NC1CC(NC(=O)C2(CC2)C=3N=CC=C4C=CC=CC34)C51CCC5	-7.91	0.874995	7.857567
4374	Z2277558082	CC1(C)C(NCC2=NC(=NO2)C3=CC=CS3)C4CCOC41	-7.90	0.792852	7.228347
4375	Z3215989459	CCN(C(=O)C1=NNC2=CC=C(C=C12)[N+]([O-])=O)[C@@H]3COC[C@H]3O |&1:17,21,r|	-7.90	0.662962	7.072764
4376	Z1255879874	CC(C)CNC(=O)N1CCCC(C1)C(=O)NC2CCN(C2=O)C=3C=CC=CC3	-7.90	0.660332	7.552063
4377	Z2103002485	CC(C)(C)C(=O)N1CCN(CC1)C(=O)NCCC2(O)CCOCC2	-7.90	0.636064	6.916547
4378	Z3104423034	CC(C)(C)N1C=NC=C1C2CCCN(C2)C(=O)NCCC=3C=NNC3	-7.90	0.923921	8.052655
4379	Z2097821338	CCN1C=C(C=N1)S(=O)(=O)N2CC=3C=CC=CC3CO2	-7.90	0.752747	6.793198
4380	Z1687488336	CC=1C=NC(C)=C(N1)N2CCC(CC3=NC=CN3C)CC2	-7.90	0.658673	7.596425
4381	Z1629783545	O=C(O)C1=CC=C2CN(CC2=C1)C(=O)C3CC(=O)N(C3)C4CCCC4	-7.90	0.625888	7.134423
4382	Z1870325929	CC1(CCCCC1C(=O)O)NC(=O)C2=CSC(=C2)S(N)(=O)=O	-7.90	0.850623	7.388396
4383	Z2191688637	CC=1C=C(C=CC1Cl)CCNC(=O)N2CCCCC2CNS(C)(=O)=O	-7.90	0.753993	7.590057
4384	Z166722672	O=C(NCC=1C=CC=CC1F)NC=2C=CC=NC2	-7.90	0.863762	6.750535
4385	Z2175361910	CC1=NC=C2CC(CCN12)C(=O)NC=3N=CC(C)=CC3C	-7.90	0.654088	7.292302
4386	Z1957926400	COCCC(=O)N1CCC(CC1)NC2=NC=3C=CC=C(C)C3S2	-7.90	0.824619	7.482224
4387	Z200951002	CCC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)CCC=3C(C)=NC4=NC(N)=NN4C3C	-7.90	0.846045	8.279423
4388	Z1693105497	CC=1C=CC2=C(C1)CCC2NS(=O)(=O)C3=CC=NN3C	-7.90	0.827971	7.387877
4389	Z2002752756	COC=1C=CC=C(C1)C2CC(O)CN2CCOC=3C=CC(C#N)=CC3	-7.90	0.803318	7.321667
4390	Z1634931697	CC=1C=CC(=CC1NC(=O)C2(CC2)C(=O)O)C3=NC=4C=C(F)C=CC4N3C	-7.90	0.873330	8.043987
4391	Z1272716976	CN1N=C2CCN(CC=3N=NSC3Cl)CC2=CC1=O	-7.90	0.761284	7.251062
4392	Z225733502	O=C(CC1=CC=C2OCCC2=C1)N3CCC4(CC3)NC(=O)NC4=O	-7.90	0.651361	7.002480
4393	Z3134488730	CC(C)[C@H](N)C(=O)NCC(=O)NC=1C=C(F)C=C(C1)N(C)C	-7.90	0.819548	7.020613
4394	Z1583293840	CC1=NN=C(CNC=2C=CC(=CC2)C(=O)NC3CC3)S1	-7.90	0.925590	7.049619
4395	Z102666506	O=C(C1=NN(CC=2C=CC=CC2)C(=O)C=3C=CC=CC13)N4CCN(CC=5C=CC=6OCCC6C5)CC4	-7.90	0.573888	7.975533
4396	Z2155426143	FC(F)C1(CCCC1)C2=NC(=NO2)C=3N=CC=C4C=CC=CC34	-7.90	0.656593	7.564311
4397	Z1718911219	COCC=1C=C(F)C=CC1NC(=O)N2CCN(CC2)C3=NC(C)=NS3	-7.89	0.607146	7.154624
4398	Z1180340672	COC=1C=CC(=CC1)C2CCN(C2)C(=O)NC=3C=CC(C(N)=O)=C(F)C3	-7.89	0.784954	7.458992
4399	Z2148098546	CC(=O)NC1=NC=C(S1)S(=O)(=O)N(C)C2(C#N)CCOC2	-7.89	0.823593	7.285213
4400	Z1870179788	C=CCN(CC(=O)O)C(=O)C=1N=NN(C1C)C2=CC=CC(C)=C2	-7.89	0.523685	7.481863
4401	Z1127000860	CC1=CC=C(O1)C(=O)N2CCCC(C2)N3C=NC=N3	-7.89	0.640304	7.009427
4402	Z2142273250	O=C(CC1=CNC2=NC=CC=C12)N3CC(C3)C(F)(F)F	-7.89	0.805339	7.134089
4403	Z333007408	CCC(CC)C1=NN=C(NC(=O)C2=COC(Br)=C2)S1	-7.89	0.826960	7.380446
4404	Z1445269909	O=C(O)C1CN(CCO1)C(=O)C=2C=CC=CC2OCC3=CSC=N3	-7.89	0.599802	6.944163
4405	Z3216017186	CC=1C=C(C=C(NS(=O)(=O)C2=CCCCC2)C1O)C(=O)O	-7.89	0.804665	6.716640
4406	Z1298695555	CC=1SC(NC(=O)CNC(C)(C(N)=O)C=2C=CC=CC2)=C(C)C1C	-7.89	0.982628	8.115000
4407	Z1325948691	CCC1CCCCN1C(=O)CNC=2C=CC=C(C2)C3=NN=NN3C	-7.89	0.914878	7.823874
4408	Z1897941310	COC=1C=C(Br)C=C(C1)S(=O)(=O)NC2=NN=C(CCC(C)C)O2	-7.89	0.785869	7.535843
4409	Z1246027668	O=C(NCC=1C=CC(=CC1)C(=O)NC=2C=CN=CC2)C=3C=CN=C(N3)N4CCCC4	-7.89	0.740849	7.119139
4410	Z2212410920	O=C(NCC(F)(F)F)C1CCCN(C1)C=2N=CN=C3C2N=CN3C4CC4	-7.89	0.783810	7.711095
4411	Z1299354572	CC(=O)N(C1=NC(=CS1)CN2CCC(CN3CCCCC3=O)CC2)C4CC4	-7.89	0.627176	7.789319
4412	Z1493246382	O=C(NCC=1C=CC=C(C1)N2C=NC=N2)N3CCC(C3)C4CCOC4	-7.89	0.903330	7.557714
4413	Z3103903060	CC1=CNC(=O)C(=C1)CNC(=O)NCC2CCCN2C3CCCCC3	-7.89	0.805192	7.473658
4414	Z1455161807	O=C(O)C=1C=CC(=CC1)CNC(=O)C2CCC(NC2=O)C(F)(F)F	-7.89	0.532330	6.403872
4415	Z2012547010	CCN(C(=O)C1=NN2C(C)=CC=NC2=N1)C=3C=CC(=CC3)C(F)(F)F	-7.89	0.754859	7.676286
4416	Z1176215002	COC=1C=CC(=CC1)C2=NC(CN3C=CN=C3C)=NO2	-7.89	0.576352	6.740649
4417	Z1467481257	O=C(C=1C=CC=2NC=NC2C1)N3CCC=4C=CC(F)=CC4C3	-7.89	0.801305	7.157916
4418	Z3215926657	O=C(NC1=CC=NS1)N2C[C@H]3CCC[C@]3(C2)C4=NN=C(O4)C5CC5 |&1:10,14,r|	-7.89	0.521709	7.396506
4419	Z1716740924	CCN1N=CC=C1S(=O)(=O)N2CCC=3C=NC=CC32	-7.89	0.817573	7.322458
