Rank	Ligand	SMILES	Binding Affinity (kcal/mol)	CNNscore	CNNaffinity
2844	Z1983645027	COC=1C=NC=C(C1)S(=O)(=O)NC=2C=CC(C(=O)O)=C(O)C2	-8.44	0.828005	6.938672
2845	Z226015520	O=C(NCC1(CCC1)C=2C=CC=CC2)C3CCCN(C3)C(=O)NC=4C=CC=CC4	-8.44	0.837113	7.914773
2846	Z2237703741	CC=1N=C(C=CC1C(=O)O)C(=O)N(CC(F)F)C2CC2	-8.44	0.885358	7.169795
2847	Z1192460233	CCN1C=NN=C1C=2C=CC=C(C2)NC(=O)C3=COC=4C=CC=CC34	-8.44	0.865590	7.484089
2848	Z1130395540	CC=1C=CN=CC1NC(=O)NC=2C=CC=C(Cl)C2	-8.44	0.937152	7.135147
2849	Z1411556011	CC=1C=CC(CNC(=O)C=2NC=3C=CC=CC3C2Cl)=C(C1)OC4CCOC4	-8.44	0.687530	7.668447
2850	Z1991759063	CN(CC(=O)NC=1C=CC=2OC(=CC2C1)C(=O)O)S(C)(=O)=O	-8.44	0.750852	6.468141
2851	Z2055214315	COC(=O)C=1C=C(C=C(C)C1C)NC(=O)N2CCCC(C2)C(N)=O	-8.44	0.962146	7.618686
2852	Z1755996024	CC(C)(C)C=1C=CC(=NN1)NC(=O)N[C@H]2CCCO[C@@H]2C=3C=CN=CC3	-8.43	0.861718	7.821039
2853	Z2010256170	CC1=CC(C)=NC(C)=C1NC(=O)[C@@H]2C[C@@]32CCOC=4C=CC=CC43	-8.43	0.954475	7.938736
2854	Z1684009134	CN(C)S(=O)(=O)C=1C=CC(=CC1)C2=NOC(=N2)C3=CC=NN3C	-8.43	0.798016	7.461669
2855	Z1892702885	CNC(=O)CN1N=C(C=C1C)NC(=O)C=2C(C)=CC=CC2[N+]([O-])=O	-8.43	0.703163	7.242922
2856	Z144238140	CCOC(=O)C1CCN(CC(=O)NC2=NC=C(CC=3C=CC=CC3Cl)S2)CC1	-8.43	0.842396	7.723377
2857	Z1131714699	O=C(NCC=1C=CC(=CC1)CN2CCC(O)CC2)C=3C=CC=4CCCC4C3	-8.43	0.930923	7.527507
2858	Z1182639553	C1=CC=2N=CC=NC2N=C1SC3=NN=C(NC4CC4)S3	-8.43	0.835125	7.946159
2859	Z1869477978	COC=1C=CC=C(C1)CNC(=O)C=2C=CC=3N=C(C)SC3C2	-8.43	0.763977	6.984846
2860	Z1611998381	COC=1C=CC=C(C1)CCN2C(=O)NC(CC(C)C)C2=O	-8.43	0.872041	7.264368
2861	Z1139695900	O=C(CCN1CCCC(CN2C=NC=N2)C1)N3CCC4=CC=CC=C43	-8.43	0.695174	7.458414
2862	Z1625352357	CC(O)C(NC(=O)C1CC1)C(=O)NCC2CCCN(CC=3C=CC=CC3)C2	-8.43	0.787378	7.396476
2863	Z2092157011	NC(=O)C=1C=C(C=CN1)OC2CCN(CC2)C=3N=CC(Cl)=CC3Cl	-8.43	0.916643	7.946718
2864	Z2518743321	Br.COC=1C=CC=CC1CNC(N)=N[C@@H]2C[C@H](C2)C3=CC=CC=C3C	-8.43	0.892475	7.840947
2865	Z1332961638	COCCC1=NOC(=N1)C=2C=CC=C(C2)N3CCCNC3=O	-8.43	0.935511	7.501159
2866	Z1032598120	CC1=NC=2C=CC(=CC2S1)NC(=O)N[C@H]3C=4C=CC=CC4C[C@H]3O	-8.43	0.784085	7.242542
2867	Z1738536111	[O-][N+](=O)C=1C=CC=C(C1)S(=O)(=O)NCC(CC=2C=CC(Cl)=CC2)C(=O)O	-8.43	0.772213	7.224456
2868	Z1738538916	O=C(O)C(CC1CCOC1)NS(=O)(=O)C=2C=CC(F)=C(F)C2F	-8.43	0.805675	7.345135
2869	Z1747076437	CC(C)C1=NN2CCCC(NC(=O)C=3N=CC=CC3O)C2=N1	-8.43	0.907078	7.419088
2870	Z1891955960	COC(=O)C1CCN2C(=O)N(C(=O)C2C1)C=3C=CC=4OCCCC4C3	-8.43	0.610353	7.161004
2871	Z1730429444	[O-][N+](=O)C=1C=C(Cl)C=CC1OCCC(=O)N2C[C@H](O)C[C@H]2CO	-8.43	0.673560	6.769703
2872	Z1624166151	O=C(C=1C=CC(=CC1)CN2CCCC2=O)N3CCC4=CC=NC=C43	-8.43	0.781215	7.305271
2873	Z1546018409	CC1=CC(C)=NN1C=2C=CC(=CC2F)NC(=O)N3CCC(C3)C4CC4	-8.43	0.611196	7.679179
2874	Z1970319929	CC=1C=CC(=CC1NC(=O)NC2CCOC2C3CC3)C4=CC=CN=C4	-8.43	0.836876	7.666372
2875	Z1423943355	COCCC1(CNC(=O)NC=2C=CC(=CC2)N3N=CC=N3)CCC1	-8.43	0.832686	7.226182
2876	Z2011462290	CN(C1CCOCC1)S(=O)(=O)N2CCC(CC2)N3CCC=4C=C(F)C=CC43	-8.43	0.508649	7.503007
2877	Z1443838521	CC(=O)NC=1C=CC(=CC1)S(=O)(=O)NC(C)C(=O)NCCC(=O)O	-8.43	0.832631	6.998206
2878	Z2142889959	O=C([C@@H]1C[C@@]21CCOC3=CC=CC=C32)N4CCC(CC4)C5=NNC(=O)O5	-8.42	0.554603	7.708117
2879	Z1983696458	CC=1OC(=CC1C(=O)O)CNS(=O)(=O)C=2C=NN(C2)CC3CC3	-8.42	0.825632	7.393757
2880	Z1966676975	COC=1C=CC(=CC1)CNS(=O)(=O)C=2C=CC(Cl)=CC2Cl	-8.42	0.909235	7.377026
2881	Z1738376138	O=C(O)C(NS(=O)(=O)C1=CC=C2CCCC2=C1)C3CCOC3	-8.42	0.791297	7.378807
2882	Z2142263012	CC=1C=CC=CC1N2CCN(CC2)C=3C=CC(=CC3F)S(C)(=O)=O	-8.42	0.600933	7.436469
2883	Z3303901578	COCC1CC(C1)(C(=O)O)N2C=C(C=N2)C=3C=CC(F)=CC3	-8.42	0.787031	7.260984
2884	Z1688658246	CCOC(=O)C(C)(O)CNC(=O)NC=1C=CC=C(C1)N2CCNC2=O	-8.42	0.931493	7.127462
2885	Z118595562	O=C1CCCN1C=2C=CC=C(C2)C3=CSC(=N3)C=4C=CC(O)=CC4	-8.42	0.880546	7.689126
2886	Z318396838	CCNS(=O)(=O)C=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)NS(C)(=O)=O	-8.42	0.853260	7.599309
2887	Z2047717851	CCC1=C(C=NN1C=2C=CC=CC2C)NCC3=CN=C4C=CC(C#N)=CN34	-8.42	0.800721	8.286568
2888	Z1021055638	CCC=1NN=C(C(=O)NCC=2C=CC=CC2CN3CCOCC3)C1[N+]([O-])=O	-8.42	0.961676	7.909402
2889	Z1664759070	CCC(OC=1C=CC=CC1C)C2=NN=C(CC=3C=CC=NC3)O2	-8.42	0.946527	7.942822
2890	Z1117857338	CN1C(=NC=2C(F)=CC=CC21)C=3N=CC=NC3N	-8.42	0.588189	7.205503
2891	Z1625931244	CC=1NN=C(C(=O)N2CCCC(C2)S(=O)(=O)N3CCC4=CC=CC=C43)C1C	-8.42	0.689719	7.774369
2892	Z1933498044	CN1N=C(N=C1NC(=O)CN2C(=O)NC3(CCCC3)C2=O)C4=CC=CS4	-8.42	0.576378	7.719852
2893	Z1921035535	CCN1C=C(C=N1)CN(C)C(=O)N[C@@H]2C[C@H]2C3=CC=CC(F)=C3	-8.42	0.827415	7.223785
2894	Z1928110116	O=C(C1CC21CCOC2)N3CCCC4=NNC=C43	-8.42	0.931720	7.133830
2895	Z1840329898	CC=1C=CN=C(C1)N2CCN(CC2)C3=NC=C(S3)C(F)(F)F	-8.42	0.835175	7.525518
2896	Z1887915828	CN1C=C(C=N1)[C@@H]2CN(CC=3C=C(ON3)C4=CC=CO4)C[C@H]2CO	-8.42	0.641726	7.312799
2897	Z1757086631	CN(C)C=1N=CC=C(N1)C2CN(CCO2)C(=O)CCC3=CC=CO3	-8.42	0.836590	7.339755
2898	Z1996025341	CC1=CC(=CC(C)=C1Cl)NC(=O)N2CCC(CC2)N3CCCC3=O	-8.42	0.644241	7.428640
2899	Z1129286051	CC=1C=CN=CC1NC(=O)CCC=2C=CC=C(Cl)C2	-8.42	0.948284	7.385665
2900	Z2070977558	OC1(CCNCC2=CC=C(S2)C=3C=CC=CC3)CCOCC1	-8.42	0.719887	7.007742
2901	Z1973819411	CC=1C(=CC=CC1OCC(F)(F)F)NCC2=NN=C3COCCN23	-8.42	0.981019	7.725103
2902	Z2052537428	CN1N=CC=C1[C@@H]2OCC[C@H]2CNCC3=NC=NN3C=4C=CC=CC4	-8.42	0.849041	7.816938
2903	Z1494990286	CC(C)NC(=O)NC=1C=CC=CC1NC(=O)C=2C=NN3CCCCC23	-8.42	0.949463	7.671684
2904	Z2051999346	CN1N=CC=C1[C@H]2OCC[C@@H]2NCC=3C=CC(=NC3)N4CCCC4	-8.42	0.488072	7.139673
2905	Z1614699488	CN1C(CCCNC(=O)C2(CC2)C(=O)O)=NC=3C=CC=CC31	-8.41	0.634436	7.155904
2906	Z31922513	COC=1C=CC(=CC1)NC(=O)CN(C)C(=O)CC2SC=3C=CC=CC3NC2=O	-8.41	0.782863	7.510041
2907	Z3069089166	C#CCCC1(CCC(=O)NC(C(=O)O)C=2C=CC(Cl)=C(F)C2)N=N1	-8.41	0.740676	7.566064
2908	Z1700559830	CCC1=NN(C)C=C1NC(=O)N(C)CC2=NC=3C=CSC3C(=O)N2	-8.41	0.727133	7.676573
2909	Z1567484269	O=C(NC1=CNN=C1C=2C=CC=CN2)NC=3C=CN(CC(F)F)N3	-8.41	0.889317	7.571368
2910	Z1753313231	CC1=C(C=NN1C)[C@H]2OCC[C@@H]2NC(=O)CCC3=NC=4C=CC=CC4N3	-8.41	0.865314	7.881299
2911	Z1232328641	O=C(C=1C=C(ON1)C2CC2)N3CC4CCCC(C3)C4O	-8.41	0.919630	7.383932
2912	Z2226914210	COC=1C=CC(=CC1S(=O)(=O)NC2CCCC2)C(=O)NC3=NC=C(CCO)S3	-8.41	0.750355	7.618930
2913	Z1445123827	O=C(O)CN1C=CC(=N1)NC(=O)C2=NNC=3CCCCC23	-8.41	0.896338	7.358430
2914	Z2058301711	CO[C@H]1C[C@@H](C(=O)NC2(CCCCC2)C3=NOC(C)=N3)N(C)C1	-8.41	0.394554	7.173933
2915	Z1648902865	FC(F)(F)C=1C=CN(N1)C2CCCN(CC3=CC=CC4=NC=CN34)C2	-8.41	0.878692	7.895082
2916	Z3313477262	O=S1(=O)NC(CN2CC(O)CC2C3CC3)=NC4=CC=CC(F)=C41	-8.41	0.725236	7.636711
2917	Z1583404175	CCC=1N=CN=C(C1F)N2CCCC(C2)C=3C=C(NN3)C(N)=O	-8.41	0.935345	8.029648
2918	Z1608345544	COC=1C=CC=CC1N2CCC(C2)NC(=O)C=3C=NC(C)=NC3C	-8.41	0.620000	7.460490
2919	Z1983690723	O=C(O)C=1C=CC=C(CCNS(=O)(=O)N2CCOCC2)N1	-8.41	0.600309	6.898797
2920	Z3173945733	O=C(O)[C@H]1C[C@@H]2CC[C@H]1N2C(=O)C=3C=NC=NC3C4CC4 |&1:3,5,8,r|	-8.41	0.831979	7.562829
2921	Z1868616042	O=C1[C@H]2CCCN2C(=O)N1C3CCN(CC=4C=CC=CN4)CC3	-8.41	0.524430	7.180140
2922	Z1981719974	CCCC(=O)NCCNC=1N=CN=C2C=CC(=CC12)[N+]([O-])=O	-8.41	0.984903	7.709824
2923	Z1437050636	CC=1C=CC(=CC1NCCCS(C)(=O)=O)C(=O)N2CC(C)CC(C)C2	-8.41	0.874116	7.635605
2924	Z109123574	N#CC=1C=CC(=CC1Cl)NC(=O)CCC2=NC(=NO2)C=3C=CSC3	-8.41	0.822656	7.630998
2925	Z1862464783	CC(C)(O)C(=O)NC=1C=CC(OCC2=CC=CO2)=C(Cl)C1	-8.41	0.679119	6.898391
2926	Z2051366670	CC=1C=CC=CC1S(=O)(=O)N2C[C@@H](C(N)=O)[C@@H](C2)C(F)(F)F	-8.40	0.884710	7.565896
2927	Z3091839954	CC=1OC=CC1C(=O)N2CCC(CC2)N3C=NC=4C=CC=CC4C3=O	-8.40	0.807002	7.619735
2928	Z1083754670	O=C(CCN1C=CN=C1)NC2=CC=C(OC=3C=CC(F)=CC3)C4=CC=NC=C24	-8.40	0.710973	8.041462
2929	Z2186459624	CC1CCCN(C1)C=2C=C(C=CN2)C(=O)N(C)CC3=CC=CN3	-8.40	0.815772	7.278419
2930	Z1083612444	CC=1C=CN2N=CC(C(=O)NCC=3C=CC=CC3N4CCOCC4)=C2N1	-8.40	0.765286	7.443645
2931	Z3268554219	COC=1C=C(C=CC1CN2CC(CO)(CO)C2)C=3C=CC=CC3	-8.40	0.871517	7.170759
2932	Z1281682749	CN(C)C(=O)C=1C=CC(=CC1)C(=O)NC=2C=C(NN2)C3CC4CCC3C4	-8.40	0.815925	7.644153
2933	Z2011240606	CCN(CC)C=1C=CC(=CN1)NS(=O)(=O)C=2C=CC=C3OCOC23	-8.40	0.875027	7.583854
2934	Z3141453734	CCN1C=C(CC(=O)N2C[C@@H]3CC[C@]3(N)C2)N=N1 |&1:10,13,r|	-8.40	0.974212	7.527772
2935	Z1584032177	CC=1SC=C(C(=O)NC2(CCOCC2)C(N)=O)C1C	-8.40	0.975469	7.546207
2936	Z2041575370	C1=CC=2C(=NC=CC2N1)C3=NOC(=N3)C4CCOC4	-8.40	0.884322	7.062288
2937	Z1798368594	C1=NC=2N=CN=C(C2N1)N3CCOC4CCCCC43	-8.40	0.679954	7.194048
2938	Z2159763550	CCC=1C=CC=CC1CC2=NOC(=N2)C=3C=CN=CC3C	-8.40	0.945673	7.671211
2939	Z1874465194	O=C(NC1CCC2(CC2)CC1)C=3C=C(F)C=C4N=CC=NC34	-8.40	0.806030	7.381970
2940	Z1816329519	O=C1CCC=2C=C(C=CC2N1)S(=O)(=O)NC=3C=CC=NN3	-8.40	0.872465	7.442736
2941	Z2185975257	O=C(C=1C=C(ON1)C=2C=CC=CC2C(F)(F)F)N3CCCC(C3)C4=CC=NN4	-8.40	0.575525	7.827274
2942	Z2065955387	CN(C(=O)C=1C=CN=C(C1)NC(=O)C2CC2)C=3C=CC=CC3	-8.40	0.859907	7.339711
2943	Z1137566094	CC(=O)N1CCC=2C=C(C=CC21)C(=O)NCC3=NC(=NN3)C=4C=CC(F)=CC4	-8.40	0.961282	8.019013
2944	Z1496817907	COC=1C=CC(=CC1C)S(=O)(=O)NCCCN2CCC(O)CC2	-8.40	0.876095	7.227536
2945	Z1096072609	O=C(CN1CCCCC1C2=NC(=NO2)C=3C=CC=CC3)NCC(F)(F)F	-8.40	0.371342	7.039701
2946	Z146104108	CN1C(CNC(=O)C=2C=C(C=CN2)N3CCCC3)=NC=4C=CC=CC41	-8.40	0.819232	7.736905
2947	Z1275160318	CCC1=CN=C(CCNC(=O)C2=CSC(=N2)C=3C=CC=4OCOC4C3)S1	-8.40	0.743397	7.485820
2948	Z1373442003	CCC=1C=C(N=CN1)N2CCCC(C2)NC=3N=CC=CC3F	-8.40	0.853533	7.963008
2949	Z1130395496	CC=1C=CN=CC1NC(=O)NC=2C=CC=C(C#N)C2	-8.40	0.966807	7.265632
2950	Z1139490726	C=1N=CN(CC2CN(CC3=NN=NN3C=4C=CC=CC4)CCO2)N1	-8.39	0.527443	7.426255
2951	Z2273952796	CC=1C=CC=2N=CN=C(C2C1)N3C[C@H]4C(=O)NC(=O)[C@H]4C3	-8.39	0.925851	7.482183
2952	Z1103662563	CC=1C=CC(=CC1)CC(=O)NC2=CC(=NN2)C3CC3	-8.39	0.890602	7.333346
2953	Z1736585231	CCOC=1C=CC=C(C1)NC(=O)N2CCC(CN3CCCCC3)C2	-8.39	0.872250	7.488946
2954	Z1958445056	CC=1C=C(N=C(N1)C=2C=CC=NC2)OC=3C=CC=C(C3)OC=4C=NC=CN4	-8.39	0.530971	7.791415
2955	Z2160592240	CC=1C=CC(F)=CC1C2(CC2)C3=NOC(=N3)C4=CN(CC(=O)N(C)C)N=N4	-8.39	0.623995	7.844009
2956	Z2088839464	O=C(C=1C=NC=C2C=CC=CC12)N3CC[C@@H](C=4C=CC=CC4)[C@@H](CO)C3	-8.39	0.759415	7.684826
2957	Z1738938181	O=C(O)C1CCCCN1S(=O)(=O)CC2=NOC=3C=CC=CC23	-8.39	0.623347	6.895556
2958	Z2041224557	CC(=O)N1C=2C=CC(=CC2CC1C)S(=O)(=O)N(C)C=3C=NC=CN3	-8.39	0.765348	7.810579
2959	Z16226353	O=C(CSC1=NN=C2NC=3C=CC=CC3N12)N4CCCC4	-8.39	0.607530	7.176616
2960	Z3305058095	C#CC(C)(CC)NS(=O)(=O)C=1C=CSC1C(=O)O	-8.39	0.821838	6.910554
2961	Z167061452	CC1=NOC(C)=C1S(=O)(=O)N2CCC(CC2)C(=O)NC3=CC=C(C)C=N3	-8.39	0.836767	7.895739
2962	Z1738487535	COC=1C=CC=C(C1)C(NS(=O)(=O)C2=CC(C)=C(C)S2)C(=O)O	-8.39	0.718195	7.374173
2963	Z1609537255	COC=1C=CC=CC1CC(=O)N(C)CC(=O)N2CCCC(C2)C(=O)O	-8.39	0.493640	6.938250
2964	Z1560501755	CC=1C=C(C=CN1)NC(=O)N2CCN(CC3=CSC=N3)CC2	-8.39	0.833763	7.314463
2965	Z1431596659	CC1=CC(=NO1)NC(=O)CN2CCN(CC2)C(=O)C=3C=CN(C)C3	-8.39	0.779213	7.149382
2966	Z1365519243	O=C(O)C1=CC=C(CNC(=O)CN2C=CC(=N2)C(F)(F)F)O1	-8.39	0.666467	6.748322
2967	Z2111600579	O=C1NC(=NC=2SC=3CCCCC3C12)C=4C=C(O)C=C(Cl)C4	-8.39	0.914051	7.785432
2968	Z1693125043	O=C(NC=1C=CC=C2CCCCC12)NC3CCOC(C3)C=4C=CC=CC4	-8.39	0.765952	7.548677
2969	Z1362907565	COC=1C=CC=CC1OC=2C=CC(=CC2)NC(=O)N3CCC(CC3)C4=CNC=N4	-8.38	0.713733	7.577235
2970	Z1140211828	CC=1C=CC(=CC1)C2=NC(=CS2)C(=O)N3CCN(CC4=NC=CN4C)CC3	-8.38	0.456822	7.557532
2971	Z1638491263	CC(NC(=O)C(=O)NC1=NC(=CS1)C2=CC=CS2)C3CCCN(C3)C4CCC4	-8.38	0.942007	8.156689
2972	Z2018447567	NC(=O)N1CCC(C1)NC(=O)C(F)C=2C=CC(=CC2)C(F)(F)F	-8.38	0.607989	6.718010
2973	Z2274815428	CC=1C=CC=2OC(=NC2C1)N3CCOCC3CC(N)=O	-8.38	0.949067	7.427755
2974	Z2056451803	CC(=O)N1CCCC(O)(C1)C(=O)NCCC2=CCCCC2	-8.38	0.761794	7.139554
2975	Z1204156419	CCN1C=C(C=N1)C(=O)NC=2C=CC=C(C2)C3=NOC(=O)N3	-8.38	0.807493	7.087031
2976	Z1695838986	CN1C=CC=C1C2COCCN2C(=O)C=3C=CC(=CC3)NC(=O)C=4C=CC=CC4	-8.38	0.446071	7.219718
2977	Z1765908800	N#CC=1C=CC(=CC1)OCCNC(=O)C2=CNN=C2C=3C=CSC3	-8.38	0.726793	7.048234
2978	Z1612720387	CC=1C=C(N=C(C)N1)N2CCC(CC2)N3C(=O)[C@@H]4CCCN4C3=O	-8.38	0.847437	7.733096
2979	Z1603502105	O=C(O)CN1C=CC(=N1)NC(=O)C=2C=CC(=CC2)N3CCOCC3	-8.38	0.388263	6.634882
2980	Z1848862690	CC=1C=CC=C2C1C(C)CC2CC3=NC(=NO3)C=4N=CC=CN4	-8.38	0.601625	7.669490
2981	Z1278915953	O=C(NC=1C=CC=CC1)N2CCCC(C2)C3=NC(CC4CC4)=NO3	-8.38	0.940264	7.703740
2982	Z1411433950	CC(C)C1=NC(CN(C)C2CCN(C2)C(=O)C=3C=NC=CN3)=NO1	-8.38	0.350963	7.428657
2983	Z1708316955	CN1C=CN=C(C1=O)N2CCC(C2)C=3C(F)=CC=CC3F	-8.38	0.910707	7.541014
2984	Z1315477058	COCC1CN(CCO1)C(=O)CCN2CCN(CC2)C=3C=CC=CC3	-8.38	0.513421	6.707668
2985	Z1196500805	COC=1C=CC(=CN1)CNC(=O)N(C)C2CCN(CC=3C=CC=CC3)CC2	-8.38	0.343020	6.944480
2986	Z1884293473	COC=1C=CN=CC1NC(=O)C2=COC(=N2)C3CCOCC3	-8.38	0.927058	7.467385
2987	Z1885197251	CC=1C=NC=C(C1)NC(=O)C2=COC(=N2)C3CCOCC3	-8.38	0.547033	7.123209
2988	Z1983196511	CC=1C=CN=C(N1)NC(=O)CC=2C=CC(F)=C(F)C2	-8.38	0.910535	7.316427
2989	Z3174538149	CC=1C=C(NC(=O)N2C[C@@H]3[C@H]4CC[C@H](O4)[C@@H]3C2)ON1	-8.38	0.905516	6.891514
2990	Z1915921605	CN1C=C(C=N1)C2=NC=C(S2)C(=O)N3CCCC3C4=CC=NN4	-8.38	0.475065	7.665099
2991	Z1921558289	O=C1NC(=O)C2(CCCN(CCC=3C=CC(F)=C(F)C3)C2)N1	-8.38	0.863981	7.314337
2992	Z3268542086	CC(C)(CNC(=O)C=1C=CC=C(C1)S(C)(=N)=O)CC=2C=CC=CC2	-8.38	0.786042	7.336880
2993	Z1739690971	O=C(CN1CCC(C1)N2C=NC=N2)N3CCCC4=CC=CC=C43	-8.38	0.675407	7.196652
2994	Z1869918275	O=C(O)C(CNC(=O)C1=CSC(=N1)C2CCCO2)C=3C=CC=CC3	-8.37	0.666161	6.987187
2995	Z1278556858	CCOCC=1C=CC(=CC1)NC(=O)N(C)CC2CCN(CC=3C=CC=CC3)C2	-8.37	0.741378	7.359247
2996	Z1370820779	CCN1C(=O)C2CN(CCN2C1=O)C(=O)C=3NN=C4CCCCC34	-8.37	0.540094	7.296881
2997	Z1175421864	CNC=1SN=C(C)C1C(=O)NCC=2C=CC(=CC2)OC=3C=CC=CC3OC	-8.37	0.817877	7.632407
2998	Z1517577738	CC=1C=NN(C1)CC2=CC(=NO2)C(=O)N3CCC=4C=CC=CC4C3C	-8.37	0.513249	7.428634
2999	Z1759237908	CC1=NOC(C)=C1CN2C[C@@H](F)C[C@H]2CNC(=O)CCC=3C=COC3	-8.37	0.769922	7.689910
3000	Z1470593076	CC1=C(C=NN1C=2C=CC=CC2)NS(=O)(=O)C=3C=CC(F)=CC3Cl	-8.37	0.849534	7.898231
3001	Z2179368457	CS(=O)(=O)N(CC(F)(F)F)C1CCN(CC1)C=2N=CN=C3N=CNC23	-8.37	0.801385	7.807874
3002	Z2055126367	O=C(C=1C=CC(=CC1)N2C=CC=N2)N3CCC(O)(CN4C=CN=N4)C3	-8.37	0.623174	7.555138
3003	Z1555080638	CC1=NC(=NO1)C(=O)NCCNC(=O)C2=NOC(C)=N2	-8.37	0.742837	6.721510
3004	Z1554758794	CC(NC=1C=NC=2C=CC=CC2N1)C=3C=CC=C(F)C3F	-8.37	0.942464	7.711893
3005	Z3140265967	O=C(NC[C@@]12C[C@]2(CNC1)C(F)(F)F)C3=CN=C4C=CC=CC4=C3 |&1:4,6,r|	-8.37	0.851929	7.429942
3006	Z1577034513	COC=1C=C(C)N=C(N1)N2CCC(CC=3C=CC=NC3)CC2	-8.37	0.679380	7.488539
3007	Z3368923081	CC=1N=C(C=CC1C(=O)NC(C)(C)C=2N=CON2)C(F)(F)F	-8.37	0.701618	7.526998
3008	Z1083022616	CCCN1CCC(CC1)NS(=O)(=O)C=2C=NN(C2)C=3C=CC=CC3	-8.37	0.704198	7.657075
3009	Z1840933994	CN(CC=1N=CC=CN1)C2CCN(C2)C(=O)C3=CN(N=N3)C(C)(C)C	-8.37	0.761628	7.726208
3010	Z2200191213	CC1=C(C=NN1C)S(=O)(=O)NC2CCN(CC2)C=3C=CC=CN3	-8.37	0.821747	7.761143
3011	Z1274798174	CCOC=1C=CC=CC1CCC(=O)N2CCOC(CC(=O)O)C2	-8.37	0.844754	6.976290
3012	Z1444769992	CC1=CSC(=N1)C=2C=CC(=CC2)C(=O)N3CCOCC3C(=O)O	-8.37	0.577236	7.074057
3013	Z3068704651	CO[C@H]1C[C@@H](CN2C=CC(=N2)NC(=O)OC(C)(C)C)N(CC=3OC=NC3C)C1	-8.37	0.761845	7.773310
3014	Z1559096084	COC=1C=CC(=CN1)N(C)C(=O)C2(CC2)NC(N)=O	-8.37	0.817216	7.218422
3015	Z1778563953	CN1C(=NN=C1C(F)F)SCC=2C=CN(N2)C=3C=CC=CC3F	-8.37	0.694571	7.637608
3016	Z1266957330	CN(C(=O)CC=1C=CC=2OCOC2C1)C3CCCN(CC4=NOC(=N4)C5CC5)C3	-8.37	0.667471	7.773931
3017	Z1663513325	COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)NCC3(CC3)C=4C=CC=CN4	-8.37	0.882327	8.087210
3018	Z1646578560	O=S(=O)(CC1CCCC1)N2CCC(CCCN3C=CN=C3)CC2	-8.37	0.595853	7.293259
3019	Z1179915204	O=C(CCC1CCCC1)N2CCN(CC(O)CN3CCCC3=O)CC2	-8.37	0.493957	7.139318
3020	Z1324029904	CC=1C=CC(=CC1)CNC(=O)C2CCN(CC2)C3=NN=NN3C	-8.37	0.663776	7.396069
3021	Z2035300552	COC1(CCN(CC2=CN(C)N=C2C)CC1)C3=NC(CC=4C=CC=CC4)=NO3	-8.36	0.542390	7.704412
3022	Z2128106793	COC(=O)C1CCCN(C1)C(=O)CC=2NN=C3C=CC=CC23	-8.36	0.961179	7.795094
3023	Z1841693251	COC=1C=CC(F)=C(C1)N2CCN(CC2)C(=O)C3=NNC=4CCCC34	-8.36	0.542974	7.547414
3024	Z2293814863	O=C(NC[C@H]1CCCO1)NCC2CCCC(C2)C(F)(F)F	-8.36	0.795811	7.000737
3025	Z1097084367	CC=1C=CC=C(C1)CC(=O)NC(CO)C=2C=CC=CC2	-8.36	0.833768	6.743293
3026	Z2290130657	CC(C)NC(=O)N1CCC(CC=2C=C(F)C=CC2F)CC1	-8.36	0.872633	7.400207
3027	Z3205202569	O=C(NCC1(CC1)N2C=CC=N2)C3=CC(=O)NC(=N3)C4CC4	-8.36	0.912724	7.748730
3028	Z1568698600	CC(=CC=1C=CC=CC1)CN2CCOC(CN3C=C(C)C=N3)C2	-8.36	0.741086	7.369513
3029	Z1665310723	CC=1C=C2N=CC(C(=O)N3CCC=4C(=CC=CC4C3)C(=O)O)=C(C)N2N1	-8.36	0.493945	7.551166
3030	Z1995381421	CN(C)C=1N=CN(N1)C2=CC=CC(=C2)NC(=O)NCC3CCOCC3	-8.36	0.898143	7.563150
3031	Z1359443479	O=C(CCC1CCOC1)NC2=NC=3C=CC=CC3N2	-8.36	0.971860	7.253318
3032	Z2044656024	CC=1C=C(CNC(=O)C2=CC(=CN2)C3=CSC(C)=N3)N(C)N1	-8.36	0.950241	7.698784
3033	Z1907964631	COC=1C=C(C=CC1C(=O)O)NS(=O)(=O)C=2C=C(F)C=CC2C	-8.36	0.770761	7.098084
3034	Z1230432804	COC1=CC=2CCN(CC2C=C1OC)C(=O)CN3CCC=4NN=CC4C3	-8.36	0.617404	7.272697
3035	Z1499332846	CC(C(=O)NCCC1=CNC=2N=CC=CC12)C3CC3	-8.36	0.945100	7.247868
3036	Z1817954857	CCN(CC)CC=1C=CC(=CC1)NC(=O)CC=2C=CC=CC2OC	-8.36	0.765346	7.178430
3037	Z3366750502	NC(=O)[C@H]1CCC[C@H](C1)NCC=2C=NN3CCCC23 |&1:3,7,r|	-8.36	0.971682	7.695041
3038	Z1760143369	NC(=O)C(O)C1CCN(CC2=NC=3C=C(F)C=CC3O2)CC1	-8.36	0.737610	6.961098
3039	Z1341622538	[O-][N+](=O)C=1C=NC(OC=2C=CC(=CC2)N3C=CC=N3)=C(Br)C1	-8.36	0.530252	7.636054
