Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)
1	Z15623383	N/A	    -11.58
2	Z29999382	N/A	    -11.46
3	Z89976164	N/A	    -11.45
4	Z4462796186	N/A	    -11.38
5	Z599743450	N/A	    -11.33
6	Z227926890	N/A	    -11.32
7	Z1213673068	N/A	    -11.28
8	Z1262049531	N/A	    -11.25
9	Z195595796	N/A	    -11.20
10	Z28179136	N/A	    -11.17
11	Z1797379077	N/A	    -11.02
12	Z237915472	N/A	    -10.97
13	Z2218571548	N/A	    -10.94
14	Z32463745	N/A	    -10.93
15	Z2711553878	N/A	    -10.92
16	Z167264310	N/A	    -10.91
17	Z8976776379	N/A	    -10.90
18	Z217007390	N/A	    -10.90
19	Z32048406	N/A	    -10.88
20	Z16562757	N/A	    -10.87
21	Z1696623332	N/A	    -10.87
22	Z87640294	N/A	    -10.86
23	Z16654573	N/A	    -10.86
24	Z30160399	N/A	    -10.84
25	Z647921012	N/A	    -10.84
26	Z79592572	N/A	    -10.84
27	Z87680395	N/A	    -10.83
28	Z1498659144	N/A	    -10.83
29	Z2028056508	N/A	    -10.82
30	Z16669072	N/A	    -10.82
31	Z647916172	N/A	    -10.82
32	Z18617611	N/A	    -10.81
33	Z381193152	N/A	    -10.79
34	Z18450018	N/A	    -10.79
35	Z9118299151	N/A	    -10.78
36	Z1014009080	N/A	    -10.77
37	Z118584208	N/A	    -10.74
38	Z1585502548	N/A	    -10.73
39	Z65174864	N/A	    -10.72
40	Z1799886066	N/A	    -10.70
41	Z942553290	N/A	    -10.70
42	Z2994379945	N/A	    -10.70
43	Z110098176	N/A	    -10.70
44	Z743322406	N/A	    -10.68
45	Z1223070784	N/A	    -10.67
46	Z64463807	N/A	    -10.67
47	Z62471737	N/A	    -10.66
48	Z57908452	N/A	    -10.65
49	Z1000068080	N/A	    -10.65
50	Z1437344813	N/A	    -10.64
51	Z2058878292	N/A	    -10.64
52	Z2755043875	N/A	    -10.64
53	Z385213484	N/A	    -10.64
54	Z772608980	N/A	    -10.64
55	Z70961283	N/A	    -10.63
56	Z56917076	N/A	    -10.63
57	Z104773552	N/A	    -10.62
58	Z2393197692	N/A	    -10.62
59	Z92156119	N/A	    -10.61
60	Z366025482	N/A	    -10.61
61	Z4178905389	N/A	    -10.61
62	Z251235522	N/A	    -10.61
63	Z218875870	N/A	    -10.60
64	Z1157863579	N/A	    -10.59
65	Z45693415	N/A	    -10.59
66	Z1719855267	N/A	    -10.58
67	Z79643599	N/A	    -10.58
68	Z434378472	N/A	    -10.58
69	Z2755040637	N/A	    -10.57
70	Z27166276	N/A	    -10.57
71	Z4358499329	N/A	    -10.57
72	Z16226095	N/A	    -10.56
73	Z1444188816	N/A	    -10.56
74	Z27434943	N/A	    -10.55
75	Z397468500	N/A	    -10.54
76	Z29571782	N/A	    -10.53
77	Z45574401	N/A	    -10.53
78	Z2362299504	N/A	    -10.53
79	Z24955437	N/A	    -10.53
80	Z432472650	N/A	    -10.53
81	Z343498664	N/A	    -10.52
82	Z2234892440	N/A	    -10.52
83	Z1177148618	N/A	    -10.51
84	Z92156017	N/A	    -10.51
85	Z201763828	N/A	    -10.51
86	Z48851468	N/A	    -10.51
87	Z56775960	N/A	    -10.51
88	Z31191232	N/A	    -10.50
89	Z226338556	N/A	    -10.50
90	Z201833112	N/A	    -10.50
91	Z21509773	N/A	    -10.49
92	Z4669240178	N/A	    -10.49
93	Z1213669342	N/A	    -10.49
94	Z2335048975	N/A	    -10.48
95	Z31759672	N/A	    -10.47
96	Z144782782	N/A	    -10.47
97	Z126246166	N/A	    -10.47
98	Z1872714534	N/A	    -10.47
99	Z4225451940	N/A	    -10.46
100	Z96391790	N/A	    -10.46
101	Z164954352	N/A	    -10.46
102	Z218241542	N/A	    -10.46
103	Z1575429846	N/A	    -10.46
104	Z2569706310	N/A	    -10.46
105	Z1444121391	N/A	    -10.44
106	Z125842478	N/A	    -10.44
107	Z65217634	N/A	    -10.43
108	Z2622791107	N/A	    -10.43
109	Z3580874539	N/A	    -10.43
110	Z90948056	N/A	    -10.43
111	Z28179062	N/A	    -10.43
112	Z8976774985	N/A	    -10.43
113	Z131767638	N/A	    -10.42
114	Z57785992	N/A	    -10.42
115	Z31735072	N/A	    -10.42
116	Z1951121741	N/A	    -10.42
117	Z1343514694	N/A	    -10.41
118	Z2460789994	N/A	    -10.41
119	Z56802222	N/A	    -10.40
120	Z26395827	N/A	    -10.40
121	Z27305602	N/A	    -10.40
122	Z119679906	N/A	    -10.40
123	Z27875257	N/A	    -10.39
124	Z99601100	N/A	    -10.39
125	Z1167663194	N/A	    -10.38
126	Z2761618596	N/A	    -10.38
127	Z2608152575	N/A	    -10.38
128	Z437012320	N/A	    -10.38
129	Z29884208	N/A	    -10.37
130	Z4500949812	N/A	    -10.37
131	Z1303455147	N/A	    -10.37
132	Z45698000	N/A	    -10.37
133	Z73356179	N/A	    -10.36
134	Z644873422	N/A	    -10.35
135	Z1342059342	N/A	    -10.35
136	Z218875508	N/A	    -10.35
137	Z2182194901	N/A	    -10.34
138	Z2438940863	N/A	    -10.34
139	Z30575589	N/A	    -10.34
140	Z1262870824	N/A	    -10.34
141	Z332730322	N/A	    -10.34
142	Z1117086668	N/A	    -10.34
143	Z2437696239	N/A	    -10.33
144	Z1754517237	N/A	    -10.33
145	Z647921540	N/A	    -10.33
146	Z1587470998	N/A	    -10.32
147	Z44462419	N/A	    -10.32
148	Z3827524886	N/A	    -10.32
149	Z3063427144	N/A	    -10.32
150	Z17375258	N/A	    -10.31
151	Z1303409061	N/A	    -10.31
152	Z115038578	N/A	    -10.31
153	Z95983581	N/A	    -10.31
154	Z32323759	N/A	    -10.31
155	Z2053283596	N/A	    -10.31
156	Z237522248	N/A	    -10.30
157	Z29942255	N/A	    -10.30
158	Z57788486	N/A	    -10.30
159	Z31815923	N/A	    -10.29
160	Z594319170	N/A	    -10.29
161	Z220419716	N/A	    -10.29
162	Z2191264602	N/A	    -10.29
163	Z32130737	N/A	    -10.29
164	Z29883653	N/A	    -10.29
165	Z1334612424	N/A	    -10.29
166	Z30084208	N/A	    -10.29
167	Z31778685	N/A	    -10.29
168	Z109956278	N/A	    -10.29
169	Z2442524066	N/A	    -10.28
170	Z1140890912	N/A	    -10.28
171	Z1716206969	N/A	    -10.28
172	Z32804984	N/A	    -10.28
173	Z200656216	N/A	    -10.28
174	Z31638749	N/A	    -10.28
175	Z32294397	N/A	    -10.28
176	Z44433240	N/A	    -10.28
177	Z4635069325	N/A	    -10.28
178	Z2313276927	N/A	    -10.27
179	Z1528997453	N/A	    -10.27
180	Z2072037168	N/A	    -10.27
181	Z18354286	N/A	    -10.27
182	Z87645746	N/A	    -10.27
183	Z90205978	N/A	    -10.27
184	Z1934810143	N/A	    -10.27
185	Z56974810	N/A	    -10.27
186	Z1587613329	N/A	    -10.27
187	Z44433211	N/A	    -10.27
188	Z28459283	N/A	    -10.27
189	Z28081667	N/A	    -10.27
190	Z115234450	N/A	    -10.26
191	Z16859798	N/A	    -10.26
192	Z26468693	N/A	    -10.26
193	Z107150738	N/A	    -10.26
194	Z70960277	N/A	    -10.26
195	Z87583088	N/A	    -10.26
196	Z16525917	N/A	    -10.25
197	Z1624218602	N/A	    -10.25
198	Z1695369439	N/A	    -10.25
199	Z2214139735	N/A	    -10.25
200	Z1355744115	N/A	    -10.25
201	Z4365037770	N/A	    -10.25
202	Z1888870926	N/A	    -10.25
203	Z192600168	N/A	    -10.24
204	Z1213676401	N/A	    -10.24
205	Z1992241978	N/A	    -10.24
206	Z2077136450	N/A	    -10.24
207	Z2227077316	N/A	    -10.24
208	Z18569211	N/A	    -10.24
209	Z431811214	N/A	    -10.24
210	Z2766397279	N/A	    -10.24
211	Z240716364	N/A	    -10.23
212	Z356149402	N/A	    -10.23
213	Z89320595	N/A	    -10.23
214	Z212545470	N/A	    -10.23
215	Z26690966	N/A	    -10.22
216	Z1765124884	N/A	    -10.22
217	Z195983122	N/A	    -10.22
218	Z413871816	N/A	    -10.21
219	Z56164875	N/A	    -10.21
220	Z1728518938	N/A	    -10.21
221	Z245204622	N/A	    -10.21
222	Z55294929	N/A	    -10.21
223	Z2800805427	N/A	    -10.21
224	Z968563250	N/A	    -10.20
225	Z221485854	N/A	    -10.20
226	Z115112770	N/A	    -10.20
227	Z56793748	N/A	    -10.20
228	Z909267566	N/A	    -10.20
229	Z19456745	N/A	    -10.20
230	Z17439658	N/A	    -10.19
231	Z26478782	N/A	    -10.19
232	Z56906303	N/A	    -10.19
233	Z284694174	N/A	    -10.19
234	Z2378676449	N/A	    -10.19
235	Z1299314879	N/A	    -10.19
236	Z1022558002	N/A	    -10.19
237	Z1022425546	N/A	    -10.18
238	Z1576160196	N/A	    -10.18
239	Z1213733031	N/A	    -10.18
240	Z27740366	N/A	    -10.18
241	Z30482759	N/A	    -10.18
242	Z2376970935	N/A	    -10.18
243	Z443937456	N/A	    -10.18
244	Z88892216	N/A	    -10.17
245	Z1898189881	N/A	    -10.17
246	Z1723428251	N/A	    -10.17
247	Z1082519040	N/A	    -10.17
248	Z82251156	N/A	    -10.17
249	Z229983816	N/A	    -10.17
250	Z4561573962	N/A	    -10.17
251	Z104291932	N/A	    -10.17
252	Z4407849633	N/A	    -10.16
253	Z1994763627	N/A	    -10.16
254	Z27667210	N/A	    -10.16
255	Z4561573702	N/A	    -10.16
256	Z19207078	N/A	    -10.16
257	Z3024749253	N/A	    -10.16
258	Z16224863	N/A	    -10.16
259	Z2504954114	N/A	    -10.16
260	Z1440309003	N/A	    -10.15
261	Z95818600	N/A	    -10.15
262	Z2183240671	N/A	    -10.15
263	Z218344580	N/A	    -10.15
264	Z558368172	N/A	    -10.15
265	Z2476505770	N/A	    -10.15
266	Z1456311684	N/A	    -10.15
267	Z1941741577	N/A	    -10.15
268	Z18537744	N/A	    -10.14
269	Z109733942	N/A	    -10.14
270	Z95981858	N/A	    -10.14
271	Z4521554399	N/A	    -10.14
272	Z1393548185	N/A	    -10.13
273	Z1255858655	N/A	    -10.13
274	Z1592117789	N/A	    -10.13
275	Z2608767632	N/A	    -10.13
276	Z1445329195	N/A	    -10.13
277	Z286300306	N/A	    -10.13
278	Z8998956817	N/A	    -10.13
279	Z1939706593	N/A	    -10.13
280	Z15731211	N/A	    -10.13
281	Z16722415	N/A	    -10.13
282	Z650087656	N/A	    -10.13
283	Z62765370	N/A	    -10.13
284	Z1532927725	N/A	    -10.13
285	Z17848241	N/A	    -10.13
286	Z327528614	N/A	    -10.13
287	Z90673650	N/A	    -10.12
288	Z70959535	N/A	    -10.12
289	Z17142118	N/A	    -10.11
290	Z56818691	N/A	    -10.11
291	Z1691985004	N/A	    -10.11
292	Z104818742	N/A	    -10.11
293	Z1445442830	N/A	    -10.11
294	Z1313698520	N/A	    -10.10
295	Z1885592675	N/A	    -10.10
296	Z2371344702	N/A	    -10.10
297	Z29904389	N/A	    -10.10
298	Z3017943227	N/A	    -10.10
299	Z230119800	N/A	    -10.10
300	Z243129810	N/A	    -10.10
301	Z2399301826	N/A	    -10.10
302	Z2476508483	N/A	    -10.10
303	Z1443753071	N/A	    -10.10
304	Z1835944390	N/A	    -10.10
305	Z2362235631	N/A	    -10.10
306	Z271099828	N/A	    -10.10
307	Z118600180	N/A	    -10.09
308	Z119373330	N/A	    -10.09
309	Z423787916	N/A	    -10.09
310	Z410594814	N/A	    -10.09
311	Z421736100	N/A	    -10.09
312	Z82279788	N/A	    -10.09
313	Z1850092122	N/A	    -10.09
314	Z193202944	N/A	    -10.09
315	Z90263518	N/A	    -10.09
316	Z2619375941	N/A	    -10.08
317	Z238875692	N/A	    -10.08
318	Z1102209694	N/A	    -10.08
319	Z2227075053	N/A	    -10.08
320	Z2159704061	N/A	    -10.08
321	Z195097002	N/A	    -10.08
322	Z65917958	N/A	    -10.08
323	Z85882254	N/A	    -10.08
324	Z238886576	N/A	    -10.08
325	Z2383449527	N/A	    -10.07
326	Z28487515	N/A	    -10.07
327	Z3063439770	N/A	    -10.07
328	Z569644410	N/A	    -10.07
329	Z332793416	N/A	    -10.07
330	Z119584286	N/A	    -10.06
331	Z415021490	N/A	    -10.06
332	Z425005690	N/A	    -10.06
333	Z31769067	N/A	    -10.06
334	Z56974940	N/A	    -10.06
335	Z2436577226	N/A	    -10.06
336	Z2647212242	N/A	    -10.06
337	Z2891843391	N/A	    -10.06
338	Z167414706	N/A	    -10.06
339	Z197419762	N/A	    -10.06
340	Z270221924	N/A	    -10.06
341	Z448147864	N/A	    -10.06
342	Z1314619029	N/A	    -10.06
343	Z237738784	N/A	    -10.05
344	Z2595723447	N/A	    -10.05
345	Z8464880388	N/A	    -10.05
346	Z1585505707	N/A	    -10.05
347	Z2438101058	N/A	    -10.05
348	Z2364574414	N/A	    -10.05
349	Z991701672	N/A	    -10.05
350	Z17749632	N/A	    -10.05
351	Z1916178132	N/A	    -10.05
352	Z738012136	N/A	    -10.05
353	Z45945818	N/A	    -10.05
354	Z24285838	N/A	    -10.05
355	Z2436554236	N/A	    -10.05
356	Z217629090	N/A	    -10.05
357	Z126940946	N/A	    -10.05
358	Z1934717890	N/A	    -10.04
359	Z2496354044	N/A	    -10.04
360	Z1205125898	N/A	    -10.04
361	Z3299529797	N/A	    -10.04
362	Z1891828176	N/A	    -10.04
363	Z44526129	N/A	    -10.04
364	Z44517246	N/A	    -10.04
365	Z333435004	N/A	    -10.04
366	Z1731856230	N/A	    -10.04
367	Z106749064	N/A	    -10.04
368	Z2708712149	N/A	    -10.04
369	Z131670498	N/A	    -10.04
370	Z2595550690	N/A	    -10.03
371	Z490729244	N/A	    -10.03
372	Z1985748463	N/A	    -10.03
373	Z67722193	N/A	    -10.03
374	Z225727728	N/A	    -10.03
375	Z1966829728	N/A	    -10.03
376	Z2361631804	N/A	    -10.03
377	Z25711635	N/A	    -10.03
378	Z1754219629	N/A	    -10.03
379	Z2792840666	N/A	    -10.03
380	Z2766493660	N/A	    -10.02
381	Z106911354	N/A	    -10.02
382	Z103023324	N/A	    -10.02
383	Z4416748853	N/A	    -10.02
384	Z2608764095	N/A	    -10.02
385	Z1444935320	N/A	    -10.02
386	Z2169067891	N/A	    -10.02
387	Z2382380645	N/A	    -10.02
388	Z445147580	N/A	    -10.02
389	Z197785446	N/A	    -10.02
390	Z2296072304	N/A	    -10.02
391	Z198257462	N/A	    -10.02
392	Z364895590	N/A	    -10.01
393	Z145687268	N/A	    -10.01
394	Z30240967	N/A	    -10.01
395	Z2202201528	N/A	    -10.01
396	Z211311500	N/A	    -10.01
397	Z62725013	N/A	    -10.01
398	Z27874444	N/A	    -10.01
399	Z31419800	N/A	    -10.01
400	Z2709674813	N/A	    -10.01
401	Z109785996	N/A	    -10.01
402	Z19733394	N/A	    -10.01
403	Z1841832511	N/A	    -10.00
404	Z370177306	N/A	    -10.00
405	Z1223772553	N/A	    -10.00
406	Z18773091	N/A	    -10.00
407	Z2212294484	N/A	    -10.00
408	Z85517711	N/A	    -10.00
409	Z2390866917	N/A	    -10.00
410	Z132986196	N/A	    -10.00
411	Z2036955260	N/A	    -10.00
412	Z2188330883	N/A	    -10.00
413	Z241162158	N/A	     -9.99
414	Z2444637749	N/A	     -9.99
415	Z30538414	N/A	     -9.99
416	Z2390887204	N/A	     -9.99
417	Z1842706848	N/A	     -9.99
418	Z195569334	N/A	     -9.99
419	Z211293862	N/A	     -9.99
420	Z1656886273	N/A	     -9.99
421	Z46345991	N/A	     -9.99
422	Z444471414	N/A	     -9.99
423	Z343580142	N/A	     -9.99
424	Z1897953370	N/A	     -9.99
425	Z27621366	N/A	     -9.99
426	Z1032600924	N/A	     -9.99
427	Z2710578312	N/A	     -9.99
428	Z1898991099	N/A	     -9.99
429	Z1761009174	N/A	     -9.99
430	Z381193928	N/A	     -9.99
431	Z230190792	N/A	     -9.99
432	Z2476650291	N/A	     -9.98
433	Z2520164804	N/A	     -9.98
434	Z1260611648	N/A	     -9.98
435	Z1547440911	N/A	     -9.98
436	Z318124376	N/A	     -9.98
437	Z1144026535	N/A	     -9.98
438	Z1372324695	N/A	     -9.98
439	Z52026769	N/A	     -9.98
440	Z1897120005	N/A	     -9.98
441	Z2225537736	N/A	     -9.98
442	Z30820585	N/A	     -9.98
443	Z1689035043	N/A	     -9.98
444	Z339805144	N/A	     -9.97
445	Z4400903861	N/A	     -9.97
446	Z2755331708	N/A	     -9.97
447	Z2864134493	N/A	     -9.97
448	Z1212648393	N/A	     -9.97
449	Z2053355250	N/A	     -9.97
450	Z2709366735	N/A	     -9.97
451	Z2460789405	N/A	     -9.97
452	Z26550867	N/A	     -9.97
453	Z1409277544	N/A	     -9.97
454	Z45649863	N/A	     -9.97
455	Z1080388238	N/A	     -9.97
456	Z134659870	N/A	     -9.97
457	Z30204635	N/A	     -9.97
458	Z14043732	N/A	     -9.97
459	Z146329424	N/A	     -9.96
460	Z1445431697	N/A	     -9.96
461	Z88241079	N/A	     -9.96
462	Z2483080409	N/A	     -9.96
463	Z224629714	N/A	     -9.96
464	Z2368050468	N/A	     -9.96
465	Z230116696	N/A	     -9.96
466	Z105974212	N/A	     -9.96
467	Z234953269	N/A	     -9.95
468	Z1865949889	N/A	     -9.95
469	Z237836840	N/A	     -9.95
470	Z18477820	N/A	     -9.95
471	Z1838151373	N/A	     -9.95
472	Z1694337435	N/A	     -9.95
473	Z738058358	N/A	     -9.95
474	Z94609386	N/A	     -9.95
475	Z3827524947	N/A	     -9.95
476	Z960287932	N/A	     -9.95
477	Z2361662287	N/A	     -9.94
478	Z605842562	N/A	     -9.94
479	Z14242935	N/A	     -9.94
480	Z1335829322	N/A	     -9.94
481	Z317631014	N/A	     -9.94
482	Z317599940	N/A	     -9.94
483	Z1552411778	N/A	     -9.94
484	Z71577027	N/A	     -9.94
485	Z119830166	N/A	     -9.94
486	Z3965268615	N/A	     -9.94
487	Z2231004103	N/A	     -9.94
488	Z1723428242	N/A	     -9.94
489	Z2496010571	N/A	     -9.94
490	Z2936907356	N/A	     -9.94
491	Z62960683	N/A	     -9.94
492	Z1443773836	N/A	     -9.94
493	Z1889131126	N/A	     -9.93
494	Z26477020	N/A	     -9.93
495	Z3299566935	N/A	     -9.93
496	Z56996225	N/A	     -9.93
497	Z107307312	N/A	     -9.93
498	Z1315947201	N/A	     -9.93
499	Z2762355123	N/A	     -9.93
500	Z1147320263	N/A	     -9.93
501	Z352530670	N/A	     -9.93
502	Z19455970	N/A	     -9.93
503	Z1614271401	N/A	     -9.93
504	Z317318564	N/A	     -9.92
505	Z1231197199	N/A	     -9.92
506	Z1323601503	N/A	     -9.92
507	Z287577046	N/A	     -9.92
508	Z1052624354	N/A	     -9.92
509	Z28178744	N/A	     -9.92
510	Z83919287	N/A	     -9.92
511	Z4188715629	N/A	     -9.91
512	Z19040945	N/A	     -9.91
513	Z1239079490	N/A	     -9.91
514	Z3830788524	N/A	     -9.91
515	Z15580743	N/A	     -9.91
516	Z29768993	N/A	     -9.91
517	Z2630218864	N/A	     -9.91
518	Z1489624181	N/A	     -9.91
519	Z3141931339	N/A	     -9.91
520	Z74022971	N/A	     -9.91
521	Z1557313141	N/A	     -9.91
522	Z3040124664	N/A	     -9.91
523	Z370442374	N/A	     -9.91
524	Z2060251216	N/A	     -9.91
525	Z3024746566	N/A	     -9.91
526	Z68566465	N/A	     -9.91
527	Z17690384	N/A	     -9.90
528	Z1356293095	N/A	     -9.90
529	Z230942608	N/A	     -9.90
530	Z239675846	N/A	     -9.90
531	Z1762022366	N/A	     -9.90
532	Z14244311	N/A	     -9.90
533	Z1627338465	N/A	     -9.90
534	Z1188497766	N/A	     -9.90
535	Z1703320116	N/A	     -9.90
536	Z16336680	N/A	     -9.90
537	Z1027970660	N/A	     -9.90
538	Z2222434827	N/A	     -9.90
539	Z825780294	N/A	     -9.90
540	Z2383449603	N/A	     -9.90
541	Z2709080694	N/A	     -9.90
542	Z2035300760	N/A	     -9.90
543	Z372715426	N/A	     -9.90
544	Z65762802	N/A	     -9.90
545	Z1949912495	N/A	     -9.90
546	Z1539367805	N/A	     -9.89
547	Z2760962899	N/A	     -9.89
548	Z1101972091	N/A	     -9.89
549	Z166998572	N/A	     -9.89
550	Z2360729375	N/A	     -9.89
551	Z1754492326	N/A	     -9.89
552	Z2395210459	N/A	     -9.89
553	Z1102713010	N/A	     -9.89
554	Z1407939531	N/A	     -9.89
555	Z8710003376	N/A	     -9.89
556	Z19299845	N/A	     -9.89
557	Z1499402569	N/A	     -9.89
558	Z505780814	N/A	     -9.89
559	Z29466243	N/A	     -9.89
560	Z1759866098	N/A	     -9.89
561	Z16669056	N/A	     -9.89
562	Z26509154	N/A	     -9.89
563	Z16150974	N/A	     -9.89
564	Z30223506	N/A	     -9.88
565	Z1269919829	N/A	     -9.88
566	Z2911897357	N/A	     -9.88
567	Z1869839860	N/A	     -9.88
568	Z368909488	N/A	     -9.88
569	Z1828249870	N/A	     -9.88
570	Z1557449511	N/A	     -9.88
571	Z227839648	N/A	     -9.88
572	Z29105498	N/A	     -9.88
573	Z19508879	N/A	     -9.88
574	Z225165424	N/A	     -9.88
575	Z2393617568	N/A	     -9.87
576	Z109816738	N/A	     -9.87
577	Z815349822	N/A	     -9.87
578	Z2755766997	N/A	     -9.87
579	Z2955392266	N/A	     -9.87
580	Z89201415	N/A	     -9.87
581	Z19815264	N/A	     -9.87
582	Z1656742116	N/A	     -9.87
583	Z45640397	N/A	     -9.87
584	Z97750328	N/A	     -9.87
585	Z1213670840	N/A	     -9.87
586	Z56774535	N/A	     -9.87
587	Z1443982945	N/A	     -9.87
588	Z744550578	N/A	     -9.87
589	Z231301278	N/A	     -9.87
590	Z31773843	N/A	     -9.86
591	Z362525084	N/A	     -9.86
592	Z56806097	N/A	     -9.86
593	Z2766487580	N/A	     -9.86
594	Z28179862	N/A	     -9.86
595	Z1719844213	N/A	     -9.86
596	Z52379379	N/A	     -9.86
597	Z24284792	N/A	     -9.86
598	Z3216016222	N/A	     -9.86
599	Z56802949	N/A	     -9.86
600	Z24146765	N/A	     -9.86
601	Z2454348529	N/A	     -9.86
602	Z106458954	N/A	     -9.86
603	Z27739867	N/A	     -9.86
604	Z235458344	N/A	     -9.86
605	Z572550748	N/A	     -9.86
606	Z2327225213	N/A	     -9.85
607	Z1261741060	N/A	     -9.85
608	Z31097505	N/A	     -9.85
609	Z3022472743	N/A	     -9.85
610	Z1213673411	N/A	     -9.85
611	Z95925361	N/A	     -9.85
612	Z1172998588	N/A	     -9.85
613	Z251483860	N/A	     -9.85
614	Z2440196517	N/A	     -9.85
615	Z167414236	N/A	     -9.85
616	Z2766679846	N/A	     -9.85
617	Z96184278	N/A	     -9.85
618	Z2755032775	N/A	     -9.85
619	Z56764893	N/A	     -9.85
620	Z217642108	N/A	     -9.85
621	Z131763220	N/A	     -9.85
622	Z408218550	N/A	     -9.85
623	Z383088334	N/A	     -9.85
624	Z1445514353	N/A	     -9.84
625	Z4521696358	N/A	     -9.84
626	Z1757656204	N/A	     -9.84
627	Z1637912556	N/A	     -9.84
628	Z2707483134	N/A	     -9.84
629	Z1929428400	N/A	     -9.84
630	Z649284900	N/A	     -9.83
631	Z146245670	N/A	     -9.83
632	Z19766090	N/A	     -9.83
633	Z1852073291	N/A	     -9.83
634	Z353974232	N/A	     -9.83
635	Z3687024622	N/A	     -9.83
636	Z1215130010	N/A	     -9.83
637	Z105936494	N/A	     -9.83
638	Z2595850698	N/A	     -9.83
639	Z1245850804	N/A	     -9.83
640	Z46174237	N/A	     -9.83
641	Z533373602	N/A	     -9.83
642	Z2254455079	N/A	     -9.83
643	Z85882316	N/A	     -9.82
644	Z31713606	N/A	     -9.82
645	Z1176992242	N/A	     -9.82
646	Z1241343550	N/A	     -9.82
647	Z94836030	N/A	     -9.82
648	Z1026724566	N/A	     -9.82
649	Z145598092	N/A	     -9.82
650	Z51618927	N/A	     -9.82
651	Z1919282612	N/A	     -9.82
652	Z2460803774	N/A	     -9.82
653	Z2608580893	N/A	     -9.82
654	Z351219622	N/A	     -9.82
655	Z1511794031	N/A	     -9.82
656	Z1897356265	N/A	     -9.82
657	Z2383208448	N/A	     -9.82
658	Z354409872	N/A	     -9.81
659	Z1139408279	N/A	     -9.81
660	Z283882628	N/A	     -9.81
661	Z1401632652	N/A	     -9.81
662	Z2698309465	N/A	     -9.81
663	Z1417636098	N/A	     -9.81
664	Z1942531317	N/A	     -9.81
665	Z1590532296	N/A	     -9.81
666	Z71048134	N/A	     -9.81
667	Z52850067	N/A	     -9.81
668	Z45635557	N/A	     -9.81
669	Z319081380	N/A	     -9.81
670	Z29848597	N/A	     -9.81
671	Z27770197	N/A	     -9.81
672	Z57022332	N/A	     -9.81
673	Z335672258	N/A	     -9.81
674	Z229660824	N/A	     -9.81
675	Z169851624	N/A	     -9.81
676	Z15486285	N/A	     -9.81
677	Z2390961332	N/A	     -9.81
678	Z384403500	N/A	     -9.80
679	Z369175804	N/A	     -9.80
680	Z239485488	N/A	     -9.80
681	Z1211637023	N/A	     -9.80
682	Z1873377020	N/A	     -9.80
683	Z2906623054	N/A	     -9.80
684	Z4484838244	N/A	     -9.80
685	Z101723292	N/A	     -9.80
686	Z1527500096	N/A	     -9.80
687	Z1445505937	N/A	     -9.80
688	Z335665906	N/A	     -9.80
689	Z2512125691	N/A	     -9.80
690	Z3142833921	N/A	     -9.80
691	Z1474293273	N/A	     -9.80
692	Z284463600	N/A	     -9.80
693	Z856111782	N/A	     -9.80
694	Z3325175571	N/A	     -9.80
695	Z1445268660	N/A	     -9.80
696	Z2967667168	N/A	     -9.80
697	Z1941908261	N/A	     -9.80
698	Z1728490773	N/A	     -9.80
699	Z1412909268	N/A	     -9.80
700	Z1474136949	N/A	     -9.79
701	Z1317697928	N/A	     -9.79
702	Z26441201	N/A	     -9.79
703	Z1817393355	N/A	     -9.79
704	Z212736108	N/A	     -9.79
705	Z28296844	N/A	     -9.79
706	Z1181377952	N/A	     -9.79
707	Z2962716395	N/A	     -9.79
708	Z31019395	N/A	     -9.79
709	Z343319596	N/A	     -9.79
710	Z46482797	N/A	     -9.79
711	Z2991508128	N/A	     -9.79
712	Z2865626312	N/A	     -9.79
713	Z734798138	N/A	     -9.79
714	Z19689500	N/A	     -9.79
715	Z1757237193	N/A	     -9.79
716	Z976307316	N/A	     -9.79
717	Z1213733025	N/A	     -9.78
718	Z109716988	N/A	     -9.78
719	Z2793433933	N/A	     -9.78
720	Z1907683621	N/A	     -9.78
721	Z199581086	N/A	     -9.78
722	Z169787766	N/A	     -9.78
723	Z27361575	N/A	     -9.78
724	Z1196254611	N/A	     -9.78
725	Z2225844510	N/A	     -9.78
726	Z2112622007	N/A	     -9.78
727	Z44505815	N/A	     -9.78
728	Z3593362637	N/A	     -9.78
729	Z33255514	N/A	     -9.78
730	Z18702946	N/A	     -9.78
731	Z115659098	N/A	     -9.78
732	Z2171052275	N/A	     -9.78
733	Z1762661274	N/A	     -9.78
734	Z319601324	N/A	     -9.78
735	Z27607626	N/A	     -9.77
736	Z1157863263	N/A	     -9.77
737	Z100965344	N/A	     -9.77
738	Z106748506	N/A	     -9.77
739	Z748636386	N/A	     -9.77
740	Z224873220	N/A	     -9.77
741	Z821009602	N/A	     -9.77
742	Z3819654773	N/A	     -9.77
743	Z91189063	N/A	     -9.77
744	Z45657068	N/A	     -9.77
745	Z1480933932	N/A	     -9.77
746	Z2210094285	N/A	     -9.77
747	Z85888685	N/A	     -9.77
748	Z750301240	N/A	     -9.77
749	Z856138514	N/A	     -9.77
750	Z19958683	N/A	     -9.77
751	Z1625509627	N/A	     -9.77
752	Z2960328374	N/A	     -9.77
753	Z223226646	N/A	     -9.77
754	Z3686271946	N/A	     -9.77
755	Z3686046542	N/A	     -9.77
756	Z466812098	N/A	     -9.77
