Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)
43	Z110098176	CC1=CC=2OC=C(CC(=O)NC=3C=CC=4OC(C)C(=O)NC4C3)C2C=C1C(C)C	    -10.70
44	Z743322406	O=C(NCC(=O)N1CCC(CC1)N2C(=O)NC=3C=CC=CC32)NC4CCCCC4	    -10.68
45	Z1223070784	O=C1NCCC=2C=CC(=CC12)NCC3=NC(=NO3)C=4C=CC=5OCOC5C4	    -10.67
46	Z64463807	CC=1C=C(C=C(C1C)S(=O)(=O)NC=2C=CC(=CC2)S(=O)(=O)NC(C)C)C(=O)O	    -10.67
47	Z62471737	O=C(NC1=NN=CS1)C=2C=CC=C(C2)S(=O)(=O)N(CC=3C=CC=CC3)C=4C=CC=CC4Cl	    -10.66
48	Z57908452	CC=1C=CC=2OC=C(CC(=O)NC=3C=CC(=CC3)S(=O)(=O)N4CCOCC4)C2C1	    -10.65
49	Z1000068080	O=C(NC=1C=CC(=CC1)C2=NC=CN2)C=3C=CC=C(C3)CN4CCS(=O)(=O)CC4	    -10.65
50	Z1437344813	COC=1C=CC(=CC1N2CCNC2=O)C3=NC(COC=4C=CC(F)=CC4)=NO3	    -10.64
51	Z2058878292	O=C(NC=1C=CC(=CC1)C2CCC2)N3CCCC(C3)C4=NNC(=O)O4	    -10.64
52	Z2755043875	CC(C)(C)OC(=O)N1CCC(CC1)C2=NC(CNC(=O)C3CCOC3)=NN2	    -10.64
53	Z385213484	CC(=O)N1CCC=2C=C(C=CC21)S(=O)(=O)NC(C)C3=CC=CC(=C3)NS(C)(=O)=O	    -10.64
54	Z772608980	NS(=O)(=O)N1CCC(CC1)C(=O)NC2CCN(CC=3C=CC(F)=CC3)CC2	    -10.64
55	Z70961283	CC1=NOC(C)=C1CC(=O)NC2=NC(=CS2)C=3C=CC=4NC(=O)CCC4C3	    -10.63
56	Z56917076	NC(=O)C1(CCN(CC1)C2CC(=O)N(CCC=3C=CC=CC3)C2=O)N4CCCCC4	    -10.63
57	Z104773552	O=C(CN1CCN(CC1)C=2C=CC(F)=CC2)NCC3(CCCCC3)N4CCOCC4	    -10.62
58	Z2393197692	CN1C=C(C=N1)O[C@@H]2CN(C[C@H]2O)C(=O)C=3C=NN(C3)C=4C=NC=CC4	    -10.62
59	Z92156119	O=C(CSC1=NC=2C=C(C=CC2O1)S(=O)(=O)NC=3C=CC=CC3Cl)N4CCCC4	    -10.61
60	Z366025482	CS(=O)(=O)NC=1C=CC=C(C1)NC(=O)C=2C=CC(=CC2)S(=O)(=O)NC=3C=CN=CC3	    -10.61
61	Z4178905389	COC=1C=CN=C(N1)NC=2C=CC(=CC2)C(=O)N3CC4CC(O)CC4C3	    -10.61
62	Z251235522	CC1CCN(CC1)C(=O)C=2C=CC=CC2NS(=O)(=O)C=3C=CC=4NC(=O)NC4C3	    -10.61
63	Z218875870	CCNS(=O)(=O)C=1C=CC=C(C1)C(=O)NCC2=CC=C(O2)C3=NC=4C=CC=CC4S3	    -10.60
64	Z1157863579	CC1(NC(=O)N(CC2=NOC=3CCCCC23)C1=O)C=4C=CC=C(C4)C(N)=O	    -10.59
65	Z45693415	O=S(=O)(NC=1C=C(C=CC1O)S(=O)(=O)N2CCOCC2)C3=CC=C4OCCOC4=C3	    -10.59
66	Z1719855267	CN1C=NN=C1C2CCN(CC2)C(=O)NCC3=NC(COC=4C=CC=CC4)=NN3	    -10.58
67	Z79643599	O=C(CC1=CSC(=N1)NC(=O)C=2C=CC=CC2)NC=3C=CC=4NC(=O)NC4C3	    -10.58
68	Z434378472	O=C(NC=1C=CC=CC1)C2CCCN(C2)C(=O)NC3=CC=C(N=C3)N4C=NC=N4	    -10.58
69	Z2755040637	CC(C)(C)OC(=O)N1CCC(CC1)C2=NC(CNC(=O)CC3CCCO3)=NN2	    -10.57
70	Z27166276	O=C(NC1=NN=C(S1)C2CC2)C3CCN(CC3)S(=O)(=O)C=4C=CC=5OCCOC5C4	    -10.57
71	Z4358499329	CN1C(=O)COC=2C=CC(=CC21)NC(=O)NC3CC4CC(CC34)C(N)=O	    -10.57
72	Z16226095	O=C(CSC1=NN=C2NC=3C=CC=CC3N12)NC=4C=CC=5OCOC5C4	    -10.56
73	Z1444188816	CC1(NC(=O)NC1=O)C2CCN(CC2)C(=O)CCC=3C=CC(=CC3)C(=O)O	    -10.56
74	Z27434943	CC=1C=C(C)N2N=C(N=C2N1)C(=O)NC=3C=CC=C(C3)S(=O)(=O)NC=4CCCN4	    -10.55
75	Z397468500	CC1=NN=NN1C=2C=CC=C(C2)NC(=O)C3=CC=4C(=CC(=O)NC4O3)C(F)(F)F	    -10.54
76	Z29571782	NC1=C(C(=O)NC(=O)N1CC=2C=CC=CC2)N(CCC3=CCCCC3)C(=O)C=4C=CC=CC4F	    -10.53
77	Z45574401	COC=1C=CC(=CC1)S(=O)(=O)NC=2C=C(C=CC2OC)S(=O)(=O)N3CCCCCC3	    -10.53
78	Z2362299504	CN(C)C=1N=CN(N1)C2=CC=CC(=C2)NC(=O)N3C[C@@H]4CCC[C@]4(C3)C(=O)O	    -10.53
79	Z24955437	COC=1C=CC(Cl)=CC1C2=NN=C(N2)SCC(=O)NC=3C=CC(=CC3)S(N)(=O)=O	    -10.53
80	Z432472650	CC1CC(C)CN(CC=2C=CC(=CC2)CNC(=O)NCCCN3CCOCC3)C1	    -10.53
81	Z343498664	NC(=O)COC=1C=CC=C(C1)C(=O)NC=2C=CC(OCC3=CC=CC(F)=C3)=C(Cl)C2	    -10.52
82	Z2234892440	CCC1NC(=O)N(C1=O)C=2C=CC=C(C2)NC(=O)NCCC=3C=CC(=CC3)OC	    -10.52
83	Z1177148618	CN(C=1C=CC(=CC1)CNC(=O)NCC=2C=CC(=CC2)NS(C)(=O)=O)S(C)(=O)=O	    -10.51
84	Z92156017	O=C(CSC1=NC=2C=C(C=CC2O1)S(=O)(=O)NC=3C=CC=CC3Cl)NCC=4C=CC=CC4	    -10.51
85	Z201763828	O=C(COC=1C=CC2=C(C1)OC(=O)C=3CCCCCC23)N4CCNC(=O)C4	    -10.51
86	Z48851468	NC(=O)C=1C=C(C=CC1O)C2=CSC(=N2)NC=3C=CC=4OCCOC4C3	    -10.51
87	Z56775960	CC=1C=CC(=CC1)S(=O)(=O)C2=C(N)N(CC3CCOC3)C4=NC5=CC=CC=C5N=C24	    -10.51
88	Z31191232	CC=1SC2=NC(CN3CCOCC3)=NC(NC=4C=CC=5OCOC5C4)=C2C1C	    -10.50
89	Z226338556	COC=1C=CC(=CC1OC)C(=O)NCC(=O)NC2=NC3=CC=4OCCOC4C=C3S2	    -10.50
90	Z201833112	CCN(CC)S(=O)(=O)C=1C=CC=C(C1)C(=O)NCC(=O)NC=2C=CC=3CCCC3C2	    -10.50
91	Z21509773	CC=1C=CC=C(NC(=O)CSC2=NN=C(O2)C=3SC4=CC=CC=C4C3Cl)C1C	    -10.49
92	Z4669240178	CC1=CC=C(O1)C=2C=C(NN2)C(=O)NC3CC(CNC(=O)C=4C=C(C)OC4C)C3	    -10.49
93	Z1213669342	CC(C(=O)NC=1SC=2CCCCC2C1C(=O)NCC3=CC=CN=C3)N4C(=O)C=5C=CC=CC5C4=O	    -10.49
94	Z2335048975	CC(C)(C)OC(=O)NC1CCOC(C1)C2CCN(CC2)C(=O)CC3CCCO3	    -10.48
95	Z31759672	COC=1C=CC(=CC1)NS(=O)(=O)C=2C=CC=C(C2)NC(=O)C3=NNC=4C=CC=CC34	    -10.47
96	Z144782782	CC(C)(C)OC(=O)N1CCCC(C1)C(=O)NC=2C=CC(=CC2)C3=NN=C4CCCCCN34	    -10.47
97	Z126246166	O=C(C1CN(CC2=NC(=NO2)C=3C=CSC3)C=4C=CC=CC4O1)N5CCOCC5	    -10.47
98	Z1872714534	CC=1C=CC=C(C1)OCCCC(=O)N2CCCC2C3=NC(=NO3)C(N)=O	    -10.47
99	Z4225451940	CCC1(CC)CC(C1)NC(=O)NCC=2C=CC(=CC2)C3(C)NC(=O)NC3=O	    -10.46
100	Z96391790	CN(C1CCCCC1)S(=O)(=O)C=2C=CC(=CC2)NC(=O)CN3N=CC(Cl)=C(Cl)C3=O	    -10.46
101	Z164954352	CC1=NC(=CS1)C2=CC=C(CNC(=O)C=3C=C(C)C(C)=C(C3)S(N)(=O)=O)O2	    -10.46
102	Z218241542	CNS(=O)(=O)C=1C=CC=C(C1)C(=O)NCC2=CC=C(O2)C3=NC4=CC=CC=C4S3	    -10.46
103	Z1575429846	NC(=O)NC=1C=CC=C(C1)NC(=O)C2=CN=C3OCC(=O)NC3=C2	    -10.46
104	Z2569706310	CC(C(=O)NCC=1C=CC(=CC1)C(=O)O)N2CCC(CC2)C3CCCCO3	    -10.46
105	Z1444121391	O=C(O)C=1C=CC(=CC1)CCC(=O)N2CCCC(C2)NS(=O)(=O)C=3C=CC=CC3	    -10.44
106	Z125842478	NC(=O)[C@@H]1CC=2C=CC=CC2CN1CC3=NC=4SC=C(C5=CC=CO5)C4C(=O)N3	    -10.44
107	Z65217634	COC=1C=CC(=CC1NCC2=CC(=O)N3C=CSC3=N2)S(=O)(=O)N4CCCCCC4	    -10.43
108	Z2622791107	O=C(C=1C=CC=C(C1)C2=NOC(O)=N2)N3CCC(CC3)C4=NN=C5CCCN45	    -10.43
109	Z3580874539	CC1=NC(CC2CCN(CC2)C(=O)C3=NNC4=C3C[C@@H](C)O[C@H]4C)=NO1 |&1:19,22,r|	    -10.43
110	Z90948056	O=C(NC=1C=CC=2OCCCOC2C1)C=3C=C(C=CN3)N4CCOCC4	    -10.43
111	Z28179062	CS(=O)(=O)C=1C=CC=2N=C(NC(=O)CN3C(=O)NC4(CCCC4)C3=O)SC2C1	    -10.43
112	Z8976774985	O=C(COC1=NNC(=O)C=2C=CC=CC12)N3CCCC3C4=CC=C5OCCOC5=C4	    -10.43
113	Z131767638	CC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC=C(C2)C(=O)N(C)CC=3C=NN(C3)CC=4C=CC=CC4	    -10.42
114	Z57785992	CC(C)C=1C=CC(=CC1)CN(C(=O)C=2C=CC(=CC2)[N+]([O-])=O)C3CCS(=O)(=O)C3	    -10.42
115	Z31735072	CC(=O)NC=1C=CC=C(C1)NC(=O)C=2C=CC(=CC2)NS(=O)(=O)C=3C=CC(F)=CC3	    -10.42
116	Z1951121741	NC(=O)C=1C=NN2CCC(CNC(=O)N3CC(=O)NC4CCCCC43)CC12	    -10.42
117	Z1343514694	CC1(NC(=O)NC1=O)C2CCN(CC2)S(=O)(=O)C=3C=CC(=CC3)C4CCCCC4	    -10.41
118	Z2460789994	O=C(O)C1=CN(N=N1)C2CCCN(C2)C(=O)CC3=COC4=CC=5CCCC5C=C34	    -10.41
119	Z56802222	O=C(NC1=NN=C(S1)C2CC2)C=3C=CC=C(C3)S(=O)(=O)NC=4C=CC=C(Cl)C4	    -10.40
120	Z26395827	CN(CC=1C=CC=CC1)S(=O)(=O)C=2C=CC(Cl)=C(C2)C(=O)NCCC3=CNC=4C=CC=CC34	    -10.40
121	Z27305602	CC(NC(=O)CN1C(=O)C2CC=CCC2C1=O)C=3C=CC(=CC3)N4C=CN=C4	    -10.40
122	Z119679906	COC=1C=C(C=C(C1)C(=O)N2CC(OC=3C=CC=CC32)C(=O)N4CCOCC4)OC	    -10.40
123	Z27875257	CC1=NOC(C)=C1COC=2C=CC(=CC2)CC(=O)NC3=NC=4CCCCC4S3	    -10.39
124	Z99601100	CCCC1=CC(=O)N2C(C(=O)NCC=3C=CC=CC3)=C(SC2=N1)C(=O)NC=4C=CC(F)=CC4	    -10.39
125	Z1167663194	CC1=NC(=CS1)CN2CCC(CC2)C(=O)NCC(=O)N3CCC=4C=CC=CC43	    -10.38
126	Z2761618596	O=C(O)C=1C=NNC1C2CCCCN2C(=O)CC=3C=CC=4OCCC4C3	    -10.38
127	Z2608152575	CN1C=C(C2=NOC(=N2)C3CCC=4N=NN(C4C3)C5CCCC5)C(=O)NC1=O	    -10.38
128	Z437012320	O=C(NCC=1C=CC(=NC1)N2CCCCCC2)C3=CC=C(Cl)C(=C3)N4CCCC4=O	    -10.38
129	Z29884208	CC1CCN(CC1)S(=O)(=O)C=2C=CC(=CC2)C(=O)NCC3COC=4C=CC=CC4O3	    -10.37
130	Z4500949812	NC=1N=CC=C(N1)C2CCCN(C2)C(=O)C=3C=C(NN3)C=4C=CC5=CC=CC=C5C4	    -10.37
131	Z1303455147	O=C(CN1C=CC(=O)NC1=O)N2CCC(C2)C=3C=CC=C(C3)OC=4C=CC=CC4	    -10.37
132	Z45698000	COC=1C=CC=CC1NC(=O)C=2C=CC(=CC2)NS(=O)(=O)C=3C=CC(=CC3)C(=O)O	    -10.37
133	Z73356179	O=C(CCN1C(=O)NC2(CCCC2)C1=O)NC3=NC(=CS3)C4=CC=C5CCCC5=C4	    -10.36
134	Z644873422	CC1=NOC(=N1)C(C)N2CCN(CC2)C(=O)CC3=CNC4=CC=CC=C34	    -10.35
135	Z1342059342	NC(=O)C=1C=CC=CC1OC=2C=CC(=CC2)NC(=O)N[C@@H]3C[C@H]4CC[C@@H]3O4	    -10.35
136	Z218875508	CC=1C=CC(=CC1NC(=O)C=2C=CC=3OCCOC3C2)C(=O)OCC(N)=O	    -10.35
137	Z2182194901	CNS(=O)(=O)CC=1C=CC(=CC1)CNC(=O)NC2COC=3C(F)=CC(F)=CC3C2	    -10.34
138	Z2438940863	O=C(NC1CC2(CCCC2)OC=3C=CC=CC31)C4=CN(N=N4)C5CCNCC5	    -10.34
139	Z30575589	O=C(NC=1C=CC=C(C1)C(F)(F)F)C=2C=CC=C(C2)NC(=O)C=3C=CC(=O)N(CC=4C=CC=CC4)N3	    -10.34
140	Z1262870824	CN1C=C(C=N1)N2CCCC(C2=O)N3CCN(CC3)C(=O)C=4NN=C5C=CC=CC45	    -10.34
141	Z332730322	CCOC=1C=CC(=CC1)C2=NOC(CCC(=O)NCC=3C(=O)NC(C)=CC3C)=N2	    -10.34
142	Z1117086668	CC1=NC(=NN1)C=2C=CC=C(C2)NC(=O)NCCNC(=O)C=3C=CC(F)=CC3	    -10.34
143	Z2437696239	COC=1C=CC(=CC1)CN2CCC(NC(=O)C=3NN=C4CCNCC34)C2=O	    -10.33
144	Z1754517237	O=C1NC(=O)C=2C=C(C=NC2N1)S(=O)(=O)NCC3CCC4=NC=CN4C3	    -10.33
145	Z647921540	NC(=O)C1(CNC(=O)C=2C=CC=C(C2)NC(=O)C=3C=CC(F)=CC3)CCOCC1	    -10.33
146	Z1587470998	COC=1C=CC(=CC1CC(=O)O)S(=O)(=O)NC=2C=C(F)C=C(C2)N3CCOCC3	    -10.32
147	Z44462419	N#CC=1C=CC=CC1S(=O)(=O)N2CCN(CC3=CC(=O)N4C=C(Br)C=CC4=N3)CC2	    -10.32
148	Z3827524886	O=C(NC[C@H]1CCCCN1)C=2SC=CC2S(=O)(=O)N3CCC=4C=CNC(=O)C4C3	    -10.32
149	Z3063427144	O=C(C1=CC=C(OC=2C=CC=CC2)O1)N3[C@H](C[C@H]4OCC[C@H]43)C(=O)N5CCCC5 |&1:15,17,21,r|	    -10.32
150	Z17375258	O=C(CN1C(=O)NC2(CCCC=3SC=CC32)C1=O)NC4=CC=C5OCCOC5=C4	    -10.31
151	Z1303409061	CC=1C=CC=2NC(CNC(=O)C3CCN(CC3)C=4C=CC5=NN=NN5N4)=NC2C1	    -10.31
152	Z115038578	NC(=O)COC=1C=CC(=CC1)C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC(Cl)=C3	    -10.31
153	Z95983581	COC=1C=CC(=CC1OC)C2=NN(C=C2C(=O)NC3=CC=CC(=C3)N4CCCC4=O)CC=5C=CC=CC5	    -10.31
154	Z32323759	CCOC(=O)N1CCN(CC1)C(=O)C=2C=CC(=CC2)S(=O)(=O)NC=3C=CC(C)=CC3	    -10.31
155	Z2053283596	CC=1C=C(C)N(N1)C=2C=NC=C(N2)N3CC[C@H]4[C@@H](C3)NC(=O)N4C(C)C	    -10.31
156	Z237522248	CC(=O)NC=1C=CC(=CC1)S(=O)(=O)N2CC=C(CC2)C3=CNC=4N=CC=CC34	    -10.30
157	Z29942255	CC(C(=O)NC=1C=CC=CC1C(=O)NC=2C=CC=3OCOC3C2)N4C(=O)C=5C=CC=CC5C4=O	    -10.30
158	Z57788486	O=C(NC1=NC(=CS1)C=2C=CC(=CC2)S(=O)(=O)N3CCCC3)C4=CC=CC=C4Br	    -10.30
159	Z31815923	O=C(NCCCN1CCOCC1)C=2C=CC=C(C2)S(=O)(=O)NC3=CC(Cl)=CC=C3Cl	    -10.29
160	Z594319170	COC=1C=CC(=CC1F)CN2CCC(CC2)NC(=O)NC3=CC=CC=4C=NC=CC34	    -10.29
161	Z220419716	CC1=CC=CC(C)=C1NC(=O)CN2CCN(CC2)C=3C=CC4=NN=NN4N3	    -10.29
162	Z2191264602	O=C(NC1(CCCCCC1)C2=NOC(=N2)C3CCOC3)C=4C=C5OCCN5N4	    -10.29
163	Z32130737	CC=1C=CC(=CC1NC(=O)C=2C=CC=C(C2)[N+]([O-])=O)S(=O)(=O)NC=3C=CC(Cl)=CC3	    -10.29
164	Z29883653	O=C(NCC1COC=2C=CC=CC2O1)C=3C=CC=4SCC(=O)NC4C3	    -10.29
165	Z1334612424	CCC=1C=C(N=CN1)N2CCC(CC2)NC(=O)CCN3C(=O)COC4=CC=CC=C43	    -10.29
166	Z30084208	CC1CCC2(CC1)NC(=O)N(CC(=O)N(C)CC3=NC4=CC=CC=C4C(=O)N3)C2=O	    -10.29
167	Z31778685	O=C(CCCNC1=NS(=O)(=O)C=2C=CC=CC12)NC=3C=CC(=CC3)C=4C=CC=CC4	    -10.29
168	Z109956278	O=C(NC1=NC=2CCCC2S1)C3CCN(CC3)S(=O)(=O)C=4C=CC=5CCCCC5C4	    -10.29
169	Z2442524066	CC1=C(N=NN1C=2C=CC=3OCCOC3C2)C4=NC(=NO4)C5(N)CCC5	    -10.28
170	Z1140890912	CC=1N=C(CN2CCCN(CC2)C(C)C(=O)NC3=CC=CC(=C3C)[N+]([O-])=O)OC1C	    -10.28
171	Z1716206969	COC=1C=CC(=CC1)C2=NN=C(NCC=3C=CC(=CC3)C(N)=O)C4=CC=CC=C24	    -10.28
172	Z32804984	COC=1C=CC(=CC1O)NC(=O)C2CCN(CC2)S(=O)(=O)C=3C=C(Cl)C=CC3Cl	    -10.28
173	Z200656216	CS(=O)(=O)NC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C3=CC(Cl)=C4OCCOC4=C3	    -10.28
174	Z31638749	O=C(CNC(=O)C=1SC=2C=CC=CC2C1Cl)NC=3C=CC(=CC3)N4C=NN=N4	    -10.28
175	Z32294397	COC=1C=CC=CC1CC(=O)NC=2C=C(C=CC2C)S(=O)(=O)NC=3C=CC=C(Cl)C3	    -10.28
176	Z44433240	O=C1CC(NC=2C=CC(=CC2)S(=O)(=O)NC3=NC=CS3)C(=O)N1CC=4C=CC=CC4	    -10.28
177	Z4635069325	CC(=O)NC=1C=C(C=CC1F)S(=O)(=O)N2CCCC(CC=3C=CC(O)=CC3)C2	    -10.28
178	Z2313276927	CC=1C=CC(=CC1N2C(=O)CNC2=O)NC(=O)N3CCCC4(CCCCC4)CC3	    -10.27
179	Z1528997453	CNC(=O)C=1C=CC=C(C1)OCC(=O)N2CCN3C(=O)NCC3C2	    -10.27
180	Z2072037168	CN1C(=O)COC=2C=CC(=CC21)NC(=O)C=3C=CN=C(C3)NC(=O)C4CC4	    -10.27
181	Z18354286	O=C(CC=1C=CC(=CC1)C=2C=CC=CC2)OCC(=O)N3CC(=O)NC=4C=CC=CC43	    -10.27
182	Z87645746	COC=1C=CC(=CC1S(=O)(=O)NC2CC2)C(=O)N(C)CC3COC=4C=CC=CC4O3	    -10.27
183	Z90205978	COC1=CC=2CCN(CC3=NC=4SC=C(C5=CC=CO5)C4C(=O)N3)CC2C=C1OC	    -10.27
184	Z1934810143	C=C(C)COC=1C=CC=C(C1)NC(=O)NCC2=NOC(=N2)C=3C=CC(Cl)=CC3F	    -10.27
185	Z56974810	O=C(CS(=O)(=O)C=1C=CC(Cl)=CC1)NC=2C=CC(=CC2)C3=NN=C4CCCCCN34	    -10.27
186	Z1587613329	CC1=NNC(C)=C1C2CCCN2C(=O)NCC=3C=CN=C(C3)N4CCN(C)CC4	    -10.27
187	Z44433211	O=C1CC(NC=2C=CC(=CC2)S(=O)(=O)NC3=NC=CS3)C(=O)N1C=4C=CC=C(Cl)C4	    -10.27
188	Z28459283	COC=1C=CC(=CC1)CC(=O)NC=2C=CC(=CC2)S(=O)(=O)N(C)C3CCN(C)CC3	    -10.27
189	Z28081667	CC(=O)NC=1C=C(C=C(C1)C(=O)NC=2C=CC=C(C2)C3=NN=NN3)NC(C)=O	    -10.27
190	Z115234450	CC1=NOC(C)=C1S(=O)(=O)N2CCN(CC2)C(=O)C=3C=CC(=CC3)N4C=NC=N4	    -10.26
191	Z16859798	O=C(CN1C(=O)C(=O)N(C1=O)C2CCCC2)N3CCN(CC3)C(=O)C4=CC=CO4	    -10.26
192	Z26468693	CCN(CC)S(=O)(=O)C=1C=C(C=CC1C)NC(=O)CCNC(=O)C=2C=CC=CC2Cl	    -10.26
193	Z107150738	O=C1NC2(CCCC=3SC=CC32)C(=O)N1CC4=NC(=NO4)C=5C=CC=C(Cl)C5	    -10.26
194	Z70960277	O=C(CC=1C=CC=2OCCOC2C1)NC3=NC(=CS3)C=4C=CC=5NC(=O)CCC5C4	    -10.26
