Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)
6119	Z1758867850	CC1=NN=C(O1)N2C[C@@H](F)C[C@H]2CNCC3=CC=C(C#N)O3	     -8.69
6120	Z814303734	CC(=O)NCCNC(=O)NCC1(CCOCC1)C=2C=CC=CC2C	     -8.69
6121	Z110084114	CN1C=CN=C1C(NC(=O)C2=CC=C(O2)C=3C=CC(F)=CC3)C=4C=CC(Cl)=CC4	     -8.69
6122	Z2087849546	CC=1C=C(C=C(C(=O)N2CCCCC2C=3C=CNN3)C1C)S(N)(=O)=O	     -8.69
6123	Z1756593849	CN1N=CC=C1CNC(=O)NC[C@@H]2CCN(C)[C@H]2C3=CC=CN=C3	     -8.69
6124	Z15485675	CC1=CC(C)=C(NC(=O)COC(=O)C=2C=CC=3N=CSC3C2)C(Cl)=C1	     -8.69
6125	Z30242035	NC(=O)C=1C=CC(=CC1)NC(=O)C=2C=C(C=CC2Cl)[N+]([O-])=O	     -8.69
6126	Z432728452	O=C(C=1C=CC=2OCOC2C1)N3CCN(CC4CCOC4)CC3	     -8.69
6127	Z295506472	O=C(NC=1C=CC(=NC1)N2C=CC=N2)C=3C=CC(=CC3)OCC4CCCO4	     -8.69
6128	Z2403569017	CCOC1CC(O)(CNC(=O)[C@@H]2CCCO[C@H]2C3=NC=CN3)C1	     -8.69
6129	Z1014824442	CCCC(=O)NCC1CCCN(C1)C(=O)C=2C=CC(=NC2)NC3CC3	     -8.69
6130	Z193535448	CCN1C(=NN=C1C=2C=CC=CC2)SCC=3N=C(N)C=4C(C)=C(C)SC4N3	     -8.69
6131	Z963157792	CN1CCC(CC1)N2CCC(CC2)NC(=O)NC3=CC=CC=C3OCC(F)(F)F	     -8.69
6132	Z219152228	CC=1C=CC(C(N)=O)=C(C1)OC(C)C2=NC(=NO2)C=3C=CC=CC3	     -8.69
6133	Z1412690348	O=C1CN(CC2=NOC(=N2)C=3C=CSC3)C4CCCCC4N1	     -8.69
6134	Z2900717293	CC1=CC(=O)NC(=N1)N2CCCC(C2)NC=3C=C(C)C(=CN3)[N+]([O-])=O	     -8.69
6135	Z29526449	CC=1C=CC=CC1C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC(=C3)C(F)(F)F	     -8.69
6136	Z2456652781	CC=1N=CC(CNC(=O)C23CC4(C)CC(C)(CC(C)(C4)C3)C2)=C(N)N1	     -8.69
6137	Z2766685127	CC=1C=C(C(=O)N[C@@H]2C[C@@H](O)C32CCOCC3)C4=NNC=C4C1	     -8.69
6138	Z2764068217	O=C(CCCC1CC1)NC[C@H]2C[C@@H](C[C@H]2O)C3=NN=C4COCCN34	     -8.69
6139	Z188745608	O=C(CSC1=NNC2=NC=3C=CC=CC3N12)NCCC=4C=CC(Cl)=CC4	     -8.69
6140	Z1695387782	CC=1C=CC(=CC1)C2CCCN2C(=O)NCC=3C=NC(=C(F)C3)N4CCOCC4	     -8.69
6141	Z2691134962	CN1N=CC=2CN(CC21)C(=O)C=3C=CC(=CC3)CN4CCCCC4	     -8.69
6142	Z31186119	CN(CC=1C=CC=2OCCOC2C1)C=3C=NN(C(=O)C3Cl)C=4C=CC=CC4	     -8.69
6143	Z2711511361	O=C(NC=1C=CC=CC1NC=2C=CN=CC2)C3=CN(CC4CCOC4)N=N3	     -8.69
6144	Z89318653	CS(=O)(=O)N1CCCC=2C=C(C=CC21)C(=O)NCC=3C=CC(F)=CC3	     -8.69
6145	Z118605368	CC=1C=CC(=CC1F)NC2=NC(=CS2)C=3C(=O)N(C)C(=O)N(C)C3N	     -8.68
6146	Z2386275252	CN1C=NC=2C(=CC=NC21)C3=NC(=NO3)[C@@H]4CCO[C@H]4C(C)(C)C |&1:15,19,r|	     -8.68
6147	Z2965767140	COC=1C=CC=2NC=C(CC(=O)N3C[C@H]4CCS(=O)(=O)[C@H]4C3)C2C1 |&1:14,20,r|	     -8.68
6148	Z2827118681	NC(CC(=O)N[C@@H]1CCO[C@H]1C=2C=CC(=O)NC2)C=3C=CC=CC3 |&1:6,10,r|	     -8.68
6149	Z1531376630	CC=1N=C(C)N(N1)C=2C=CC=CC2NC(=O)NCC3CCCC(O)C3	     -8.68
6150	Z395895178	CC(CC(=O)NC=1C=CC(=CC1)C(=O)NC=2C=CC=NC2)C=3C=CC=CC3	     -8.68
6151	Z288239430	CC1=CSC(=N1)NC(=O)C=2C=CC=CC2NS(=O)(=O)C=3C=CC(F)=C(C)C3	     -8.68
6152	Z434196412	O=C(NC=1C=CC(=NC1)N2CCOCC2)NC3CCS(=O)(=O)C3	     -8.68
6153	Z1921390597	N#CC=1C=CC(=CC1)C2=NN=C(CN3CC(O)CC4=CC=CC=C43)O2	     -8.68
6154	Z332492068	O=C(NCC=1C=CC=CC1CN2CCCC2=O)NCC3(CC3)C=4C=CC=CC4	     -8.68
6155	Z89201866	NC(=O)C1CC=2C=CC=CC2CN1CC3=NC=4C=CC=CC4C(=O)N3	     -8.68
6156	Z1348397447	O=C1C(CCN1C2=CC=CC=C2F)NC3=NC(=NS3)C4CC4	     -8.68
6157	Z737843824	COC=1C=CC(=CC1)C(=O)NCCNC(=O)C2=CN=NS2	     -8.68
6158	Z1289802973	CCN(CC1=COC(=N1)C=2C=CC=CC2)CC3CCN(CC3)C4=CC=CC=N4	     -8.68
6159	Z2218740343	CC(C=1C=CC(F)=CC1)N2CCC(C2=O)N3CCC(CC3)C4=CNC=N4	     -8.68
6160	Z2928213853	COC=1C=C(F)C(=CC1F)S(=O)(=O)N2CCC[C@@]2(C)C(=O)O	     -8.68
6161	Z1348643391	CC(C)OCC=1C=CC(=CC1)CNC(=O)CN2CC3CCCCC3C2	     -8.68
6162	Z1761495048	CN(CC1=NC=CS1)C2CC32CCN(CC3)C(=O)CC4=CC=CS4	     -8.68
6163	Z1317322414	CCC(CC)C(CNC(=O)N1CCN(CC1)C=2C=NN(C)C2)N3CCOCC3	     -8.68
6164	Z51621710	N#CC=1C=CC(=CC1)NC(=O)CN2N=NC(=N2)C3=CC=CC(Cl)=C3	     -8.68
6165	Z645624576	CC1=CN2N=C(NCC=3C=CC(=NC3)N4CCC(C)CC4)SC2=N1	     -8.68
6166	Z2058329027	CC(=O)N1CCN(CC1)C=2C=CC=C(C2)NC(=O)NCC(F)(F)F	     -8.68
6167	Z1415547895	CC=1C=CN(N1)C=2C=CC=CC2NC(=O)NCC=3C=CN=C(C3)N4CCOCC4	     -8.68
6168	Z57194583	N#CC=1C(N)=NC=2SC(C(N)=O)=C(N)C2C1C=3C=CC(Cl)=CC3	     -8.68
6169	Z2370161766	CN1N=CC=2C=CC(=CC21)C3=NOC(=N3)C4COCCN4CC(F)(F)F	     -8.68
6170	Z2732587955	CC(C)N1C=C(C=N1)S(=O)(=O)NC2=CSC(=C2)C(N)=O	     -8.68
6171	Z1259180625	CC1CCN(CC1)S(=O)(=O)NC=2C=CC=C(C2)CC(=O)O	     -8.68
6172	Z2384728522	CC=1C=CN=CC1CN2CCC(C2)N3C=C(N=N3)C(N)=O	     -8.68
6173	Z1309373552	COC(=O)C=1C=CSC1N2CCC(C2=O)N3CCN(CC3)C4CCCC4	     -8.68
6174	Z354295814	CC=1C=C2N=C(NCC=3C=CC(=NC3)N4CCN(C)CC4)C=5C=CC=CC5N2N1	     -8.68
6175	Z85518345	O=C(NC=1C=CN=CC1)C2CCN(CC2)S(=O)(=O)C=3C=CC(Cl)=CC3	     -8.68
6176	Z2630943407	COC=1C=C(C=CC1C(F)(F)F)C(=O)N2CCC3(C2)NC(=O)NC3=O	     -8.68
6177	Z86395161	O=S(=O)(C=1C=CC(=CC1)CNC=2N=CN=C3SC=CC23)N4CCOCC4	     -8.68
6178	Z1433550199	CC1=NN(C)C(C)=C1CC(C)C(=O)N2CCOC3=CC=C(C=C32)S(C)(=O)=O	     -8.68
6179	Z57281065	CCCC=1C=C2C(=O)C(=COC2=CC1OC(=O)N(C)C)C=3C=CC=4OCCOC4C3	     -8.68
6180	Z1892115008	CC1CN(CC(C)O1)C=2C=CN=C(C2)C(=O)NCCN3C=CC=N3	     -8.68
6181	Z167240378	CC1=NC(=NN1C=2C=CC(Cl)=CC2)C(=O)NC=3N=CC=CC3O	     -8.68
6182	Z28494565	CCN(CC1=NC=2C=C(Cl)C=CC2C(=O)N1)C(=O)C3=CC=4CCCC4S3	     -8.68
6183	Z239086768	CC1CCCN(CC2=NC3=C(C(=O)N(C)C(=O)N3C)N2CC(N)=O)C1	     -8.68
6184	Z1760820436	CC1=NOC(CNC(=O)NC[C@@H]2C[C@H](F)CN2CC3=CC=CS3)=N1	     -8.68
6185	Z2370527595	CC1=NN(C)C=2N=CC=C(C12)N3CCN(C)C(C3)C4=NC(=NO4)C5CC5	     -8.68
6186	Z2053912245	CN1N=CC=C1[C@H]2[C@@H](CCC(=O)N2C)NC3=NC=CN4C=NN=C34	     -8.68
6187	Z2068368782	COCC1=NC=C(S1)C(=O)NCC(C=2C=CC=C(F)C2)N3CCOCC3	     -8.68
6188	Z1762055857	N#CC=1C=CC(=CC1)CNC=2C=C(N=CN2)NC3CCCOC3	     -8.68
6189	Z1796782011	CCC=1C=CC(=CC1C(=O)O)S(=O)(=O)NC2=CC=C3C=COC3=C2	     -8.68
6190	Z2481674516	CN1N=C(N=C1N)C2CCCN2C(=O)C=3C=NC=4NC=CC4C3	     -8.68
6191	Z2762365480	CNC(=O)[C@]12CN(C[C@@H]2COCC1)C(=O)CCCC3=NC=C(C)O3	     -8.68
6192	Z425078360	CCN1CCN(CC1)C=2C=CC=CC2NC(=O)C=3NC=4C=CC=CC4C3Br	     -8.68
6193	Z316489938	CC1OC=2C=CC(=CC2NC1=O)NC(=O)C=3C=CN(C)C(=O)C3	     -8.68
6194	Z2762507332	CN1N=C(C[C@H]2CCCC[C@H]2NCC3=NN=C4CCCCN34)N(C)C1=O	     -8.68
6195	Z108578272	O=C(NCCC1=NC=2C=CC=CC2N1CC=3C=CC(Cl)=C(Cl)C3)C4=CC=CO4	     -8.68
6196	Z651355106	CC1=CC=C(C(=O)NCC=2C=CC=C(C2)OCC=3C=CC=CN3)C(=O)N1	     -8.68
6197	Z1607495959	CC1=NNC(=N1)C=2C=CC(=CC2)NC(=O)C=3C=NC(C)=NC3C	     -8.68
6198	Z301495404	CCC=1C=CC=C(C1)N2CC(CC2=O)C(=O)NC3=NN=CS3	     -8.68
6199	Z1134187938	CC(=O)NC=1C=C(C=CC1C)NC(=O)N2CCN(CC(C)(C)O)CC2	     -8.68
6200	Z1173612655	CC(C)N1CCOC(CN2CCN(CC2)C=3C=CN=C(N3)C=4C=CC=CC4)C1	     -8.68
6201	Z44542950	COC(=O)C1CCN(CC2=NC=3C=C(Cl)C=CC3C(=O)N2)CC1	     -8.68
6202	Z1680687999	C1=CC(=CO1)C2=NOC(CN3CCCN(CC3)C=4C=CC=CN4)=N2	     -8.68
6203	Z1197699200	CC=1C=CC(=NC1)N2CCC(CC2)C3=NC(=NO3)C=4C=CC(C)=C(F)C4	     -8.68
6204	Z2040899719	CC(C)CCC1(NC(=O)N(CC=2C=CC(=CC2)C(N)=O)C1=O)C3CC3	     -8.68
6205	Z2763769258	COC=1C=CC=2CCCC2C1NC(=O)NC3CCN(CC(=O)O)CC3	     -8.68
6206	Z1788282630	O=C(NC1=NN=CN1)C2(CC=3C=CC(=CC3)OC(F)(F)F)CC2	     -8.68
6207	Z2295936036	CC1=NC(=CS1)CC(=O)NC=2C=CC(=CC2)C(=O)NC(C)C(=O)O	     -8.68
6208	Z3091707109	CO[C@@H]1C[C@H](COC2=CC=CN=C2)N(C1)C(=O)C3=NOC=C3C	     -8.68
6209	Z3104818735	O=C(NC[C@H]1[C@H](C=2C=CC=CC2)C1(F)F)NC3CC43CCOCC4 |&1:4,5,r|	     -8.68
6210	Z1565536814	O=C(C=1C=CSC1)N2CCCN(CC3=CN=C(S3)C4CCCC4)CC2	     -8.68
6211	Z1761234461	CC1=CN2N=C(C=CC2=N1)NC3CCN(C3)C(=O)CC4=CC=CS4	     -8.68
6212	Z1998580797	O=S(=O)(C1=CC=C2N=CSC2=C1)N3CCOCC43CCOC4	     -8.68
6213	Z1491218223	Cl.CNCC1CCCN(C1)S(=O)(=O)C2=CC=C(OC(C)C)C(C)=C2	     -8.68
6214	Z15788495	CC=1C=C(Cl)C=CC1NC(=O)CN2C(=O)NC(CC=3C=CC=CC3)C2=O	     -8.68
6215	Z1517166884	COC=1C=CC(OC)=C(C1)CN(C(=O)C2=CSC(=N2)C3CCCO3)C4CC4	     -8.68
6216	Z46275204	O=C(CN1CCN(CC1)S(=O)(=O)C=2C=CC=C(Cl)C2)N3CCCCC3	     -8.68
6217	Z1269589063	CCC1C=2C=CSC2CCN1C(=O)C=3C=CC(=CC3)C4=NN=C(C)O4	     -8.68
6218	Z19872553	CCNC(=O)NC(=O)C(C)SC1=NN=C(C=2C=CC=C(C)C2)N1C	     -8.68
6219	Z33396879	O=C(CCNC(=O)C=1C=CC(Br)=CC1)N2CC(=O)NC=3C=CC=CC32	     -8.68
6220	Z1918707176	CCC(=O)NC=1C=CC(=CC1)NC(=O)N[C@@H]2C[C@H]2C3CCCCC3	     -8.68
6221	Z58514446	CC1=CC=NC2=NC(=NN12)C(=O)NC=3C=C(C=CC3C)[N+]([O-])=O	     -8.68
6222	Z2362235674	COC=1C=CC=C(C1)OC=2C=CC(=CC2)NC(=O)N3CCC(CC3)C(=O)O	     -8.67
6223	Z219732600	CC=1C=CC(=CC1)NC(=O)N2CCN(CCOC=3C=CC=CC3Cl)CC2	     -8.67
6224	Z1982911987	CC=1C=CC(=C(C1)OCCC(=O)N[C@@H]2CC[C@H](CO)CC2)[N+]([O-])=O	     -8.67
6225	Z25754221	O=C1C(Cl)=CC(=CN1CC2=NN=C(O2)C3=CC=CS3)C(F)(F)F	     -8.67
6226	Z1755767475	CN1C=C(C=N1)[C@H]2OCC[C@@H]2NC(=O)NC=3C=CC=C(C3)COCC4CC4	     -8.67
6227	Z2381954152	CC1=CN=C2C(C)=CC=CC2=C1N3CCN(CC3)C4(CCOC4)C(N)=O	     -8.67
6228	Z1975716441	O=C(NCC1=CC=C(O)C(F)=C1)NCC2CCCN2C3CCCCC3	     -8.67
6229	Z18532253	CC1=NN(C(C)=C1NC(=O)COC(=O)C=2C=C(Cl)C=CC2O)C=3C=CC=CC3	     -8.67
6230	Z2766144224	CC1=NC2=CC=NN2C=C1C(=O)N[C@H]3CCC[C@H]3OC=4C=NNC4	     -8.67
6231	Z241223746	CCN(CC(=O)NCC=1C=CC(F)=CC1)C(=O)C=2N=C(OC2C)C=3C=CC(Cl)=CC3	     -8.67
6232	Z27631830	CC(NC(=O)CN1C(COC=2C=CC=CC2)=NC=3C=CC=CC31)C=4C=CC=CN4	     -8.67
6233	Z45989880	COC=1C=CC(C=CC2=NC=3SC=4CCCCC4C3C(=O)O2)=CC1OC	     -8.67
6234	Z13596456	COC=1C=CC(=CC1)OCCN2C(=O)NC3(CCCC=4C=CC=CC43)C2=O	     -8.67
6235	Z1444353466	CC(C)OC=1C=CC(=CC1NC(=O)C2COCCO2)C(=O)O	     -8.67
6236	Z354440196	CCCNC(=O)NC(=O)CNC=1C=CC=CC1N2CCC3=CC=CC=C3C2	     -8.67
6237	Z2054800835	CO[C@@H]1C[C@@H](C2=NC(C)=NN2)N(CC3=CN4C=CC=NC4=N3)C1	     -8.67
6238	Z2635831019	CC(C)C1=NC(=NO1)C2CCCCCN2C(=O)CC3=NC=CN3	     -8.67
6239	Z204467870	CC1=CSC(=N1)NC(=O)C=2C=CC(=CC2)S(=O)(=O)NC=3C=CC=CC3C	     -8.67
6240	Z3216005668	CCNC(=O)CNC(=O)C=1C=C(C)C(Cl)=C(C1)[N+]([O-])=O	     -8.67
6241	Z15652143	CC(=O)NCCC(=O)OCC(=O)NC=1SC=2CCCCC2C1C(N)=O	     -8.67
6242	Z2900813981	COC(=O)C1=C(N=C2CCCN12)NC(=O)NCC3CCOCC3	     -8.67
6243	Z56896576	O=C(COC(=O)C=1C=C(N=C2C=CC=CC12)C=3C=CC=CN3)NC=4C=CC=CC4Br	     -8.67
6244	Z29533050	O=C(CCC=1C=CC=CC1)N2CCN(CC2)S(=O)(=O)C=3C=CC=CC3F	     -8.67
6245	Z1503182037	CC1(C)CN(CCNC(=O)N2CCCC(CN3C=CN=N3)C2)CCO1	     -8.67
6246	Z2761531016	CCC1=NN=C(C[C@@H]2CC[C@@H](C2)NCC3=C(C=NN3C)C4CC4)O1	     -8.67
6247	Z1625899502	CC(C)NC(=O)N1CCCC(C1)C2=NNC=C2NC(=O)C3CCCC3	     -8.67
6248	Z27665070	CC(C)N1N=C(C(=O)NC2=NC=3C=CC=CC3N2)C=4C=CC=CC4C1=O	     -8.67
6249	Z1145134154	CCOC(=O)C1CCN(CC1)C(=O)CN2CCC3=CC=CC=C3C2C	     -8.67
6250	Z1396431747	COC=1C=C(SC1S(N)(=O)=O)C(=O)NC(C=2C=CC=CC2C)C(C)C	     -8.67
6251	Z28487087	CC=1C=C(C)N(N1)C=2C=CC(=CC2)C(=O)NC3=CC=CC4=CC=CN=C34	     -8.67
6252	Z2295928176	[O-][N+](=O)C1=CC=C2SC(=CC2=C1)C(=O)N3CCCC3CC(=O)O	     -8.67
6253	Z1166113236	FC=1C=CC=CC1CC2=NN=C(O2)C3(CCOCC3)C=4C=CC(Br)=CC4	     -8.67
6254	Z1796000157	CC=1C=C(F)C(=CC1F)S(=O)(=O)N2CCC(C(=O)O)C(C)C2	     -8.67
6255	Z1320997180	CC1=NNC(C)=C1CC(=O)N(C)C2CCCN(CC=3C=CC=CC3)C2	     -8.67
6256	Z1673624075	O=C1CCC2=CC(=CC=3CCCN1C23)S(=O)(=O)N4CC[C@@H](O)C4	     -8.67
6257	Z339127248	O=C(NC=1C=CC=CC1N2C=NC=N2)C=3C=C(ON3)C=4C=CC=CC4	     -8.67
6258	Z2279155937	CN1N=CC=C1S(=O)(=O)NC2CCC3=NC(=CN3C2)C=4C=CC(F)=CC4F	     -8.67
6259	Z1734874872	CC(C)OC1CCC(CC1)NC(=O)N2CCC(O)(CC=3C=CC(F)=CC3)CC2	     -8.67
6260	Z1595917634	CN1CCC=2C=CC(=CC21)NC(=O)NCC(C)(C)N3CCOCC3	     -8.67
6261	Z86170850	OC=1C=CC=C(C1)CNCC(C2=CC=CS2)C3=CNC=4C=CC=CC34	     -8.67
6262	Z1431716023	CC(C)(C)N1N=CC=2C(=O)N(C=NC21)CC(=O)N3CCOCC3	     -8.67
6263	Z1409378210	O=C(NCC=1C=CC=CC1OC2CCC2)C3CCCC=4NN=CC43	     -8.67
6264	Z4368584352	COCC(NC(=O)C1=CC=2C=C(C)C(C)=CC2O1)C=3N=NNN3	     -8.67
6265	Z28585249	O=C(CC1CCCC1)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3Cl	     -8.67
6266	Z1449937221	COC=1C=CC(=CC1)C2=NC(=CS2)CN3CCC(C3)OC4=CC=CN=C4	     -8.67
6267	Z1902513672	CC1=C(N=NN1C=2C=CC(F)=CC2)C(=O)NC34CCC(CC3)(CC4)C(F)(F)F	     -8.67
6268	Z2383658434	CN1C=C(C=N1)O[C@@H]2CN(C[C@H]2O)C=3N=CN=C4C3C=NN4C	     -8.67
6269	Z4521801122	O=C(NC[C@H]1C[C@@H]2CC[C@H]1O2)C=3C=C4C(=O)NC=NC4=CN3 |&1:4,6,9,r|	     -8.67
6270	Z991011404	CC=1C=CC=C(C1)C2=NN=C(O2)C(C)N3CCN4C=CN=C4C3	     -8.67
6271	Z1233020459	CC=1C=CC=CC1C(NC(=O)NC2CCN(CC3CCOC3)CC2)C(C)C	     -8.67
6272	Z3062515824	CCN1C=CN=C1[C@@H]2[C@H](CC(=O)N2CC)C(=O)N3CCN(CC3)C=4C=NN(C)C4	     -8.67
6273	Z435647076	COC=1N=CC=CC1NC(=O)NCC2=NN=C3CCCCCN23	     -8.67
6274	Z2732663563	CC1=NNC(C)=C1CC(=O)N2CCC(CC2)C=3C=CC(C#N)=CN3	     -8.67
6275	Z952022312	O=C(CC1CCCO1)NCC=2C=CC(=CC2)N3C=NC=4C=CC=CC43	     -8.67
6276	Z286319200	COC(=O)C=1SC=CC1S(=O)(=O)N(CC=2C=CC=CC2)C3=CC=CC(C)=C3	     -8.67
6277	Z2397270296	CC1=NOC(COC2CN(C2)C(=O)C(C)CC=3C=CC=CC3F)=N1	     -8.67
6278	Z815148498	COCC=1C=CC=C(C1)CNC(=O)N[C@@H]2C=3C=CC=CC3C[C@@H]2O	     -8.67
6279	Z2383216077	CN1N=CC=C1[C@H]2[C@H](CNC(=O)C=3C=NC=4NC=CC4C3)OCCN2C	     -8.67
6280	Z1691373468	CCNC1=NC=C(S1)C(=O)N2CCN(CC2CC)C=3C=CC=CC3	     -8.67
6281	Z46198683	O=C1C=C(CN2CCC=3C=CC=CC32)N=C4SC=C(C=5C=CC=CC5)N14	     -8.67
6282	Z4619797784	CC1(C)CCC1C(=O)NCC2CN(CC32CCOCC3)C(=O)C4CC4	     -8.67
6283	Z27794589	COC=1C=CC=C(C1)NC(=O)C2CCN(CC2)C(=O)C=3C=CC(F)=CC3	     -8.67
6284	Z1832864105	O=C(CC1=CC=C2OCOC2=C1)NC3=NC=C(S3)C(F)(F)F	     -8.67
6285	Z513399126	CC(C)(C)OC(=O)N1CCC(CC1)NC(=O)N2CCC3=CC=CC=C32	     -8.67
6286	Z1731764070	CC(C)(O)C1CCCN1CC=2C=CC(=NC2)OCC3=CC=CC=C3F	     -8.67
6287	Z65188697	CCN1C(CN(C)CC=2SC=CC2C)=NC=3C=C(C=CC31)S(=O)(=O)N4CCCCC4	     -8.67
6288	Z54682000	N#CC=1C=CSC1NC(=O)CN2N=NC(=N2)C=3C=CC(F)=CC3	     -8.67
6289	Z133742810	CC(=O)N1CCC=2C=C(C=CC21)S(=O)(=O)NC(C)C=3C=CC(Cl)=CC3	     -8.67
6290	Z1171508218	O=C(NC=1C=CC=CC1F)N2CCN(CC3=NOC(=N3)C4CC4)CC2	     -8.67
6291	Z2390904141	CC1=NOC(CC2(O)CCCN(C2)C(=O)CCC=CC=3C=CC=CC3)=N1	     -8.67
6292	Z2389021604	COCC1(CCCN1C(=O)C2=CC=CC(=C2)CN3C=CN=C3)C(N)=O	     -8.67
6293	Z237731332	C=CCN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC(=O)OC)CC3	     -8.67
6294	Z1846870665	CC=1C=NN(C1)CC2CN(CCO2)C(=O)NC3=CC(F)=CC=C3OCC4CC4	     -8.67
6295	Z1823437705	O=C(NC=1C=CC(Cl)=CC1N2C=CC=N2)N3CCOC4(CCOC4)C3	     -8.67
6296	Z2383860553	CN1C=NN=C1CC2(O)CCCN(CC=3C=CC(=CC3)N4C=CN=C4)C2	     -8.67
6297	Z1213673561	COC=1C=CC=2OC=C(CC(=O)NC=3SC=4CCCCC4C3C#N)C2C1	     -8.67
6298	Z1070662296	CCC1=NN=C(CN2CCC(CC2)NC(=O)C=3C=C(C)OC3C)N1C	     -8.67
6299	Z1612573963	CC=1C=CC=C(N1)N2CCC(CC2)N3C(=O)C4CCCN4C3=O	     -8.67
6300	Z1389548450	COC=1C=C(C)C(=CC1OC)C(=O)NC=2C=CC=C(C2)N3N=NN=C3C	     -8.67
6301	Z1639488340	C=CC(C)NC(=O)NCC=1C=CC=CC1CN2CCC(O)C2	     -8.67
6302	Z103023296	CC1=CC(=NO1)NC(=O)CCN2C(=O)NC(C)(C2=O)C=3C=CC(Cl)=CC3	     -8.66
6303	Z18519662	CC=1C=CC(=CC1)NC2=NC(=CS2)CSC3=NN=NN3C	     -8.66
6304	Z3133985173	CCN1C=C(CC(=O)NC23CCCC3NCC2)N=N1	     -8.66
6305	Z2971212924	CCOC=1C=C(N=CN1)NC2CCN(CC2)C3=NC=CN4C=CN=C34	     -8.66
6306	Z1362318661	[O-][N+](=O)C=1C=CC=2OC(CN3C=NC=4C=C(F)C=CC4C3=O)=NC2C1	     -8.66
6307	Z803859910	CN(C(=O)C=1C=CC(=CC1)N2CCCC(C2)C(N)=O)C3CCN(C)CC3	     -8.66
6308	Z25934955	CC1=CC=CC(C)=C1NC(=O)CN2C(=NC=3C=CC=CC32)NCC=4C=CC=CC4	     -8.66
6309	Z3464816559	COC=1C=CC=CC1C=2C=C(CNC3=NC=4C=CC=C(C)C4O3)ON2	     -8.66
6310	Z113780264	COC1=CN(N=C1C(=O)OCC2=NC(=NO2)C=3C=CSC3)C=4C=CC=CC4	     -8.66
6311	Z2840946557	CC1=NC=2C(=CC=CC2O1)NC(=O)N3CCN(CC4CCCO4)CC3	     -8.66
6312	Z2624307118	CCN1N=CC=C1[C@@H]2OCCC[C@H]2CNC(=O)NC=3C=CC4=CN=CC=C4C3 |&1:7,12,r|	     -8.66
6313	Z1828661297	O=C1C(F)=CN(C(=O)N1CC(O)C2CCCCC2)C3CCCO3	     -8.66
6314	Z1225931819	O=C(CC1CCOC=2C=CC=CC21)NC3=CC(=NN3)C4CC4	     -8.66
6315	Z1762278999	CC1=NC(CN2C[C@@H](F)C[C@H]2CN(C)C(=O)C3=CSC=N3)=NO1	     -8.66
6316	Z235511184	COC=1C=CC(OC)=C(C1)NC(=O)CSC=2N=CN=C3SC(C)=CC23	     -8.66
6317	Z1236334404	CC(=O)NC1CCN(CC1)C(=O)NC=2C=CC=C(C2)C3=NC=CN3C	     -8.66
6318	Z64632059	C1=NC=2SC=3CCCCC3C2C(=N1)SC4=NN=C(CN5CCCC5)O4	     -8.66
6319	Z2949530113	CC1=NOC(=N1)C2CCN(CC2)C(=O)C=3C=CC(F)=C4OC=CC34	     -8.66
6320	Z1229734706	COC(=O)CN(C(=O)C=1SC(=NC1C)C=2C=CC=CN2)C=3C=CC=C(C)N3	     -8.66
6321	Z86317416	N#CC1=C(N)NN=C1CCCNC=2N=CN=C3SC=C(C=4C=CC(F)=CC4)C23	     -8.66
6322	Z279847188	CCCNC(=O)C1CCN(CC1)C=2N=C(N=C3C=CC=CC23)C=4C=CN=CC4	     -8.66
6323	Z1754552272	CN1C=NC=2CN(CCC2C1=O)S(=O)(=O)CC3=CC=C(F)C(Cl)=C3	     -8.66
6324	Z219891638	CC1=NOC=2N=C(C)C=C(C(=O)NC3=NC=4C=CC(C)=CC4S3)C12	     -8.66
6325	Z1869898722	CCC1=NNC(=O)C(C(=O)NCC2=CC=C(O2)C(=O)O)=C1CC	     -8.66
6326	Z237828404	COC=1C=CC(=CC1)CNC(=O)C2=CN=C3C(C=NN3CC=4C=CC=CC4)=C2	     -8.66
6327	Z2710532725	CC1=NOC(=N1)C2(CCOCC2)NC(=O)NC3=CC(F)=CC(F)=C3F	     -8.66
6328	Z413059268	CC1COCCN1C(=O)NC2=CC=CC(=C2)C3=NN=CO3	     -8.66
6329	Z137896168	COC=1C=CC(=CC1)C2=NOC(CNC=3C=CC(Cl)=CC3C)=N2	     -8.66
6330	Z45533203	O=S(=O)(C=1C=CC=2OCCOC2C1)N3CCC=4C=CC=CC43	     -8.66
6331	Z4511153732	CC=1C=C(N=C(N1)C2=CC=CS2)N3CCC(CC4=CC=NN4)CC3	     -8.66
6332	Z2899011328	CCOCC=1C=CC(=CC1)CNC(=O)CNC2CCNC32CCC3	     -8.66
6333	Z2690312996	CC(C)OC=1C=CC(=CC1)CCNC(=O)C2OCCN(C)C2=O	     -8.66
6334	Z1007027694	CC=1C=CC=CC1C(=O)NCC2=NC=3C=CC=CC3N2CC(=O)N4CCCC4	     -8.66
6335	Z998126372	COC=1C=CC=C2C=C(COC12)C(=O)N3CC=4C=CC=CC4C[C@H]3C(N)=O	     -8.66
