Rank  Ligand               SMILES                                                                           Binding Affinity (kcal/mol) CNNscore   CNNaffinity
7432  Z183990610           O=C(CC1SC=2C=CC=CC2NC1=O)NC=3C=CC=CN3                                            -5.77      0.00       2.10      
7433  Z362583244           CC=1C=CC2=C(C1)C3CN(C)CCC3N2C(=O)NCC=4C=CC=CC4F                                  -5.77      0.00       2.48      
7434  Z1754400444          CCC=1N=CN=C(NC[C@H]2CC[C@H](O2)C3=NC(C)=NO3)C1F                                  -5.77      0.21       4.68      
7435  Z648420288           NC(=O)CN1CC=C(CC1)C2=CNC=3C=C(F)C=CC23                                           -5.77      0.07       3.01      
7436  Z1629539501          CC(C)N1C=C2CCCC(NS(=O)(=O)C3CC3)C2=N1                                            -5.77      0.03       3.06      
7437  Z240716532           COC=1C=CC(=CC1)OC(C)C(=O)NC2=CN=C3C=CC=CC3=C2                                    -5.77      0.01       2.67      
7438  Z363607994           CC(C)C(=O)N1CCCC(C1)C(=O)NC=2C=CC=C3C=NNC23                                      -5.77      0.01       2.96      
7439  Z88134260            CC=1C=CC(=CC1C)C2(NC(=O)N(CC(=O)NC3CC3)C2=O)C=4C=CC=CC4                          -5.77      0.01       4.03      
7440  Z2361100073          CC1=NN(C)C=2C=C(C=CC12)NC(=O)N3CCOC(C3)C4CCC4                                    -5.77      0.02       3.15      
7441  Z1451467113          CCNC1=NC(=CS1)C(=O)NC=2C=CC=C(C2)NS(C)(=O)=O                                     -5.77      0.00       2.61      
7442  Z2983126907          O=C(O)C#CC1CCCN(C1)S(=O)(=O)C=2C=C(F)C=C(Cl)C2                                   -5.77      0.01       2.52      
7443  Z3091731726          CC1=CC=CN2C=C(CNC(=O)C3CCC4=NC=NN4C3)N=C12                                       -5.77      0.00       1.76      
7444  Z30820149            CC1=CSC(=N1)NC(=O)C=2C=CC(=CC2)C(C)(C)C                                          -5.77      0.00       2.23      
7445  Z2069946127          CN(C(=O)N1CCC(CC1)OC=2C=CC(C#N)=CC2F)C3CCCCC3                                    -5.77      0.00       2.38      
7446  Z2701822585          CN(C1=NN=C(C2CC3=CC=CC=C3O2)N1C)[C@H]4C[C@H](C4)C(N)=O                           -5.77      0.05       3.37      
7447  Z2965525015          O=C(NC=1C=CC=NC1C2CC2)C3CC(=O)N(C3)C4CCCCC4                                      -5.77      0.00       2.05      
7448  Z409464310           CC1=C(NC(=O)NC(C)C=2C=C(C)C=CC2C)C(=O)N(C=3C=CC=CC3)N1C                          -5.77      0.00       2.11      
7449  Z737185986           CC(C)C=1C=CC(=CC1)C(=O)NC2(CCCCC2)C(N)=O                                         -5.77      0.03       3.32      
7450  Z1738363215          CC=1C=CC(C)=C(C1)N2CCN(CC2)C(=O)NC=3C=CN=C(C)N3                                  -5.77      0.00       3.39      
7451  Z1142758134          CCC=1N=CC=2CCN(CC2N1)C(C)C(=O)NC=3C=C(C)ON3                                      -5.77      0.00       1.66      
7452  Z332621800           CCC1=C(C=NN1C=2C=CC=CC2)C(=O)NCC=3C=CC=C(C3)OC                                   -5.77      0.00       2.37      
7453  Z443821786           O=C(NC1=NC(=CS1)C2CC2)C3CCN(CC3)C=4N=CC=CN4                                      -5.77      0.00       1.94      
7454  Z2058684965          CCN1C(C)=NN=C1CN2CCCC(O)(C2)C(=O)N3CCCC3                                         -5.77      0.05       3.67      
7455  Z1780551183          CC=1C=CC=C(NC(=O)N2CCC(CC2)N3CC=CC3)C1Cl                                         -5.77      0.00       2.12      
7456  Z1942596169          CC1CC(C=2C=CC=NC2)N(C1)C(=O)CCC=3C=CC=C(C3)N(C)C                                 -5.77      0.00       1.69      
7457  Z2446378896          CC=1C=CC(NC(=O)N[C@H]2CC[C@H](C2)C(=O)O)=C(C1)S(C)(=O)=O |&1:9,12,r|             -5.77      0.00       3.35      
7458  Z1517721426          O=C(C1=CSC(=N1)C2CCCO2)N3CCNC(=O)C3C4=CC=CS4                                     -5.77      0.00       1.64      
7459  Z4661830682          O=C(NC=1NN=C2C=CC(F)=CC12)C3CCOC4=CC=C(Cl)C=C43                                  -5.77      0.00       2.25      
7460  Z2112511319          O=C(O)C1C=2C=CSC2CCN1S(=O)(=O)C=3C=CC(=CC3)C(F)F                                 -5.77      0.01       2.21      
7461  Z1738537548          O=C(O)C(CC1CCOC1)NS(=O)(=O)C=2C=CC=CC2                                           -5.77      0.03       2.65      
7462  Z57907632            CCSC=1N=CC(Cl)=C(N1)C(=O)NC2=NC=3C=CC(F)=CC3S2                                   -5.77      0.01       3.27      
7463  Z17197558            CCN1C(=NN=C1C=2C=CC=C(Cl)C2)SCC3=CN4C=CC=C(C)C4=N3                               -5.77      0.00       2.55      
7464  Z1004204144          CC=1C=C(NC(=O)N2CCN(CC2)C(=O)CC=3C=CC(C)=CC3)N(C)N1                              -5.77      0.00       3.36      
7465  Z44494521            CC=1C(Cl)=CN2C(=O)C=C(CN3CCN(CC3)C=4C=CC=CC4)N=C2C1Cl                            -5.77      0.00       2.21      
7466  Z335577536           CC(C)(C)C1=NOC(CN2C(=O)NC3(CCCC3)C2=O)=N1                                        -5.77      0.01       2.38      
7467  Z295810370           CC=1N=C2C=CC=CC2=NC1SC3=NN=NN3C4CC4                                              -5.77      0.01       3.49      
7468  Z2460756888          O=C(O)C1(CCC1)C(=O)NC2=CC=C(OCC=3C=CC=CN3)C(F)=C2                                -5.77      0.00       2.41      
7469  Z805884928           O=C(NCC=1C=CN=CC1)C2CCN(C2=O)C=3C=CC(F)=CC3                                      -5.77      0.00       1.82      
7470  Z1432049918          CN1C=CC(=C1)C(=O)N2CCC(CC2)C3=NC(=CS3)C=4C=CN=CC4                                -5.77      0.00       2.56      
7471  Z2898067632          CC1(C)CCC=2ON=C(C(=O)NCC=3C=CC=CC3C(=O)O)C2C1                                    -5.77      0.00       2.10      
7472  Z3510391858          O=C(O)C1(CC=CC1)C(=O)NC2CCCC3=C2C=NN3C4CCCC4                                     -5.77      0.02       2.75      
7473  Z2058641657          CC=1C=CC(=CC1NC(=O)N2CC(C2)NC(=O)C3CC3)N4C=CC=N4                                 -5.77      0.00       2.06      
7474  Z1874154888          OCC(CC1=CNC=2C=CC=CC12)NC=3C=C(N=CN3)N4CCOCC4                                    -5.77      0.00       2.35      
7475  Z25682396            CCC1=NN=C(NC(=O)CN2C(=NC=3C=CC=CC32)C4=CSC=N4)S1                                 -5.77      0.00       1.64      
7476  Z1761495238          CN(CC1=NC=CS1)C2CC32CCN(CC3)C(=O)C=4C=CON4                                       -5.77      0.00       1.43      
7477  Z17618243            COC=1C=CC(=CC1)N2C(=NN=C2C=3C=CN=CC3)SCC=4C=CC=CC4                               -5.77      0.00       2.55      
7478  Z2465945880          NS(=O)(=O)C=1C=CC(N[C@@H]2CCOC2)=C(C1)C(=O)O                                     -5.77      0.00       1.55      
7479  Z1362992938          O=C(NC=1C=CC=C(C1)OC=2C=CN=CC2)N3CCC(CC3)C4=CNC=N4                               -5.77      0.00       1.76      
7480  Z1605011009          CC1=NN=C(O1)C=2C=CC=CC2C(=O)NC3CC4CCC(C)(C)C=5C=CC=C3C54                         -5.77      0.00       2.27      
7481  Z51746688            COC=1C=CC(=CC1OC)CN(C)C(=O)C2=CC(=NN2C=3C=CC=CC3)C4CC4                           -5.77      0.04       3.66      
7482  Z1301096909          CCSC1CCC(C1)N(C)CC(=O)NC=2C=CC=C(Cl)C2Cl                                         -5.77      0.05       3.53      
7483  Z165104352           CC(=O)NCC1=CC=C(O1)C2=CSC(=N2)NC(=O)C=3C=CC(C)=CC3                               -5.77      0.06       3.81      
7484  Z2385323728          CCOC=1C=CC=CC1CNC[C@H]2CCO[C@@H]2C=3C=NNC3                                       -5.77      0.00       1.73      
7485  Z2769929250          COC=1C=CC(=CC1)CN2N=NN=C2N3CCOC(CO)C3                                            -5.77      0.07       2.91      
7486  Z2866906528          C#CCCC1(CCC(=O)NCC2CCC=3C=CC=CC32)N=N1                                           -5.77      0.11       3.44      
7487  Z1974302375          CS(=O)(=O)N1CCN(CC1)C(=O)[C@@H]2CC[C@H](CC2)C(=O)O                               -5.77      0.00       0.95      
7488  Z1763214590          CC=1N=CSC1CN2C[C@@H](F)C[C@H]2CN(C)CC3=NC(=NO3)C4CC4                             -5.77      0.00       3.74      
7489  Z3046292156          CN1C=NC=2C=C(C=CC21)CNC(=O)N3CC(N)C4(CCC4)C3                                     -5.77      0.00       2.00      
7490  Z1270042340          CCSC=1C=CC(Cl)=CC1NC(=O)C2=CC(=O)N(N2)C=3C=CC(C)=CC3                             -5.77      0.01       3.46      
7491  Z2952783075          CC1=CN2C=CC(=CC2=N1)NC(=O)N3CCN4N=C(C=C4C3)C5CC5                                 -5.77      0.01       3.27      
7492  Z3390602057          CC=1C=C(C=CC1F)CC2(CC2)NC(=O)CN3CCCC(C3)C(=O)O                                   -5.77      0.00       3.76      
7493  Z56345535            O=C(O)C1CCN(CC1)C=2N=CN=C3C=C(SC23)C=4C=CC(F)=CC4                                -5.77      0.00       2.79      
7494  Z2347962495          CN(C=1N=CC=C(C(N)=O)C1[N+]([O-])=O)C2CCCC2C=3C=CC=CC3                            -5.77      0.00       2.22      
7495  Z3390346970          CC=1C(=CC=CC1C(=O)N[C@H]2CC[C@]2(C)O)C(=O)O |&1:10,13,r|                         -5.77      0.04       3.00      
7496  Z166830304           CC=1N=C(C=CC1C(=O)NC=2C=CC=CC2)C=3C=CC=CC3                                       -5.77      0.00       2.63      
7497  Z28015448            CN(CC=1C=CC=2OCCOC2C1)C(=O)C3=CN(CC=4C=CC=CC4)N=C3C=5C=CC=NC5                    -5.77      0.01       2.63      
7498  Z18357029            CC(NC(=O)CSC1=NN=C(N)N1)C=2C=CC(Cl)=CC2Cl                                        -5.77      0.00       2.53      
7499  Z1006543446          O=C(NC1=CC(=NN1)C=2C=CN=CC2)C=3SC=CC3Br                                          -5.77      0.00       2.65      
7500  Z1780095778          O=C(NC=1C=CC(=CC1)N2C=CC=N2)N3CCC(CC3)N4CC=CC4                                   -5.77      0.00       1.87      
7501  Z3393918548          CC1=CSC=2N=C(C)N=C(NCCC3=CNN=N3)C12                                              -5.77      0.00       1.72      
7502  Z3765609395          O=C(C1=CC=2C=CC=CC2O1)N(CC=3C=CC=CC3)[C@@H]4CNC[C@H]4O |&1:19,23,r|              -5.77      0.02       2.75      
7503  Z1632905323          CC(C)(C)C(=O)N1CCOC=2C=CC(=CC21)NC(=O)C=3C=CC=C(O)C3                             -5.77      0.00       1.62      
7504  Z1276367988          CCC1=CC=C(O1)C2CC(C)CCN2C(=O)CCCN3C(=O)CNC3=O                                    -5.77      0.00       1.64      
7505  Z4655557786          O=C(NCC1(F)CCCC1)C=2C=C(O)N=C(C2)C=3C=CC=CC3                                     -5.77      0.00       1.98      
7506  Z370470126           O=C(NC1=NN=CS1)C=2C=C(NN2)C=3C=CC(F)=CC3                                         -5.77      0.00       2.46      
7507  Z369299640           O=S(=O)(NCC1CC=2C=CC=CC2O1)C=3C=CC(=CC3)S(=O)(=O)C(F)F                           -5.77      0.00       1.70      
7508  Z357249686           CC1CC1C(=O)N2CCN(CC2)C(=O)NC=3C=CC(F)=CC3                                        -5.77      0.43       4.11      
7509  Z1321178038          CN1C=C(C=N1)CC2CCN(C2)C(=O)NC=3C=CC=C(Cl)C3                                      -5.77      0.00       2.02      
7510  Z826567700           CC=1C=CC(=CC1C)N2C=CN=C2SCC3=CC(=O)N4N=C(N)NC4=N3                                -5.77      0.00       2.94      
7511  Z362848888           O=C1NC2(CCCCC2)C(=O)N1CCN3N=C4C=CC=CN4C3=O                                       -5.77      0.00       2.86      
7512  Z4521999785          CC=1C=C(N=C(N1)N2CC(CC2C)NC(=O)C3NC(=O)CC3C)C(C)C                                -5.77      0.00       1.62      
7513  Z2052055180          C[C@H]1OCCN([C@@H]1C(N)=O)S(=O)(=O)CC2=NOC3=CC=CC=C23                            -5.77      0.01       2.73      
7514  Z90522262            CC(=O)N1CCC(CC1)NCC=2C=CC(Cl)=CC2Cl                                              -5.77      0.00       1.87      
7515  Z927320346           CC(=O)N1CCC2=CC(=CC=C21)C(=O)NC3CCNCC3                                           -5.76      0.13       3.73      
7516  Z25616878            CC=1C=CC2=NC(=CC(=O)N2C1)COC=3C=CC(C)=C(C)C3                                     -5.76      0.00       2.16      
7517  Z26798672            O=C(OC=1C=CC(=CC1)S(=O)(=O)N2CCOCC2)C=3C(F)=CC=CC3F                              -5.76      0.00       1.58      
7518  Z296875996           NC=1N=CC=NC1C(=O)NC2=NN=C(N2)C=3C=CC=C(Br)C3                                     -5.76      0.01       4.11      
7519  Z319867544           [O-][N+](=O)C=1C=CC(=NC1)N2CCN(CC3=CSC(=N3)C4=CC=CO4)CC2                         -5.76      0.01       3.51      
7520  Z1104742270          CNC(=O)CC=1C=CC(=CC1)NC(=O)N2CCCC2C3CC3                                          -5.76      0.02       3.03      
7521  Z1756323922          O=C(NCC=1C=CC=CN1)NC=2C=C3CCC(=O)NC3=CC2F                                        -5.76      0.00       2.92      
7522  Z2044517770          N#CC=1C=C(C=CC1F)C(=O)NC=2C=CC=CC2N3CC4CCC3C4                                    -5.76      0.00       1.57      
7523  Z739919094           CNC(=O)C=1C=CC(=CC1Cl)NC(=O)C2=CC=C(O2)C=3C=CC(F)=CC3                            -5.76      0.02       3.14      
7524  Z1310768507          O=C(NC=1C=CC=C(C1)C2=NN=CO2)N3CCC43CCC4                                          -5.76      0.04       3.06      
7525  Z2949167685          O=C(NCCN1CCC(O)CC1)NC=2C=NN(C2)C=3C=CN=CC3                                       -5.76      0.00       2.39      
7526  Z1791181600          CC(C)OC=1C=CC(=NN1)NC(=O)C(C)N2C(=O)C3CCCCC3C2=O                                 -5.76      0.00       2.73      
7527  Z2705557408          COCC=1C=CC(OC)=C(C1)S(=O)(=O)NC2(CCC2)C=3C(F)=CC=CC3F                            -5.76      0.07       3.51      
7528  Z1952897645          CC1=CN=CN1C2CCN(CC2)C(=O)C=3C=CC(=CC3)OC4CCOC4                                   -5.76      0.00       1.44      
7529  Z2381688049          CCN1N=CC=C1[C@@H]2OCCC[C@H]2CNS(=O)(=O)C=3C=CC=CN3                               -5.76      0.01       2.50      
7530  Z31160545            O=C(C1CCCO1)N2CCN(CC2)C=3N=CN=C4C=C(SC34)C=5C=CC(F)=CC5                          -5.76      0.00       3.00      
7531  Z2054928155          CCOC[C@@H]1CN(C[C@H]1C=2C=NN(C)C2)C(=O)C3=NNC=4CCCC34                            -5.76      0.01       3.33      
7532  Z872635454           COC=1C=CC=C(C1)CC(=O)N2CCN(CC2)C(=O)C3=NNC=4CCCC34                               -5.76      0.00       3.22      
7533  Z2326155421          CC=1C=CC=2CCCN(C(=O)C=3N=CN(N3)C(C)(C)C)C2C1C                                    -5.76      0.00       2.24      
7534  Z55000271            COC=1C=CC(=CC1)C(CNC(=O)C2=CC=3C=CC=CC3N2)N(C)C                                  -5.76      0.30       3.62      
7535  Z809684086           O=C(CCC1=NC=C(O1)C=2C=CC(F)=CC2)NC3CCC4=CC(Cl)=CC=C43                            -5.76      0.00       2.42      
7536  Z46301179            CCN(CC1=CC(=O)N2C=CSC2=N1)CC3=NC=4C=CC=CC4C(=O)N3                                -5.76      0.00       2.45      
7537  Z1979798450          CCN(CC)C=1C=CC(=CN1)C2=NC(=NO2)C3(CC3)S(C)(=O)=O                                 -5.76      0.02       3.35      
7538  Z235264149           CCOC=1C=CC=CC1C2=NC(=CS2)C3=CNC(=C3)C(=O)N4CCCC4                                 -5.76      0.00       2.09      
7539  Z1603756191          C=CCC(C)NC(=O)C1CCN(CC1)S(=O)(=O)C=2C=CC(=CC2)C(=O)O                             -5.76      0.24       3.69      
7540  Z169542270           O=C(NCC=1C=CC=CC1)C2CCCN(C2)C(=O)C=3C=CC(F)=CC3                                  -5.76      0.00       1.85      
7541  Z643307242           COC=1C=CC=CC1NC(=O)N2CCN(CC=3C(C)=NOC3C)CC2                                      -5.76      0.00       1.56      
7542  Z3175933044          O=C(NC1=NC(=NS1)C2CC2)N[C@H]3C[C@H]4COC[C@@H]34 |&1:12,14,18,r|                  -5.76      0.00       1.09      
7543  Z112511370           COC=1C=CC=2C(=CC(=NC2C1)SC(C)C(=O)N3CCNC3=O)C=4C=CC=CC4                          -5.76      0.01       3.70      
7544  Z1536589574          O=C(NC=1C=CC2=CNN=C2C1)C3(CCOCC3)C=4C=CC(F)=CC4F                                 -5.76      0.00       2.22      
7545  Z2446398057          CN1C=C(N=N1)C2=NOC(=N2)C3(C#N)CCCCC3                                             -5.76      0.00       2.50      
7546  Z4301849065          CC1=NC(C)=C(CC(=O)N[C@@H]2CCCC[C@H]2NC(=O)CCN3C(=O)CCC3=O)S1 |&1:10,15,r|        -5.76      0.00       2.80      
7547  Z2505217352          COC1(CCCCC1)C2=NOC(=N2)C3CCCS3(=O)=O                                             -5.76      0.00       2.02      
7548  Z2784260255          CC1=NN(C=C1CNC2=C(C=NN2C)C3=NC=4C=CC=CC4N3)C(C)C                                 -5.76      0.00       2.72      
7549  Z384182092           CCNC(=O)COC=1C=CC=C(C1)NC(=O)C2CCCC2                                             -5.76      0.13       3.48      
7550  Z1162943368          CC(C)(C)C=1C=CC(=CC1)CNC2CCC(O)CC2                                               -5.76      0.00       1.64      
7551  Z2397114029          O=C(CN1C=C(Br)C=N1)N[C@H]2C[C@@H](O)[C@@H]2N3C=CC=N3                             -5.76      0.00       2.13      
7552  Z422881752           CN(C)C=1N=CC=CC1CNC(=O)C=2C=C(ON2)C3CC3                                          -5.76      0.01       2.54      
7553  Z1744261474          COCC(=O)N1CCC=2C=C(C=CC21)NC(=O)CC3OCCC4=CC=CC=C43                               -5.76      0.00       1.98      
7554  Z229625902           CC1=NOC=2N=C(C=C(C(=O)NC=3N=CC=CN3)C12)C=4C=CC=CC4                               -5.76      0.00       1.79      
7555  Z3007692089          CC(C)(N)C(=O)NCC1(CC2=CC=CC(Br)=C2)CC1                                           -5.76      0.01       2.64      
7556  Z123991576           CC=1C=CC=C(C1)NC(=O)NC2CCC(O)CC2                                                 -5.76      0.07       3.92      
7557  Z29508541            CCOC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4O3                        -5.76      0.04       3.18      
7558  Z2180022629          CN1CCC2CN(CC2C1)C3=CC=C(C=C3[N+]([O-])=O)S(N)(=O)=O                              -5.76      0.03       3.13      
7559  Z1488833794          CC(C)C1NC(=O)N(CCN2CCCC=3C=CC=CC32)C1=O                                          -5.76      0.00       1.41      
7560  Z1303090512          COC=1C=CC=CC1C2(CC2)C(=O)NCC3CCCC43NC(=O)NC4=O                                   -5.76      0.03       2.72      
