Rank	Ligand	SMILES	CNN_affinity	CNN_score
17164	Z2020388931	O=C(NC1CCOC2(CCCC2)C1)N3CCC(F)(CO)C3	5.77722	0.46713
17165	Z29863332	COC1=CC=2CCN(CC2C=C1OC)C(=O)C3=CC(C)=C(C)S3	5.777	0.47242
17166	Z985986804	CCC1=CC=2C(=NC=NC2S1)NC3CCC4=NN=C(C)N4C3	5.77697	0.40974
17167	Z1528724352	Cl.O=C(O)C1CCN(C1)C(=O)CCCC=2C=CC=3NC(=O)CC3C2	5.77694	0.57788
17168	Z2936914897	COC(OC)C(=O)N1CCN(CC1)C(=O)NC2=CC=C(F)C(F)=C2	5.77681	0.61095
17169	Z756397556	CC=1C=CC(=CC1S(N)(=O)=O)NC(=O)C=2C=CC=C3OCCOC23	5.7768	0.52915
17170	Z29177545	COC=1C=CC=CC1OCC(=O)NC=2C=CC=C(C2)C(N)=O	5.7768	0.59618
17171	Z2376770221	CC1CC(CN(C1)C(=O)NC=2C=CC3=NC=NN3C2)C(=O)O	5.77658	0.45097
17172	Z26351714	CC1=CC=CN2C=C(COC=3C=CC(C#N)=CC3)N=C12	5.77657	0.61459
17173	Z2055497379	CO[C@@H]1C[C@@H](CO)N(C1)C(=O)CN2CCN(CC=3C=CC=CC3)CC2	5.77651	0.26812
17174	Z1911655560	CC=1OC=CC1C2=CC(=NO2)NC(=O)CCN3CCCC3=O	5.77641	0.75063
17175	Z423954974	O=C(NCC=1C=CC=NC1N2C=NC=N2)C=3C=CC=CC3O	5.77637	0.45804
17176	Z2064094322	CO[C@H]1C[C@@H](CO)N(C1)C(=O)C=2C=CC=C3CCCC23	5.77636	0.39757
17177	Z2695622165	CC=1C=C(C=CN1)C(=O)N2C[C@H](C)[C@](C)(C2)C(=O)O |&1:11,13,r|	5.77633	0.61045
17178	Z811623570	CN(C(=O)CN1N=CC(=O)C2=CC=CC=C21)C=3C=CC(F)=C(F)C3	5.77631	0.42935
17179	Z1210284212	CCOCC(=O)NCC1CCCN(C)C1C=2C=CC(=CC2)OC	5.77611	0.288
17180	Z2062079977	CC=1C=NC(=CN1)C(=O)N[C@@H]2CCC(=O)N(C3CC3)[C@H]2C4=CC=NN4C	5.77608	0.48473
17181	Z90101899	O=C(O)CSC1=NN=C(C2=CC=CS2)N1C3CC3	5.77595	0.47876
17182	Z2761831514	CC(C)(C)CS(=O)(=O)N1CCC(CC1)[C@@H]2CC[C@@H](O2)C(=O)O	5.77584	0.2672
17183	Z1881981081	CC=1C=CC=C(F)C1S(=O)(=O)N(C)C=2C=CC(O)=CC2	5.77581	0.41513
17184	Z2440422414	NCC(NC(=O)C1=CC(=CC=C1F)N2CCNC2=O)C3CC3	5.77557	0.68478
17185	Z27687151	O=C(NC12CC3CC(CC(C3)C2)C1)C=4C=CC=C(C4)OC(F)F	5.77541	0.4547
17186	Z2290741968	CO[C@@H]1CN(C[C@H]1O)C(=O)NC2=NC(=CS2)CN3CC(C)OC(C)C3 |&1:2,6,r|	5.77526	0.63018
17187	Z3016338271	CCCS(=O)(=O)N1CCCC(O)(C1)C2(CCC2)C(=O)O	5.77523	0.42837
17188	Z1589867258	CCC1C(=O)NCCN1C(=O)NC=2C(F)=CC(Cl)=CC2F	5.77464	0.25181
17189	Z31569507	CC1=CC=C(CNC(=O)C=2C=C(F)C=C(F)C2)N1C	5.77452	0.41019
17190	Z2898228853	O=C(O)CN1C=C(N=N1)C(=O)N[C@@H]2CC=CC[C@H]2C(F)(F)F |&1:12,17,r|	5.77437	0.57776
17191	Z2181462207	COC=1C=CC=C(C1)C(=O)N2CCN3C=NC=C3C2	5.77433	0.60379
17192	Z2438793515	CN(CCC1CCOCC1)C(=O)[C@@]23CNC[C@@H]3CCCC2	5.77432	0.25954
17193	Z653347636	C=CCOC=1C=CC(=CC1)C(=O)NC2=NN=C(N2)C=3C=CC=CN3	5.77415	0.54162
17194	Z2334873545	CC1=NC(=CN1)C(=O)N2CCOC(C2)C3CCC3	5.77409	0.54727
17195	Z1997550429	O=C(NC=1C=CC(=NC1)OC=2C=CC=C(F)C2F)[C@H]3CCCC(=O)N3	5.77408	0.56083
17196	Z1898954102	O=C(NC=1C=CC=CC1)N2CCOC=3C=CC(F)=CC3C2	5.77405	0.46508
17197	Z1239501063	CC1=CC=C(O1)C(=O)NC2CCN(CC2)C=3C=CC=C(F)C3	5.774	0.50069
17198	Z1889671091	CC(C)N(CC1CCC1)C(=O)NCC2CC(=O)N(C2)C3CC3	5.77394	0.23371
17199	Z1780996844	COC=1C=CC=C(F)C1NC(=O)N2CCC(CC2)N3CC=CC3	5.77386	0.50381
17200	Z2897855974	CC1CN(CCC1C(=O)O)C(=O)C=2SC=NC2C(F)(F)F	5.77385	0.47077
17201	Z332793486	O=C(NC1=NC(=CS1)C2=CNC=3C=CC=CC23)C4=COC(Br)=C4	5.77373	0.57408
17202	Z2161105201	CCOC=1C=CC=CC1CN(CC2=C(C)C=NN2C)CC(C)O	5.77361	0.21891
17203	Z28515583	CCNC(=O)C=1C=CC=C(C1)NC(=O)C=2C=CC=NC2	5.77357	0.70719
17204	Z30801741	COC(=O)C1=C(C)NC(C(=O)NC=2C=CC(F)=CC2F)=C1C	5.77331	0.51604
17205	Z1569191982	CCCOC=1C=CC=C(C1)CN2CCC(C2)NS(C)(=O)=O	5.77327	0.44687
17206	Z223457162	CC1=NSC=2N=C(OC(=O)C12)C=3C=CC(F)=CC3Cl	5.77306	0.55493
17207	Z4327152853	CCC(C)(C)C1=CN(CC2CCN(CC2)C(=O)C(C)(C)O)N=N1	5.77296	0.48811
17208	Z1538650314	O=C(CC1CCOC1)NC=2C=CC(=NC2)C(F)(F)F	5.77283	0.70241
17209	Z642268536	COC=1C=CC(=CC1)OCC(O)CN2C(C)=CC(=O)N3N=CN=C23	5.77228	0.29217
17210	Z3268555714	CC12CN(CC2(C)C(=O)NC1=O)C(=O)NCC3(CCC3)C4CC4	5.7722	0.44375
17211	Z230660732	COC1=CC=C2C=C(C=CC2=C1)CNC(=O)NC(C)C	5.77215	0.57015
17212	Z332604674	NC(=O)C=1C=CC=C(C1)C(=O)NCC2CCCO2	5.77205	0.69119
17213	Z1444669980	COC=1C=CC=C(C1)CCC(=O)N(CC(=O)O)C2CCOCC2	5.77184	0.37868
17214	Z1443929073	CCN1C(=NC=2C=CC=CC21)NC(=O)C3CC3C(=O)O	5.77173	0.36939
17215	Z2060262312	O=C(C=1C=CC=2NC=CC2C1)N3CCOCC3C4CCCC4O	5.77161	0.26487
17216	Z1759421580	O=C(CC=1C=COC1)NC[C@@H]2C[C@H](F)CN2CC3=NC=CS3	5.7716	0.28197
17217	Z990841658	OCCN1N=CC=2C(=NC=NC21)NCCC3=CC=CO3	5.77125	0.62026
17218	Z1633740941	COC=1C=C(O)C=C(C1)NC(=O)C=2C=C(C=CC2F)N3CCCC3=O	5.7711	0.65147
17219	Z1798498935	CC=1C=CC(=CC1OCC(F)F)NC(=O)N2CCC(C)C2CO	5.77094	0.58222
17220	Z1532869925	CC1CCC(CO)CN1C(=O)C2CCCN(C2)C(=O)NC=3C=CC=CC3	5.77093	0.20106
17221	Z2843247288	CC1(C)C(CC1N2CCOCC2)NC(=O)C=3C=CN=C(N3)N4CCOCC4	5.77079	0.36503
17222	Z372612446	N#CC=1C=CC(=NC1)NCCNC(=O)C=2C=NC=CN2	5.7706	0.45851
17223	Z2958375024	O=C(C1=CNC=2C=C(F)C(F)=CC2C1=O)N3CCOCC4(CC4)C3	5.7703	0.34997
17224	Z750850686	CC(C)NC(=O)C=1C=CN(N1)C=2C=CC=C(Cl)C2	5.77025	0.8511
17225	Z446574442	O=C(NCCC=1C=CC=CN1)N2CCCCCC2	5.77021	0.43637
17226	Z32434336	CCC(CC)NC(=O)C1=CC(=O)C=2C=CC=CC2O1	5.77019	0.63377
17227	Z2058361477	O=C(CN1CCC(O)(CN2C=CN=N2)C1)NCCC3=CCCCC3	5.77013	0.22449
17228	Z254724398	CC1CN(CCNC(=O)CN2C=CC=N2)CC(C)O1	5.77003	0.73153
17229	Z1311815814	O=C(NC=1C=NN(C1)CC2CCCO2)N3CCCC3C=4C=CC=CC4	5.76992	0.51287
17230	Z114025286	CCNC1=NN=C(SCC(=O)NC(=O)NC(C)(C)C)S1	5.76979	0.84319
17231	Z2982750896	O=C(NCC1=CN(N=N1)C2CCOC2)C=3C=CC=CC3	5.76978	0.72447
17232	Z68737996	COC=1C=CC(=CC1NC(=O)C=2C=CC=NC2O)NC(C)=O	5.76977	0.75563
17233	Z1240739072	CC=1C=CC(C)=C(C1)OCC(=O)NC2CCCC(C2)C(N)=O	5.76974	0.5555
17234	Z2460804150	CC(NC(=O)C1(CCC1)C(=O)O)C=2C=CC(Br)=CC2F	5.76961	0.45147
17235	Z367744966	O=C(NC1=NC=CS1)C2=CC=C(O2)S(=O)(=O)N3CCCC3	5.76949	0.64378
17236	Z2327691461	O=S(=O)(NCC1=CC=CO1)C=2C=CC(=CC2)S(=O)(=O)NC3=CC=CN=C3	5.76934	0.63984
17237	Z2212249238	CN(CC=1C=CC(Cl)=CC1)C(=O)C(C)(O)C2CCOCC2	5.76903	0.31186
17238	Z2483101851	COC=1C=CC=2CN(CCOC2C1)C(C(=O)O)C=3C=CC=CC3	5.76902	0.26424
17239	Z1491313180	Cl.CC1CN(CCN1)S(=O)(=O)C=2C=CC=C(C2)S(N)(=O)=O	5.76887	0.44029
17240	Z1458977333	Cl.COCCC=1C=CC(=CC1)OC=2C=CC(=CC2)NC(=O)C3CCNC3	5.76887	0.45805
17241	Z56869038	N#CC1=C(N)N(CCN)C=2N=C3C=CC=CC3=NC12	5.76884	0.22864
17242	Z495740036	O=C(NC1CCC(CC1)C(F)(F)F)N(CCO)C2CC2	5.76871	0.48893
17243	Z332389456	N#CC=1C=CC(=CC1)NC(=O)N2CCCC2C=3C=CN=CC3	5.76843	0.41693
17244	Z2644803586	C=C(C)CC(C)C(=O)N1CCC(O)C21CCCCC2	5.76838	0.3792
17245	Z1994269569	CC(C)(C)OC(=O)CNC1(CO)CCOC=2C=CC=CC21	5.76822	0.43375
17246	Z2602173755	CC(C(=O)NC1=NC=CS1)N2CCC(CN3C=CN=N3)C2	5.76819	0.74107
17247	Z231297040	O=C(CSC=1C=CN=CC1)NCC=2C=CC(=NC2)N3CCOCC3	5.76809	0.42676
17248	Z4456356940	O=C(NC1=CN=C2CCCC2=C1)C34CC(F)(F)CC4CCCC3	5.76785	0.40052
17249	Z1444188816	CC1(NC(=O)NC1=O)C2CCN(CC2)C(=O)CCC=3C=CC(=CC3)C(=O)O	5.7677	0.18047
17250	Z1786512704	CCN(CC1CCCO1)C(=O)C2CCCN2C(=O)C3CC3	5.76766	0.31317
17251	Z1450392979	Cl.CC=1C=CC=C(C1)C=2C=CC(=CC2)CNC(=O)C3CCNCC3	5.76765	0.37164
17252	Z989462538	CCOC=1N=CN=C2CCN(CC3=NC(=NO3)C4CC4)CC12	5.76738	0.69429
17253	Z3290656046	CN1CCC(CC1)NCC=2SC(Br)=C3OCCOC23	5.76719	0.41229
17254	Z2397110773	CC(C(=O)N[C@H]1C[C@@H](O)[C@@H]1N2C=CC=N2)=C3CCCC3	5.76715	0.39012
17255	Z1497395157	CC1=CC(C)=C(C=C1S(=O)(=O)NC=2C=NC(=NC2)N(C)C)C(=O)O	5.76709	0.45329
17256	Z1270887631	CC1=CSC(=N1)N2CCN(CC2)S(=O)(=O)N3CC4CCC3C4	5.76708	0.44767
17257	Z1738932094	CN(C)C=1C=CC(Br)=C(C1)S(=O)(=O)N2CCCC2C(=O)O	5.76698	0.24663
17258	Z3076999356	CN1C(=O)C=C(NC1=O)N2CCC(F)(C2)C=3C=CC(F)=CC3	5.76696	0.50923
17259	Z2439538711	O=C(CCC1CCNCC1)NC=2C=CC=3CCC(=O)NC3C2	5.76678	0.5021
17260	Z2440374380	CC1=NN=C(CN(C)CC(=O)N2CCCC(C)C2CN)N1C	5.76656	0.24848
17261	Z295454484	COC=1C=CC(=CC1OCC=2C=CC=NC2)C(=O)O	5.76648	0.69459
17262	Z1410158742	CN(C=1C=CC=CC1NC(=O)NC2CCC=3C=C(F)C=CC32)S(C)(=O)=O	5.76646	0.46866
17263	Z2055861848	C[C@@H]1OCCC[C@@H]1C(=O)NC2=CC(Br)=CN(C)C2=O	5.76643	0.54236
17264	Z729177994	CC=1C=C(NN1)C(=O)NCC2=CC=C(S2)S(=O)(=O)N3CCOCC3	5.7664	0.47301
17265	Z140027226	CC=1N=C(SC1C(=O)NCC(C)(C)N2CCOCC2)C3=CC=CC(Cl)=C3	5.76602	0.41477
17266	Z1155123254	CC1=NN=NN1C=2C=CC(F)=C(C2)NC(=O)C3=CC=C(Cl)S3	5.766	0.66401
17267	Z2466932441	O=C(O)C=1C=CC(=NC1)C(=O)NC=2C=CC(=CC2)CN3CCOCC3	5.76594	0.50647
17268	Z1686855743	O=C(NC1=NC(=CS1)CN2CCOCC2)NC3CC=4C=CC=CC4C3	5.76552	0.42179
17269	Z2456776859	COCC1CCN1C(=O)C2=CNC=C2C=3C=NN(C)C3	5.76533	0.40787
17270	Z2353553986	C=1C=CC(=NC1)C2=NOC(=N2)[C@@]34CNC[C@@H]4CCCC3	5.76524	0.43258
17271	Z1982864744	COC=1C=CC(=CC1OCCO)C(=O)NC2(CC2)C3=CC=CC(F)=C3	5.76515	0.52169
17272	Z54844470	CN(CC1=CC=CO1)C(=O)C2=CC=3C=CC=CC3N2	5.76483	0.55011
17273	Z1491263632	Cl.CC1CNCCN1S(=O)(=O)C=2C=C(F)C(F)=CC2F	5.76413	0.38154
17274	Z2053270376	CN1C(=NC=2C=CC=CC21)N3CC[C@H]4[C@@H](C3)NC(=O)N4C	5.76401	0.34048
17275	Z1455178640	COC=1C=CC(=CC1)CN2CC(CC2=O)C(=O)N3CCCC3C(=O)O	5.7639	0.43709
17276	Z3133469179	N[C@H]1C[C@H]2CC(C[C@@H]12)C(=O)NC=3C=C(C=CN3)N4CCNCC4 |&1:1,3,7,r|	5.76373	0.43764
17277	Z2356456633	O=C(NC=1C=CC=2NCCCC2C1)N3CCOCC3C4CC4	5.76359	0.38782
17278	Z55148942	CC=1C=C(N)N(N1)C=2N=CN=C3SC(=CC23)C=4C=CC=CC4	5.76335	0.5161
17279	Z1780636548	CC=1C=C(F)C=C(C1)NC(=O)N2CCC(CN3CCCCC3)C2	5.76322	0.46824
17280	Z1158198869	CS(=O)(=O)CCCC(=O)N1CCN(CC1)C=2C=CC=CC2F	5.76296	0.53397
17281	Z2306027879	CN1C=NC(=C1)CCNC(=O)NC2CCC=3C=CC(F)=CC32	5.76294	0.49549
17282	Z1981827529	CCC1CN(C)CCCN1C(=O)CC2=CSC(=N2)C=3C=CC=CN3	5.76283	0.55429
17283	Z1232399371	CN1C=C(C=N1)C2=NC=C(S2)C(=O)NC3CCN(CC4CCOC4)CC3	5.76274	0.47296
17284	Z215640492	COC(=O)C=1C=CC(=CC1)CN2N=NN(C2=O)C3=CC=CS3	5.76264	0.57286
17285	Z1846854529	O=C(NC=1C=CC=C(Cl)C1Br)N2CC3CCC(C2)O3	5.76255	0.3966
17286	Z3856731538	CN1CCN(C)CC(C1)NC(=O)C=2C=NC3=C(C=NN3C4CCCC4)C2	5.7623	0.55559
17287	Z57339393	C1=CC=C(C=C1)OCC2=NNC(=N2)C=3C=CC=CN3	5.76229	0.87924
17288	Z1517494690	CC=1C=CC=C(C1)NC(=O)N2CCC(C2)C3CCN(C)CC3	5.76227	0.48205
17289	Z809447294	CC(C)CC(=O)NCC=1C=CC(=CC1)CN2C=CC=CC2=O	5.76211	0.44467
17290	Z242137328	CC=1C=C(Cl)C=CC1NC(=O)C=2C=CC(=CC2)CN3CCCC3	5.76199	0.44488
17291	Z992718980	CCOC=1C=CC(=CC1)C2=CSC(=N2)C3CCNCC3	5.7618	0.35279
17292	Z2062451031	CN1C=NC=C1[C@H]2[C@H](CNC(=O)C=3C=CC4=NC=CN4C3)CCCN2C	5.76174	0.38212
17293	Z381041606	O=C(O)C1CCN(CC1)C(=O)NC=2C=CC(=CC2)OC=3C=CC=CC3	5.76166	0.46879
17294	Z2792779996	O=C(O)CC1CCN(CC1)C(=O)C2CCC=CCC2	5.76161	0.43761
17295	Z1759539673	CC1=NC(CN2C[C@@H](F)C[C@H]2CNC(=O)C=3C=CNC3)=NO1	5.76138	0.19198
17296	Z2383671509	CCN1C=C(C=N1)O[C@@H]2CN(C[C@H]2O)C3=NC=CN4N=C(C)C=C34	5.76122	0.35003
17297	Z2784627071	CC1CCN(CC1)C(=O)C2CCN(CC2)C=3C=C(O)N=CN3	5.76118	0.50415
17298	Z1550266939	COC1=CC=CC(OC)=C1CC(=O)N2CCCC2C(C)(C)O	5.76116	0.41252
17299	Z3038433196	O=S(=O)(NC1CCOCC21CCCC2)C=3C=NNC3	5.76095	0.4737
17300	Z2443452310	CCN(CC(=O)O)C1CCN(CC1)C(=O)C2=CSC(C)=C2C	5.76091	0.2367
17301	Z2932827517	CCN1C=C(C(=O)NC(C)C2=CN(C)N=N2)C=3C=CC=CC31	5.7609	0.56283
17302	Z282668476	COC=1C=CC(=CN1)CNC(=O)C2CCCN2C(=O)C34CC5CC(CC(C5)C4)C3	5.76066	0.30811
17303	Z1139229510	CC1=CC(=NO1)NC(=O)CN2CCC=3C=NC=NC3C2	5.76056	0.71298
17304	Z2391899648	O=C(C1CCNCC1(F)F)N2CCN(CC2)S(=O)(=O)CC=3C=CON3	5.76022	0.24724
17305	Z1170016945	CCCC1=NOC(CC2=COC(=N2)C3=CC=CS3)=N1	5.75997	0.7849
17306	Z2362276816	CC1=C(C=NN1CCC(C)C)NC(=O)N2CCC(C)(C2)C(=O)O	5.75983	0.46376
17307	Z1836462914	CC(C)(C)C=1C=CC(=CC1)C(=O)NCC(=O)NC2=CNN=N2	5.75981	0.62099
17308	Z340014932	O=C(NCC=1C=CC(O)=CC1)C=2C=NC=3C=CC=CC3N2	5.75951	0.66903
17309	Z1420397692	CCNC(=O)N1CCC(C1)NS(=O)(=O)C2=CC=C(OC)C(F)=C2	5.75944	0.47806
17310	Z28052869	O=C(NC=1C=CC=C(C1)N2C=NN=N2)C=3C=CC=4OCOC4C3	5.7593	0.6317
17311	Z433870426	CC=1C=CC(=CC1)C2=NN=C(CN3CCSCC3)O2	5.75923	0.63351
17312	Z2627893527	CCN1C=CC=C1CN[C@@H]2CCO[C@H]2C3=CN(C)N=C3C |&1:9,13,r|	5.75914	0.30648
17313	Z1991591266	C=CCNC(=O)NC=1C=C(C=CC1C)C2=CC=NN2C	5.75913	0.66618
17314	Z2392508029	CNC(=O)C1(COC)CCCN1C(=O)C#CC2CC2	5.75907	0.67433
17315	Z20054729	CCN1C(=O)C(=O)N(CC=2C=CC=C(F)C2)C1=O	5.759	0.6836
17316	Z2403568622	CCOC1CC(O)(CNC(=O)CC2CS(=O)(=O)CCN2C)C1	5.75885	0.38372
17317	Z1940612134	COC1(C)CCCN(C1)C(=O)C2=CN=C3CCCCN23	5.75885	0.51421
17318	Z87557579	O=C(CSC1=NN=CN1)NC(=O)NC=2C=CC(Br)=CC2	5.75885	0.66353
17319	Z3062774939	COC=1C=C(C=CC1Cl)CC(=O)N2C[C@@H](NC(C)=O)[C@@H](C2)C3=NC=CN3C	5.75872	0.39979
17320	Z135310414	COC=1C=CC(=CC1)NC(=O)NCCC=2C=CC=C(F)C2	5.75834	0.70828
17321	Z1622989697	O=C(NC1CCCOC=2C(F)=CC=CC21)C3CCCN3	5.75834	0.27503
17322	Z2232120358	O=C(CC1=CC=NN1)N2CCC=3C=CC=CC3[C@@H]2C=4C=CC=CC4	5.75831	0.48189
17323	Z3071573189	CN(CC1=CNC=N1)CC=2C=NN3CCN(CC23)C(=O)OC(C)(C)C	5.75825	0.30976
17324	Z2677922794	CC1=NOC(=N1)C2CN(CC3=CC=NS3)CCN2C	5.75813	0.61909
17325	Z967454034	O=C(NC=1C=CC(=CC1)NC(=O)N2CCCCCC2)C3CCOC3	5.75812	0.55327
17326	Z1832091416	CCN1CCN(CC1)C=2C=CC=C(C2)NCC=3C=CC=CN3	5.75802	0.39146
17327	Z286157790	O=C1OC=2C=CC=CC2N1CC3=COC(=N3)C=4C=CC(F)=CC4	5.75797	0.43185
17328	Z3686200423	O=S(=O)(N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)N3CCOCC3 |&1:4,14,r|	5.75788	0.46316
17329	Z2957429804	COC=1N=CC(=CC1C(N)=O)NC(=O)C=2C=CC=CC2C3(C)CC3	5.75772	0.46979
17330	Z2401206928	CN(C)C1(CNC(=O)CN2CCCCC(O)C2=O)CCOCC1	5.75771	0.33417
17331	Z111422048	CN1C(=NC=2C=CC=CC21)C3CC(=O)N(CCC=4C=CC=CC4)C3	5.75768	0.25421
17332	Z18519301	CN1N=NN=C1SCC2=CSC(=N2)NC=3C=CC=CC3	5.75755	0.72986
17333	Z46157522	O=C(CN1CCCCC1)NC2=CC(Cl)=CC=C2F	5.75694	0.54954
17334	Z3071538047	CCN1N=CC(C(=O)N2CCCC(C2)NCC(F)(F)F)=C1C	5.75683	0.57996
17335	Z1608129889	O=C(NC1=NC(=CS1)C2CC2)NC3CCCOC=4C=C(F)C=CC43	5.75664	0.48451
17336	Z1530960873	COCC1(O)CCN(CC1)C(=O)NC=2C=C(C)C=CC2F	5.75641	0.45992
17337	Z409975524	CC(=O)N1CCC(CC1)NC(=O)NC=2C=CC(C)=C(F)C2	5.75637	0.52198
17338	Z410530650	CS(=O)(=O)N1CCCN(CC1)C(=O)NC2=CC=C3CCCC3=C2	5.7563	0.41406
17339	Z9096849657	O=C(O)C(F)(F)F.CN1C=C(CNCC=2C=CC=CC2F)C(=N1)C=3C=CN=CC3	5.75624	0.67591
17340	Z2792131621	COC1(CS(=O)(=O)NC2=CC=C(Cl)C(=C2)C(=O)O)CCC1	5.75622	0.3828
17341	Z1654890954	CC(C(=O)NC1CC1)N2CCN(CC2)C(=O)CC=3C=CC=4CC(=O)NC4C3	5.7562	0.48196
17342	Z1139194703	OCC1CCCN1C=2C=C(N=CN2)NCC3=CC=C4OCOC4=C3	5.75595	0.43698
17343	Z1756021926	CC1=CC(=NN1C)NC(=O)N2CCN(C)C(C2)C3=NC=CN3C	5.75574	0.62758
17344	Z2075821583	C[C@@H]1CN(CCN1C(=O)CC2=COC=3C=CC=CC23)C4CCOCC4	5.75559	0.41072
17345	Z1738340537	CC=1N=CC=C(N1)NC(=O)N2CCCN(CC(F)(F)F)CC2	5.7555	0.65509
17346	Z2329493126	CC1=NN(C=C1C(=O)N(C)CC2CC2)C=3C=CC=C(F)C3	5.75546	0.48767
17347	Z952160696	CS(=O)(=O)NC=1C=C(C=CC1Cl)C(=O)NC=2C=CN=CC2	5.75544	0.57314
17348	Z3040124664	C1=CSC(=C1)C2=NC(=CO2)CN3C=NC4=C3CCNC54CCOCC5	5.75535	0.48025
17349	Z990860196	CC(C)CC(CNC1=NC=2C=CC=CC2C(=O)N1)N3CCOCC3	5.75525	0.28019
17350	Z2293400767	O=C(NC=1C=CC=C(C1)C=2C=CNN2)N3CC4(C3)CCOCC4	5.75487	0.67282
17351	Z1772389594	CC1=CC=2C=C(C=CC2N1)NC(=O)N3CCCN(CC3)C(=O)C4CC4	5.75472	0.34901
17352	Z2040111578	Cl.COC=1C=C(C#N)C=CC1S(=O)(=O)N2CCN[C@@H](C)C2	5.75458	0.28462
17353	Z237741712	CC=1C=CC(=CN1)C(=O)N2CCCC=3C=CC=CC32	5.75455	0.42915
17354	Z1699361765	COC=1C=CC(=CC1)CN2CCCN(CC2=O)C(=O)NC=3C=C(C)ON3	5.75435	0.47832
17355	Z1510594056	CC=1N=C(SC1C)N2CCN(CC2)C(=O)C=3C=CON3	5.75425	0.48069
17356	Z1189032289	CC=1C=C(N=C(N1)C=2C=CC=NC2)NCC3(C)COC3	5.75416	0.70816
17357	Z2385069672	CC1=NOC(CC2(O)CCCN(CCN3C=CN=C3)C2)=N1	5.75405	0.63261
17358	Z2949318187	CC=1C=C(NC(=O)NCC2CCCCN2C3CC3)SN1	5.75394	0.65654
17359	Z218212118	CC=1C=C(SC1C)C(=O)NCC=2C=CC(=CC2)CN3C=NC=N3	5.75393	0.62263
17360	Z410544192	CCNC(=O)CNC(=O)NC1=CC=C(C#N)C(Cl)=C1	5.75374	0.71362
17361	Z53054948	CN1CCN(CC1)C2=NC(=CS2)C=3C=CC(=CC3)S(C)(=O)=O	5.75372	0.45649
17362	Z1391749276	O=C(CC1=NOC=2C=CC=CC12)NC=3C=CC=C4C=CN=CC34	5.75357	0.54218
17363	Z2755443347	CN1C=NC(=C1)C(=O)N2C[C@H](C(=O)O)[C@H](C2)C3CC3 |&1:10,14,r|	5.75343	0.70401
17364	Z2709707674	COC1CCN(C1)[C@H]2CCC[C@H]2NC(=O)NC=3C=CC=C(C3)N4C=CN=N4 |&1:7,11,r|	5.75341	0.64862
17365	Z1565695022	CC=1C=CC(=CC1Cl)NC(=O)N2CCN(CC2)C(=O)C(C)(C)F	5.7533	0.38136
17366	Z54655675	O=C(NC1=NC(=CS1)CN2CCOCC2)C3=CC=C(Cl)S3	5.75327	0.63332
17367	Z166681068	O=C(NC=1C=CC(Cl)=CC1)N2CCN(CC2)C(=O)C3CCS(=O)(=O)C3	5.75324	0.44011
17368	Z2709760495	CCC=1C=CC(=CC1F)NC(=O)NCC=2C=CC=NC2C	5.75311	0.56328
17369	Z2912706671	CC(NC(=O)C12CC(C1)(C2)C(=O)O)C=3C=CC=CC3N4CCOCC4	5.7531	0.23253
17370	Z1223665758	O=C1NC(=NC=2C=CC=CC12)C=3C=CC(=CC3)C(F)(F)F	5.75282	0.42869
17371	Z1317847618	CCN1CCCC1CN(C)C(=O)C2=CN(N=N2)C3CCNCC3	5.75275	0.39758
17372	Z363236670	CCN1N=C(C=C1C(=O)NC2=NN=C(C)S2)C(C)C	5.75271	0.62667
17373	Z2217407431	CCN1N=NC=C1C(=O)NCC=2C=CC=C(C2)OC	5.75269	0.5331
17374	Z2056601474	Cl.O=C(O)[C@@H]1CN(C[C@H]1C(F)(F)F)S(=O)(=O)C=2C=CC=NC2	5.75268	0.27992
17375	Z2394452967	CC=1C=CC=2C=C(NC2C1)C(=O)N[C@@H]3CCC(=O)N[C@H]3C4=NC=CN4C	5.75266	0.41446
17376	Z2458618469	O=C(NC=1C=CC(=CN1)N2CCCCC2)C3CCC4=CN=CN4C3	5.75257	0.48441
17377	Z2612728353	CCC1(C)CN(CCO1)C2=NC=3C=C(C=CC3N2)S(N)(=O)=O	5.75257	0.52076
17378	Z1748035207	O=C(NC1CCCC1CCO)C=2C=CC=C(C2)C3CCOC3	5.75246	0.64838
17379	Z59421486	COC(=O)C1=C(C)NC(C(=O)NC=2C=CC(C)=CN2)=C1C	5.7524	0.53562
17380	Z1420065355	COC(=O)C1CN(C(=O)C2=CCCC2)C=3C=CC=CC31	5.75215	0.43194
17381	Z883570762	O=C(CC=1C=CC=CC1F)N2CCN(CC3=NN=NN3C4CC4)CC2	5.75204	0.35488
17382	Z3686196916	O=S(=O)(N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)N3CCCOCC3 |&1:4,14,r|	5.752	0.22909
17383	Z2464342030	CC1=C(C=NN1C)[C@H]2CNC[C@@H]2C(=O)NC=3C=CN=CC3	5.75198	0.44207
17384	Z2025729833	COC=1C=CC(=CN1)[C@H]2OCC[C@@H]2NC=3C=NC(C#N)=CN3	5.75186	0.81611
17385	Z343522020	COC=1C=C(F)C=CC1NC(=O)C2=CC=C(O2)C=3C=CC(F)=CC3	5.75161	0.70445
