Rank	Ligand	SMILES	CNN_affinity	CNN_score
5642	Z4669837363	C[C@@H]1COC=2C=CC(Cl)=CC2[C@@H]1C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,11,r|	6.59326	0.4394
5643	Z28261828	COC=1C=CC=C(C1)CC(=O)NC=2C(=CC=CC2C(C)C)C(C)C	6.59318	0.41101
5644	Z3207229417	CC1(CC1)C=2C=C(NC(=O)C3=CC=C(C(C#N)=C3)N4CCCC4)NN2	6.59302	0.55805
5645	Z210800226	COC(=O)C=1OC=CC1CN2CCC(CC2)NC(=O)C=3C=CC=CC3	6.59295	0.44666
5646	Z853447468	CC1=C(C=NN1C)C(C)NC(=O)C=2C=C(F)C(Cl)=CC2Cl	6.59291	0.60164
5647	Z2391083689	CCC=1C=NC=C(C1)C(=O)N2C[C@@H](OC)[C@@H](C2)C3=CN(C)N=N3	6.59286	0.56739
5648	Z413364838	CC=1C=CC=CC1CCNC(=O)NC=2C=CC(C)=C(C2)N3C=NN=N3	6.59273	0.60661
5649	Z1893354501	CC(C)C1CN(C(=O)CCCN2C(=O)CN(C)C2=O)C3=CC=CC=C31	6.59253	0.40779
5650	Z2381556848	CN1C=C(C=N1)[C@@H]2[C@@H](CNCC=3C=CC=4OC=CC4C3)CCC(=O)N2C	6.59244	0.21845
5651	Z124297234	CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC=3C=C(F)C=C4COCOC34)CC2	6.59237	0.48338
5652	Z107739528	CN1C=CC(=N1)NC=2N=C(CN3CCOCC3)N=C4SC=C(C5=CC=CS5)C24	6.5923	0.39535
5653	Z2058012448	CC=1C=NC=CC1CNC(=O)[C@@H]2CCCO[C@H]2C3=CC=NN3	6.5923	0.67447
5654	Z821009602	COC=1C=CC=2CCN(CC2C1)C(=O)NC=3C=CC(C)=CC3OCC4CCCO4	6.59229	0.55767
5655	Z73309955	CSC=1C=CC=CC1NC(=O)CN(C)C(=O)C=2C=CC(=CC2)NC(=O)C3=CC=CS3	6.59228	0.52549
5656	Z361954352	CC1=CC(CN(C)S(=O)(=O)C=2C=CC(=CC2)C3CCCCC3)=NO1	6.5922	0.52267
5657	Z608621096	NC(CC(=O)N(CC=1C=CN=CC1)C2CC2)C=3C=CC=CC3	6.59215	0.52521
5658	Z2055140922	CN1C[C@@H]2[C@@H](CCCN2CC=3C=CN(N3)C=4C=CC=C(F)C4)C1=O	6.59212	0.60216
5659	Z2949221347	CN1C=C(C=N1)C2CS(=O)(=O)CCN2CC=3C=NN(C3)CCF	6.59202	0.58186
5660	Z3309185291	O=C1NC=C(CN2CCCC2C(O)C(F)(F)F)C3=CC=CC=C13	6.592	0.445
5661	Z1004091210	CC1CCN(CC1)C(=O)C2CCCN(C2)C(=O)NC=3C=CC=C(F)C3	6.59198	0.33241
5662	Z2372917612	CC=1C(=NNC1NC(=O)C=2C=CC(=C(C)C2)N3C=CC=N3)C4CC4	6.59174	0.65172
5663	Z2454284599	COC1=CC(=CC(=C1)N2CC(CC2=O)C(=O)NC[C@H]3C[C@@H]3C=4C=CC=CC4)OC	6.59173	0.48165
5664	Z2766108477	CN1C=C(C=N1)O[C@@H]2CCC[C@@H]2NC(=O)C=3C=CC=4NC(=O)COC4C3	6.59168	0.49218
5665	Z100582776	O=C(NCC=1C=CC=CN1)C=2C=NN(C2)C=3C=CC=CC3	6.59158	0.70643
5666	Z2846992551	OC(COC=1C=CC=2C=CC=CC2C1)CN3C=C(N=N3)C4CCCCC4O	6.59144	0.33939
5667	Z1049157430	CC=1C=CC(F)=C(C1)C(=O)N2CCN(CC2)C(=O)C(C)(C)C=3C=CC=CC3	6.59133	0.4305
5668	Z2054345523	CC=1C=CC(O)=C(CN2CC[C@H]3[C@@H](C2)NC(=O)N3C(C)C)N1	6.59133	0.71974
5669	Z17648802	COC=1C=CC=2C=3SC(=CC3CCC2C1)C(=O)OCC(=O)NCC(F)(F)F	6.59129	0.51893
5670	Z131497812	O=C(C=1C=CC(Cl)=CC1F)N2CCCC2C3=NN=C4C=CC=CN34	6.59114	0.30645
5671	Z21576685	CC=1SC=2N=C(CSC3=NN=C4CCCCCN34)NC(=O)C2C1C	6.59114	0.70144
5672	Z2053571091	CC1=NN=C(NC[C@@H]2OCCN(C)[C@H]2C=3C=CC=CC3)O1	6.5911	0.51002
5673	Z1816163651	CC1=NNC(C)=C1CC(=O)NC=2C=CC=CC2OCC3=CSC=N3	6.59106	0.70655
5674	Z26408962	CC(=O)NC=1C=CC(=CC1)S(=O)(=O)NCCC(=O)NC=2C=CC=CC2C(C)(C)C	6.59104	0.42674
5675	Z19889449	COC=1C=CC=CC1C2=NN=C(SCC(=O)N3CCCC3=O)N2C=4C=CC=CC4	6.59103	0.36834
5676	Z108565270	CCOC=1C=CC=CC1NC(=O)C=2N=NN(C2C)C3=CC=CC=C3OC	6.59103	0.57204
5677	Z56763620	FC=1C=CC=CC1C2C=C(NC3=NC=NN32)C=4C=CC=CC4	6.59101	0.48451
5678	Z2028056508	COC(=O)C1=CC=CC=C1CNC(=O)C=2C=CC(OC)=C(C2)S(=O)(=O)N3CCCC3	6.59087	0.43196
5679	Z1486316333	CC1=NOC(NS(=O)(=O)C2=CC=C(S2)C(C)(C)C)=C1C	6.59087	0.65535
5680	Z2606862605	CC1=C(N=NN1C2CCNC2)C(=O)NC3(CC3)C4=CC=CC=C4C(F)(F)F	6.59083	0.34223
5681	Z2602714028	CCCCN1C(=O)NC(=O)C2=C1N=C(CN3C4=CC=CC=C4CC3CO)N2CC	6.59079	0.47221
5682	Z2283403539	O=C(NC(CCO)C=1C=CC=C(C1)C(F)(F)F)C2CCCOC2	6.59075	0.61313
5683	Z383422112	CC=1N=C(CC=2C=CC(F)=CC2)SC1C(=O)NC3=NC(=CS3)C4CC4	6.59074	0.59052
5684	Z46356457	CCC=1C=CC=CC1NC(=O)CN2CCN(CC2)C3=CC=CC(=C3)OC	6.59073	0.47298
5685	Z87640294	CN1C(=O)C=2C=CC(=CC2C1=O)NC(=O)CCCN3C(=O)NC4(CCCC4)C3=O	6.59068	0.62064
5686	Z1494801970	CC=1C=CC(F)=C(C1)S(=O)(=O)N2CCC=3N=CNC(=O)C3C2	6.59068	0.63158
5687	Z1886764152	CC1=C(OC=2C=CC=CC12)C(=O)N3C[C@@H](CO)[C@@H](C3)C=4C=NN(C)C4	6.59043	0.59054
5688	Z2394352136	CO[C@@H]1C[C@@H](C2=NC(C)=C(C)N2)N(C1)C(=O)C=3C=CNC(=O)C3	6.59039	0.48216
5689	Z1968776483	CC=1CCN(CC1C)C(=O)NC=2C=NC3=C(C2)C(=O)N(C)C(=O)N3C	6.59038	0.66205
5690	Z1874370436	CC1=C(N=NN1CC=2C=CC=CC2F)NC(=O)CC3=CC=C(C)N=C3	6.59023	0.59114
5691	Z1580158601	COC=1C=CC(F)=C(C1)NC(=O)N2CCC(CC2)C3=NN=CN3C	6.5902	0.63882
5692	Z107215564	CC=1C=CC(C)=C(C1)NC(=O)COC2=NN=C3C=CC=CN23	6.59019	0.65453
5693	Z1850066305	CN1N=CN=C1CNC(=O)[C@H]2CCO[C@@H]2C3=CC=NN3C=4C=CC(F)=CC4	6.59002	0.40553
5694	Z2053401444	CC1(O)CCOCC1C2CCCN2C=3C=CN=C4C=CC=CC34	6.59001	0.4823
5695	Z381709104	COC=1C=CC=CC1C2=NN=C(NC(=O)C=3OC4=C(F)C=CC=C4C3C)N2	6.58996	0.73588
5696	Z286631554	CC=1C=C(F)C=CC1NC(=O)CN2C=CC=C(C2=O)C(F)(F)F	6.5899	0.53362
5697	Z3077970689	CCN1C=NC=2C(=NC=NC21)NCC=3C=NN4CCCCC34	6.58982	0.51536
5698	Z88321579	CCN1C(=O)C(C)=NC=2C=C(C=CC21)C(=O)NC=3C=CC=CC3OC(F)F	6.58979	0.57576
5699	Z3190826567	CC1CN(C2=NN=C(C3=CNN=N3)N2CC4CC4)C5CCCCC15	6.58979	0.48913
5700	Z1360194710	COC=1C=CC=C(C1)C(=O)NCC2(CN3CCOCC3)CCCCC2	6.58977	0.44809
5701	Z1869959794	COC=1C=CC(=CC1)C(NC(=O)C=2C=NC(C)=NC2C)C(=O)O	6.58977	0.67824
5702	Z1751210059	CC=1C(=CC=CC1N(C)C)NC(=O)N2CCN(CC2)C3=CC(=NN3)C4CC4	6.58974	0.65634
5703	Z2595550690	CC=1C=C(C=CC1NC(=O)C2(CC3(CCC3)C2)C(=O)O)OC=4N=CC=CN4	6.58974	0.50439
5704	Z374512202	CC=1OC=2C=C(C=CC2C(=O)C1OC=3C=CC=CC3Br)OC(=O)N(C)C	6.58969	0.55647
5705	Z90744620	O=C(COCC1=NC=2C=CC=CC2S1)NCC=3C=CC=CC3Cl	6.58964	0.79885
5706	Z1720717400	O=S(=O)(NCC=1C=CC(F)=CC1)C2=CNC=3C=CC=C(F)C23	6.58962	0.52821
5707	Z960287932	[O-][N+](=O)C=1C=CC=C(C1)C2=NC(=CS2)C(=O)NCCN3CCOCC3	6.58962	0.71046
5708	Z3084198521	O=C(C1=CC=2CCCCC2O1)N3CC4=CN=NN4CC=5C=CC=CC53	6.58961	0.37489
5709	Z1995649359	CC(NC(=O)NC1=NC=2CCCCCCC2S1)C=3C=CC=CN3	6.58959	0.70737
5710	Z991673070	CC1=NC=CN1C=2C=CN=C(C2)C(=O)NCCC=3C=CC=4OCCOC4C3	6.58952	0.70583
5711	Z95668533	O=C(NC1=NC(=CS1)C=2C=CC(Cl)=CC2)C=3C=CC(=CC3)CN4CCOCC4	6.58924	0.42068
5712	Z95777799	CCOC=1C=CC=2N=C(NC(=O)CN3C(=O)CCOC=4C=CC=CC43)SC2C1	6.5892	0.59484
5713	Z1173458794	CC=1C=C(C(=O)N2CCN(C)C3=CC=CC=C32)C=4C=NN(C4N1)C(C)C	6.58919	0.53638
5714	Z1611996976	O=C1C2CCCN2C(=O)N1C3CCN(CCC=4C=CC=CC4)CC3	6.58912	0.47057
5715	Z17101601	COC=1C=CC(=CC1)CNC(=O)CSC2=NC=3C=C(Cl)C=NC3N2	6.58911	0.36816
5716	Z738792164	CN(C(=O)C=1C=CC=C(C1)CN2C(=O)CNC2=O)C=3C=CC(F)=CC3	6.58894	0.49944
5717	Z1878263116	O=C1CC2(CCCC2)C(=O)N1CC3=NN=NN3CC4CCOCC4	6.5889	0.51543
5718	Z2086555427	CC=1C=C(Cl)C=CC1CN2CCN(CC2)C(=O)[C@H]3CCCC(=O)N3	6.58876	0.3922
5719	Z28689485	CN(C(=O)C1=CC=CC(=C1)OC(F)F)C=2C(=O)NC(=O)N(CC=3C=CC=CC3)C2N	6.58868	0.31631
5720	Z29294047	NC(=O)C=1C=C(SC1NC(=O)C=2C=CC=C(F)C2)C=3C=CC=CC3	6.58858	0.50829
5721	Z2442524066	CC1=C(N=NN1C=2C=CC=3OCCOC3C2)C4=NC(=NO4)C5(N)CCC5	6.58857	0.64261
5722	Z19456719	COC=1C=CC(=CC1OC)C2=NN=C(O2)SCC3=NC=4C=CC=CC4S3	6.58857	0.58337
5723	Z1883159483	CCOC1CC(CNC(=O)C2CCCCCC2)(C1)N3CCOCC3	6.58817	0.39385
5724	Z421522738	CC=1C=CC(=CC1NS(=O)(=O)C=2C=CC=CC2)NC(=O)C3=CC=C(F)C(F)=C3	6.58789	0.38245
5725	Z2347029605	CNC=1C=C(N=CN1)N2CCCC2CNC=3C=C(N=CN3)OC(C)C	6.58771	0.51232
5726	Z1678139544	CC=1N=CC=C(N1)N2CCN(CC2)C(=O)C3=CN(N=N3)C4=CC=CC=C4Cl	6.5877	0.40886
5727	Z2703423102	CCC1CN(CC2(CCOC2)O1)S(=O)(=O)CC(OC)C=3C=CC(F)=CC3	6.58763	0.40052
5728	Z1415547895	CC=1C=CN(N1)C=2C=CC=CC2NC(=O)NCC=3C=CN=C(C3)N4CCOCC4	6.58742	0.28787
5729	Z2483032721	O=C(O)C=1SC=2C=CC=CC2C1CN3CCCC(C3)N4C=CN=N4	6.58734	0.54672
5730	Z365156866	CC=1C=CC=C(C1)NC(=O)C=2C=CC(=CC2)S(=O)(=O)NC=3C=CN=CC3	6.58728	0.53758
5731	Z2673516146	CNC(=O)C1CC=2C=CC=CC2N1C(=O)CC=3C=C(C)C=C(C)C3	6.5871	0.46031
5732	Z1239926330	O=C(NCC1=NC=CS1)C2(CCCCC2)C3=CC=CS3	6.587	0.76912
5733	Z2958864889	O=C(C=1C=NN(C1)C2CCC2)N3CC4=CN=NN4CC=5C=CC=CC53	6.58699	0.37154
5734	Z146329822	CC(C)N1N=CC=2C=C(C=NC21)NC(=O)COC3=CC=C(F)C=C3Cl	6.58683	0.61969
5735	Z2348233442	CC1=NN(C)C(C)=C1[C@@H]2OCC[C@H]2CNC=3N=CC=CC3Cl |&1:8,12,r|	6.58679	0.68616
5736	Z295883120	O=C1NC(SC2=NC(=NN12)C=3C=CC=CC3)(C=4C=CC=CC4)C(F)(F)F	6.58669	0.36848
5737	Z243549360	O=C(CCC1=NC=C(O1)C=2C=CC(Cl)=CC2)N3CCCC3C=4C=CN=CC4	6.58655	0.3882
5738	Z28657725	O=C(NC1=NN=C(SCC=2C=CC=CC2)S1)C=3C=CN=CC3	6.58653	0.79476
5739	Z27474704	CC1CC1C(=O)NC2=NN=C(CC=3C=CC=CC3)S2	6.58644	0.78164
5740	Z1872613811	CC(C)C1CC(CCO1)NC(=O)N2CCC(CC2)C3=CC=CC4=CN=CC=C34	6.5864	0.32354
5741	Z111541974	O=C(C1C2CCC(C2)N1S(=O)(=O)C=3C=CC=CC3)N4CCOCC4	6.58638	0.53264
5742	Z414260516	NC(=O)COC=1C=CC(=CC1)NC(=O)N2CCCC2C=3C=CC=CC3	6.58624	0.64042
5743	Z107307392	CC1=NN(CC=2C=C(ON2)C3=CC=CO3)C(C)=C1S(=O)(=O)N4CCOCC4	6.58624	0.62039
5744	Z2199685088	CC1CN(CC=2C=CC=CC2O1)C(=O)NCC3=CC=CC4=CC=CN=C34	6.58615	0.33299
5745	Z2179646099	CC=1C=CC=2NC(=NC2C1)C3CCCN(C3)C=4C=CN=C(N4)N(C)C	6.58612	0.31469
5746	Z1957989940	CC1=NN(CCN(C)C)C(C)=C1S(=O)(=O)NCC2=CC=CN2	6.58602	0.47242
5747	Z30956500	CC=1C=CC(NC(=O)CN2C=3C=CC=CC3CC2C)=C(C)C1	6.58598	0.45272
5748	Z2377810077	NCCCN1C=C(N=N1)C(=O)N2CCC(C2)OC=3C=CC(Cl)=C(Cl)C3	6.58586	0.50418
5749	Z2071259329	CC=1C=CC(NC(=O)CN2C[C@@H]3CCS(=O)(=O)[C@@H]3C2)=C(C)C1	6.58582	0.60479
5750	Z45507728	N#CC=1C=CC=CC1S(=O)(=O)N2CCC=3C=CC=CC3C2	6.58581	0.57482
5751	Z44427592	CC1=CC=CC(C)=C1N2C(=O)CC(NC=3C=CC=CC3)C2=O	6.5858	0.60524
5752	Z2376769430	CC1CC(CN(C1)C(=O)NC2=CC=C(OC=3C=CC=CC3)C(C#N)=C2)C(=O)O	6.5858	0.61113
5753	Z2995212540	CC=1N=C2CCC(CN2N1)C(=O)N(CC(C)(C)C)CC(F)(F)F	6.58577	0.68051
5754	Z2308657617	CCC1=NC(CNC(=O)N2CCCN3C=4C=CC=CC4CC3C2)=NN1	6.58558	0.6349
5755	Z3101393421	COC=1C=C(F)C(=CC1OC)C(C)NC(=O)N2CCC[C@H]2C(F)F	6.58555	0.52243
5756	Z227108638	O=C(CCC1=NC=C(O1)C=2C=CC=CC2)N3CCCC3C=4C=CC=CC4	6.58544	0.39195
5757	Z4617157709	CC(C)CCC1CCN(CC1)C(=O)C2=NC=3C=NC=NC3N=C2O	6.58531	0.54157
5758	Z1760814336	CN(CC=1C=CC(Cl)=CN1)C[C@@H]2C[C@H](F)CN2CC3=CC=NN3C	6.5853	0.27479
5759	Z1368744304	CC=1OC=2N=CN(C)C(=O)C2C1C(=O)N(CC3CCC3)C=4C=CC=CC4	6.58524	0.36889
5760	Z415115552	O=C(CN1C(=O)CCOC=2C=CC=CC21)NCC=3C=CC(=CC3)N4C=CC=N4	6.58521	0.43706
5761	Z3815079265	NC=1N=CC=2CCCCC=3NC=4C=CC(=CC4C3C2N1)C=5C=CC(F)=CC5	6.58517	0.19558
5762	Z44470770	CC=1C=CC2=NC(=CC(=O)N2C1)CNC(C)C=3C=CC(Cl)=CC3	6.58512	0.35984
5763	Z16859798	O=C(CN1C(=O)C(=O)N(C1=O)C2CCCC2)N3CCN(CC3)C(=O)C4=CC=CO4	6.58466	0.48167
5764	Z2334884072	CN1N=CC=2CN(CCCC21)C(=O)C=3C=CC=C(N3)C(F)(F)F	6.58465	0.56929
5765	Z1511794031	CC1COCCN(C1)C(=O)NC=2C=CC=C(C2)OCC(=O)N3CCCC3	6.5846	0.64758
5766	Z44558355	CCOC=1C=CC(=CC1)CN(C)CC2=NC=3C=CSC3C(=O)N2	6.58459	0.49036
5767	Z644873422	CC1=NOC(=N1)C(C)N2CCN(CC2)C(=O)CC3=CNC4=CC=CC=C34	6.58455	0.41677
5768	Z1708777854	CN1C=C(C=N1)C=2C=C(CN3CCCC(COC=4C=CC=CC4Cl)C3)ON2	6.58454	0.38787
5769	Z1612536893	CC[C@H](C)[C@@H]1NC(=O)N(C1=O)C(C=2C=CC=CC2C)C3CC3	6.58447	0.56768
5770	Z729563688	CC=1ON=CC1C(=O)NC=2C=CC(=CC2)NC(=O)C(C)OC=3C=CC=CC3	6.58446	0.57088
5771	Z3009202769	CC(C)C=1C=CC=C(C1)S(=O)(=O)NCC2=NN=C(N2)N(C)C	6.5843	0.50603
5772	Z2732597773	CC(C)(C)C(=O)NC1=NON=C1NS(=O)(=O)C2=CC=CC(F)=C2	6.5842	0.43502
5773	Z2969312299	CCC=1C=C(N=C(CC)N1)N2CCCN(CC3=NOC(C)=N3)CC2	6.58416	0.53417
5774	Z1603611959	COC=1C=CC(=CC1)C(C)(C)C(=O)NC=2C=CC=C(C2)CC(=O)O	6.58413	0.63151
5775	Z729025220	CC(C)(C)C=1C=CC(=CC1)NC(=O)CC2=CSC(=N2)C=3N=CC=CN3	6.58411	0.66371
5776	Z1426596060	CC(C)CC1=NC(=CS1)C(=O)N2CCC(C2)OC3=CC=CN=C3	6.58401	0.76857
5777	Z739789710	CC=1C(=CC=CC1NC(=O)C=2C=CC=CC2)NCC3=NC(CC(C)C)=NO3	6.58398	0.54461
5778	Z92642851	CN1C(CCC(N)=O)=NN=C1SCC2=NC=3SC=C(C4=CC=CO4)C3C(=O)N2	6.58382	0.69486
5779	Z265440078	O=C(CN1CCCC=2C=CC=CC21)NCC=3C=CC(=CC3)C(=O)N4CCCC4	6.58379	0.46906
5780	Z2387128361	NC(=O)C1=CN(N=N1)C2CCN(C[C@H](O)CC=3C=CC=CC3)C2	6.58373	0.74859
5781	Z1672122935	CC=1C=C(ON1)C2CCCN2C(=O)NC=3C=CC=CC3CN4CCNC4=O	6.58369	0.29803
5782	Z2203620202	CC1=CC=CC(C)=C1OCC2=NC(=NO2)C3=CN(C)N=C3C(C)C	6.58356	0.50464
5783	Z381751924	CCCCC1=NN=C(NC(=O)C2=CC(=NO2)C=3C=CC=CC3)S1	6.58351	0.74703
5784	Z1444602847	CC1=NC=2C=CC=CC2C(C)=C1CC(=O)N(CCC(=O)O)CC3CCCO3	6.58349	0.52945
5785	Z319026354	CC1=NOC=2N=CC(=CC12)C(=O)NCCCN3CCC=4C=CC=CC43	6.58345	0.35404
5786	Z131474602	CC1CCCCC21NC(=O)N(CC(=O)NC3CCSC4=CC=C(F)C=C43)C2=O	6.58343	0.53728
5787	Z223942108	CCC1(NC(=O)N(CC(=O)NC=2C=CON2)C1=O)C=3C=CC=CC3	6.58341	0.52206
5788	Z45692840	O=S(=O)(NC=1C=CC=CC1N2CCCCC2)C3=CC=CS3	6.58339	0.41472
5789	Z200273250	CNC(=O)C1CCN(CC1)C2=CC=CC(F)=C2C#N	6.5833	0.65413
5790	Z2705169047	O=C(CN[C@@H]1CCO[C@H]1C=2C=CNN2)N3CCC(CC=4C=CC=CC4)CC3 |&1:4,8,r|	6.58325	0.48869
5791	Z2233274789	COC=1C=CC(=CC1)C=2C=NC=C(C2)C(=O)NCC3=CN=C(C)N=C3N	6.58313	0.54168
5792	Z1657460901	CC(C)N1N=NN=C1C=2C=CC=CC2NC(=O)N3CCC4=CC(F)=CC=C4C3	6.58306	0.16546
5793	Z2276987366	CCC(C)(C)C=1C=CC(=CC1)NC(=O)C=2C=C(C)C(=CN2)C(N)=O	6.58305	0.60993
5794	Z2634939339	C(C1CC1)N2C(=NN=C2N3C[C@H]4CCCC[C@H]4C3)C5CCCCO5	6.58299	0.38098
5795	Z65585086	COC=1C=CC(=CC1S(=O)(=O)NCC2=NN=C3CCCCCN23)C(=O)O	6.58294	0.4163
5796	Z2912434407	O=C(O)C1(CCCC1)C(=O)NCC2CCCN(CC=3C=CC=CC3)C2	6.58282	0.2891
5797	Z3077817199	CC1=NNC(CNC=2N=C(C)N=C3C2C=NN3C)=C1C	6.5828	0.76074
5798	Z45684432	COC=1C=CC(=CC1OC)NS(=O)(=O)C2=CC=C3C=CC=CC3=C2	6.5828	0.44335
5799	Z369156908	O=C(CN1CCCC2=CC(F)=CC(F)=C21)N3CCN(CC3)C(=O)C4=CC=CS4	6.58276	0.38859
5800	Z1887422576	CC=1C=NC=C(C1)C(=O)N2CCC(CO)(CC=3C=CC=CC3)CC2	6.58269	0.5545
5801	Z2761534360	CCC=1C=C(N=CN1)N(C)C[C@H]2OCC[C@H]2C3=NC(C)=NN3	6.58257	0.48662
5802	Z1683916624	CCOCC=1C=CC(=CC1)C2=NOC(=N2)C3=NN(C)C=C3[N+]([O-])=O	6.58248	0.78629
5803	Z192718758	CCN1C(=O)N(CCC(=O)NC=2C=CC(F)=C(F)C2)C=3C=CC=CC31	6.58245	0.3763
5804	Z33397105	CC=1C=CC=2C(=COC2C1C)CC(=O)N3CC(=O)NC=4C=CC=CC43	6.58242	0.51795
5805	Z2947563947	CC(C=1N=CC=CN1)N2CCC(CC2)C(=O)NCC=3C=CC(F)=CC3	6.58241	0.31006
5806	Z90953283	COC=1C=CC=C2SC(=NC12)NC(=O)C3=NN(C(C)=CC3=O)C=4C=CC(Cl)=CC4	6.58237	0.78684
5807	Z1893870980	CC(C)C1CN(C(=O)C=2C=CC(=NC2)S(N)(=O)=O)C=3C=CC=CC31	6.58235	0.50512
5808	Z246285752	O=C(NC=1C=CC=C(C1)C(F)(F)F)C=2C=CC=C(C2)NC=3N=CC=CN3	6.5823	0.57577
5809	Z109785996	O=C(NC(C=1C=CC=2OCCOC2C1)C(F)(F)F)C=3C=CC=4SCC(=O)NC4C3	6.5822	0.58888
5810	Z1829997837	CCOC1CC(O)(CNC(C)C=2C=CC(=CC2)N3CCOC3=O)C1(C)C	6.58216	0.63554
5811	Z1916235835	CCC1CCCN(C1)C(C)(C)CNC(=O)C2=CC=C(CO)C(F)=C2	6.58211	0.49956
5812	Z2633120098	COC=1C=C(C(=O)N2CCS(=O)(=O)C(C)(C)C2)C=3C=CC=CC3N1	6.58203	0.43383
5813	Z2762360619	NC(=O)[C@]12CN(C[C@@H]2COCC1)C(=O)C=3C=CC=C4OCCCOC34	6.58194	0.6517
5814	Z296290396	CC(C)C=1C=CC(=CC1)C2=NC(=CS2)C(=O)N3CCN(CC3)C4=NC=CS4	6.58193	0.49507
5815	Z2608563850	CC1(C)CC2=C(C=NN2C=3C=CC=CC3)CN(C1)C(=O)C4=CC=C(C#N)N4	6.5819	0.34881
5816	Z1989751029	CC1COCCN1CCN2CCNC(=O)C2C=3C=CC=CC3F	6.58186	0.51424
5817	Z445037582	O=C(NC=1C=CC(F)=CC1)N(CC=2C=CC=C(O)C2)C3CC3	6.5817	0.58363
5818	Z1443672045	O=C(O)CC(NC(=O)C=1C=C(C=CC1F)N2CCCC2=O)C=3C=CC(F)=CC3	6.58168	0.48343
5819	Z2391642298	CC1=NC=CN1CC(=O)N2CCCC(O)(CC3=NC(=NO3)C4CC4)C2	6.58168	0.767
5820	Z15554686	CSCCC1NC(=O)N(CC(=O)NCC=2C=CC(Cl)=CC2Cl)C1=O	6.58164	0.47723
5821	Z1312816538	O=C(CC1(CCCC1)N2CCOCC2)NC=3C=CC=4NC=CC4C3	6.58154	0.37148
5822	Z1984870271	CSC=1C=CC(=CC1)[C@@H](C)NC(=O)N2CCCC2C=3C=NN(C)C3	6.58147	0.53333
5823	Z14070725	CCC1(NC(=O)N(CC=2C=CC(Cl)=CC2)C1=O)C=3C=CC=CC3	6.58147	0.49449
5824	Z1139216143	CC1=NN(C)C(C)=C1C2CCCN2C=3N=CN=C4C=CSC34	6.58145	0.69341
5825	Z1229984790	O=C(NC=1C=C(NN1)C2CCCC2)C=3C=CC(=CC3)CN4C=CN=C4	6.58139	0.51502
5826	Z647268608	CC(C)C1=CC(=NN1)C(=O)NCC(C=2C=CC=CC2Cl)N3CCOCC3	6.58137	0.32378
5827	Z29076900	CCCN1C(=NC2=CC=CC=C21)NC(=O)CN3C(=O)NC4(CCCC4)C3=O	6.58127	0.57103
5828	Z237522248	CC(=O)NC=1C=CC(=CC1)S(=O)(=O)N2CC=C(CC2)C3=CNC=4N=CC=CC34	6.58126	0.48108
5829	Z1939706593	CC1=NN=C(O1)N2C[C@@H](F)C[C@H]2CN(C)C(C)C(=O)NC(=O)NC3CC3	6.58119	0.46311
5830	Z1608026194	CCOC=1C=CC(=CC1OC)CNC=2C=NC=3CCOCC3C2	6.58118	0.55051
5831	Z1420119353	COC=1C=CSC1S(=O)(=O)N(C(C)C=2C=CC=CN2)C3CC3	6.58117	0.52338
5832	Z31112425	[O-][N+](=O)C=1N=CC=CC1OC=2N=CN=C3SC=4CCCCC4C23	6.58108	0.48675
5833	Z1139296785	CC1=NN=C2CN(CCN12)C(=O)CCN3C=CC=4C=CC=CC43	6.58103	0.49117
5834	Z1558665412	[O-][N+](=O)C=1C=C(Cl)C=NC1N2CCCC2C=3C=CN=CC3	6.581	0.45518
5835	Z138609916	CC=1C=CC=C(C1)CN2CCN(CC2)C(=O)CN3CCN(CC3)C=4N=CC=CN4	6.581	0.20625
5836	Z1644070081	CC(C)N1C(=O)CN(CC1(C)C)C(=O)NC=2C=CN(N2)C=3C=CC(C#N)=CC3F	6.58098	0.45059
5837	Z1478856711	O=C(NC1CCCN(CC(F)(F)F)C1=O)C=2C=CC3=NN=CN3C2	6.58097	0.58828
5838	Z30932347	NS(=O)(=O)C=1C=CC(=CC1)CNC(=O)C=2C=C(Cl)C=CC2Cl	6.5809	0.60109
5839	Z1215130010	NC(=O)COC=1C=CC=C(C1)NC(=O)N2CCC(CC2)OC=3C=CC(F)=CC3	6.58086	0.46295
5840	Z1542536302	CC=1C=CC=2C=CC=C(C(=O)N3CCN(CC(F)(F)F)C(C)C3)C2N1	6.58082	0.38891
5841	Z225946270	O=C(CCC(=O)N1CCOCC1)NC=2C=CC(=CC2)C3=CN4C=CC=CC4=N3	6.58079	0.492
5842	Z1259179560	CC(C(=O)NC=1C=CC=C(C1)CC(=O)O)N2C=NC3=CC=CC=C32	6.58073	0.55798
5843	Z30456004	CC1=CC(C)=NN1CCCNC(=O)C2CCN(CC2)C(=O)C=3C=CC=CC3C	6.58066	0.41459
5844	Z219398922	CC1=CSC(CNC=2N=C(CN3CCCC3)N=C4SC(C)=C(C)C24)=N1	6.58064	0.76473
5845	Z26752172	CCOC=1C=CC=CC1NC(=O)C2=C(C)ON=C2C=3C=CC=CC3	6.58049	0.66034
5846	Z91088788	O=C(C=1C=CC=C(C1)OC=2C=CC=CC2)N(CC=3C=CC=NC3)C4CC4	6.58028	0.47152
