Rank	LigandID	SMILES	AutoDockAffinity(kcal/mol)	GNINAaffinity(kcal/mol)	CNNscore
13259	Z1507425909	CCC1(CC)CN(C(=O)N[C@H]2CC[C@H](O)CC2)C=3C=CC=CC31	-5.480000	5.659270	0.214820
13260	Z194422104	CCN1N=NN=C1SCC=2N=C(N)C=3C(C)=C(C)SC3N2	-6.160000	5.692970	0.214820
13261	Z996753112	COC=1C=C(C#N)C=CC1OC=2C=CC(=CC2)NC(=O)C3=CN=CC=N3	-4.870000	5.883990	0.214760
13262	Z2215835907	CCC1=NOC(=N1)C=2C=CC(C)=C(C2)NC(=O)N3CCOCC(C3)C4CCC4	-4.260000	5.295710	0.214750
13263	Z1699259400	CC=1C=CC(C#N)=C(N1)N2CCCC(CC3=NN=C4C=CC=CN34)C2	-6.210000	5.957340	0.214710
13264	Z1699261010	FC(F)(F)C=1C=CC(=NC1)N2CCCC(CC3=NN=C4C=CC=CN34)C2	-5.420000	6.162100	0.214700
13265	Z2015858963	COCCC1=NOC(CNC2CCN(CC=3C=CC=CC3)CC2(C)C)=N1	-5.860000	5.699550	0.214700
13266	Z3686371130	C[C@@H]1COC[C@@](CO)(CNC=2N=CN=C3C=NC=CC23)N1C	-4.410000	5.736860	0.214670
13267	Z1622785946	CN1C=C(C=N1)CNC(=O)NC=2C=CC(=CC2)N3N=CC4=CC=CC=C43	-6.290000	6.109950	0.214660
13268	Z165032960	CC=1C=CC(=CC1)OCC(=O)NC=2C=C(C=CC2N3CCCC3)C(N)=O	-5.810000	5.819840	0.214640
13269	Z237581020	C1=NNC=2N=CN=C(NCCC=3C=CC=C4C=CC=NC34)C12	-5.670000	5.598350	0.214640
13270	Z1865943358	O=C(NC=1C=NN(C1)C=2N=CC=CN2)N3CCC(CC3)C=4C=CN=CC4	-5.410000	6.016210	0.214630
13271	Z2233180060	CCC=1C=CC=2OC=C(C(=O)N3CCCC3C=4N=C(N)N(C)N4)C2C1	-5.630000	5.817700	0.214590
13272	Z2470048788	O=C(NCCN1C(=O)CCC1=O)C=2C=CC=3NC=CC3C2	-4.940000	5.281440	0.214510
13273	Z2684567901	N/A	-6.050000	5.950210	0.214500
13274	Z1212377129	CN(C(=O)CN1C(=O)NC=2C=CC=CC21)C3CCCN(C3)C=4C=CC=CC4	-6.580000	5.874660	0.214470
13275	Z2054467506	COC=1C=CC(CNC(=O)[C@@H]2C[C@@H](CN2C)OC)=C(C1)C(F)(F)F	-3.740000	5.256000	0.214370
13276	Z1626221643	CC1=NN(C(C)=C1C2COCCN2CC3(CS(C)(=O)=O)CC3)C=4C=CC=CC4F	-6.020000	6.252400	0.214360
13277	Z2376838078	CC(C)(C)N1C=C(C=N1)C(=O)NC2=CC=C(CC(=O)O)C(F)=C2	-4.790000	5.808140	0.214360
13278	Z13807876	CC1=NNC(C)=C1NC(=O)CSC2=NN=C(C=3C=CC(=CC3)C(C)(C)C)N2CC=4C=CC=CC4	-7.040000	6.616990	0.214350
13279	Z2832190778	NC(CO)C(=O)N1CCN(CC1)C=2C=CC=CC2F	-4.100000	4.995830	0.214310
13280	Z1265558959	CN1C(=O)C=C(C(=O)NC2(CCC2)C=3C=CC=C(C3)C(F)(F)F)C=4C=CC=CC41	-6.210000	6.161170	0.214290
13281	Z1672739450	O=C1C(F)=CN(C(=O)N1CC(O)CCC=2C=CC=CC2)C3CCCO3	-5.090000	5.494630	0.214230
13282	Z177102622	CC=1C=CC(=CC1)NC(=O)N2CCCC(C2)C(=O)NC=3C=CC=CC3	-5.930000	5.485590	0.214220
13283	Z1312828869	O=C(CC1(CCCC1)N2CCOCC2)NC=3C=CC4=CNN=C4C3	-6.100000	5.665620	0.214170
13284	Z1390025783	CC1=NC(CC(C)C)=C(S1)C(=O)N2CCN(CC2)C=3C=CC=CC3C#N	-5.400000	5.919790	0.214160
13285	Z167239404	O=C(NC=1N=CC=CC1O)C=2C=CC(=CC2)NC(=O)C3CC3	-5.510000	5.429720	0.214160
13286	Z2762818036	NC=1C=NNC1C2CCN(C2)C(=O)C=3C=CC=4OCCC4C3	-5.960000	5.928130	0.214140
13287	Z1651130718	CC(C1=CC=CO1)N(CC=2C=CC=CC2)C(=O)CC=3C=CC=4CC(=O)NC4C3	-6.220000	5.806470	0.214100
13288	Z85907972	O=C(O)C1(CCN(CC1)C(=O)C=2C=CC=CC2C(F)(F)F)C=3C=CC=CC3	-5.180000	4.931510	0.214100
13289	Z24161376	O=C1C=2C=CC=CC2N=NN1CSC3=NN=C(C4CC4)N3C=5C=CC=CC5	-6.550000	5.837390	0.214070
13290	Z1410109329	CC(C)CC1CCCCN1C(=O)NC=2C=CC=3CCC(=O)NC3C2	-5.830000	5.955330	0.214060
13291	Z30620323	COC=1C=C(C=CC1OC(C)C)C(=O)N2CCN(CC2)C=3C=CC(F)=CC3	-4.300000	5.095760	0.214060
13292	Z1824246431	CCN1N=CC=C1CCN2CCOC(C2)C3=NC=CS3	-4.920000	5.234880	0.214030
13293	Z2772529430	O=S(=O)(NCC1CCC1)C2=CNN=C2C(F)(F)F	-4.250000	5.377390	0.213970
13294	Z2027629904	O=C(NCC1=CC=CN1)C2COCCN2CC(F)(F)F	-3.260000	5.314690	0.213960
13295	Z31120152	CN1C(=NN=C1C(F)(F)F)SC=2N=CN=C3SC=C(C=4C=CC=CC4)C23	-4.770000	6.120850	0.213950
13296	Z48950924	Cl.CC=1N=C2C=CC(Cl)=CC2=C(C=3C=CC=CC3)C1C(=O)N(C)C	-4.910000	5.728530	0.213950
13297	Z3173040196	COC1CCN(CC1)C(=O)C2=CC=C(C=C2Cl)C(=O)O	-5.260000	5.242040	0.213930
13298	Z1082900906	CCCS(=O)(=O)NC1CCN(C1)C(=O)C=2C=CC(=CC2O)C(C)C	-6.710000	5.655490	0.213890
13299	Z813067700	O=C(CC=1C=CC(Cl)=CC1)N2CCN(CC2)C(=O)NC=3C=CN=CC3	-5.880000	5.720210	0.213890
13300	Z2369959727	O=C1CCC=2C=C(C(F)=CC2N1)S(=O)(=O)N3CCC[C@H]4CNC[C@H]43	-6.940000	5.559910	0.213840
13301	Z26288720	CN1C=NC2=C1C(=O)N(CC(=O)NCC=3C=CC(F)=CC3)C(=O)N2C	-4.920000	5.674000	0.213840
13302	Z968697944	CC1=NNC(C)=C1CNC=2N=CN=C3C=CC=CC23	-5.340000	5.712720	0.213810
13303	Z1783898277	COC=1C=CC(=CC1)OC=2N=CC=CC2NCC3=CNN=C3C	-4.610000	6.003390	0.213760
13304	Z1472866361	CC=1C=C(C(=O)NC2C3CCC4=CC=CC=C4C23)C=5C=NN(C5N1)C(C)C	-5.730000	6.208720	0.213750
13305	Z2832180194	COC1=CC(=CC(OC)=C1C)C(=O)N2CCC=3N=CNC3C42CCC4	-5.060000	5.752560	0.213750
13306	Z2717996348	O=C(C1CCC(=O)N(C1)C=2C=CC=C(F)C2)N3CC=4C=CC(O)=CC4C3	-5.850000	4.508080	0.213740
13307	Z27633068	CC(NC(=O)C1=CC=2C(F)=CC=CC2S1)C=3C=CC=CN3	-5.190000	5.405270	0.213740
13308	Z3346117630	CC=1C=CC=C2C1CCN(CC=3C=CC=C(C3)C(N)=O)C2C(=O)O	-6.800000	5.278430	0.213740
13309	Z1182423490	CCS(=O)(=O)C=1C=CC(=CC1)C(=O)NC2CCN(C2)C=3C=CC=CC3Cl	-6.320000	5.992360	0.213730
13310	Z1480236783	CC(C1=CC=CS1)N(C)C(=O)NC2CCCN(CC(F)(F)F)C2=O	-3.860000	5.631910	0.213700
13311	Z3215926849	O=C(NC=1C=CC(=C(F)C1)C(F)(F)F)N2CCC(C2)C=3C=CON3	-4.860000	5.171290	0.213700
13312	Z2878571486	O=C([C@@H]1C[C@H](O)C1)N2CCC3=CC=C(O)C=C3CC2	-3.820000	3.958680	0.213680
13313	Z735542144	CS(=O)(=O)N1CCCC=2C=C(C=CC21)C3=CSC(=N3)C=4C=CC=C(C4)C(=O)O	-7.700000	6.135560	0.213600
13314	Z56802177	CCN(CC)S(=O)(=O)C=1C=CC(Cl)=C(C1)C(=O)NC=2C=CC=CN2	-5.500000	5.976090	0.213550
13315	Z30599951	CN(C)S(=O)(=O)C1=CC(=CC=C1Cl)NC(=O)C2=CC=C(O2)[N+]([O-])=O	-6.550000	5.840060	0.213520
13316	Z1419727261	CNC(=O)C=1C=C(C)C=CC1NCC2=NN=C(O2)C3=CC=CC=C3C	-6.520000	5.714420	0.213490
13317	Z1445440394	O=C(O)CC1CN(CCO1)C(=O)C=2C=CC(F)=C(C2)COCC3CC3	-5.470000	5.246690	0.213460
13318	Z28182755	COC=1C=CC(Cl)=CC1NC(=O)C2=CC=CN2C	-4.450000	3.621640	0.213460
13319	Z3052277091	CC=1C=C(C=CN1)CNC(=O)C=2C=C3C(=O)NC(C)CN3N2	-5.340000	5.301800	0.213430
13320	Z26466564	CC=1C=CC(=CC1NC(=O)CC2=CN3C=CSC3=N2)S(=O)(=O)N4CCOCC4	-6.320000	6.000340	0.213410
13321	Z2177071229	CC1=CNN=C1CN2CCCC2C(=O)NCC3CCOCC3	-4.750000	5.125230	0.213400
13322	Z2327225269	CCC(CO)N1CCN(CC1)S(=O)(=O)C=2C=CC(=CC2)C(=O)N(C)C=3C=CC=CN3	-5.380000	5.854350	0.213370
13323	Z913543812	Cl.ClC=1C=CC=C(C1)CNCC=2C=CC=NC2N3C=CC=N3	-5.300000	5.738790	0.213370
13324	Z1639296985	CCCN1C=C(C=N1)C(=O)N(C)C2CCCC=3N=C(CC)SC32	-5.710000	5.461180	0.213350
13325	Z1139471805	C=1N=CN(CC2CCCN2CC3=NN=C(CC=4C=CC=CC4)O3)N1	-5.740000	5.904690	0.213340
13326	Z1607436812	CC1=NC=CN1CC2=NOC(=N2)C=3C=CC=CC3Cl	-5.250000	5.399630	0.213320
13327	Z1455761384	Cl.CN1C(=O)CC(C(=O)N2CCNCC2)C1C=3C=CC(=CC3)C(F)(F)F	-4.670000	5.514790	0.213310
13328	Z1449632415	O=C(NCC1=CC=CO1)NC2CN(CC=3C=CC=CC3)CCC2CO	-5.700000	4.705220	0.213220
13329	Z45612769	CC1=C(NS(=O)(=O)C=2C=CC(F)=CC2)C(=O)N(C=3C=CC=CC3)N1C	-5.220000	5.618380	0.213220
13330	Z2381966411	N#CC=1C(F)=CC=CC1N2CCN(CC2)C3(CCOC3)C(N)=O	-4.700000	5.772170	0.213190
13331	Z1139612987	CCC1CN(CC(=O)NC=2C(C)=NNC2C)CCN1CC(C)O	-5.130000	5.206160	0.213180
13332	Z4500949484	CC1=NNC=2N=C(C)C=C(C(=O)N(C)CC3CCCN(C3)C(=O)C4(C)CC4)C12	-6.010000	6.027020	0.213170
13333	Z56805495	CC(NC(=O)COC=1C=CC(=CC1)OC=2C=CC=CC2)C(=O)O	-4.540000	4.747390	0.213160
13334	Z2007961742	O=C(NCC1CCC(F)(F)CC1)N2CCCC2CO	-4.120000	5.293170	0.213110
13335	Z1936468359	CC(NC(=O)C=1C=C(C(=CC1F)N(C)C)[N+]([O-])=O)C=2C=CC=3OCCOC3C2	-5.080000	4.972570	0.213080
13336	Z2732654697	CC1=NOC=2N=C(C)C=C(C(=O)N[C@@H](C)C=3C=NC=CN3)C12	-5.300000	6.058000	0.213040
13337	Z972982464	CC=1C=CC(=CC1C(F)(F)F)S(=O)(=O)NCC2CCC2	-5.170000	5.017580	0.213030
13338	Z2411617960	CC1=CC=C(S1)C(=O)N2CCN(CC3=CN=C(N(C)C)N3C)CC2	-4.920000	5.048290	0.213010
13339	Z1570276793	CC=1C=C(C)C=C(C1)C2=CCN(CC2)C(=O)NC3CCC=4NN=CC4C3	-6.680000	5.914880	0.212980
13340	Z193191744	CC(=O)NC=1C=CC(C2=CSC(=N2)NC(=O)C3CC4=CC=CC=C4C(=O)O3)=C(F)C1	-6.590000	6.000960	0.212940
13341	Z4768344162	CNC(=O)NC(C)C(=O)NCC=1C=CC=C(C1)OC2=CC=CC=C2F	-5.370000	4.762210	0.212930
13342	Z85539279	CC(C)C=1C=C(C(=O)NCC(=O)N(C)C)C(O)=C(C1)C(C)C	-4.830000	4.788620	0.212930
13343	Z1395397101	CC1(C)C(=O)NC=2C=CC(=CC21)S(=O)(=O)NC3=CC=NN3CC4=CC=CC=N4	-6.330000	6.027070	0.212850
13344	Z2275806532	COC(=O)C=1N=CC=CC1S(=O)(=O)NCC=2C(C)=CC(C)=CC2C	-5.390000	4.807070	0.212850
13345	Z2410280011	CC1=NSC(C)=C1C(=O)N2CCC(CC3=NC=CN3)CC2	-5.750000	5.640550	0.212830
13346	Z2910678171	CC=1C=CC(=CC1F)C(C)NC(=O)CN2C=CC(=N2)C(=O)O	-4.620000	5.793990	0.212800
13347	Z1139313274	CC=1N=C2C=CC(=CC2=NC1C)C(=O)N3CCCCC3CN4C=CC=N4	-6.120000	6.145780	0.212780
13348	Z229956990	O=C(NCCC=1C=CC(=CC1)N2C=CC=N2)C=3C=NC=CN3	-5.110000	5.687350	0.212760
13349	Z649187430	O=C(NC=1C=NC=CC1O)C2CCCN(C2)C(=O)C=3C=CC(Cl)=C(Cl)C3	-6.200000	4.982380	0.212740
13350	Z2696433781	CCN1C=NC=C1CN2C[C@@H](CC2C3=NC=CN3)OC	-4.380000	5.733480	0.212720
13351	Z648594324	O=C(CC1C=CCC1)N2CCCC(C2)C3=NN=C4CCCN34	-5.970000	5.651500	0.212660
13352	Z368035214	CC(C)CC(=O)NC1=NC=2C=CC(=CC2S1)S(=O)(=O)N3CCCC3	-7.120000	6.050300	0.212590
13353	Z1173764208	CC=1C=C(NCC2CCC=3C=CC=CC32)N4N=C(N=C4N1)C(F)(F)F	-5.340000	5.753390	0.212530
13354	Z27166167	CC1=NOC(C)=C1C(=O)NC2=NN=C(S2)C3CC3	-5.440000	4.810530	0.212530
13355	Z928661718	CCCN1C(=NC=2C=CC=CC21)NC(=O)C=3C=CC(=CC3)N4CCOCC4	-6.050000	5.863140	0.212420
13356	Z1797606231	CCOC(=O)C1(O)CCN(CC1)C(=O)[C@]23CCC[C@@H]3CN(C2)C(=O)OC(C)(C)C	-5.920000	4.495150	0.212370
13357	Z424815116	COC=1C=CC=C(C1)NC2=NN=C(SCC=3C=C(O)N4N=CC(C#N)=C4N3)S2	-6.240000	5.994700	0.212360
13358	Z1334974094	CC=1C=C(C(=O)NC=2C=CC=CC2CN3CCOCC3)C=4C=NN(C)C4N1	-5.280000	6.179220	0.212300
13359	Z729052954	CC=1C=C(NN1)C(=O)N2CCN(CC2)S(=O)(=O)C=3C(C)=CC(C)=CC3C	-7.280000	4.866190	0.212290
13360	Z1651695524	CCCC1=C(C=NN1C2CCCC2)C(=O)N(C)CCN3C=NN=C3	-5.250000	6.005900	0.212260
13361	Z1265460781	CCC1CN(C(=O)C2=CSC(=N2)C=3C=CC=CC3OC)C=4C=CC=CC4O1	-5.210000	5.723430	0.212230
13362	Z1732286516	CC1=NOC(=C1NC(=O)NC(C)C=2C=CC=NC2)C=3C=CC=CC3	-5.770000	5.948610	0.212190
13363	Z230487278	O=C(NC1CCN(CC1)C(=O)NC=2C=CC=CC2)C=3C=C(F)C=CC3F	-4.970000	5.687100	0.212180
13364	Z1719138071	CSC=1C=CC=C(C)C1NC(=O)NC2CCOC3(CCCC3)C2	-5.890000	6.128550	0.212140
13365	Z2870273785	CC(C)(C)OC(=O)C(C)(CNC(=O)N1CC2CC2C1)C=3C=CC=CC3	-5.830000	5.664040	0.212110
13366	Z56261630	NS(=O)(=O)C=1C=CC(=CC1)CCNC(=O)NC=2C=CC(Cl)=CC2	-7.050000	5.629090	0.212070
13367	Z1822517763	CC=1C=CC(=CC1)CC=2N=NN(CC3=NC(=NO3)C=4C=CC(C)=CC4)N2	-6.840000	5.346740	0.212060
13368	Z2712590170	CN1N=CC=C1C2=CCN(CC2)C(=O)C=3C=NN(C3)C4CC4	-5.150000	5.977330	0.212050
13369	Z2734712445	[O-][N+](=O)C=1C=CC(=CC1)CN2CCCC(CN3CCC(O)C3)C2	-6.420000	5.364780	0.211980
13370	Z1874304374	CS(=O)(=O)C=1C=CC(=CC1Cl)CNC=2N=CN=C(N)C2Cl	-5.620000	5.647420	0.211940
13371	Z19040177	O=C1C=C(CN2N=NC(=N2)C=3C=CC=C(C3)C(F)(F)F)N=C4SC=CN14	-6.370000	5.905580	0.211940
13372	Z1119705234	CC(=O)NC=1C=CC(=CC1)CCNC=2N=CN=C3C=CC=CC23	-5.500000	5.895390	0.211910
13373	Z1756821143	COC=1C=CSC1C(=O)N[C@H]2CCCO[C@@H]2C=3C=CN=CC3	-4.480000	5.802610	0.211880
13374	Z28284464	CC=1C=C(Cl)C=CC1NC(=O)C2COC=3C=CC=CC3O2	-4.550000	4.853700	0.211870
13375	Z27716291	CC1=NC(C2=CC=CS2)=C(CC(=O)N3CCC=4C=CC=CC4C3)S1	-5.840000	5.575520	0.211800
13376	Z2222547122	CN1C=C(C=N1)N2CCN(CC2)C(=O)C3CCC4=CC=CC(O)=C43	-5.420000	5.509470	0.211770
13377	Z54644671	O=C(NC1CCSC=2C=CC=CC21)C=3C=CC(F)=C(C3)S(=O)(=O)N4CCOCC4	-6.470000	6.466620	0.211750
13378	Z1270412527	CCC=1C=CC(=CC1)C(=O)NCC(C)(O)C(=O)O	-5.010000	4.569900	0.211660
13379	Z56793749	O=S(=O)(C=1C=CC=2N=C(COC=3C=CC(Cl)=CC3Cl)NC2C1)N4CCOCC4	-6.560000	5.664400	0.211650
13380	Z2386653686	COCC1(CCCN1C(=O)C2=CN=C(C)N=C2C(C)C)C(=O)O	-4.950000	5.459810	0.211600
13381	Z4344242850	COC=1C=CC(=CC1)C2=NC(=NN2C3CCCC3)C4CCC4	-5.470000	5.275890	0.211580
13382	Z1022464556	CNC(=O)C=1C=C(C=CC1NC(=O)C=2C=CC=3C=CNC3C2)OC	-5.040000	5.077340	0.211500
13383	Z505758882	O=C(NC1CCCCNC1=O)N(CC2=CC=CO2)C3CC3	-2.810000	4.683790	0.211500
13384	Z1033317686	NC(=O)CN1CCCCC1C2=NC(=NO2)C=3C=CC=CC3	-6.270000	5.449150	0.211490
13385	Z2332463885	CCN1CC[C@H]2OCCN(C(=O)C3=CN(N=C3C)C=4C=CC=C(F)C4)[C@H]2C1	-5.970000	4.732700	0.211480
13386	Z1281729370	O=C1C(CCN1C=2C=CC(Cl)=CC2)NC3=NC=CN4C=NN=C34	-5.920000	5.794950	0.211450
13387	Z653341046	CC1=C(OC=2C(F)=CC=CC12)C(=O)NC3=NN=C(N3)C=4C=CC=CN4	-5.500000	6.012910	0.211400
13388	Z1546117188	CC=1C(O)=CC=CC1C(=O)NC=2C=CC=3OCCN(C(=O)C(C)(C)C)C3C2	-5.460000	6.092780	0.211390
13389	Z31791947	CC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)C(=O)NC3=CC=CN=C3	-6.600000	5.760860	0.211390
13390	Z279552712	O=C(COC=1C=CC=C(F)C1)N2CCCC(C2)C3=NN=C4C=CC=CN34	-5.530000	6.023200	0.211280
13391	Z223826946	O=S(=O)(NCC(C1=CNC=2C=CC=CC12)C=3C=CC=CC3)N4CCCCCC4	-4.800000	5.152490	0.211270
13392	Z317183604	O=C1CNC(=O)N1CCN2CCN(CC2)C=3C=CC=C(C3)C(F)(F)F	-5.390000	5.120490	0.211240
13393	Z32824276	CC(CNC(=O)C=1C=CC=C(C1)NS(C)(=O)=O)C=2C=CC=CC2	-6.360000	4.847260	0.211210
13394	Z1969816026	O=C(NCC(CO)C1CCOC1)NC=2C=CC=C(C2Cl)C(F)F	-4.960000	5.597670	0.211160
13395	Z2590172917	N/A	-6.090000	5.537610	0.211160
13396	Z1219221153	CCC=1C=C(NC(=O)N2CCN(CC2)C=3N=CC=CN3)N(C)N1	-4.630000	5.677520	0.211130
13397	Z1315375742	CC=1N=C(OC1C(=O)N2CCCN(C)C=3C=CC(F)=CC32)C=4C=CC=CC4	-3.660000	4.887980	0.211090
13398	Z99481495	O=C(CC1=CN2C=CSC2=N1)NC3=NC(=CS3)C4=CC=CN4	-5.280000	5.991680	0.211090
13399	Z1015107474	CN1N=CC(NCC=2C=CC=C(C2)COC(C)(C)C)=C(Cl)C1=O	-5.160000	5.505380	0.211030
13400	Z990900270	O=C1NC(=NC=2C=CC=CC12)NCC=3C=CC=CC3CO	-5.810000	5.302390	0.211000
13401	Z118337694	COC=1C=CC=C(C1)NC(=O)C2CCN(CC2)C(=O)C3=CC=CC4=CC=CC=C34	-6.260000	6.043330	0.210990
13402	Z1893080350	COC=1C=C(C=CC1NC(=O)CC=2C=CC(F)=CC2)SC	-4.510000	5.621680	0.210950
13403	Z2019642339	COC=1C=CC=C(CNC(=O)N2CCC[C@H](CN3CCOCC3)C2)N1	-5.880000	5.897830	0.210940
13404	Z2437268902	CC=1C=CC=C(C1C(=O)O)S(=O)(=O)NC(C)(C)C2=NC=CS2	-5.400000	5.083140	0.210910
13405	Z773648546	CCOC=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)C3=NC=CN3C	-5.150000	5.909060	0.210900
13406	Z1447272592	CC(C)C1=NN=C2CN(CC3=CC=CC=C3C(C)(C)C#N)CCN12	-5.210000	5.614670	0.210880
13407	Z1870232988	O=C(O)C1=CSC(=C1)NC(=O)CS(=O)(=O)C2CCCC2	-5.740000	4.824100	0.210800
13408	Z1274898902	CC1=C(C=NN1C=2C=CC=CC2C)C(=O)NCC=3C=CC=C(C3)OCC(N)=O	-6.270000	5.855120	0.210780
13409	Z56802263	CCN(CC)S(=O)(=O)C=1C=CC=C(C1)C(=O)NC2=NC3=CC=4OCCOC4C=C3S2	-5.870000	6.575800	0.210770
13410	Z53207164	COC=1C=CC(=CC1)C2C=C(NC3=NN=NN32)C=4C=CC=CC4	-5.910000	5.443520	0.210760
13411	Z398982948	O=C(O)C1(CCCCCC1)NC(=O)CCOCC(F)(F)F	-2.850000	2.913100	0.210750
13412	Z4025803892	COC=1C=C(C=CC1Cl)C(=O)NC(C)C2=NOC(O)=N2	-4.950000	5.251220	0.210740
13413	Z25755491	OCC1=NC=2C=CC=CC2N1CC3=NN=C(O3)C=4C=CC=CC4Br	-5.680000	5.964580	0.210730
13414	Z1454616928	COC=1C=CC=C(C1)CNC=2C=CC(=CN2)N3CCC(CO)CC3	-5.500000	5.539160	0.210700
13415	Z3216018605	CCN1C=NN=C1SCC2(C)COC3=CSC=C3OC2	-2.660000	3.125790	0.210700
13416	Z87687433	O=C1C=2C=C(Cl)C=C(Cl)C2N=CN1CC=3C=CC=C(F)C3	-4.840000	5.915000	0.210700
13417	Z2295033779	O=C(NCC1(CCC1)C2CCC2)N3CC(=O)N(CC(F)(F)F)C3	-4.130000	5.471270	0.210680
13418	Z1958788098	CCC1CN(CC2(CCOC2)O1)C=3N=CN=C4NC=CC34	-4.640000	5.610320	0.210660
13419	Z1277937008	CC1(C)CCN(C1)C(=O)NC=2C=CC(=CC2)OCC3CCOCC3	-5.490000	5.049250	0.210640
13420	Z30676484	CCCN1C(=O)NC(=O)C(=C1N)N(CCOC)C(C)=O	-3.790000	4.952030	0.210620
13421	Z2732655384	COC1(CCOC1)C(=O)NC2=NC(=CN2)C=3C=CC(=CC3)[N+]([O-])=O	-5.480000	4.956570	0.210590
13422	Z2966221009	O=C(CCC=1C=CC(=O)NC1)N2CCOCC2CC3CCOCC3	-5.740000	5.294400	0.210570
13423	Z750847706	CC(=O)N1CCCN(CC1)C(=O)NC(CC(C)C)C2=CC=CS2	-3.090000	5.777470	0.210560
13424	Z2122225385	CC(C(=O)NC1=NC=2C=CC=NC2N1C)C=3C(Cl)=CC=CC3Cl	-4.830000	6.324900	0.210550
13425	Z2016821081	CCC=1C=CC(=CC1F)NC(=O)N2CC(=O)N(CCOC)C2	-4.250000	5.467850	0.210430
13426	Z423020254	O=C(NC1CCN2CCCCC12)C3CC=CCC3	-5.430000	4.463290	0.210420
13427	Z2053834340	CN1C(=O)C[C@@H](CNC=2C=CN=C3C=CC=CC23)[C@@H]1C=4C=CN=CC4	-5.430000	5.914400	0.210410
13428	Z1536634716	COC1=CC(Cl)=C(C=C1S(=O)(=O)N2C=CN=C2C)OC	-4.570000	5.339440	0.210370
13429	Z1266656207	CCCS(=O)(=O)NC=1C=CC=C(C1)C(=O)N2CCCC3(CCOCC3)C2	-6.270000	6.047000	0.210220
13430	Z2242919523	CC1=CC(C)=NN1CC=2C=CC=C(C2)CNC(=O)C3CNCCO3	-6.140000	5.128640	0.210130
13431	Z1986862531	CCOC=1C(Cl)=CC(=CC1OC)CN2CCC[C@H]3C(=O)NC[C@H]32	-5.010000	4.971970	0.210100
13432	Z237513150	CCN1C(=NC=2C=CC=CC21)NC(=O)C(C)NS(=O)(=O)C=3C=CC(C)=CC3	-6.170000	6.269780	0.210100
13433	Z2272277180	CC=1C=CC=2NC(=NC2C1)C3CCCN(C3)C=4C=CC5=NN=CN5N4	-6.120000	6.017280	0.210050
13434	Z1127171973	O=C1C=C(CN2CCC(CC2)C3=NC=4C=CC=CC4O3)NC5=CC=NN15	-6.510000	6.591600	0.210000
13435	Z52326129	CCN(CC1=CC=C(Cl)S1)C(=O)CN2C(=O)NC3(CCCC3)C2=O	-5.370000	4.665290	0.209980
13436	Z2209881011	NC1CCC(N(C1)C(=O)CC2=CC=CC=C2F)C(F)(F)F	-4.480000	5.114780	0.209960
13437	Z785974704	CC1(C)COCCN1C(=O)C=2C=C(ON2)C=3C=CC=CC3	-5.650000	3.557000	0.209890
13438	Z381156768	CC=1C=CC(C(=O)NC=2C=CC=C(C2)NC(=O)C(C)N3C=CC=N3)=C(C)C1	-6.300000	6.332340	0.209840
13439	Z739978248	Cl.COC(=O)CN1C=C(C=N1)NC(=O)C=2C=CC=C(C2)N3CCCC3=O	-5.860000	4.857880	0.209840
13440	Z1559193112	CC1(CCCN(C1)C(=O)C2(CC2)NC(N)=O)C=3C=CC=CC3	-6.380000	5.651400	0.209820
13441	Z279529670	C=CCNS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCC=3SC=CC3C2C=4C=CC=CC4	-6.790000	6.028540	0.209820
13442	Z1738773079	CC=1C=CC(=C(F)C1)S(=O)(=O)NCCC=2C=CC=CC2C(=O)O	-5.850000	5.192130	0.209780
13443	Z1758699960	CCOC=1C=C(N=CN1)NC[C@@H]2C[C@H](F)CN2C=3C=CC=NN3	-4.490000	5.927760	0.209760
13444	Z19755648	N#CC=1C=CC=CC1NC(=O)COC=2C=CC=C(F)C2	-4.470000	4.963900	0.209760
13445	Z1787841076	CC=1C=C(NN1)N2CCC(CC2)NC(=O)C3=CSC(=N3)C=4C=NN(C)C4	-6.220000	5.261410	0.209720
13446	Z1095032096	O=C(NCC=1C=CC(=CC1)C2=NC=3C=CC=CC3N2)C4CCCO4	-6.620000	5.979590	0.209710
13447	Z1544605145	CC=1N=C2C(C=NN2C(C)C)=CC1C(=O)NCCCC3=NN=C4CCCCN34	-6.780000	5.072320	0.209700
13448	Z220404720	COC=1C=CC=CC1CNC=2N=CN=C3C2C=NN3C=4C=CC=CC4	-5.030000	5.774540	0.209700
13449	Z1843796914	COC=1C=CC=CC1C2=CSC(=N2)C3CCN(CC3)C(=O)C=4C=CN=CN4	-5.460000	6.385150	0.209690
13450	Z2960110034	CN1C(=O)CC[C@@H]1C(=O)N2CC(C)(C)C2C3CCN(CC=4C=CC=CC4)CC3	-6.300000	6.154940	0.209680
13451	Z118608592	CN(C=1C=CC(=CC1)C2=CSC(CC=3C=CC=CC3)=N2)S(C)(=O)=O	-6.240000	5.452750	0.209670
13452	Z1828975886	COC=1C=CC(=CC1)C2C(CNC(=O)C3(CC3)SC)CCCN2C	-4.890000	5.777820	0.209670
