Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)
1	Z242978966	CC=1C=CC=C(C1)NS(=O)(=O)C=2C=CC(Cl)=C(C2)C(=O)NC3=NN=C(S3)C4CC4	     -8.52
2	Z4602250794	CC=1C=CC=CC1NS(=O)(=O)C=2C=CC(C)=C(C2)C(=O)NC3=CN=C4NC=CC4=C3	     -8.50
3	Z908975172	CN1C(=NC=2C=CC=CC21)C3CCCN3C(=O)C=4C=CC(=CC4)S(=O)(=O)NC5CC5	     -8.40
4	Z229737588	O=C(CCC1CC=2C=CC=CC2NC1=O)NC3=NC(=CS3)C=4C=CC=5OCCC5C4	     -8.27
5	Z146940262	CC(NS(=O)(=O)C=1C=CC=C(C1)C(=O)N(C)CC=2C=NN(C2)CC=3C=CC=CC3)C=4C=CC=CC4	     -8.16
6	Z88609716	CC(=O)NCCCC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)CC=3C(C)=NOC3C	     -8.15
7	Z2496599416	CC1=C(C(=O)NC=2C=CC=C(C2)C3=NC(=NN3)C4CC4)C(C)N5N=NN=C5N1C	     -8.15
8	Z151884320	CC1=CC(C)=CC(=C1)CN2C(=O)NC(C)(C2=O)C=3C=CC=C(C3)N4C=NN=N4	     -8.10
9	Z5211394606	O=C(O)C(F)(F)F.CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C3=NOC(CCC4CCCNC4)=N3	     -8.09
10	Z408831864	CC(C)C1=CC=C2C=C(NC2=C1)C(=O)NCCC(=O)NC3CCS(=O)(=O)C3	     -8.05
11	Z217633954	C#CCNS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCCC2C3=NC4=CC=CC=C4N3	     -8.04
12	Z1230899844	CC1=NOC(C)=C1C(C)C(=O)NC=2C=C(NN2)C3CC4CCC3C4	     -8.03
13	Z1684580887	CC1(NC(=O)NC1=O)C=2C=CC=C(C2)C3=NOC(=N3)C4CCC5=C(Cl)C=CC=C54	     -8.01
14	Z106767826	CC(NC(=O)CN1N=NC(=N1)C=2C=CC(=CC2)C(N)=O)C3=CC=CC=4C=CC=CC34	     -8.01
15	Z223599722	O=C(CCC1=NC=C(O1)C=2C=CC=CC2Cl)NC=3C=CC(=CC3)N4C=NN=N4	     -7.96
16	Z2146719310	CC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)NCC3=CN(N=N3)C(C)C	     -7.94
17	Z46274362	O=S(=O)(C=1C=CC=C(Cl)C1)N2CCN(CC3=NN=C(O3)C=4C=CC(F)=CC4)CC2	     -7.92
18	Z28854148	O=C(NOCC=1C=CC=CC1)C=2C=CC(Cl)=C(C2)S(=O)(=O)N3CCC=4C=CC=CC43	     -7.89
19	Z1838753150	O=C1NC=2C=CC(=C3C=CC=C1C23)S(=O)(=O)N4CC5(CCC5)C6=CC=CC=C64	     -7.86
20	Z3499566890	CC1=NNC=2CCC(CC12)C3=NC(=NO3)C=4C=CC=C(C4)CN5C=CN=C5	     -7.86
21	Z1740479460	CC1CN(CC=2C=CC=C(C2)CNC(=O)CC3=NNC=4CCCCC34)CCO1	     -7.84
22	Z1756089645	CN1C=C(C(=O)NC=2C=CC=3NC(=NC3C2)C4CCCCC4)C(=N1)C5CCOC5	     -7.83
23	Z32060457	[O-][N+](=O)C=1C=CC=C(C1)C(=O)NC=2C=C(C=CC2Cl)S(=O)(=O)NC=3C=CC=C(Cl)C3	     -7.80
24	Z395889792	O=C(CN1C=2C=CC=C3C=CC=C(C23)S1(=O)=O)NC4=CC=CC(=C4)C5=CC=NN5	     -7.80
25	Z95871346	O=C(C=1C=CC=C(C1)CN2C(=O)C=3C=CC=CC3C2=O)N4CCC(CC4)C5=NN=C6C=CC=CN56	     -7.79
26	Z1170012030	CCC=1C=CC(=CC1S(=O)(=O)N2CCOCC2)C3=NC(=NO3)C4CCCC4	     -7.76
27	Z425005474	NC(=O)C=1C=CN(N1)C=2C=CC=C(C2)NS(=O)(=O)C=3C=CC(=CC3)C4CCCCC4	     -7.76
28	Z225058138	CC(C)C1=NOC=2N=CC(=CC12)C(=O)NC(C)C=3C=CC=C(C3)S(N)(=O)=O	     -7.75
29	Z3576215092	C[C@@H]1CC=2C(=NNC2[C@H](C)O1)C(=O)N3CCC(CC4=NC(=NO4)C5CCC5)CC3 |&1:1,8,r|	     -7.75
30	Z31807864	O=C(NC=1C=CC=C(C1)S(=O)(=O)NC=2C=CC(Cl)=CC2)C3=NNC=4C=CC=CC34	     -7.74
31	Z1172514450	CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34	     -7.72
32	Z735542144	CS(=O)(=O)N1CCCC=2C=C(C=CC21)C3=CSC(=N3)C=4C=CC=C(C4)C(=O)O	     -7.70
33	Z70926219	O=C(CC=1C=CC=C2C=CC=CC12)NC3=NC(=CS3)C=4C=CC=5NC(=O)CC5C4	     -7.70
34	Z2762137975	C=1C=CC=2C(CN3C[C@H](C4=NC(=NN4)C5CC5)[C@H](C3)C6CC6)=NNC2C1	     -7.69
35	Z229669328	O=C(NC=1C=CC=C(C1)C2=NN=NN2C3CC3)C4=CC=5CCCCC5S4	     -7.69
36	Z32644785	[O-][N+](=O)C=1C=CC=C(C1)C(=O)NC=2C=C(C=CC2Cl)S(=O)(=O)NC=3C=CC=CC3F	     -7.69
37	Z2193996857	CCC1(NC(=O)N(C1=O)C=2N=NN(CC3=NOC(C)=N3)C2C)C=4C=CC=CC4	     -7.69
38	Z28739794	CC=1NC=2C=CC=CC2C1C3=CSC(=N3)NC(=O)C=4C=CC(=CC4)S(C)(=O)=O	     -7.68
39	Z1757878354	O=C(NC1CC1)C2=NOC(=N2)C3CCCN3CC=4C=CC=C(C4)C=5C=CC=NC5	     -7.67
40	Z1369849002	CC(NC(=O)NC=1C=CC(=CC1)C=2C=CNN2)C3=NC(=NO3)C4CCCC4	     -7.67
41	Z17793161	CC=1C=CC(=CC1[N+]([O-])=O)NC(=O)CN2N=NC(=N2)C=3C=CC(Cl)=CC3	     -7.67
42	Z2834874765	CN(CC1=NN=C(O1)C=2C=CC=C3C=CC=CC23)CC4CCOCC4	     -7.66
43	Z1767701296	O=C(OC=1C=CC=2CCC(=O)NC2C1)C=3NN=C4CCCCC34	     -7.66
44	Z279557754	O=C(C1=CC(=NN1)C=2C=CC(Cl)=CC2)N3CCCC(C3)C4=NN=C5C=CC=CN45	     -7.66
45	Z90307849	O=S(=O)(C=1C=CC(=CC1)C2=NN=C(O2)C=3C=CC(Cl)=CC3)N4CCCC4	     -7.63
46	Z134660972	CC1(NC(=O)N(CC=2C=CC=CC2C#N)C1=O)C=3C=CC=C(C3)N4C=NN=N4	     -7.63
47	Z1307184081	CS(=O)(=O)C1CCC(CC1)NC(=O)N2CCCC(C2)N3CCCCC3=O	     -7.63
48	Z2879222970	CC1CCCC=2C=C(C3=NOC(=N3)C4CC(=O)N(C4)C5CC5)C(=O)NC21	     -7.63
49	Z2446648502	CC=1C=C(C=C(C1C)S(N)(=O)=O)C(=O)NCC(N)C=2C=CC(=CC2)C(C)C	     -7.63
50	Z1888779967	O=S(=O)(NC1(CCCC1)C2=NOC(=N2)C3CC3)C=4C=NC5=CC=CC=C5C4	     -7.62
51	Z2335248704	CC(C)C1N(CC21CCOCC2)C(=O)C=3C=C(NN3)C=4C=CC=CC4	     -7.62
52	Z228274936	[O-][N+](=O)C=1C=C(C=CC1Cl)C(=O)NCC=2C=CC=CC2S(=O)(=O)N3CCCCC3	     -7.62
53	Z2370118283	C1=NC=2C=CC=CC2N1CCC3=NOC(=N3)C4CN(C4)C5CCCCC5	     -7.62
54	Z1833450401	CC1(C)C(=O)NC=2C=CC(=CC21)S(=O)(=O)NC3=CN(CC=4C=CC=CC4)N=N3	     -7.60
55	Z1828743296	CC=1C=CC(=CC1)CC(CO)CNC(=O)NC=2C=C(C=CC2C)N3C=NN=N3	     -7.58
56	Z2970678218	CC1CC2(CC(C2)NC(=O)NCC3=CC=4CCCC4NC3=O)CO1	     -7.57
57	Z1568266685	COC=1C=CC=C(C1)CN(CC=2C=CC=3C=NNC3C2)C4CCC(O)CC4	     -7.57
58	Z2976155759	CN1CCC=2N=CN=C(C2C1)N3CC(C3)C4=NC(=NO4)C=5C=CC=CC5	     -7.57
59	Z1718774758	CC=1C=C(C)N(CC=2C=CC=C(C2)C3=NOC(=N3)C4=CC=C(C(F)=C4)S(N)(=O)=O)N1	     -7.57
60	Z220541316	O=C(C=1C=CC=2C=CC=CC2N1)N3CCCC(C3)C4=NC5=CC=CC=C5N4	     -7.57
61	Z3325175579	CC=1C=CC=C2N=C(N[C@@H]3CCN(C3)C(=O)C=4NN=C5CCC(C)CC45)OC12	     -7.56
62	Z998546136	CC(C)C(=O)NC=1C=CC=C(C1)NC(=O)C=2C=CC=C(C2)CN3CCS(=O)(=O)CC3	     -7.56
63	Z109986350	CCN1N=NC=2C=C(C=CC21)C(=O)NC3=NC(=CS3)C4=CC(C)=CC=C4OC	     -7.56
64	Z1980544744	CC=1C=CC=C(C1NC(=O)NCC2=NOC(=N2)C3=CC=CC(Br)=C3)C(C)C	     -7.56
65	Z51621947	O=C(CN1N=NC(=N1)C2=CC=CC(F)=C2)NC(=O)NCCC3=CCCCC3	     -7.55
66	Z1280745057	O=C(C1CC21CCCC=3C=CC=CC32)N4CCC(CC4)C5C(=O)NC=6C=CC=CC65	     -7.55
67	Z109225630	CC=1C=CC(=CC1)C=2N=NN(CC(=O)NC=3C=CC=C4N=CC=CC34)N2	     -7.52
68	Z168504924	O=C(C=1C=CC=2NC(=O)CCC2C1)N3CCCC3C4=NN=C5C=CC=CN45	     -7.52
69	Z28081563	O=C(NC=1C=CC=C(C1)C2=NN=NN2)C3=CC=4CCCC4S3	     -7.52
70	Z301285838	O=C(C1=CC=2C=C(F)C=CC2N1)N3CCN(CC4=CSC(=N4)C=5C=CC=CC5)CC3	     -7.52
71	Z940667208	NS(=O)(=O)C=1C=CC=C(C1)NC(=O)N2CCC(CC2)C3=CC=CC4=CC=CC=C34	     -7.52
72	Z33212892	[O-][N+](=O)C1=CC=C(S1)C(=O)NC=2C=CC=C(C2)S(=O)(=O)NC=3C=CC(Br)=CC3	     -7.52
73	Z2624367686	O=C(NCC1CCN(C1)C=2C=CC=CC2Cl)NC=3C=CC=C4C(=O)NCCC34	     -7.50
74	Z52732908	O=C1C=C(CN2CCN(CC2)S(=O)(=O)C=3C=CC=4CCCC4C3)N=C5SC=CN15	     -7.50
75	Z27362868	CC1CCC=2C(C(N)=O)=C(NC(=O)C=3C=CC(=CC3)S(=O)(=O)N4CCCC4)SC2C1	     -7.50
76	Z872274900	CC1=CC=NN1C=2C=CC=C(C2)NC(=O)CC3=CSC(=N3)NC(=O)C=4C=COC4C	     -7.50
77	Z18610122	CCN(CC)S(=O)(=O)C=1C=CC=C(C1)C2=NN=C(O2)SC(C)C=3C=CC(F)=CC3	     -7.50
78	Z2054506919	CC=1C=CC=2C=C(NC2C1)C(=O)N3CCN(C)C(C3)C4=NC(=NO4)C5CC5	     -7.49
79	Z227898174	CC(=O)N1CCC=2C=C(C=CC21)S(=O)(=O)NC=3C=CC=C(C3)C4=NN=NN4C	     -7.49
80	Z69165037	CC(=O)N1CCCC1C(=O)NC2=NC(=CS2)C=3C=CC(=CC3)C=4C=CC=CC4	     -7.48
81	Z819968066	CC1=NN=NN1C=2C=CC=C(C2)NC(=O)NCC3CCN(C3)C=4C=CC(F)=CC4	     -7.48
82	Z223673876	CC1=NN(CC=2C=CC=CC2)C(C)=C1CNC(=O)CCC3CC4=CC=CC=C4NC3=O	     -7.47
83	Z44591527	O=C(NC=1C=CC=C(C1)S(=O)(=O)NCC2=CC=CO2)NC3=CC=CC=C3Cl	     -7.47
84	Z22288260	O=C(COC=1N=CN=C2C=CC(Br)=CC12)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4	     -7.47
85	Z2978663020	O=C(NC1CC2CCCC12)N3CC(C3)N4CCOC(C4)C5=NC(=NO5)C6CC6	     -7.47
86	Z29266584	CN(C)S(=O)(=O)C=1C=CC(=CC1)NC(=O)C2CCCN(C2)C(=O)C=3C=CC(Cl)=CC3	     -7.47
87	Z100471390	O=C(CCC1=NC(=NO1)C=2C=CC(Cl)=CC2)NC=3C=CC=4OCOC4C3	     -7.47
88	Z4484838033	CN(C(=O)C1C2C1C3C=CC2C4C(=O)N(CC=5C=CC=CC5)C(=O)C43)[C@@H]6C[C@H](C6)C=7C=CC=CC7	     -7.47
89	Z4444470570	CC(C)CNS(=O)(=O)C=1C=CC(Br)=C(C1)C(=O)NC=2C=CC=3CCNC(=O)C3C2	     -7.46
90	Z227923538	COC=1C=CC=2C=C(C=CC2C1)CNS(=O)(=O)C=3C=CC=4NC(=O)CCC4C3	     -7.45
91	Z73431024	NC(=O)C1CC=2C=CC=CC2CN1C(=O)C=3C=CC=C(C3)OC=4C=CC=CC4	     -7.45
92	Z2000959066	CC1(C)CC=2C=CC=C(C2O1)S(=O)(=O)N3CCC(CN4C=CN=N4)CC3	     -7.45
93	Z1102037357	COC=1C=CC(=C(C)C1)S(=O)(=O)NC=2C=CC(=CC2)C3=NN=NN3	     -7.44
94	Z91052138	CN(CC1=NC=2C=CC=CC2S1)C(=O)C=3C=CC=C(C3)N4C=NN=N4	     -7.44
95	Z2798534054	O[C@H]1C[C@H](C1)C2=NC(=NO2)C=3C=CC(=CC3)N4CCCCC4	     -7.43
96	Z1882684914	CN1N=CC=C1CC(=O)N2C[C@H]3CCC[C@]3(C2)C4=NC(=NO4)C=5C=CC=CC5	     -7.43
97	Z130195112	O=C(CN1CCC(CC1)N2C(=O)NC=3C=CC=CC32)NC4CCN(CC=5C=CC=CC5)CC4	     -7.43
98	Z1442382689	CC=1C=CC=C(C1)OC=2C=CC(=CC2)NC(=O)C(=O)NC3CCC=4NN=CC4C3	     -7.43
99	Z873196964	CC1CCC(CN1S(=O)(=O)C=2C=NN(C2)C=3C=CC=CC3)C(N)=O	     -7.43
100	Z413362552	CC=1C=CC(C)=C(C1)C(C)NC(=O)NC=2C=CC(C)=C(C2)N3C=NN=N3	     -7.43
101	Z1410242594	O=C(NCC1(O)CCCC1)NC=2C=CC=3N=C(CC=4C=CC=CC4)OC3C2	     -7.43
102	Z2356134667	CC(C)C=1SC=NC1NC(=O)NCC2(N)C3CC4CC(C3)CC2C4	     -7.42
103	Z15779847	NS(=O)(=O)C=1C=CC(=CC1)NC(=O)CSC2=NN=C(C=3C=CC=CC3F)N2CC=4C=CC=CC4	     -7.42
104	Z165074566	O=C(NCC=1C=CC(=CC1)CN2C=CC=N2)C=3C=CC4=C(C3)NC(=O)C5CCCN45	     -7.41
105	Z3370824384	O=C(C1CCC2(CCC2)CC1)N3CCC(C3)S(=O)(=O)C=4C=CC=CC4	     -7.41
106	Z19508891	CC(C)CSC1=NN=C(O1)C2=CC=CC(=C2)S(=O)(=O)N3CCCCC3	     -7.41
107	Z1653481909	O=C1CCC(CN1)NCC2=CN(N=N2)C=3C=CC(Cl)=C(Cl)C3	     -7.41
108	Z3347262919	O=C1NCC=2C=CC(=CC2N1)C=3C=CC=C(C3)COC4CCOC4	     -7.40
109	Z1827958094	N#CC=1C=CC=C(C1)CN2C(=O)CCC2C(=O)N3CCC4=CC=CC=C43	     -7.40
110	Z1764481356	CC=1C=CC(F)=C(C1)C=2C=C(NS(=O)(=O)C=3C=CC=4NC(=O)CC4C3)NN2	     -7.40
111	Z224766968	NS(=O)(=O)C=1C=CC2=C(C1)CCN2CC3=NC(=NO3)C=4C=CC=C(C4)C(F)(F)F	     -7.40
112	Z4607589802	CS(=O)(=O)C=1C=C(C=CC1F)NC(=O)N2CCC(CC2)C3=CC=CC=4C=CC=CC34	     -7.40
113	Z321210796	O=C(NC=1C=CC=C(C1)S(=O)(=O)NC=2C=CC=CC2Cl)C=3C=C(NN3)C4CC4	     -7.40
114	Z316628726	O=C(NCC1CCCC=2C=CC=CC21)C=3C=CC=C(C3)S(=O)(=O)N4CCNC(=O)C4	     -7.40
115	Z16325435	CC1=CC(=NO1)NC(=O)CN2C(=O)NC(CC=3C=CC=CC3)(C2=O)C=4C=CC=CC4	     -7.39
116	Z990955624	O=C1NC=2C=CC=CC2N=C1CN3N=NC(=N3)C4=CC=CC(Cl)=C4	     -7.39
117	Z2302634458	O=C([C@H]1C[C@@H]2CC[C@H]1O2)N3C[C@@H]4CCCN(C(=O)[C@H]5C[C@@H]6CC[C@H]5O6)[C@@H]4C3 |&1:2,4,7,&2:18,20,23,r|	     -7.38
118	Z1449255800	O=C(CCC1=NC(=NO1)C=2C=CN=CC2)NC3CCOC4(CCCC4)C3	     -7.38
119	Z815970964	CC(=O)NC1CCCN(C1)C(=O)CN2C(=NC=3C=CC=CC32)C4=CC=CC(Cl)=C4Cl	     -7.38
120	Z19040944	[O-][N+](=O)C=1C=CC(F)=C(C1)NC(=O)CN2N=NC(=N2)C=3C=CC=C(C3)C(F)(F)F	     -7.38
121	Z2171993627	CN1N=NC=2CCC(CC21)C3=NC(=NO3)C=4C=CC(=CC4)OC5CCOCC5	     -7.37
122	Z1836231512	CC=1C=CC(C#N)=CC1S(=O)(=O)NC=2C=CC=C(C2)S(=O)(=O)N3CCC(CO)CC3	     -7.37
123	Z1264451858	CC1=NNC(=N1)C=2C=CC(=CC2)NC(=O)CC=3C=CC=C(C3)[N+]([O-])=O	     -7.37
124	Z1839501169	CC=1C=CC(=CC1NC(=O)NCC(C)(CO)CC=2C=CC=CC2)N3C=NN=N3	     -7.36
125	Z2435916904	O=C(NC=1C=CC=C(C1)COCC2CC2)C3=CN(N=N3)C4CCNCC4	     -7.36
126	Z228071852	O=C(C1CC(=O)NC=2C=CC=CC21)N3CCN(CC3)S(=O)(=O)C4=CC=CC(Br)=C4	     -7.36
127	Z1891006911	CC1=CC(=CC(C)=C1Br)C2=NOC(=N2)C3CCC=4NN=CC4C3	     -7.36
128	Z738391362	CCN(CC=1C=CC=CC1)C(=O)C=2C=C(C=CC2Cl)NS(=O)(=O)C=3C=CC=4NC(=O)CC4C3	     -7.36
129	Z1022557894	O=C(CC1=NOC=2C=CC=CC12)N3CCC(CC3)C4=NC(=NO4)C=5C=CC=CN5	     -7.35
130	Z3214793160	CC=1OC(=NC1CCNC2[C@H]3CCO[C@H]3C2(C)C)C=4C=CC=CC4 |&1:10,14,r|	     -7.35
131	Z1543184239	COC=1C=CC=C2C1CCC2NC(=O)N3CCC4(CCN(CC=5C=CC=CC5)C4)CC3	     -7.35
132	Z2976155729	C=1C=CC(=CC1)C2=NOC(=N2)C3CN(C3)C=4N=CN=C5CCCC45	     -7.35
133	Z2387694099	CO[C@H]1C[C@H]2CC(C[C@H]2C1)NCC3=NNC(=N3)C(C)(C)C	     -7.35
134	Z50984521	CC=1C=CC=CC1C=2N=NN(CC=3C=CC(=CC3)C(=O)NC=4C=CC=CC4)N2	     -7.35
135	Z70911079	CC1=NC=2C=C(C=CC2O1)NC(=O)CN(C)S(=O)(=O)C=3C=CC4=CC=CC=C4C3	     -7.35
136	Z192467678	CNS(=O)(=O)CC=1C=CC=CC1CNC(=O)C=2C=C(NN2)C=3C=CC=CC3	     -7.34
137	Z104715634	CC(C(=O)N1CC(=O)NC=2C=CC=CC21)N3CCC(CC=4C=CC=CC4)CC3	     -7.34
138	Z65041805	O=S(=O)(C=1C=CC(Br)=CC1)N2CCN(CC3=NC=4C=CC=CC4O3)CC2	     -7.34
139	Z28051323	O=C(CCC1=NC=2C=CC=CC2C(=O)N1)NC=3C=CC=C(C3)N4C=NN=N4	     -7.34
140	Z980258414	CCN1C(=O)NC=2C=C(C=CC2C1=O)C(=O)NC=3C=CN(CCC=4C=CN=CC4)N3	     -7.33
141	Z143031810	O=C(NC1CCN(CC=2C=CC=CC2)C1)C=3C=CC(=CC3)CN4N=NC=5C=CC=CC54	     -7.33
142	Z397770982	CC(NC=1C=CC2=NN=NN2N1)C(C=3C=CC=CC3)C=4C=CC=CC4	     -7.32
143	Z3727448997	CNC(=O)NC=1C=CC(=CC1)C(=O)N(C2CC2)C3CC(C3)C=4C=CC=CC4C	     -7.32
144	Z2370136941	CN1CCN(CC1)C(=O)C=2C=CC(=CC2)C3=NOC(=N3)[C@H]4C[C@@H]5CC[C@H]4O5 |&1:20,22,25,r|	     -7.32
145	Z28888041	O=C(CCC1=NC=2C=CC=CC2C(=O)N1)NC3=NC(=CS3)C=4C=CC=5CCCC5C4	     -7.32
146	Z62662145	O=C(NC=1C=CC=C(Cl)C1)C=2C=CC=C(C2)S(=O)(=O)NCC3=CC=CS3	     -7.31
147	Z2964324157	NC(=O)[C@@]12CCC[C@H]2CN(C1)C(=O)C=3C=C(NN3)C=4C=CC(F)=CC4 |&1:3,7,r|	     -7.31
148	Z408215536	O=C(C1CCCCC1)N2CCC(CC2)NS(=O)(=O)CCN3C=NC=4C=CC=CC43	     -7.31
149	Z1889624435	CC1CCCCN1CCC2CCN(CC2)C(=O)NC=3C=CC=4SN=CC4C3	     -7.30
150	Z1260227377	CC=1C=CC=CC1C2(C)CC2NC(=O)CCC3=NC(=NO3)C=4C=CN=CC4	     -7.30
151	Z50918598	CC1=NC(=CS1)C2=CC=CC(=C2)NC(=O)CN3C(=O)NC4(CCC(C)CC4)C3=O	     -7.30
152	Z95981987	CC1=NOC(C)=C1COC=2C=CC=C(C2)C(=O)NC3=CC=CC(=C3)N4CCCC4=O	     -7.30
153	Z89522694	CC=1C(Cl)=CC=CC1NC(=O)CNC(=O)C=2C=CC3=C(C2)CC(C)N3S(C)(=O)=O	     -7.29
154	Z56827733	O=C(NC1=NN=C(S1)C=2C=CC=CC2)C=3C=CC(=CC3)S(=O)(=O)N4CCCCC4	     -7.29
155	Z431613042	O=C(CCC1=NC(=NO1)C=2C=CC(Cl)=CC2)N3CCCC4=CC=C(F)C=C43	     -7.29
156	Z56827958	CC=1C=CC(=CC1)C2=NN=C(NC(=O)C=3C=CC(=CC3)S(=O)(=O)N4CCCCC4)S2	     -7.29
157	Z1431816820	CCC(C)NS(=O)(=O)C=1C=CC=C(C1)NS(=O)(=O)C=2C=CC(C)=CC2C	     -7.29
158	Z216572320	O=S(=O)(C=1C=CC(F)=CC1)N2CCN(CC3=CC=CC4=CC=CN=C34)CC2	     -7.29
159	Z2435179761	CC(C)C1=NC=CN1CC=2C=CC=C(C2)NC(=O)C3=CN(N=N3)C4CCNCC4	     -7.29
160	Z116398932	O=C(C=1C=CC(Cl)=CC1N2CCCC2=O)N3CCC(CC=4C=CC=CC4)CC3	     -7.29
161	Z17792530	O=C(CN1N=NC(=N1)C=2C=CC(Cl)=CC2)NC(=O)NC3CCCCC3	     -7.29
162	Z96668264	CC=1C=CC=CC1N2N=NN=C2SCC(=O)NC(C)C3=CC=CC4=CC=CC=C34	     -7.28
163	Z2143299994	CC1=NC(=CC(=N1)NCC2CCCS(=O)(=O)C2)C=3C=CC=CN3	     -7.28
164	Z1686170040	CCS(=O)(=O)CC1=NOC(=N1)C2CCC(CC2)C=3C=CC=CC3	     -7.28
165	Z636000602	CC(C)(C)C=1C=CC(=CC1)CNCC=2C=CC(=CC2)CS(C)(=O)=O	     -7.28
166	Z1695870162	CC1=CC(C)=NC(=O)N1CC(=O)N2CCC(CC2)C3=NC(=NO3)C4=CC=CC=N4	     -7.28
167	Z729052954	CC=1C=C(NN1)C(=O)N2CCN(CC2)S(=O)(=O)C=3C(C)=CC(C)=CC3C	     -7.28
168	Z2099091217	CCC1CN(CC(C)S1(=O)=O)C(=O)NCCC2=NC=3CCCCC3S2	     -7.28
169	Z915524308	CC1=NN=NN1C=2C=CC=C(C2)NC(=O)C3=CC=C4N=CC=CC4=C3	     -7.27
170	Z1314129427	CC(C(=O)NC=1C=CC(=CC1)C2=NC(=NN2)C3CC3)C=4C=CC=NC4	     -7.27
171	Z1420292306	CC1(C)C(=O)NC=2C=CC(=CC21)S(=O)(=O)N3CCC(CN4CCCCC4)C3	     -7.27
172	Z71545414	CC=1C=CC=C(N1)NC(=O)C=2C=CC(=CC2)NS(=O)(=O)C3=CC=C(F)C=C3C	     -7.27
173	Z73332889	CC1(C)NC(=O)N(CCC(=O)N(CC=2C=CC=CC2)C3=NC=4CCCCC4S3)C1=O	     -7.27
174	Z1139233019	CC1=CC=CC(C)=C1N2N=NN=C2CN3CCC4=CN=C(C)N=C4C3	     -7.27
175	Z90676141	O=C(NC=1C=CC(F)=CC1)C=2C=CC=CC2NS(=O)(=O)C3=CC=C4NC(=O)CC4=C3	     -7.27
176	Z220420776	C=1C=CC(=CC1)CC(NC=2C=CC3=NN=NN3N2)C=4C=CC=CC4	     -7.27
177	Z227978014	CS(=O)(=O)NCCC=1C=CC(=CC1)C2=CSC(=N2)NC=3C=CC(F)=CC3	     -7.27
178	Z4327151820	CC(O)CCC1=CN(N=N1)C2=CC=CC(=C2)CNC(=O)C3CCC3	     -7.26
179	Z3346941339	O=C1NCC=2C=CC(=CC2N1)C=3C=CC=C(C3)CN4CCS(=O)(=O)CC4	     -7.25
180	Z30201575	CC1=CC(C)=NC(=N1)NS(=O)(=O)C=2C=CC(=CC2)NC(=O)CCN3C(=O)C=4C=CC=CC4C3=O	     -7.25
181	Z595660972	CN(CC1=CN(N=C1C=2C=CC(Cl)=CC2)C=3C=CC=CC3)C(=O)C4=CNN=N4	     -7.25
182	Z51619697	O=C(CN1N=NC(=N1)C=2C=CC(Br)=CC2)NCC3=CC=CC(Cl)=C3	     -7.25
183	Z82697791	CC=1C=CC=C(C1)NS(=O)(=O)C=2C=C(C=CC2C)NC(=O)C=3C=CSC3	     -7.24
184	Z98878569	O=C(OCC=1C=C(ON1)C2=CC=CS2)C=3C=CC=C(C3)N4C=NN=N4	     -7.24
185	Z106404304	NC(=O)CN1C(=O)C2=CC=CC=C2N=C1CN3CCN(CC(=O)NC4CC4)CC3	     -7.24
186	Z2512713866	N[C@@H]1CN(C[C@H]1C=2C=CC=CC2)C(=O)C=3C=CC(=CC3)N4C=NN=N4	     -7.24
187	Z105185594	CC=1C=CC=CC1C2=NOC(CN3CCN(CC3)S(=O)(=O)C=4C=CC=CC4)=N2	     -7.23
188	Z296749820	CCCC=1C=C(NN1)C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC(Cl)=C3	     -7.23
189	Z21478247	CC1=CC(C)=NC2=NN=C(SCC(=O)N(C3CCCCC3)C4CCCCC4)N12	     -7.23
190	Z1919991531	CC(NC(=O)N1CCCC(C1)N2CCCS2(=O)=O)C3=CC=CC4=CC=CC=C34	     -7.23
191	Z214958064	CCCC(SC1=NN=NN1C=2C=CC=C(C)C2)C(=O)NC=3C=C(C)ON3	     -7.23
192	Z1167307846	NC(=O)C=1C=CC=C(C1)OC=2C=CC(=CC2)NC(=O)C34CC5CC(CC(O)(C5)C4)C3	     -7.23
193	Z1819002882	O=C(NC=1C=CC(=CC1)S(=O)(=O)NC2CCCC2)C3=CC=C(Cl)S3	     -7.23
194	Z2370192238	CC1CN(CC(C)O1)C(=O)CC2=NOC(=N2)C3CCC4=CC=CC=C4O3	     -7.23
195	Z1140055426	O=C(CN1CC=2C=CC=CC2C1=O)NC=3C=CC(=CC3)N4C=NC=5C=CC=CC54	     -7.23
196	Z2182128087	NS(=O)(=O)C=1C=CC(=CC1)CNC(=O)NC2COC=3C(F)=CC(F)=CC3C2	     -7.23
197	Z145250428	CN(C)S(=O)(=O)C=1C=CC2=C(C1)CCN2S(=O)(=O)C=3C=CC=4C=CC=CC4C3	     -7.23
198	Z286182448	NS(=O)(=O)CC=1C=CC(=CC1)NS(=O)(=O)C=2C=CC=CC2Br	     -7.22
199	Z2074419037	O=C(NCC=1C=CC(OC=2C=CC=NC2)=C(F)C1)C(=O)NC3CCC4CCCC4C3	     -7.22
