Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)
40	Z2623207548	CS(=O)(=O)C=1C=C(C=CC1Cl)NC(=O)NC2CCC3(CC3(F)F)CC2	     -4.66
41	Z4054439480	CC1=CC(CC(=O)N[C@@H]2CCN(C2)C(=O)C3=CC=4C=CC=CC4S3)=NO1	     -4.66
42	Z240678292	COC=1C=CC=C(C1)C(=O)NC=2C=CC=C(C2)NC(=O)NC=3C=CC=CC3	     -4.65
43	Z729177990	O=C(NCC1=CC=C(S1)S(=O)(=O)N2CCOCC2)C3=CNN=N3	     -4.65
44	Z1390057678	COC=1C=CC(=CC1N2N=NN=C2C)NC(=O)CC3CCCCO3	     -4.65
45	Z1444342427	O=C(O)C1CC=2C=CC=CC2CN1C(=O)CCN3CCCS3(=O)=O	     -4.65
46	Z16527139	CC1CCCCC1NC(=O)NC(=O)CN2N=NC(=N2)C3=CC=CC=C3Cl	     -4.64
47	Z1278889321	CC(C1=NC(=NO1)C=2C=CC(=CC2)S(C)(=O)=O)N3N=NC(=N3)C=4C=CC=CC4	     -4.64
48	Z1823414103	CS(=O)(=O)C=1C=C(C=CC1Cl)NC(=O)NC2CCCC2	     -4.64
49	Z136185566	CC=1C=CC(=CC1)S(=O)(=O)N[C@@H](C)C(=O)NC=2C=CC=3C=CC=CC3N2	     -4.64
50	Z2058287442	C[C@@H]1CN(C[C@H]1C(N)=O)C(=O)NC2CCN(CC2)C(=O)CCC=3C=CC=CC3	     -4.62
51	Z2354065143	CC1CC(C)CN(C1)S(=O)(=O)C=2C=CC(=CC2)NC(=O)NC3CCNCC3	     -4.62
52	Z2866906526	C#CCCC1(CCC(=O)NC2CCC=3C=CC=CC3C2)N=N1	     -4.62
53	Z4509791394	O=C(CN1CCC(C1)OCC=2C=CC=CC2)NC=3C=CC=C(C3)C=4N=NNN4	     -4.61
54	Z2962716046	NS(=O)(=O)CC1CCN(C1)C(=O)C=2C=NN(C2)C3CCCCC3	     -4.61
55	Z3325175485	O=C(C=1ON=C2CCCCC12)N3CC[C@H](C3)NC=4N=CN=C5C(F)=CC=CC45	     -4.61
56	Z2277028061	O=S(=O)(CC1CCCS(=O)(=O)C1)N2CCCC2CCC3CCCCC3	     -4.60
57	Z1970378029	CC1=CC=C(O1)C=2C=CC(C)=C(C2)NC(=O)N[C@H]3CC[C@H](O)CC3	     -4.60
58	Z1624946122	O=C(O)C=1N=C(C=CC2=CSN=N2)SC1C=3C=CC=CC3	     -4.58
59	Z1453709390	CC(C)CC(C(=O)NC=1C=CC(=CC1)CC2=NN=NN2)N3CCCCC3=O	     -4.58
60	Z1823298474	CNS(=O)(=O)C=1C=CC=C(C1)NC(=O)NC2CCC(C2)OC	     -4.58
61	Z1955973844	CC=1N=C(NC(=O)NCC2(CC2)S(C)(=O)=O)SC1C	     -4.57
62	Z1220798326	O=C(NC=1C=CN=CC1)NC=2C=CC=C(C2)CS(=O)C3CCCCC3	     -4.57
63	Z2302589102	O=C(NC=1C=C(NN1)C2CCCC2)[C@H]3C[C@@H]4CC[C@H]3O4 |&1:13,15,18,r|	     -4.56
64	Z26062926	ClC=1C=CC(=CC1)CON2N=NC=3C=CC(Cl)=CC32	     -4.56
65	Z1079665436	O=C(CC=1C=CC=C(Cl)C1)NC2=NN=C3C=CC=CN23	     -4.55
66	Z321284128	COC=1C=CC=2C=CC=CC2C1CNC(=O)C=3C=C(NN3)C4CC4	     -4.55
67	Z1189957036	CC=1N=C2CCC(CN2N1)NC(=O)NC3CCC4=NC=NN4C3	     -4.55
68	Z4743809693	O=C(NCC=1C=CC=CC1CS(=O)(=O)N2CCOCC2)N3CC[C@@H]4C[C@]4(O)C3 |&1:23,25,r|	     -4.55
69	Z316109322	CC=1C=CC(=CC1)CNC(=O)C2=NN=C(CSC3=NN=NN3C)S2	     -4.54
70	Z1442880943	O=C(CC1CCC(CC1)C=2C=CC=CC2)NC3CCCC=4C=NNC43	     -4.54
71	Z3138675725	NC1CC2CC(CC12)C(=O)NC3=CN=C4C=CC=CN34	     -4.53
72	Z1280889872	[O-][N+](=O)C=1C=CC=C(C1)C2=NNC(=N2)NC(=O)C3CC=4C=CC=CC4O3	     -4.53
73	Z56781619	CC1=NOC(NS(=O)(=O)C=2C=CC(=CC2)NC(=O)C(C)(C)C)=C1C	     -4.53
74	Z1171642473	CC(=O)NC=1C=CC(=CC1)NC(=O)CN2CC(=O)NC2=O	     -4.53
75	Z2916840313	CS(=O)(=O)NC1CCCN(C1)S(=O)(=O)CCCC=2C=CC=CC2	     -4.53
76	Z2965104874	CO[C@@H]1CCOC[C@H]1NC(=O)C2=CC(=NN2)C3CCCCC3 |&1:2,7,r|	     -4.52
77	Z368051490	O=C(O)C1=CC=2C=C(C=CC2S1)NC(=O)CC3CCS(=O)(=O)C3	     -4.52
78	Z1772028790	CC=1C=CC(F)=C(C1)C=2C=C(NC(=O)C=3C=CC(=CC3)NC(N)=O)NN2	     -4.51
79	Z2937564241	NS(=O)(=O)CC1CCN(C1)C(=O)C=2C=CN(N2)C=3C=CC=CC3	     -4.51
80	Z2795226912	O=C(O)C(C1CC1)N2CCC=3C(=CC=CC3C2)NC(=O)NC=4C=CC=CC4F	     -4.51
81	Z1127895420	CCN1CCCCC1C(=O)NC=2C=CC(=CC2)NC(=O)NC(C)C	     -4.51
82	Z3063545487	CC1CCCN(CCNC(=O)C2(CCC2)S(N)(=O)=O)C1	     -4.51
83	Z2952554953	CC1=NOC(=N1)[C@@H]2CCCO[C@H]2C3CCN(CC4=CSN=N4)CC3 |&1:6,11,r|	     -4.51
84	Z2171274575	CC(C)C1=NC(=CS1)CCNC2CCCC=3C=CC(=CC32)S(N)(=O)=O	     -4.51
85	Z64816873	CC1=NN(C)C(C)=C1NC(=O)CC2=CSC(=N2)C3=CC=CC(Br)=C3	     -4.50
86	Z3138551389	CS(=O)(=O)C1CCC(CC1)C(=O)N[C@@]23CCC[C@H]3CNC2 |&1:13,17,r|	     -4.49
87	Z1783713123	O=C(NC=1C=CC(=CC1)C2=NC(=NN2)C3CC3)C=4C=CC=C5N=NNC45	     -4.49
88	Z2983118065	O=C(O)[C@H](CC1CC1)NS(=O)(=O)C2=CC=3C=CC=CC3S2	     -4.48
89	Z2951527539	CN1N=NC=C1NC(=O)NCCN2CCC=3C=CC=CC32	     -4.48
90	Z1625038932	CC=1N=NC=CC1NC(=O)CN2C(=O)NC3(CC(C)CC(C)(C)C3)C2=O	     -4.48
91	Z3016330604	O=S(=O)(CCCC1CCCCC1)NCC2=NC(=NO2)C3CC3	     -4.47
92	Z2434364330	O=C(CC1CC2CCC(C1)N2)N3CCC(CC3)C(=O)NC=4C=CC=CC4	     -4.47
93	Z2992325717	CC(C)(C)[C@@H]1OCC[C@H]1C2=NOC(=N2)C=3ON=C4CCCCC34 |&1:4,8,r|	     -4.47
94	Z2171438537	CN1N=CC=C1CCNC2CCCC=3C=CC(=CC32)S(N)(=O)=O	     -4.46
95	Z318695644	NC(=O)C=1C=C(C=CC1Cl)NC(=O)C=2C=CC(=CC2)NS(=O)(=O)C=3C=CC=CC3	     -4.45
96	Z19933698	CCCNC(=O)NC(=O)CSC1=NN=C(O1)C=2C=CC(C)=CC2	     -4.45
97	Z2312444769	CCN1N=NC=C1CN2CCCC2C3CC(C)CCC3O	     -4.44
98	Z4743808842	CC=1N=NC=CC1C(=O)NC[C@@H](C)NC(=O)CC23CC4CC(CC(C4)C3)C2	     -4.44
99	Z2437911380	O=C(CCC1CCNCC1)NC2CCN(CC3CCOC3)CC2	     -4.44
100	Z2155969932	COC=1C=CC(C)=CC1CC2=NOC(=N2)C3CCN(CC3)C4CC4	     -4.44
101	Z3404292356	CC=1C=CC2=C(C1)CCC2NS(=O)(=O)C3=C4CCCC4=NN3C	     -4.44
102	Z56914738	C[C@H](NC(=O)C=1C=CC(Cl)=CC1)C(=O)NCCC=2C=CC(=CC2)S(N)(=O)=O	     -4.44
103	Z2362318445	CC=1C=CN(N1)C=2C=CC(=CC2)NC(=O)NC3CCC(CC3)C(=O)O	     -4.43
104	Z1980550438	CC=1C=CC(=CC1C(N)=O)NC(=O)NCC2=NOC(=N2)C3=CC=CC(Br)=C3	     -4.43
105	Z763699780	CS(=O)(=O)C=1C=CC(=CC1)NC(=O)NC2CCC(CC2)C(=O)O	     -4.43
106	Z3268502579	CC1(CS(=O)(=O)N2CCC=3C=CC=C(F)C3C2)CS(=O)(=O)C1	     -4.43
107	Z961447682	CC(C)(C)C1=NNC=C1CNCCC2=CNC=3C=C(F)C=CC23	     -4.42
108	Z1738645783	CC=1C=CC(=CC1S(=O)(=O)NCC(C(=O)O)C(C)C)S(C)(=O)=O	     -4.42
109	Z438094170	CS(=O)(=O)NCC1CCCN(C1)C(=O)COC=2C=CC(Cl)=CC2	     -4.42
110	Z1481627406	[O-][N+](=O)C=1C=CC=C(C1)S(=O)(=O)NCCC(=O)NCC2CN3CCN2CC3	     -4.42
111	Z414008378	CC1=NN=NN1C2=CC=CC(=C2)NC(=O)NC3CCCCC3C	     -4.42
112	Z2851841603	O=C(NC1CCCN(CCN2CCOCC2)C1)C=3C=CC=4NN=CC4C3	     -4.41
113	Z2496179879	O=C(CCC=1C=CC(=CC1)NC(=O)C=2C=CC=C3NC(=O)NC23)N4CCCC4	     -4.41
114	Z1413701527	CC1=C(OC=2C=CC=CC12)C(=O)N3CC(C(=O)O)C=4C=CC=CC43	     -4.41
115	Z2232457168	O=C(CC1CCCC1)NC2CCC(CC2)C(=O)NC=3C=CC(=CN3)C4CCC4	     -4.41
116	Z2362211524	CCN(CC(=O)O)C1CC(C1)NC(=O)NC2=CC(OC)=C(C=C2C)OC	     -4.40
117	Z2078455149	CCC1=NNC(C(=O)N2CCC=3C(=CC=CC3C2)S(=O)(=O)NC)=C1Cl	     -4.40
118	Z3723647800	CCN1C=C(NC(=O)C2CC2C=3C=CC(=CC3)OCC=4C=CC=CC4)C(=N1)C(N)=O	     -4.40
119	Z2460749976	O=C(O)C1CCC(CC(=O)N2CCC(C2)OC=3C=CC=CC3)CC1	     -4.40
120	Z1608953212	CC1=NC(=NN1)C=2C=CC=C(C2)NC(C)CN3C=C(Br)C=N3	     -4.40
121	Z2362235192	O=C(O)CCC(CC=1C=CC=CC1)NC(=O)NC=2C=CC=3NC(=O)COC3C2	     -4.39
122	Z216764426	O=C(CN1NC(=O)C=2C=CC=CC2C1=O)NC3=NN=CS3	     -4.39
123	Z737728418	CC=1C=CC=CC1CC(C)NC(=O)CCC=2C(=O)NC(=O)NC2C	     -4.38
124	Z2795975772	CC1(C)CCC=2ON=C(C(=O)NCCC3=CC=CO3)C2C1	     -4.38
125	Z2483106348	CC=1SC(=CC1CN2CCC[C@H]2CN3C=C(N=N3)C4CC4)C(=O)O	     -4.37
126	Z413365660	CC=1C=CC(=CC1N2C=NN=N2)NC(=O)NCCN3CCOCC3	     -4.37
127	Z1331297718	CC=1C=C(C)N(N1)C=2C=CC(=CN2)C(=O)NC3C=4C=CC=CC4CC3O	     -4.37
128	Z2996619010	CCNS(=O)(=O)C=1C=CC=2CCN(C[C@@H]3C[C@H]3C(=O)O)C2C1 |&1:14,16,r|	     -4.37
129	Z446585994	CS(=O)(=O)NCC1CCCCN1C(=O)NCCC=2C=CC(Cl)=CC2	     -4.37
130	Z2839176100	CC=1C=CC=C(C1)C(=O)NC2CCN(CC3=NOC(=N3)C4CCCCC4)CC2	     -4.37
131	Z1738937226	O=C(O)C1CCCN(C1)S(=O)(=O)C2=CC=3CC(=O)N4CCCC(=C2)C34	     -4.37
132	Z1953402388	COC=1C=CC=2C(=NNC2C1)NC(=O)C3CCC(CC3)NC(=O)C4CC4	     -4.36
133	Z4235703995	O=C(NC=1C=CC=C(C1)S(=O)(=O)C=2C=CC=CC2)C3=NOC=4CCCCC34	     -4.36
134	Z2764114478	O=C(CCC=1N=NNN1)N2CCC(CC2)C3=CNC4=CC=CC=C34	     -4.35
135	Z916354268	NC(=O)NC=1C=CC=C(C1)C(=O)NC=2C=CC(=CC2)C3=NN=NN3	     -4.35
136	Z2493235987	O=C(NC=1C=CC(=O)N(C1)CC=2C=CC=CC2Cl)C3CCCS3(=O)=O	     -4.35
137	Z433436632	NC(=O)C=1C=CC(=CC1Cl)NC(=O)NCC=2C=CNN2	     -4.35
138	Z3366750502	NC(=O)[C@H]1CCC[C@H](C1)NCC=2C=NN3CCCC23 |&1:3,7,r|	     -4.34
139	Z2762275414	O=C(CC=1C=NN2C=CC=CC12)NC=3C=NNC3C4CCNC4	     -4.34
140	Z1129286051	CC=1C=CN=CC1NC(=O)CCC=2C=CC=C(Cl)C2	     -4.34
141	Z2866906515	C#CCCC1(CCC(=O)NC2=CC=CC=3CCCCC23)N=N1	     -4.34
142	Z4287364320	C#CCCC1(CCC(=O)NC2=CC=CC(=C2)C3=NC(C)=C(C)N3)N=N1	     -4.34
143	Z2594081595	O=C(NC=1C=CC=C(C1)CN2CCCCC2=O)N[C@H]3CCNC3	     -4.34
144	Z1463392149	COC(=O)C1=CC=C(O1)C(=O)NC=2C=CC=C(C2)C3=NN=NN3	     -4.34
145	Z1489556147	O=C(O)CN1CCCC(CNC(=O)NC=2C=CC=C(F)C2)C1	     -4.34
146	Z2599410174	CN1N=NC=2C=C(C=CC21)S(=O)(=O)NC3C(=O)NCC3(C)C	     -4.33
147	Z2654833852	CC=1C=CC(=CC1)CCS(=O)(=O)NC2CS(=O)(=O)CC=3C=CC=CC32	     -4.33
148	Z2295995799	CC1=NOC(=N1)C2CCN(C2)C(=O)NC=3C=CC=4CCCC4N3	     -4.33
149	Z2938537997	CS(=O)(=O)NCCN1N=NN=C1N2C[C@H]3CCCC[C@H]3C2	     -4.32
150	Z2792156841	COC1(CS(=O)(=O)NC2=CC=C(C)C(=C2)C(=O)O)CCC1	     -4.32
151	Z1193501187	O=S(=O)(NC1CCC2=C(Cl)C(Cl)=CC=C21)C=3C=NNC3	     -4.32
152	Z2596725778	O=C(O)COC=1C=CC(=CC1)C(=O)NC=2C=C(NN2)C3CCCCC3	     -4.32
153	Z220413656	CN(CC=1C=CC=C(Cl)C1)C=2C=CC3=NN=NN3N2	     -4.32
154	Z985611006	CCC=1C=CC=2C(=COC2C1)CC(=O)NC3CCC4=NN=C(C)N4C3	     -4.32
155	Z2438903999	COC=1N=CC(=CC1C(N)=O)NC(=O)C2CCCN2	     -4.32
156	Z317177584	CC1=CC(=NO1)NC(=O)CNC=2C=CC(Cl)=C(C2)C(N)=O	     -4.31
157	Z1385376738	O=S(=O)(NC1=CC(=NN1)C=2C=CC=CC2)C3=CC=4C=CC=CC4CC3	     -4.31
158	Z2215932993	CC(NC(=O)NC=1C=CC=C(C1)N2C=CN=N2)C3OCCC=4SC=CC43	     -4.30
159	Z1027972766	COC=1C=CC(=CC1N2N=NN=C2C)NC(=O)NCC=3C=CC=C(C3)C(N)=O	     -4.30
160	Z1687122535	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)C=3C=CC=C(C3)CN4CCS(=O)(=O)CC4	     -4.30
161	Z4224490622	Cl.CC1CCNCC1NC(=O)NC=2C=CC=C(C2)C(=O)OCC=3C=CC=CC3	     -4.30
162	Z2016369182	CC(=O)NC1=CC=CC(NC(=O)N(C)C(C)C2CCCCC2)=C1C	     -4.29
163	Z2916832635	CS(=O)(=O)NCC1CCCCN1S(=O)(=O)CCCC=2C=CC=CC2	     -4.29
164	Z1532703258	CCC=1C=CC=NC1NC(=O)C2=CC(=NN2)C3CCCCC3	     -4.29
165	Z226298380	O=C(CC1=NOC=2C=CC=CC12)NC=3C=CC(=C4C=CN=CC34)N5CCCCC5	     -4.29
166	Z2996942560	C=1C=CC2=C(C1)CCC2C3=NOC(=N3)C=4ON=C5CCCCC45	     -4.29
167	Z851549676	COCCN1CCC(CC1)NC(=O)NC=2C=CC=C(C2)C3=NOC(C)=N3	     -4.29
168	Z2448661639	CC=1ON=CC1C(=O)NC=2C=CC(=CC2)NC(=O)CC(C)C3CCCNC3	     -4.29
169	Z368041070	COCCN1CC(CC1=O)C(=O)NC2=NC=3C=CC(=CC3S2)S(=O)(=O)N4CCCC4	     -4.29
170	Z3671833389	O=C(C1CC2(CCC2)CO1)N3CCC(CC3)C4=NC=5CCCC5S4	     -4.29
171	Z3075598008	CN1CCN(CC1)C(=O)C=2C=CC(=CC2)CNC=3N=CN=C4C3N=NN4C5CC5	     -4.28
172	Z1230213319	CC1(C)C(=O)NC(=O)N1CC(=O)NC=2C=CC(=CC2)CCN3CCOCC3	     -4.28
173	Z1222491728	CC(C)C(NC(=O)C=1C=CC=CC1)C=2N=NN(CC=3C=CON3)N2	     -4.28
174	Z3085879349	CC1=C(N=NN1C)NC(=O)CC=2C=CC(=CC2)C3CCC3	     -4.28
175	Z2612069200	CC1CCC(CS1(=O)=O)NC(=O)NCC2=CC=C(Br)S2	     -4.28
176	Z1139200644	CC=1C=CC(=NN1)N2CCCC(C2)NC=3N=CN=C4NC=CC34	     -4.27
177	Z401911480	C=1N=CN(CC=2C=CC=C(C2)CNCC3=CNN=C3C=4C=CC=CC4)N1	     -4.27
178	Z2634318993	O=C(NC1C=2C=CC=CC2CC1O)C3=CN=C4COCCN34	     -4.27
179	Z4119276295	O=C(NCCC=1C=NN(N1)C=2C=CC=CC2)C=3C=C(Cl)C=CC3Cl	     -4.27
180	Z3409709560	CC=1C=CC(C)=C(C1)NC(=O)NC2(CCC2)C3=NN=NN3	     -4.27
181	Z28053014	O=C(NC=1C=CC=C(C1)N2C=NN=N2)C=3SC=4C=CC=CC4C3Cl	     -4.27
182	Z2166243014	CC=1C=CSC1CNS(=O)(=O)C=2C(N)=NOC2C	     -4.27
183	Z1262412847	NC(=O)C=1C=CC(=NN1)N2CCC(CC2)C(=O)NC=3C=CC=CC3	     -4.27
184	Z825774040	CC1=NNC=2N=CC(=CC12)NC(=O)C=3C=CC(=CC3)NS(=O)(=O)C=4C=C(Cl)SC4Cl	     -4.27
185	Z32439569	O=C(CCC1NC(=O)NC1=O)NCCC2=CNC3=CC=CC=C23	     -4.27
186	Z2960892305	O=C(NC=1C=NN2C=CC=CC12)[C@@H]3CC[C@H](CC3)NC=4C=NC=CN4	     -4.27
187	Z3409652676	O=S(=O)(N[C@H]1CCCC[C@@H]1O)C=2C=CC(=CC2)C3=CC=NO3	     -4.27
188	Z1995301773	CCN1N=CC=2C=C(C(=O)NC=3C=CC=C(C3)NS(C)(=O)=O)C(C)=NC21	     -4.27
189	Z4444622197	NC=1C=NC=C(C1)NC(=O)NC=2C=CC=C(Cl)C2	     -4.27
190	Z2946421137	O=C(NCC[C@H]1CCCC[C@H]1O)NC=2C=C3OCOC3=CC2Cl |&1:5,10,r|	     -4.26
191	Z2294046123	CC1=NC(=CS1)C2=CC=CC=C2NC(=O)N[C@@H]3CCCC[C@H]3S(C)(=O)=O	     -4.26
192	Z53035594	O=S(=O)(C1=CC=2C=CC=CC2CC1)N3CCCC3	     -4.26
193	Z1117040085	CC1=NC(=NO1)C2=CC=CC(=C2)NC(=O)NCCC3CCN(C)CC3	     -4.26
194	Z2045690954	CN(C)S(=O)(=O)C=1C=CC=C2CN(CC(=O)NC3=CC=CC(F)=C3)CCC12	     -4.26
195	Z1149517580	NS(=O)(=O)C=1C=CC(Br)=C(C1)C(=O)NC2=CC=C3CNC(=O)C3=C2	     -4.26
196	Z2949222668	CCC1=NN=C(O1)C=2C=CC(=CC2)NC(=O)NCC3(C)CCCCO3	     -4.25
197	Z1786421959	COC(C)C=1C=CC=C(C1)NC(=O)C(=O)NC=2C=CC=3NC=CC3C2	     -4.25
198	Z1208973731	O=C(NCC1CCCC=2C=CC=CC21)NC3=CC=C4NN=CC4=C3	     -4.25
199	Z2071677375	O=C(NC=1C=CC=C(C1)OC=2C=CC=NN2)C=3C=CN=C(C3)NC(=O)C4CC4	     -4.25
200	Z1874924337	CC(=O)NC=1C=CC(=CC1F)C(=O)NC=2NN=C(C2C)C3CC3	     -4.25
201	Z16587072	CC=1C=CC(=C(C)C1)N2N=NN=C2SCC(=O)NC=3C=CC=4CCCC4C3	     -4.25
202	Z3687106257	O=C(N[C@@H]1CC(CN2C=CN=C2C=3C=CC=CC3)C[C@H]1O)C4(CC4)N5C=CN=N5 |&1:3,19,r|	     -4.24
203	Z2766387437	NC(=O)[C@H]1CC[C@H](O1)C2CCN(CC2)C(=O)COC3=CC=CN=C3	     -4.24
204	Z2494156007	FC=1C=CC(CCC2CCN(CC3=NN=NN3C4CC4)CC2)=C(F)C1	     -4.24
205	Z3134724203	O=C(NCC=1N=CC=C2CCCCC12)[C@@]34CC[C@H]4CNC3 |&1:14,17,r|	     -4.24
206	Z1737992430	O=C(O)C=1C=CC(=CC1)CNS(=O)(=O)C2CN(C2)C(=O)C3CCCC3	     -4.24
207	Z1683086553	C[C@H](C1=NC(=NO1)C=2C=CC(=CC2)NS(C)(=O)=O)C=3C=CC=CC3	     -4.24
208	Z340264932	O=C(C=1C=CC(=O)NN1)N2CCN(CC3=CSC(=N3)C=4C=CC(F)=CC4)CC2	     -4.24
209	Z1445165892	CN(CCC(=O)O)C(=O)CCCC=1C=CC=2NC(=O)CC2C1	     -4.24
210	Z1584750553	CC=1C=CN=CC1C(C)OC(=O)C=2C=CC(=CC2)NC3=NS(=O)(=O)C=4C=CC=CC34	     -4.24
211	Z2608157281	O=S(=O)(CC1=NOC(=N1)C2CCC=3N=NN(C3C2)C4CCC4)NC5CC5	     -4.24
212	Z2460769590	CC(NC(=O)C=1C=NN2CCC(C)CC12)C=3C=CC(=CC3)OCC(=O)O	     -4.23
213	Z826884584	CC(C)(CNC(=O)C1=CC=C(NC1=O)C=2C=CC=CN2)N3CCOCC3	     -4.23
214	Z1130395540	CC=1C=CN=CC1NC(=O)NC=2C=CC=C(Cl)C2	     -4.23
215	Z1952682872	CC1CCC(CC1)OCC(=O)N2CCC(CC=3C=CC=NC3)CC2	     -4.23
216	Z1389978623	CC=1C=CC(=CC1NC(=O)CCC=2C=CC=C(C2)[N+]([O-])=O)C(N)=O	     -4.23
217	Z2191968517	CC1CC1CC(=O)NC2=CC=C(NC(=O)CC3CC3C)C4=CN=CC=C24	     -4.22
218	Z56891943	CCS(=O)(=O)C=1C=CC=2OC(=NC2C1)SCC(=O)NC=3C=CC=CC3C	     -4.22
219	Z1206342925	CNC(=O)C1=CC=C(NC(=O)NCCC2CCCCC2C)C(C)=C1	     -4.22
220	Z3409652680	COCC1(CCC1)NS(=O)(=O)C=2C=CC(=CC2)C3=CC=NO3	     -4.22
221	Z217009652	CS(=O)(=O)NC1CCN(CC1)C(=O)C=2C=C(ON2)C=3C=CC=CC3	     -4.22
222	Z2844160306	CC=1C=CC(=NN1)NC(=O)N[C@H]2CCC[C@H](C2)C3CC3 |&1:11,15,r|	     -4.22
