SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CN1C=NN=C1C=2C=CC=C(C2)NC(=O)C3=CN=C(S3)C=4N=CC=CN4,Z980020354,363.398,363.398,0.581,-4.36,1,6,98.48,4,https://real.enamine.net/public-enum-files/Z980020354
CC(=O)NC1CCCN(C1)C(=O)NC(C)CC=2C=CC=CC2C(F)(F)F,Z1628286417,371.398,371.398,2.696,-3.867,2,2,61.44,5,https://real.enamine.net/public-enum-files/Z1628286417
O=C(NCC=1C=CC(=NC1)N2C=CC=N2)C3CCCN(CC=4C=CC=CC4)C3,Z787555598,375.468,375.468,2.744,-3.08,1,4,63.05,6,https://real.enamine.net/public-enum-files/Z787555598
COC=1C=CC=C(C1)C(C)(CC(=O)O)NC(=O)C2=CC=CS2,Z2296067564,319.377,319.377,2.522,-3.81,2,4,75.63,7,https://real.enamine.net/public-enum-files/Z2296067564
"CN1CC(CC1=O)NC(=O)[C@H]2COCC[C@H]2C=3C=CC=CC3 |&1:10,15,r|",Z2357639695,302.369,302.369,1.98,-2.513,1,3,58.64,3,https://real.enamine.net/public-enum-files/Z2357639695
CCN(CC)CC=1C=CC(=CC1)C(=O)N2CCC(CN3CCOCC3)CC2,Z653638934,373.533,373.533,2.155,-2.696,0,4,36.02,7,https://real.enamine.net/public-enum-files/Z653638934
CC(NC=1C=CC(=CC1)C2=CN3CCCCC3=N2)C=4C=CSN4,Z3507835957,324.445,324.445,3.344,-3.447,1,3,42.74,4,https://real.enamine.net/public-enum-files/Z3507835957
CCC=1C=CC=C(C1)CC(=O)NC=2C=CC=3C(=O)NCCC3C2,Z2643281920,308.375,308.375,2.875,-4.143,2,2,58.2,5,https://real.enamine.net/public-enum-files/Z2643281920
CC(C)C1CN(CCO1)C2=NN=C(CC3=CN4C=CC=CC4=N3)N2C,Z3027219360,340.424,340.424,1.658,-3.044,0,5,60.48,4,
"CN1C[C@H]2[C@H](CCCN2C(=O)NC=3C=C(F)C=C(F)C3)C1=O |&1:3,4,r|",Z2946412741,309.312,309.312,1.914,-3.499,1,2,52.65,1,https://real.enamine.net/public-enum-files/Z2946412741
CC(F)(F)C=1C=CC=C(C1)NC(=O)N2C[C@H]3CS(=O)(=O)C[C@H]3C2,Z2950971250,344.379,344.379,0.289,-3.855,1,3,66.48,4,https://real.enamine.net/public-enum-files/Z2950971250
O=C(NC1=NN=C(S1)C2CCCCC2)C=3C=CC=CN3,Z165063400,288.37,288.37,2.802,-4.66,1,4,67.77,4,https://real.enamine.net/public-enum-files/Z165063400
CCC1=CN=C(NC(=O)C=2C=CC(=NC2)N3CCCCCC3)S1,Z1275187843,330.45,330.45,3.645,-4.479,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z1275187843
"O=C(CCC1=CN=CC2=CC=CC=C12)NC[C@]34C[C@H]3COC54CCC5 |&1:16,18,r|",Z2965692088,336.428,336.428,1.685,-3.723,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z2965692088
COC=1C=CC=C(C1)C(C)(CC(=O)O)NC(=O)C2=CC=C(C)S2,Z2296067588,333.404,333.404,3.021,-4.326,2,4,75.63,7,https://real.enamine.net/public-enum-files/Z2296067588
O=C(NC=1C=CC(=CC1)CC=2C=CN=CC2)C3=COC=N3,Z1127744841,279.294,279.294,1.993,-3.069,1,3,68.02,5,https://real.enamine.net/public-enum-files/Z1127744841
CC1CC1C(=O)NC=2C=CC=C(C2)C(=O)NC3CCN(CC=4C=CC=CC4)C3=O,Z905903258,391.464,391.464,2.531,-5.556,2,3,78.51,6,https://real.enamine.net/public-enum-files/Z905903258
CCC1(C)NC(=O)N(CCC2=CC(C)=CC(=C2)OC)C1=O,Z2569813243,290.358,290.358,3.017,-3.544,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z2569813243
"CN1C=CN=C1[C@@H]2OCCC[C@H]2C(=O)NCC3(CC=4C=CC=CC4)CCCCC3 |&1:6,11,r|",Z2636359394,395.539,395.539,3.57,-3.858,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z2636359394
CCC=1C=C(NC(=O)N2CCCC2C3=CC=CN3C)N(C)N1,Z1219223641,301.388,301.388,1.311,-2.013,1,2,55.09,5,https://real.enamine.net/public-enum-files/Z1219223641
COC=1N=C(C)C=CC1C(=O)NCC(C)(C(=O)O)C=2C=CC=CC2,Z1991897502,328.363,328.363,2.98,-2.97,2,5,88.52,7,https://real.enamine.net/public-enum-files/Z1991897502
COCC=1C=C(Cl)C=C(C1)S(=O)(=O)NCCC(=O)O,Z2178748942,307.752,307.752,1.58,-2.076,2,5,92.7,7,https://real.enamine.net/public-enum-files/Z2178748942
CN1N=C2CCN(CC2=CC1=O)C(=O)C3=NNC=4CCCC34,Z1303079651,299.329,299.329,-0.546,-2.188,1,4,81.66,2,https://real.enamine.net/public-enum-files/Z1303079651
"CC=1C=CC(=CC1NC(=O)N[C@H]2[C@H](C=3C=CC=CC3)C2(C)C)N4CCOCC4 |&1:11,12,r|",Z2710362781,379.496,379.496,3.936,-4.876,2,3,53.6,4,https://real.enamine.net/public-enum-files/Z2710362781
CCN1C=C(C(=O)NC=2C=NN(C2)C(C)C3CC3)C(=N1)C(F)(F)F,Z1974291352,341.332,341.332,0.889,-2.175,1,3,64.74,7,https://real.enamine.net/public-enum-files/Z1974291352
"CC(C)C=1C=CC=CC1NC(=O)CN2C[C@H]3CCS(=O)(=O)[C@H]3C2 |&1:15,21,r|",Z2956888080,336.451,336.451,0.901,-3.446,1,4,66.48,4,https://real.enamine.net/public-enum-files/Z2956888080
CN(C)C(=O)CN1CCN(CC1)C2=NC=CN3N=C(C=C23)C(C)(C)C,Z2967630654,344.455,344.455,2.309,-1.244,0,5,56.98,5,https://real.enamine.net/public-enum-files/Z2967630654
CCOC=1N=CC(C)=CC1NC(=O)N2CCC(C2)C3=NOC(C)=N3,Z2952095806,331.37,331.37,1.592,-2.39,1,5,93.38,6,https://real.enamine.net/public-enum-files/Z2952095806
CC1=NC=C(CNC=2NN=CC2C(=O)N(C)C)S1,Z2993323328,265.336,265.336,-0.202,-1.648,2,4,73.91,5,https://real.enamine.net/public-enum-files/Z2993323328
CC=1C=C(CS(=O)(=O)N2CCC[C@H](C2)C(=O)O)ON1,Z1739152646,288.322,288.322,0.001,-0.923,1,5,100.71,4,https://real.enamine.net/public-enum-files/Z1739152646
O=C(O)C1=CC=C(S1)C(=O)N(CCC=2C=CC=C(F)C2)C3CC3,Z1444151712,333.379,333.379,3.156,-4.644,1,3,57.61,7,https://real.enamine.net/public-enum-files/Z1444151712
"O=C(NC=1NN=CC1C=2C=CC=CC2)[C@H]3C[C@H]4C=C[C@@H]3CC4 |&1:14,16,19,r|",Z2965505796,293.364,293.364,3.281,-4.86,2,2,57.78,3,https://real.enamine.net/public-enum-files/Z2965505796
CN(C)C=1N=C(N=C2C=CC=CC12)N(C)CC3CCCN3C,Z2370579506,299.415,299.415,3.766,-2.868,0,5,35.5,4,https://real.enamine.net/public-enum-files/Z2370579506
O=C(O)CC=1C=CC(=CC1F)NC(=O)C2CC32CCC=4C=CC=CC43,Z2376834016,339.361,339.361,3.36,-4.051,2,3,66.4,5,https://real.enamine.net/public-enum-files/Z2376834016
CC1(CC(F)F)CN(C1)C(=O)C2=NN=C(O2)C=3C=CC(F)=CN3,Z2994300595,326.275,326.275,-0.431,-2.977,0,4,72.12,5,https://real.enamine.net/public-enum-files/Z2994300595
CC1(CCCCO1)C(=O)NC2=CC=CC=3N=CC=CC23,Z2314338158,270.327,270.327,2.863,-3.422,1,3,51.22,3,https://real.enamine.net/public-enum-files/Z2314338158
CN(CC=1C=CC(F)=CC1)C(=O)CNC2C(=O)NCC32CCOCC3,Z2954707717,349.401,349.401,-0.184,-2.047,2,4,70.67,6,https://real.enamine.net/public-enum-files/Z2954707717
O=C(CC1CC2CCC(C1)N2)NCC=3C=CC=C(C3)N4CCCC4=O,Z2434862716,341.448,341.448,1.455,-2.56,2,3,61.44,6,https://real.enamine.net/public-enum-files/Z2434862716
O=C(C=1C=NN(C1)CCC(F)(F)F)N2CCC(C2)C3=CC=CN=C3,Z2454231165,338.328,338.328,0.477,-2.305,0,3,51.02,6,https://real.enamine.net/public-enum-files/Z2454231165
CCC1(NC(=O)N(CCOC2CC2(F)F)C1=O)C3=CC=CC(Cl)=C3,Z2613246181,358.768,358.768,3.569,-4.792,1,3,58.64,6,https://real.enamine.net/public-enum-files/Z2613246181
CC(C)(C(=O)O)C1CCCN(C1)C(=O)CC=2C=CC=3C=NNC3C2,Z2755377850,329.394,329.394,1.542,-3.14,2,4,86.29,5,https://real.enamine.net/public-enum-files/Z2755377850
CC=1C=CC(=CC1NC(=O)N2CCC(CC2)C(=O)O)C(F)(F)F,Z1295694191,330.303,330.303,1.684,-3.449,2,3,69.64,5,https://real.enamine.net/public-enum-files/Z1295694191
COC=1C=CC=C(C1)N2CCN(CC2)C3=NC=4CCCCC4C=C3C#N,Z219189020,348.442,348.442,3.867,-4.602,0,5,52.39,3,https://real.enamine.net/public-enum-files/Z219189020
CC=1NN=CC1C2=NN=C(NC(=O)C3(CC3)C(=O)N(C)C)S2,Z2124196761,320.372,320.372,0.039,-3.094,2,5,103.87,6,https://real.enamine.net/public-enum-files/Z2124196761
O=C(O)C1(CCN(C1)C(=O)CC2=NNC=3C=CC=CC23)C=4C=CC=CC4,Z2460783720,349.384,349.384,2.158,-3.895,2,4,86.29,4,https://real.enamine.net/public-enum-files/Z2460783720
CC(=O)NC1CCC(CC1)NC=2C=CC=C(C2)N3CCCNC3=O,Z1695536297,330.425,330.425,0.371,-2.919,3,3,73.47,5,https://real.enamine.net/public-enum-files/Z1695536297
CC1=CC(=O)C(=CN1C)C(=O)N[C@H]2CCC[C@H]2OC=3C=NNC3,Z2766146230,316.356,316.356,0.449,-1.961,2,5,87.32,5,https://real.enamine.net/public-enum-files/Z2766146230
C#CCCC1(CCC(=O)NCC=2C=CN=C(C2)N3CCOCC3)N=N1,Z2866904320,341.408,341.408,0.026,-3.075,1,6,79.18,8,https://real.enamine.net/public-enum-files/Z2866904320
"CC=1C=C(NC(=O)NC[C@@H]2CNC[C@H]2C)C(Cl)=CC1F |&1:9,13,r|",Z2927525853,299.772,299.772,2.996,-3.437,3,2,53.16,5,https://real.enamine.net/public-enum-files/Z2927525853
O=C(C=1C=CC(=CC1)OC=2N=CN=C3C=CSC23)N4CCCC4,Z1103023248,325.387,325.387,2.293,-4.901,0,3,55.32,4,https://real.enamine.net/public-enum-files/Z1103023248
CC1=NN=C(O1)[C@H]2C[C@@H](O)CN2C=3N=C4C=CC=CC4=NC3C,Z1754397970,311.339,311.339,-0.252,-1.993,1,6,88.17,2,https://real.enamine.net/public-enum-files/Z1754397970
CC1=CN=C2C(C=NN2CC(=O)N3CCCC3CN4C=NC=N4)=C1,Z2973705058,325.369,325.369,0.254,-2.819,0,5,81.73,5,https://real.enamine.net/public-enum-files/Z2973705058
O=C(O)C(NC(=O)C1CC21CCC=3C=CC=CC32)C=4C=CC=5OCCC5C4,Z2296021021,363.407,363.407,3.311,-4.555,2,4,75.63,5,https://real.enamine.net/public-enum-files/Z2296021021
CC(C(=O)O)N(C)S(=O)(=O)CC=1C=CC(=CC1)C(F)F,Z2300963889,307.315,307.315,1.892,-2.315,1,4,74.68,6,https://real.enamine.net/public-enum-files/Z2300963889
"CC(C)(CNC(=O)N1CC(C)(C)[C@H]2COC[C@H]21)C3=CC=CN=C3 |&1:12,16,r|",Z2349487048,317.427,317.427,2.079,-2.279,1,3,54.46,3,https://real.enamine.net/public-enum-files/Z2349487048
O=C(CCNC(=O)C=1C=CC2=CC=CC=C2C1)N3CCC4(C3)NC(=O)NC4=O,Z1235232521,380.398,380.398,-0.02,-4.826,3,4,107.61,4,https://real.enamine.net/public-enum-files/Z1235232521
CC1CCN(C(=O)C=2C=CC(O)=C(C2)[N+]([O-])=O)C1C,Z1669262343,264.278,264.278,2.229,-3.242,1,4,83.68,3,https://real.enamine.net/public-enum-files/Z1669262343
O=C1[C@H]2CCCCN2C(=O)N1CC=3C=CC4=CN=CN4C3,Z2367963501,284.314,284.314,0.966,-2.847,0,3,57.92,2,https://real.enamine.net/public-enum-files/Z2367963501
CC1CN(CC(C)O1)C(=O)CC2=NOC(=N2)C3CCC4=CC=CC=C4O3,Z2370192238,357.404,357.404,1.856,-3.055,0,5,77.69,3,https://real.enamine.net/public-enum-files/Z2370192238
CCCCC1=NN=C(NC(=O)N2CCN(CC(C)(C)O)CC2C)S1,Z1771883468,355.501,355.501,2.765,-3.365,2,5,81.59,8,https://real.enamine.net/public-enum-files/Z1771883468
CC1=CC=C(O1)C2=NC(=CS2)C(=O)N3CCS(=O)(=O)C(C)C3,Z1240369226,340.421,340.421,1.036,-3.59,0,4,80.48,3,https://real.enamine.net/public-enum-files/Z1240369226
"COC=1C=CC=C(C1)[C@@H]2C[C@H]2NC(=O)N3CC(C)(C)[C@H]4COC[C@H]43 |&1:8,10,&2:19,23,r|",Z2294614087,330.422,330.422,3.063,-3.531,1,3,50.8,3,https://real.enamine.net/public-enum-files/Z2294614087
CC=1C=CC(=CC1)C2CCCC2NC(=O)C(=O)NC3CC4(C3)COC(C)C4,Z4465073955,370.486,370.486,2.356,-4.123,2,3,67.43,4,https://real.enamine.net/public-enum-files/Z4465073955
CCN1C=C(C=N1)C(=O)NCC2(CCNC(=O)C3CC4(CC4)C3)CC2,Z4493179000,344.452,344.452,0.876,-2.393,2,3,76.02,10,https://real.enamine.net/public-enum-files/Z4493179000
O=C(CNC(=O)C=1C=CC(F)=C(F)C1)NCC=2C=CC=CC2CN3CCC(O)CC3,Z1331539018,417.45,417.45,1.265,-3.967,3,4,81.67,7,https://real.enamine.net/public-enum-files/Z1331539018
CN(CC1(O)CCCC1)C(=O)CCC2=CSC=N2,Z1501126814,268.377,268.377,0.899,-1.688,1,3,53.43,6,https://real.enamine.net/public-enum-files/Z1501126814
CC(=O)NC1=CC=CC(=C1)N2N=NN=C2SCC=3C=C(C)ON3,Z321090208,330.367,330.367,1.265,-3.605,1,5,98.73,6,https://real.enamine.net/public-enum-files/Z321090208
CC1=CC(=O)C(=NN1)C(=O)NC2CCCN(CC2)C(=O)C3CCOC3,Z4521694711,348.398,348.398,-0.681,-2.216,2,6,100.1,5,https://real.enamine.net/public-enum-files/Z4521694711
O=C(CN1CC=2C=CC=CC2C1=O)NC=3C=CC(=CC3)N4C=NC=5C=CC=CC54,Z1140055426,382.416,382.416,3.851,-5.653,1,3,67.23,4,https://real.enamine.net/public-enum-files/Z1140055426
CCOC1CC(C1)C(=O)N2CCC(CC2)C3CC(N)CCO3,Z2826214917,310.432,310.432,0.244,-1.704,1,4,64.79,5,https://real.enamine.net/public-enum-files/Z2826214917
FC=1C=CC(=C(F)C1)N2C=CC(CN3CCOC(CN4C=CN=N4)C3)=N2,Z2837583766,360.362,360.362,1.69,-1.724,0,5,61.0,5,https://real.enamine.net/public-enum-files/Z2837583766
CC=1C=CC=2C(=O)N(C(=O)C2C1)C(C)C(=O)NC=3C=CC=C(C3)NS(C)(=O)=O,Z318400824,401.438,401.438,1.888,-5.103,2,5,112.65,4,https://real.enamine.net/public-enum-files/Z318400824
"O=C(NOC=1C=CC=CC1)[C@@H]2C[C@@H]3O[C@H]2[C@H]4C[C@H]43 |&1:10,12,14,15,17,r|",Z2959378906,245.274,245.274,0.976,-3.381,1,3,47.56,4,https://real.enamine.net/public-enum-files/Z2959378906
COC=1C=CC=CC1OCC(C)NC(=O)C2=CC(=O)NC3=CC=C(F)C=C23,Z1239203456,370.375,370.375,2.371,-5.492,2,4,76.66,7,https://real.enamine.net/public-enum-files/Z1239203456
CC1=CC=C(CCC(=O)N2CC=C(CC2)C3=CNC4=NC=CC=C34)O1,Z1319102921,335.401,335.401,2.09,-3.878,1,2,62.13,5,https://real.enamine.net/public-enum-files/Z1319102921
CC=1C=CN(N1)C=2C=CC(=CN2)CNC(=O)C(C(=O)O)C(C)C,Z3388660027,316.356,316.356,1.409,-2.812,2,5,97.11,7,https://real.enamine.net/public-enum-files/Z3388660027
CC(C)CC(NC(=O)C1CC1(F)F)C2=NN=NN2,Z3475576021,259.256,259.256,0.981,-2.631,2,4,83.56,6,https://real.enamine.net/public-enum-files/Z3475576021
CCC1=NC=C(CN2CCC3(CCC(CC(=O)O)CC3)CC2)S1,Z3497840582,336.494,336.494,1.364,-2.336,1,4,53.43,5,https://real.enamine.net/public-enum-files/Z3497840582
O=C(NC(C1CC1)C2CC2)C=3C=NC4=NC=NN4C3O,Z4617373383,273.291,273.291,2.133,-3.505,2,5,92.41,5,https://real.enamine.net/public-enum-files/Z4617373383
CC(C)N1CCN(CC1)C2CCN(CC2)C(=O)C=3C=CC(=CC3)N(C)C,Z1535684689,358.522,358.522,0.939,-2.068,0,4,30.03,4,https://real.enamine.net/public-enum-files/Z1535684689
O=S(=O)(CC1CCCC1(F)F)N2CCCCC2C3=NN=C4CCCCN34,Z2277181574,388.478,388.478,1.156,-3.003,0,4,68.09,3,https://real.enamine.net/public-enum-files/Z2277181574
O=C(O)C1(CCCC1)C(=O)N2CCC(C2)C3=NN=CN3,Z2913093553,278.308,278.308,-0.372,-2.342,2,5,99.18,3,https://real.enamine.net/public-enum-files/Z2913093553
COC=1C=CN=C(N1)NC=2C=CC(=CC2)C(=O)N3CCC4(CC(O)C4)CC3,Z4143220846,368.43,368.43,1.931,-3.736,2,6,87.58,4,https://real.enamine.net/public-enum-files/Z4143220846
CS(=O)(=O)C1CCN(C1)C=2N=C(N=C3CCCC23)C4=CC=CN=C4,Z2000217802,344.433,344.433,0.722,-2.94,0,6,76.05,3,https://real.enamine.net/public-enum-files/Z2000217802
O=C(CN1C(=O)CNC1=O)NC2CCCC(C2)C=3C=CC=CC3,Z1853286160,315.368,315.368,1.711,-3.478,2,3,78.51,5,https://real.enamine.net/public-enum-files/Z1853286160
O=C(CC=1C=CC=C(Cl)C1)NC2=NNC=3C=CC(F)=CC23,Z1098707552,303.719,303.719,3.938,-4.791,2,2,57.78,4,https://real.enamine.net/public-enum-files/Z1098707552
"CCN1C(CNC(=O)[C@H]2C[C@@H]3CNC[C@H]23)=NC=4C=CC=CC41 |&1:8,10,14,r|",Z2606105793,298.384,298.384,0.888,-1.931,2,3,58.95,5,https://real.enamine.net/public-enum-files/Z2606105793
"CC[C@@H](C(=O)N[C@H]1CN(C[C@H]1O)C(=O)C2=CC=3C=NC=CC3N2)N(C)C |&1:6,10,r|",Z4521554129,359.424,359.424,0.833,-3.078,3,5,101.56,5,https://real.enamine.net/public-enum-files/Z4521554129
CCCC(=O)N1CCCCC1C(=O)N2CCCC(C2)S(N)(=O)=O,Z1280348291,345.459,345.459,0.553,-2.918,1,4,100.78,6,https://real.enamine.net/public-enum-files/Z1280348291
COC(=O)[C@@H](NC(=O)CCC1=CSC=N1)C(C)(C)O,Z4442493294,286.349,286.349,-0.35,-1.441,2,4,88.52,8,https://real.enamine.net/public-enum-files/Z4442493294
O=C(NC=1C=CC(=CC1)N2C=CC(=O)N2)N3CCCCCC3,Z2952902369,300.356,300.356,2.506,-3.401,2,3,64.68,4,https://real.enamine.net/public-enum-files/Z2952902369
CC=1C=C(N=C(N1)C(C)C)N2CCN(CC2)C=3C=C(O)N=C(C)N3,Z2967714056,328.413,328.413,3.21,-2.949,1,7,78.27,3,https://real.enamine.net/public-enum-files/Z2967714056
CC(C)N1C(CCNC(=O)C2=NNC=3CCCC23)=NC=4C=CC=CC41,Z1232315352,337.42,337.42,2.525,-3.278,2,3,75.6,6,https://real.enamine.net/public-enum-files/Z1232315352
COC=1C=CC(O)=C(C1)C(=O)N(C)CC(O)C(F)(F)F,Z1673653100,293.24,293.24,1.178,-2.575,2,4,70.0,6,https://real.enamine.net/public-enum-files/Z1673653100
CC=1N=C2C=CC=CC2=NC1CN3CCCC(O)(CN4C=CN=N4)C3,Z2053368952,338.408,338.408,1.134,-0.837,1,6,79.96,4,https://real.enamine.net/public-enum-files/Z2053368952
COCC1CN(CCO1)C2=NS(=O)(=O)C=3C=C(Cl)C=CC23,Z5714320055,330.788,330.788,2.08,-3.259,0,6,68.2,2,https://real.enamine.net/public-enum-files/Z5714320055
"CCN1C=C(C=N1)[C@@H]2OCC[C@H]2CNCC3=CNN=C3C4=CC=CN=C4 |&1:7,11,r|",Z2353052028,352.434,352.434,0.645,-1.162,2,5,80.65,7,https://real.enamine.net/public-enum-files/Z2353052028
COCCN1CCCN(CC1)C(=O)C2(COC)CCN(C2)C(=O)OC(C)(C)C,Z2173190758,399.526,399.526,2.539,-0.937,0,5,71.55,8,https://real.enamine.net/public-enum-files/Z2173190758
CCNCC1=CC=C(S1)C=2C=CC(=CC2)[N+]([O-])=O,Z1137726041,262.329,262.329,3.544,-4.167,1,3,55.17,5,https://real.enamine.net/public-enum-files/Z1137726041
CC=1C=C(C=CC1S(=O)(=O)NC2=NN=CN2)C(F)(F)F,Z2011240141,306.266,306.266,1.934,-4.481,2,4,87.74,3,https://real.enamine.net/public-enum-files/Z2011240141
CCCCS(=O)(=O)N1CCC(CNC=2N=C(N)C3=CC=CC=C3N2)C1,Z2017131382,363.48,363.48,2.776,-4.771,2,6,101.21,7,https://real.enamine.net/public-enum-files/Z2017131382
"COC1=CC=C2C(CCC2NC[C@@H]3CCO[C@H]3C=4C=NN(C)C4)=C1F |&1:12,16,r|",Z2351599839,345.412,345.412,1.421,-2.05,1,4,48.31,5,https://real.enamine.net/public-enum-files/Z2351599839
CC(C)(O)CNS(=O)(=O)C=1C=CC=CC1S(=O)(=O)NC2=CC=CN=C2,Z2358586787,385.461,385.461,1.134,-2.427,3,6,125.46,7,https://real.enamine.net/public-enum-files/Z2358586787
O=C(N[C@H]1C[C@@H](O)[C@@H]1N2C=CC=N2)C=3C=CC=CC3CN4C=CC=N4,Z2397111803,337.377,337.377,1.305,-2.338,2,4,84.97,6,https://real.enamine.net/public-enum-files/Z2397111803
