SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
Cl.N[C@@H](CC=1C=CN=CC1)C(=O)N2CCC3(CCCC3)C2,Z3312914669,309.835,273.374,0.842,-2.998,1,3,59.22,4,https://real.enamine.net/public-enum-files/Z3312914669
CN(CC=1C=CC(Cl)=C(Cl)C1)C(=O)CN2C=CC(=O)NC2=O,Z136149856,342.177,342.177,1.699,-4.06,1,3,69.72,5,https://real.enamine.net/public-enum-files/Z136149856
CN(CC=1C=CC=2OCOC2C1)C=3N=C(N=C4C=CC=CC34)C5=CC=CN=C5,Z86406747,370.405,370.405,4.436,-5.79,0,6,60.37,4,https://real.enamine.net/public-enum-files/Z86406747
O=C(CC=1C=CC(F)=CC1)N2CCCC(C2)C3=NNC(=O)O3,Z2027113813,305.305,305.305,1.467,-3.38,1,3,71.0,4,https://real.enamine.net/public-enum-files/Z2027113813
N#CC=1C=CN=C(N1)N2CCCN(CC2)C=3C=CC=CC3F,Z2272781928,297.331,297.331,1.966,-3.987,0,5,56.05,2,https://real.enamine.net/public-enum-files/Z2272781928
FC(F)(F)C=1C=NC(=C(Cl)C1)N2CCN3C=CN=C3C2,Z991000604,302.683,302.683,2.072,-2.653,0,3,33.95,2,https://real.enamine.net/public-enum-files/Z991000604
"C[C@@H]1[C@H](O)CCN1C(=O)NCC2(CCC2)C=3C=CC=C(C3)OC(F)(F)F |&1:1,2,r|",Z2496597830,372.383,372.383,3.713,-4.452,2,3,61.8,7,https://real.enamine.net/public-enum-files/Z2496597830
CCC1=NOC(C)=C1C2=NOC(CC3(COC)CC3)=N2,Z2444453166,277.32,277.32,0.681,-1.308,0,4,74.18,6,https://real.enamine.net/public-enum-files/Z2444453166
CC(C)OC=1C=CC=C(N1)C(=O)N2CCOCC2CC(=O)O,Z2147946968,308.33,308.33,1.28,-2.474,1,6,88.96,6,https://real.enamine.net/public-enum-files/Z2147946968
"CC(NC(=O)NCC1CC=2C=CC=CC2O1)[C@@H]3C[C@H](C(=O)O)C3(C)C |&1:16,18,r|",Z2504928140,346.422,346.422,2.948,-3.841,3,4,87.66,5,https://real.enamine.net/public-enum-files/Z2504928140
CCC=1OC=2C=CC=CC2C1CC(=O)NC=3C=NNC3C4CCNC4,Z2762277125,338.404,338.404,1.78,-3.115,3,3,82.95,6,https://real.enamine.net/public-enum-files/Z2762277125
CC(C)C1=NNC(=N1)[C@H]2CN(C[C@@H]2C3CC3)C=4C=CC=C(N4)C(=O)O,Z2762782963,341.408,341.408,2.803,-3.694,2,6,95.0,5,https://real.enamine.net/public-enum-files/Z2762782963
CC=1C=CC(=CC1C2=NC=CO2)NC(=O)CCC3CCCN3C(=O)OC(C)(C)C,Z2223189192,399.484,399.484,3.956,-4.258,1,3,84.67,7,https://real.enamine.net/public-enum-files/Z2223189192
CC=1C=CC=NC1CNC(=O)C=2C=CC=C(C2)OC(F)F,Z1129699057,292.281,292.281,2.428,-3.381,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z1129699057
CC=1OC=2N=C(CN3CCC(CC3)OCC4CCCCO4)N=C(N)C2C1C,Z1450058506,374.478,374.478,1.772,-2.82,1,6,86.64,5,https://real.enamine.net/public-enum-files/Z1450058506
O=C(C=1C=CN=CC1)N2CCCN(CC2)S(=O)(=O)C=3C=CC(F)=CC3,Z131691806,363.408,363.408,1.313,-3.382,0,4,70.58,4,https://real.enamine.net/public-enum-files/Z131691806
CC=1C=CC(=CC1C)C2(CNC(=O)CN3C=C(C=N3)C(=O)O)CCC2,Z2755568223,341.405,341.405,3.406,-3.245,2,4,84.22,7,https://real.enamine.net/public-enum-files/Z2755568223
COC=1C=CN=C(N1)NC2CCN(CC3=CN=C4C=CC(C)=CN34)CC2,Z1804142880,352.434,352.434,3.064,-3.1,1,6,67.58,5,https://real.enamine.net/public-enum-files/Z1804142880
CC1(C)CC(NCC2CCN(CC2)C(=O)C=3C=CC=CC3)C(C)(C)O1,Z1441291250,344.492,344.492,2.754,-3.796,1,3,41.57,5,https://real.enamine.net/public-enum-files/Z1441291250
CC1=NN(C(C)=C1CC(=O)N2CCOC(C)C2)C=3C=CC(F)=CC3,Z442856838,331.385,331.385,2.485,-2.556,0,3,47.36,4,https://real.enamine.net/public-enum-files/Z442856838
"CN1C=NC(=N1)C(=O)N[C@@H]2CC(CN3C=CN=C3C=4C=CC=CC4)C[C@H]2O |&1:9,25,r|",Z3687105435,366.418,366.418,0.643,-2.85,2,5,97.86,5,https://real.enamine.net/public-enum-files/Z3687105435
CC1CC(C=2C=CC=NC2)N(C1)C(=O)C(O)C3CCCCC3,Z1784248354,302.412,302.412,2.646,-3.868,1,3,53.43,4,https://real.enamine.net/public-enum-files/Z1784248354
O=C(NC=1C=NN(C1)C=2C=CN=CC2)N[C@@H]3C[C@H](C3)C=4C=CC(F)=CC4,Z2215765404,351.378,351.378,2.93,-3.024,2,3,71.84,4,https://real.enamine.net/public-enum-files/Z2215765404
O=S(=O)(NC=1C=CN=CC1)C=2C=CC=CC2S(=O)(=O)N3CCOCC3,Z1798194710,383.445,383.445,1.043,-2.536,1,6,105.67,5,
CCN1C(=O)C(=O)N(CC(=O)N2CCN(CC2)C=3C=CC=CC3)C1=O,Z20054737,344.366,344.366,1.619,-3.68,0,5,81.24,4,https://real.enamine.net/public-enum-files/Z20054737
"CC(C)(CC(=O)N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)C(C)(F)F |&1:7,17,r|",Z3687014103,329.386,329.386,0.522,-2.366,2,3,67.15,6,https://real.enamine.net/public-enum-files/Z3687014103
CC=1C=NC(=CN1)C(=O)NC2=NN=C(S2)C3CC3,Z27167273,261.305,261.305,0.638,-1.9,1,5,80.66,4,https://real.enamine.net/public-enum-files/Z27167273
O=C(CC=1C=CC=2OCCOC2C1)N3CCCCC3C=4C=NNC4,Z1198916860,327.378,327.378,1.83,-3.19,1,4,67.45,3,https://real.enamine.net/public-enum-files/Z1198916860
O=C(C1=NNC=2CCCC12)N3CC(C3)OC=4C=CN=CC4,Z1152564351,284.314,284.314,1.291,-2.858,1,4,71.11,4,https://real.enamine.net/public-enum-files/Z1152564351
O=C1OC=2C=C(Cl)C=CC2N1CC=3C=C(F)C=C4C=CC=NC34,Z359616488,328.725,328.725,3.658,-4.859,0,3,42.43,2,https://real.enamine.net/public-enum-files/Z359616488
COC=1C=CSC1C(=O)N2C(CC3CCCCC32)C(=O)O,Z1436233095,309.382,309.382,2.546,-3.878,1,4,66.84,4,https://real.enamine.net/public-enum-files/Z1436233095
O=C(COC(=O)C1=NNC(=O)C=2C=CC=CC12)NC=3C=CC(F)=C(F)C3F,Z91829627,377.275,377.275,0.793,-5.858,2,4,96.86,5,https://real.enamine.net/public-enum-files/Z91829627
CC=1C=CC(=C(F)C1)N2CC(CC2=O)C(=O)NC3(CC3)C(=O)O,Z1603606102,320.316,320.316,2.488,-3.426,2,4,86.71,5,https://real.enamine.net/public-enum-files/Z1603606102
CCS(=O)(=O)N1CCC(CC1)C(=O)NCC=2C=CC=CC2C(F)(F)F,Z340606444,378.412,378.412,1.62,-3.476,1,3,66.48,7,https://real.enamine.net/public-enum-files/Z340606444
CC=1OC=CC1C2=NN=C(SC(C)C=3C=CC=CC3Cl)N2C,Z24324406,333.837,333.837,3.812,-5.828,0,2,43.85,4,https://real.enamine.net/public-enum-files/Z24324406
CC1=NN(C(C)=C1NC(=O)C=2OC=CC2Br)C=3C=CC=CC3,Z1359510440,360.206,360.206,1.493,-4.218,1,2,60.06,4,https://real.enamine.net/public-enum-files/Z1359510440
O=C1CCC(NC2CCN(CC(F)(F)F)CC2)C3(CCC3)N1,Z2020844686,319.366,319.366,0.552,-2.145,2,3,44.37,4,https://real.enamine.net/public-enum-files/Z2020844686
O=C(NC=1C=CC=CC1OCC=2C=CC=C(Cl)C2)N3CC4COCC(C3)O4,Z2016684146,388.845,388.845,2.915,-5.235,1,4,60.03,4,https://real.enamine.net/public-enum-files/Z2016684146
CN1N=CC=C1CN2CCCC=3C(=CC=CC32)S(N)(=O)=O,Z1583999645,306.385,306.385,1.23,-1.933,1,4,81.22,3,https://real.enamine.net/public-enum-files/Z1583999645
COC1CCC(CC1)NC(=O)N2CCC(CC2)N3C(C)=NC4=CC=CC=C43,Z2311337121,370.489,370.489,1.968,-2.799,1,3,59.39,3,https://real.enamine.net/public-enum-files/Z2311337121
CN(CC1=CN=NN1C)C[C@@H]2C[C@H](F)CN2CC=3C=NC=NC3,Z1759413358,319.381,319.381,-0.34,-0.26,0,6,62.97,6,https://real.enamine.net/public-enum-files/Z1759413358
CN(C)C(=O)N1CCC(CC1)C2=NC(=NO2)C=3C=NN(C)C3,Z1170070265,304.348,304.348,0.076,-0.974,0,4,80.29,4,https://real.enamine.net/public-enum-files/Z1170070265
O=C(C=1C=C(NN1)C2CC2)N3CCN(CC3)C4=CC=C(F)C=C4Cl,Z1523018275,348.803,348.803,3.3,-4.378,1,3,52.23,4,https://real.enamine.net/public-enum-files/Z1523018275
O=C(NC1=CC=C2C(=O)NC=CC2=C1)C3(CCC3)C4CC4,Z2914243691,282.338,282.338,1.962,-4.824,2,2,58.2,3,https://real.enamine.net/public-enum-files/Z2914243691
O=C(NC=1C=CC=C(C1)C2=NNC(=O)N2)C3CC(=O)NC4=CC(F)=CC=C43,Z2077135933,367.335,367.335,1.509,-4.966,4,4,111.69,3,https://real.enamine.net/public-enum-files/Z2077135933
O=C(NC=1C=CC(Cl)=CC1Cl)C2=CN=CN2C=3C=CC=CC3,Z64785737,332.184,332.184,4.296,-5.38,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z64785737
CCOC=1N=CC=CC1NC(=O)NCCS(=O)(=O)CC,Z1084855692,301.364,301.364,1.513,-1.984,2,5,97.39,9,https://real.enamine.net/public-enum-files/Z1084855692
O=C(NC=1C=CN(CC=2C=CN=CC2)N1)N3CCSC4(CCCCC4)C3,Z1355685704,371.502,371.502,2.586,-4.722,1,3,63.05,3,https://real.enamine.net/public-enum-files/Z1355685704
CCOCC=1N=C(C)C=C(N1)N2CCN3C(=O)N(CC)C(=O)C3C2,Z2970262925,333.386,333.386,0.514,-2.592,0,6,78.87,5,https://real.enamine.net/public-enum-files/Z2970262925
CN1N=NC(CNC(=O)N2CCC[C@H]2COC=3C=CC(F)=CC3)=N1,Z2973294855,334.35,334.35,1.729,-2.509,1,5,85.17,7,https://real.enamine.net/public-enum-files/Z2973294855
CO[C@@H]1C[C@@H](C2=NC(C)=C(C)N2)N(C1)C(=O)CC=CC=3C=CC(F)=CC3,Z2394352996,357.423,357.423,1.688,-3.703,1,3,58.22,6,https://real.enamine.net/public-enum-files/Z2394352996
O=C1C=C(CSC=2C=CC=CC2)C=3C=CC(O)=CC3O1,Z19751022,284.331,284.331,3.75,-4.789,1,2,46.53,3,https://real.enamine.net/public-enum-files/Z19751022
CCN1C(=NN=C1C=2C=CC=CC2)SCC3=CC(=O)N4N=C(N)NC4=N3,Z905296778,368.418,368.418,-0.736,-6.166,2,7,113.79,5,https://real.enamine.net/public-enum-files/Z905296778
OC(CF)CSC1=NN=C(C2=CC=CS2)N1CC3=CC=CO3,Z3071640835,339.411,339.411,1.584,-4.713,1,3,64.08,7,https://real.enamine.net/public-enum-files/Z3071640835
"CN(C)CC=1C=CC(=NC1)N2CCN(CC2)C(=O)[C@H]3C[C@H]4OCC[C@H]4N3 |&1:18,20,24,r|",Z3042645622,359.467,359.467,-0.032,-2.35,1,6,60.94,5,https://real.enamine.net/public-enum-files/Z3042645622
CC1=CC=C(S1)C(=O)NC=2C=CC=3OC(C)C(=O)NC3C2,Z110096054,302.35,302.35,2.189,-4.638,2,3,67.43,3,https://real.enamine.net/public-enum-files/Z110096054
CC=1C=CC(=CC1)NC(=O)N(CC=2C=CC=CN2)C3CC3,Z90734790,281.353,281.353,2.251,-3.448,1,2,45.23,6,https://real.enamine.net/public-enum-files/Z90734790
O=C(NC=1C=CC(O)=CC1)C2=CNN=C2C=3C=CC=CN3,Z2197458549,280.282,280.282,1.414,-2.57,3,4,90.9,4,https://real.enamine.net/public-enum-files/Z2197458549
CC=1C(Cl)=CC=CC1NC2=NN=C(SC(C(=O)NC(N)=O)C(C)C)S2,Z151752722,399.921,399.921,4.006,-7.137,3,5,110.0,8,https://real.enamine.net/public-enum-files/Z151752722
NC(=O)C(NC(=O)C1=CC=2C=C(F)C=CC2N1)C=3C=CC=CC3,Z301218074,311.311,311.311,2.193,-5.114,3,2,87.98,5,https://real.enamine.net/public-enum-files/Z301218074
O=C1NC=NC=2SC=C(C=3C=CC(=CC3)C=4C=CC=CC4)C12,Z56801640,304.368,304.368,3.9,-7.05,1,2,41.46,2,https://real.enamine.net/public-enum-files/Z56801640
CC1=NN(CC(F)(F)F)C(C)=C1CC(=O)N2CC3(CC3)C=4C=CC=CC42,Z1545484315,363.378,363.378,2.29,-3.231,0,2,38.13,5,https://real.enamine.net/public-enum-files/Z1545484315
COC=1C=CC=C(C1)NC(=O)CN2CCC(CC2)C3=NN=C4C=CC=CN34,Z106485594,365.43,365.43,1.928,-2.841,1,5,71.76,5,https://real.enamine.net/public-enum-files/Z106485594
COC1CCCC1C2COCCN2CC=3N=CC=CN3,Z2056603395,277.363,277.363,0.055,-0.745,0,5,47.48,4,https://real.enamine.net/public-enum-files/Z2056603395
O=C(O)CC1CCC2(CC1)CCN(CC3=CN=CS3)CC2,Z3497840530,308.441,308.441,0.336,-2.377,1,4,53.43,4,https://real.enamine.net/public-enum-files/Z3497840530
O=C(CN1CCN(CC1)C=2C=CC=CC2Cl)NC=3C=CC=CC3,Z30981551,329.824,329.824,4.103,-3.98,1,3,35.58,4,https://real.enamine.net/public-enum-files/Z30981551
CN1C(=O)N(CC(=O)N2CCCC2C3=CC=NN3)C(=O)C41CCCCC4,Z2075991860,359.424,359.424,1.044,-3.966,1,4,89.61,3,https://real.enamine.net/public-enum-files/Z2075991860
COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)N3CCOC(CF)C3,Z2334859795,333.358,333.358,2.049,-3.558,0,4,56.59,5,https://real.enamine.net/public-enum-files/Z2334859795
CN1N=C2CCCC2=C1C(=O)NC3(COC3)C=4C(F)=CC=CC4F,Z2963428918,333.333,333.333,2.165,-3.558,1,3,56.15,3,https://real.enamine.net/public-enum-files/Z2963428918
FC=1C=CC(F)=C(C1)CNC=2C=NC=3C=C(F)C(F)=CC3N2,Z1232661834,307.246,307.246,4.092,-4.057,1,3,37.81,3,https://real.enamine.net/public-enum-files/Z1232661834
COC=1C=CC(C(=O)N2C3C=C(CC2CC3)C4=CC=NN4C)=C(O)C1,Z2017910165,339.389,339.389,1.479,-2.956,1,4,67.59,4,https://real.enamine.net/public-enum-files/Z2017910165
CC(=O)N1CCC=2C=C(C=CC21)NC(=O)CNC3=CC=C(Br)C(=C3)C(F)(F)F,Z89013774,456.257,456.257,3.993,-5.93,2,3,61.44,7,https://real.enamine.net/public-enum-files/Z89013774
O=C(NCC1COC=2C=CC=CC2O1)C3=CC(=O)NC=4C=CC=CC34,Z103379164,336.342,336.342,2.034,-5.39,2,4,76.66,4,https://real.enamine.net/public-enum-files/Z103379164
O=C(C1=CN(CC2CC2)N=N1)N3CCC(CC3)C4=NC=CS4,Z2668420384,317.411,317.411,0.31,-1.68,0,4,63.91,5,https://real.enamine.net/public-enum-files/Z2668420384
CC=1C=CC=C(OC(F)F)C1NC(=O)C=2N=C(OC2C3CC3)C=4C=CC=CC4,Z1022238412,384.377,384.377,3.273,-5.89,1,3,64.36,6,https://real.enamine.net/public-enum-files/Z1022238412
O=C1NC=2C=CC(=CC2O1)C3=CSC(=N3)C=4C=CC(F)=CC4,Z64868740,312.32,312.32,3.848,-5.97,1,3,51.22,2,https://real.enamine.net/public-enum-files/Z64868740
O=C(NC1CCS(=O)C1)NC2CCCC=3SC=CC32,Z1702211026,298.427,298.427,0.8,-2.622,2,2,58.2,4,https://real.enamine.net/public-enum-files/Z1702211026
COC1=C(CN2CCC(O)(CC2)C(F)(F)F)C(C)=NN1C,Z1703434072,307.313,307.313,0.305,-1.446,1,4,50.52,4,https://real.enamine.net/public-enum-files/Z1703434072
CC(C)(C)OC(=O)N1CCC(C1)N2C=CC(=N2)NC(=O)C3=CC=CC=4C=CC=CC34,Z1842078559,406.479,406.479,3.878,-5.847,1,3,76.46,5,https://real.enamine.net/public-enum-files/Z1842078559
CC1=NN(C=2N=CC(=CC12)C=3C=CC(C)=NC3)C4CCS(=O)(=O)C4,Z2687612856,342.417,342.417,0.152,-3.082,0,5,77.74,2,https://real.enamine.net/public-enum-files/Z2687612856
CC(C)(C)C1=CN2N=C(SC2=N1)N3CCC=4C=NC=NC4C3,Z1139198858,314.411,314.411,1.489,-3.59,0,5,59.21,2,https://real.enamine.net/public-enum-files/Z1139198858
COC1(CNC(=O)C=2C=CC(=CC2)S(=O)(=O)NC=3C=CN=CC3)CCC(C)CC1,Z1953650698,417.524,417.524,3.547,-4.457,2,5,97.39,6,https://real.enamine.net/public-enum-files/Z1953650698
O=C(NCC=1C=CC=C(C1)OCC(F)(F)F)C2=CC=C(CN3C=CC=N3)O2,Z422803502,379.334,379.334,2.79,-4.344,1,3,69.29,8,https://real.enamine.net/public-enum-files/Z422803502
CC(=O)NCC=1C=C(C=CN1)OC2CCN(CC3=NOC=4CCCCC34)C2,Z1759944442,370.446,370.446,0.847,-2.02,1,5,80.49,6,https://real.enamine.net/public-enum-files/Z1759944442
NC(=O)C1CCN(C1)C2=CC(F)=CC(Br)=C2[N+]([O-])=O,Z2582965016,332.126,332.126,1.815,-3.899,1,4,89.47,3,https://real.enamine.net/public-enum-files/Z2582965016
"O=C(O)[C@@H]1[C@H](NC(=O)[C@@H]2C[C@@H]3O[C@H]2[C@H]4C[C@H]43)[C@H]5CC[C@@H]1C5 |&1:3,4,16,19,&2:8,10,12,13,15,r|",Z3009439393,291.343,291.343,0.992,-3.028,2,4,75.63,3,https://real.enamine.net/public-enum-files/Z3009439393
CCC=1C=C(NC(=O)CC=2C=CN(N2)C=3C=CC(F)=CC3)N(C)N1,Z1264638854,327.357,327.357,2.302,-3.139,1,3,64.74,6,https://real.enamine.net/public-enum-files/Z1264638854
CC1(C)CN(CCC=2C=CC=CC21)C(=O)NCC3=NC=CN3CC(F)(F)F,Z2613418432,380.408,380.408,2.714,-3.393,1,2,50.16,6,https://real.enamine.net/public-enum-files/Z2613418432
CCOC=1C=CC=C(C1)C(=O)NCCC=2C=NN(N2)C=3C=CC=CC3,Z4119276241,336.389,336.389,3.555,-3.633,1,4,69.04,8,https://real.enamine.net/public-enum-files/Z4119276241
CC=1C(Cl)=CN=C(NC(=O)CSC2=NN=C(C3CC3)N2C=4C=CC=CC4)C1Cl,Z24160147,434.343,434.343,3.647,-6.48,1,4,72.7,6,https://real.enamine.net/public-enum-files/Z24160147
O=C(NC1=NN=C(N1)C(F)(F)F)C=2C=CC(=CC2)OC=3C=NC=CC3,Z838328798,349.268,349.268,2.431,-5.033,2,4,92.79,6,https://real.enamine.net/public-enum-files/Z838328798
CC=1C=C(C)N(N1)C=2C=CC(=CN2)NC(=O)C=3C=C(Cl)C=CC3O,Z367608550,342.78,342.78,4.48,-3.664,2,4,80.04,4,https://real.enamine.net/public-enum-files/Z367608550
CCCC(O)(CCC)CC(=O)NCC1=NC=2C=CC=CC2C(=O)N1,Z2233513926,331.41,331.41,1.49,-4.437,3,4,90.79,9,https://real.enamine.net/public-enum-files/Z2233513926
CCOC=1C=CC=CC1N(C)C(=O)C=2C=CC(=CC2)S(C)(=O)=O,Z1515636106,333.404,333.404,1.601,-3.768,0,4,63.68,6,https://real.enamine.net/public-enum-files/Z1515636106
CN1C=C(C=N1)O[C@@H]2COC[C@@H]2NC(=O)C3=CNC(=C3)C(F)(F)F,Z2394895743,344.29,344.29,1.262,-2.748,2,4,81.17,6,https://real.enamine.net/public-enum-files/Z2394895743
O=C(NCC(C1=CC=CS1)N2CCOCC2)C=3C=CC(=NC3)OCC(F)(F)F,Z237898144,415.432,415.432,3.2,-4.121,1,5,63.69,8,https://real.enamine.net/public-enum-files/Z237898144
CC=1C=CC=CC1C2=NOC(COC=3C=CC=CC3C(=O)NC=4C=CC=CC4)=N2,Z26381436,385.416,385.416,4.198,-6.56,1,4,77.25,6,https://real.enamine.net/public-enum-files/Z26381436
CC1=NC(CN2C[C@@H](F)C[C@H]2CN(C)C(=O)NC3C=CCCC3)=NO1,Z1761511075,351.42,351.42,1.714,-1.985,1,4,74.5,5,https://real.enamine.net/public-enum-files/Z1761511075
C#CCCC1(CCC(=O)NC2CC(=O)N(CC(F)(F)F)C2)N=N1,Z3066853377,330.306,330.306,1.125,-3.66,1,4,74.13,9,https://real.enamine.net/public-enum-files/Z3066853377
CC1=NC(=NN1C=2C=CC(Cl)=CC2)C(=O)N3CCCC4=C(C)C=CC(F)=C43,Z1167293765,384.835,384.835,3.915,-5.45,0,3,51.02,2,https://real.enamine.net/public-enum-files/Z1167293765
CC1=NC=CN1CC=2C=CC=C(C2)CNC(=O)C3CCCO3,Z372479334,299.368,299.368,1.065,-1.77,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z372479334
O=C(NC=1C=CC=2CCCC2C1)N3CCN(CC3)C=4C=CC=CN4,Z410532678,322.405,322.405,2.864,-4.798,1,3,48.47,4,https://real.enamine.net/public-enum-files/Z410532678
O=C(NC=1C=CC(=CC1)N2C=NN=N2)C=3C=CC=CC3OC=4C=CC=CC4,Z26552461,357.366,357.366,4.369,-5.62,1,4,81.93,5,https://real.enamine.net/public-enum-files/Z26552461
CC=1N=CC=C(N1)N2CCC(CC2)[C@@H]3CC[C@@H](O3)C(=O)O,Z2762780091,291.346,291.346,1.015,-1.774,1,6,75.55,3,https://real.enamine.net/public-enum-files/Z2762780091
"O=C(O)[C@H]1CC[C@H](C1)NC(=O)NC=2C=CC=CC2C3=CC=CS3 |&1:3,6,r|",Z2446323502,330.403,330.403,3.371,-4.486,3,3,78.43,4,https://real.enamine.net/public-enum-files/Z2446323502
CC1=NC(CN2CCC(CC2)N3CCN(C)C3=O)=NO1,Z1139414729,279.339,279.339,-0.853,-0.48,0,4,65.71,3,https://real.enamine.net/public-enum-files/Z1139414729
O=C(NC=1C=CC(=CC1)N2C=CC=N2)N3CCCC3CF,Z2291043790,288.321,288.321,2.029,-2.827,1,2,50.16,5,https://real.enamine.net/public-enum-files/Z2291043790
CC1=C(NC(=O)C=2C=CC(Cl)=CC2)C(=O)N(C=3C=CC=CC3)N1C,Z27661937,341.792,341.792,2.187,-4.236,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z27661937
COC(=O)C=1C=C(C=CN1)CNC(=O)C2CC(C)CC(C)(C)C2,Z2732665197,318.411,318.411,2.763,-4.068,1,3,68.29,6,https://real.enamine.net/public-enum-files/Z2732665197
CC=1C=CC(=CC1)S(=O)(=O)N(C)C(C)C2=NC=3C=CC=CC3S2,Z89377890,346.47,346.47,3.851,-4.388,0,3,50.27,4,https://real.enamine.net/public-enum-files/Z89377890
CC=1C=NN(C1)CC2CCCN2CC3=CN(N=N3)C=4C=CC=CC4,Z1139482428,322.408,322.408,2.529,-1.52,0,4,51.77,5,https://real.enamine.net/public-enum-files/Z1139482428
CC(C)C1=NN=C(N[C@@H]2CC(=O)N(C3CC3)[C@H]2C4=CC=NN4C)O1,Z2272722094,330.386,330.386,0.984,-2.615,1,5,89.08,5,https://real.enamine.net/public-enum-files/Z2272722094
CCC1=NC(CNC(=O)[C@@H]2CC=3C=CC=CC3N2C(C)=O)=NN1,Z2282502222,313.355,313.355,0.676,-3.121,2,4,90.98,6,https://real.enamine.net/public-enum-files/Z2282502222
CC1=CC(=NN1C2CCCCC2)NC(=O)N3CCCC3C4=CC=CS4,Z2172014290,358.503,358.503,3.617,-4.55,1,2,50.16,5,https://real.enamine.net/public-enum-files/Z2172014290
CC(C)C=1C=CC(=CC1)C(=O)N2CCN(CC2)C(=O)C3=CC=4C=CC=CC4O3,Z316573176,376.449,376.449,3.925,-6.86,0,2,53.76,3,https://real.enamine.net/public-enum-files/Z316573176
O=C(COC=1N=CN=C2C=CC=CC12)N3CCN(CC3)S(=O)(=O)C=4C=CC(Cl)=CC4,Z18537306,446.909,446.909,3.723,-5.725,0,6,92.7,4,https://real.enamine.net/public-enum-files/Z18537306
O=C(COC=1N=CN=C2C=CC=CC12)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4,Z18537305,412.464,412.464,3.01,-5.041,0,6,92.7,4,https://real.enamine.net/public-enum-files/Z18537305
O=C(COC(=O)C1=NNC=2C=CC=CC12)NC=3C=CC=C(Cl)C3,Z18544913,329.738,329.738,3.573,-5.291,2,3,84.08,5,https://real.enamine.net/public-enum-files/Z18544913
CC=1C=CC=C(C1)NC(=O)NCC=2C=CN=CC2,Z44591883,241.289,241.289,1.871,-2.721,2,2,54.02,5,https://real.enamine.net/public-enum-files/Z44591883
CC(=O)NC=1C=CC=C(C1)C(=O)NC=2N=CC=CC2OCC=3C=CC=C(Cl)C3,Z1318946715,395.839,395.839,3.624,-5.576,2,4,80.32,6,https://real.enamine.net/public-enum-files/Z1318946715
CC=1C=CC(=CC1)CN(CCO)C(=O)C2CC3CC(O)CC(C2)C3,Z3290588491,331.45,331.45,2.548,-3.399,2,3,60.77,6,https://real.enamine.net/public-enum-files/Z3290588491
CCOC=1C=C(SC1C(=O)N2CCOC(C2)C(=O)O)C=3C=CC=CC3,Z1445267524,361.414,361.414,2.981,-4.904,1,5,76.07,6,https://real.enamine.net/public-enum-files/Z1445267524
