SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
"CC(CC=1C=NC2=CC=CC=C2N1)C(=O)N3CC4(CCOCC4)[C@H]5CCC[C@H]53 |&1:23,27,r|",Z2285145833,379.496,379.496,1.433,-2.839,0,4,55.32,3,https://real.enamine.net/public-enum-files/Z2285145833
CCCS(=O)(=O)N1CCC(CC1)C2=NC=C(O2)C(=O)O,Z3016338265,302.348,302.348,0.65,-1.25,1,5,100.71,5,https://real.enamine.net/public-enum-files/Z3016338265
OC1CCC2CN(CC3=CC=C4C=NNC4=C3)CC12,Z1661823236,257.332,257.332,1.422,-2.505,2,3,52.15,2,https://real.enamine.net/public-enum-files/Z1661823236
CC(C=1C=CC(=CC1)S(C)(=O)=O)N2CCC3(O)CCCCC3C2,Z1777860964,337.479,337.479,1.725,-2.848,1,4,57.61,3,https://real.enamine.net/public-enum-files/Z1777860964
FC=1C=CC(Cl)=CC1C2=NN=C(O2)C3CCOC3,Z1758164707,268.671,268.671,1.293,-3.587,0,3,48.15,2,https://real.enamine.net/public-enum-files/Z1758164707
Cl.CO[C@H]1C[C@@H](CN2C=CC(N)=N2)N(C1)C(=O)COC3=CC(C)=CC=C3C,Z3072156445,394.896,358.436,2.042,-4.066,1,5,82.61,6,https://real.enamine.net/public-enum-files/Z3072156445
CC=1C=CC=C2CC(COC12)NC(=O)N3CCN(CC3)C4=CC=CC=N4,Z2187630038,352.431,352.431,3.506,-4.108,1,4,57.7,2,https://real.enamine.net/public-enum-files/Z2187630038
COC=1C=CC(=CC1F)CN2CCN(CC2)S(=O)(=O)C3=CC=NN3C,Z1693070962,368.428,368.428,1.849,-2.072,0,5,67.67,5,https://real.enamine.net/public-enum-files/Z1693070962
O=C(O)C(C=1C=CC(F)=CC1)N2CCN(CC2)C=3N=CC=CN3,Z2482827519,316.331,316.331,0.368,-2.769,1,6,69.56,4,https://real.enamine.net/public-enum-files/Z2482827519
O=C(NC=1N=CN(N1)C2CCCCC2)N3CCC(CC3)OC4CCCCC4,Z1672647712,375.509,375.509,2.535,-4.833,1,4,72.28,6,https://real.enamine.net/public-enum-files/Z1672647712
"CC(C)C1CCC(C)CC1OCC(=O)NC2CC[C@H](O)[C@H](O)C2 |&1:18,20,r|",Z3016312928,327.46,327.46,2.537,-3.728,3,4,78.79,5,https://real.enamine.net/public-enum-files/Z3016312928
COC=1C=C(C(=O)N2CC(C2)N(C)OC)C(=CC1OC)[N+]([O-])=O,Z3016312948,325.318,325.318,1.531,-3.153,0,7,94.38,7,https://real.enamine.net/public-enum-files/Z3016312948
O=C(NCC=1C=CC(=CC1)C(=O)N2CCCCC2)N3CC(F)C3,Z1657570119,319.375,319.375,1.302,-3.728,1,2,52.65,6,https://real.enamine.net/public-enum-files/Z1657570119
O=C(NC1CCC=2C=NNC2C1)N3CC=C(CC3)C=4C=CC=C(Cl)C4,Z1949635634,356.85,356.85,2.978,-4.759,2,2,61.02,4,https://real.enamine.net/public-enum-files/Z1949635634
CCC1=NC(=CS1)C(C)NS(=O)(=O)C=2C=C(C)C(F)=C(C)C2,Z1271145500,342.455,342.455,3.813,-3.667,1,3,59.06,5,https://real.enamine.net/public-enum-files/Z1271145500
CC1=NN(C)C=2SC(=CC12)C(=O)NC(C(=O)O)C=3C=CC=4OCCC4C3,Z2296018422,371.412,371.412,2.304,-4.378,2,5,93.45,4,https://real.enamine.net/public-enum-files/Z2296018422
CC=1C=CC(=CC1)C(NC(=O)NCC2(CO)CC2)C3CC3,Z1328075335,288.385,288.385,2.701,-2.6,3,2,61.36,8,https://real.enamine.net/public-enum-files/Z1328075335
CN1CCCC1C(=O)N2CCN(CC2)C(=O)NCC(C)(C)C3=CCCC3,Z2310815001,362.51,362.51,3.297,-3.155,1,3,55.89,7,https://real.enamine.net/public-enum-files/Z2310815001
CC1CC(CN1C(=O)C=2C=NC=3C=CC=CC3N2)C=4C=CC(F)=CC4,Z1233502404,335.376,335.376,2.999,-4.078,0,3,46.09,3,https://real.enamine.net/public-enum-files/Z1233502404
CC1=NC=C2CC(CCN12)C(=O)N3CCC43CCC4,Z2173405466,259.347,259.347,-0.338,-1.383,0,2,38.13,1,https://real.enamine.net/public-enum-files/Z2173405466
CC(=O)N1CCCN(CC1)C2CN(CC2C)C(=O)C3=CCCCC3,Z1784094152,333.469,333.469,1.232,-3.545,0,3,43.86,4,https://real.enamine.net/public-enum-files/Z1784094152
CC1CN(CC(C)S1(=O)=O)C(=O)NCCC2=NC=3CCCCC3S2,Z2180675275,371.521,371.521,1.672,-3.435,1,4,79.37,5,https://real.enamine.net/public-enum-files/Z2180675275
O=S(=O)(CC1CCCCO1)NC=2C=C(C=CC2O)C(F)(F)F,Z1278750911,339.332,339.332,2.838,-2.859,2,4,75.63,5,https://real.enamine.net/public-enum-files/Z1278750911
CC=1C=C(NC(=O)CN2C=NC(=N2)C(C)(C)C)N(N1)C(C)(C)C,Z2365206579,318.418,318.418,1.843,-2.14,1,4,77.63,6,https://real.enamine.net/public-enum-files/Z2365206579
CC(C)N1C=NC(=C1)C(=O)NC2=CC=NN2C(C)C,Z1986067551,261.324,261.324,1.458,-1.641,1,3,64.74,5,https://real.enamine.net/public-enum-files/Z1986067551
CC1=NN=C2C=CC(=NN12)N3CCC(O)(C3)C(F)(F)F,Z1309549897,287.242,287.242,0.133,-3.196,1,5,66.55,2,https://real.enamine.net/public-enum-files/Z1309549897
CNC(=O)C1CC(=O)N(C1)C2CN(C2)S(=O)(=O)C3CC3,Z2761487995,301.364,301.364,0.077,-1.375,1,4,86.79,5,https://real.enamine.net/public-enum-files/Z2761487995
CC(C(=O)N(C)C1CCS(=O)(=O)C1)N2CC3(CCC3)C2C4CCCO4,Z2170189575,370.509,370.509,0.606,-1.875,0,5,66.92,5,https://real.enamine.net/public-enum-files/Z2170189575
CC(=O)NC=1C=C(C=CC1C)C(=O)NC2=NC=3C=CC=CC3N2C4CCCC4,Z1251688714,376.453,376.453,3.585,-5.43,2,3,76.02,4,https://real.enamine.net/public-enum-files/Z1251688714
CC(C)C=1C=C(C=C(O)N1)C(=O)N[C@H](CC=2C=CC=CC2)C(=O)O,Z2295601424,328.363,328.363,3.393,-3.707,3,5,99.52,7,https://real.enamine.net/public-enum-files/Z2295601424
"COC(=O)NC=1C=CC=C(C1)NC(=O)N2CC[C@H]3CCN(C)C[C@H]32 |&1:17,23,r|",Z3016333783,332.398,332.398,0.82,-2.47,2,4,73.91,3,https://real.enamine.net/public-enum-files/Z3016333783
CCC1C(=O)NCCN1CC(=O)N2CCC(CC2)NC(=O)C=3C=CC=CC3,Z1241361847,372.462,372.462,1.014,-3.026,2,4,81.75,5,https://real.enamine.net/public-enum-files/Z1241361847
CCOC=1C=CC(=CC1)C2CCCN2C3=NN=C(C)N3C,Z2166317786,286.373,286.373,2.208,-2.835,0,4,43.18,4,https://real.enamine.net/public-enum-files/Z2166317786
CC=1N=C(OC1C(=O)N2CCCC(C2)N3C=CN=N3)C4CC4,Z2407943992,301.344,301.344,-0.255,-1.29,0,4,77.05,4,https://real.enamine.net/public-enum-files/Z2407943992
CCOC=1C=CC(=CC1)C2CCCN2CC3=CN(CC(=O)O)N=N3,Z2482857806,330.382,330.382,1.907,-1.345,1,6,80.48,7,https://real.enamine.net/public-enum-files/Z2482857806
O=C(NC=1C=C(NN1)C2CCOCC2)C=3C=NN4C=CC=NC34,Z1275019105,312.327,312.327,-0.051,-2.381,2,5,97.2,4,https://real.enamine.net/public-enum-files/Z1275019105
CN1C=C(C=N1)NC(=O)N2CCCC(CC=3C=CC=CC3)C2,Z1141985589,298.384,298.384,2.379,-2.62,1,2,50.16,5,https://real.enamine.net/public-enum-files/Z1141985589
CC1CC(NC(=O)N(C)C2CCC=3C=CC=CC32)C4=NC=CN41,Z2310036052,310.394,310.394,1.557,-2.564,1,2,50.16,4,https://real.enamine.net/public-enum-files/Z2310036052
NC=1N=C(N=CC1C(=O)NC2CC32CCOCC3)C4CC4,Z2332597841,288.346,288.346,1.041,-1.505,2,5,90.13,4,https://real.enamine.net/public-enum-files/Z2332597841
O=C(NC=1C=NC=2CCCCC2C1)NC3CCC(CC3)N4CCNCC4,Z2355596410,357.494,357.494,2.528,-1.983,3,4,69.29,5,https://real.enamine.net/public-enum-files/Z2355596410
CC1=NC(=NN1)C2CCN(C2)C(=O)NC3=NC=4CCC(C)(C)CC4S3,Z2362071133,360.479,360.479,2.927,-4.136,2,4,86.8,4,https://real.enamine.net/public-enum-files/Z2362071133
COCC1(CNC(=O)N2CCCC3(CCNC3)C2)CCCC1,Z2363064734,309.448,309.448,2.434,-1.601,2,3,53.6,6,https://real.enamine.net/public-enum-files/Z2363064734
CC1(C)C2CN(CC21)C(=O)C3=CSC(=N3)C4=NN=CN4,Z1267089955,289.358,289.358,0.447,-4.179,1,4,74.77,3,https://real.enamine.net/public-enum-files/Z1267089955
CC1=CC(=CC(C)=C1F)S(=O)(=O)N(C)C(C)C=2C=CN=CC2,Z1271012377,322.399,322.399,3.058,-3.07,0,3,50.27,4,https://real.enamine.net/public-enum-files/Z1271012377
CC1CN(CC(=O)N1C)C(=O)NC2CC(=O)N(C2)C(C)(C)C,Z2000257898,310.393,310.393,2.536,-2.152,1,3,72.96,4,https://real.enamine.net/public-enum-files/Z2000257898
CC1=NSC(=N1)N2CCN(CC2)C=3N=CN=C4C=CSC34,Z1262404929,318.423,318.423,2.022,-4.046,0,6,58.04,2,https://real.enamine.net/public-enum-files/Z1262404929
CC1OC=2C=CC=CC2C1NC(=O)NC3CCCC(F)(F)C3,Z2183244204,310.34,310.34,3.057,-4.383,2,2,50.36,4,https://real.enamine.net/public-enum-files/Z2183244204
O=C(C1CC21CCOC2)N3C[C@@H]4CCCN(C(=O)C5CC65CCOC6)[C@@H]4C3,Z1690671585,374.475,374.475,0.38,-1.896,0,4,59.08,2,https://real.enamine.net/public-enum-files/Z1690671585
"CC(CC=1C=CC=C(O)C1)NC(=O)N2CC(C)(C)[C@H]3COC[C@H]32 |&1:18,22,r|",Z2304300570,318.411,318.411,2.501,-2.976,2,3,61.8,5,https://real.enamine.net/public-enum-files/Z2304300570
CC1(O)CCCCC1C2CCCN2C(=O)NCC3(CF)CCOCC3,Z2309669699,356.476,356.476,1.317,-2.702,2,3,61.8,6,https://real.enamine.net/public-enum-files/Z2309669699
CC(N)C(C)C(=O)N(C)C(C=1C=CC(F)=CC1)C=2N=CC=CN2,Z2464963328,316.374,316.374,0.441,-2.484,1,4,72.11,5,https://real.enamine.net/public-enum-files/Z2464963328
O=C(NCC1(CCCC1)C=2C=CC=3OCCOC3C2)C=4C=NC=C(F)C4,Z1413834976,356.392,356.392,3.903,-4.273,1,4,60.45,4,https://real.enamine.net/public-enum-files/Z1413834976
O=C(O)CCC(CC=1C=CC=CC1)NC(=O)NC=2C=CC=3N=C(OC3C2)C4CC4,Z2362267985,393.437,393.437,3.862,-3.682,3,4,104.46,8,https://real.enamine.net/public-enum-files/Z2362267985
C1CCC(C1)C2=NSC(=N2)NC3CCOC4(CCOCC4)C3,Z2370510428,323.455,323.455,1.658,-4.271,1,5,56.27,3,https://real.enamine.net/public-enum-files/Z2370510428
CC=1N=NC(=NC1C)N2CC3CCC(O)CC3C2,Z2378945149,248.325,248.325,0.372,-2.048,1,5,62.14,1,https://real.enamine.net/public-enum-files/Z2378945149
CCN1C(=O)CC[C@H](CNC(C)C=2N=CC=NC2C)[C@H]1C=3C=NN(C)C3,Z2387737623,356.466,356.466,0.156,-0.218,1,5,75.94,6,https://real.enamine.net/public-enum-files/Z2387737623
CC1CN(C(=O)C=2C=NC(=NC2)C(C)(C)C)C=3C=CC(F)=CC3O1,Z2147312248,329.37,329.37,2.908,-3.844,0,4,55.32,3,https://real.enamine.net/public-enum-files/Z2147312248
CC(=O)N1CCC(CC1)NC(=O)NC=2C=CC(C)=CC2Cl,Z409790596,309.791,309.791,0.713,-3.915,2,2,61.44,5,https://real.enamine.net/public-enum-files/Z409790596
OCC1(CCCN(C1)C=2N=CN=C3NC=CC23)C=4C=CC=CC4,Z2010739027,308.378,308.378,2.076,-4.157,2,4,65.04,3,https://real.enamine.net/public-enum-files/Z2010739027
CCN1N=NC=2C=C(C=CC21)C(=O)N(CC=3C=CC(Br)=CC3)CC=4C=CC=CN4,Z826582056,450.332,450.332,3.723,-5.06,0,4,63.91,6,https://real.enamine.net/public-enum-files/Z826582056
CC=1C=CC(=CC1NC(=O)NCC2CCC3(CCCC3)O2)C=4C=CC=NC4,Z2494819704,365.47,365.47,3.513,-4.973,2,3,63.25,4,https://real.enamine.net/public-enum-files/Z2494819704
CC1=NN=C(CC(=O)N2CCCC(CCC(C)C)C2)O1,Z2197446923,279.379,279.379,1.475,-3.086,0,3,59.23,6,https://real.enamine.net/public-enum-files/Z2197446923
CC1COCCN(C1)C(=O)NC=2C=CC=C(C2)C(=O)NC(C)(C)C,Z1511861056,333.426,333.426,1.509,-3.838,2,3,70.67,6,https://real.enamine.net/public-enum-files/Z1511861056
CC=1C=CN=CC1C(=O)N2CCCCC2C(=O)N3CCOCC3,Z1264497626,317.384,317.384,1.116,-2.834,0,4,62.74,2,https://real.enamine.net/public-enum-files/Z1264497626
CC1=NN(C)C=2N=C(C=C(C(=O)N3CCCC(C3)N4C=CN=N4)C12)C5CC5,Z2407938042,365.433,365.433,0.614,-2.599,0,5,81.73,3,https://real.enamine.net/public-enum-files/Z2407938042
O=C(C1CCC=2C=CC=NC21)N3CCCC(C3)OC4=NC=CC=C4F,Z2409779691,341.38,341.38,2.099,-3.231,0,4,55.32,4,https://real.enamine.net/public-enum-files/Z2409779691
CC(C)N1C2CCC1CN(CC2)C(=O)C(C)C=3C=CC=CN3,Z2027636508,301.427,301.427,1.564,-2.003,0,3,36.44,4,https://real.enamine.net/public-enum-files/Z2027636508
CN1C=NC(=C1CNC2CC3CCC2(C)C3(C)C)[N+]([O-])=O,Z1731913612,292.377,292.377,3.015,-3.115,1,4,72.99,4,https://real.enamine.net/public-enum-files/Z1731913612
CN1C=C(C=N1)C(NC(=O)N2C[C@@H](O)C[C@H]2CO)C=3C=CC(F)=CC3,Z1735309709,348.373,348.373,-0.169,-1.927,3,4,90.62,6,https://real.enamine.net/public-enum-files/Z1735309709
