SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CC=1C=CC=CC1N2CCN(CC2)C(=O)C(=O)NC=3C=CC(=CC3)C(=O)NC4CC4,Z755627430,406.479,406.479,2.695,-5.155,2,4,81.75,5,https://real.enamine.net/public-enum-files/Z755627430
O=C(NCC1=NC=CS1)C2(CCCCC2)C3=CC=CS3,Z1239926330,306.449,306.449,2.729,-3.814,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z1239926330
O=C(CCC=1C=CSC1)NC[C@H]2CC[C@@H](CO)O2,Z2227744090,269.361,269.361,0.825,-1.664,2,3,58.56,7,https://real.enamine.net/public-enum-files/Z2227744090
O=C(CN1C(=O)CCOC=2C=CC=CC21)N3CCN(CC4=CC=C(Br)S4)CC3,Z95790427,464.377,464.377,3.794,-5.34,0,4,53.09,5,https://real.enamine.net/public-enum-files/Z95790427
"COC=1C=C2C(=CC1F)CCC2NC[C@@H]3CCCO[C@H]3C4=CC=NN4 |&1:14,19,r|",Z4762613296,345.412,345.412,1.834,-3.463,2,4,59.17,5,https://real.enamine.net/public-enum-files/Z4762613296
CC1=NOC(C)=C1CC(=O)NC2=NC=C(CC=3C=CC(C)=CC3)S2,Z70864235,341.429,341.429,3.378,-3.81,1,3,68.02,6,https://real.enamine.net/public-enum-files/Z70864235
CC=1C=CC(F)=CC1NC(=O)C=2C=NC=3C=CC=CC3N2,Z73239170,281.285,281.285,3.082,-3.728,1,3,54.88,3,https://real.enamine.net/public-enum-files/Z73239170
COC=1C=CC(=CN1)NC(=O)C(CC=2C=CC=CC2)NC(N)=O,Z32447576,314.34,314.34,1.712,-3.145,3,4,106.34,8,https://real.enamine.net/public-enum-files/Z32447576
CC=1N=C(SC1C(=O)N2CCCC2C3=CC=C4OCCCOC4=C3)C=5C=CC=CN5,Z99430724,421.514,421.514,3.612,-5.07,0,5,64.55,3,https://real.enamine.net/public-enum-files/Z99430724
CC(=O)N1CCC(CC1)C(=O)NC2=NC=C(CC3=CC=CC(C)=C3)S2,Z70859568,357.472,357.472,1.621,-4.24,1,3,62.3,6,https://real.enamine.net/public-enum-files/Z70859568
CC=1C=CC=C2SC(=NC12)NC(=O)C=3C=CC(O)=C(Cl)C3,Z68712197,318.779,318.779,4.118,-5.426,2,3,62.22,3,https://real.enamine.net/public-enum-files/Z68712197
COC=1C=CC(=CC1S(=O)(=O)N(C)C)C(=O)NC2=NN=C(S2)C(C)C,Z119818884,384.477,384.477,1.392,-4.039,1,6,101.49,7,https://real.enamine.net/public-enum-files/Z119818884
CN1C(=O)C2=C(N=CN2CCOC=3C=CC=CC3Cl)N(C)C1=O,Z73836485,334.758,334.758,2.35,-3.404,0,4,67.67,4,https://real.enamine.net/public-enum-files/Z73836485
CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)CN2C=C(C=C(Cl)C2=O)C(F)(F)F,Z14508063,437.823,437.823,2.583,-3.75,1,4,86.79,5,https://real.enamine.net/public-enum-files/Z14508063
CC1=NN(C)C(NC(=O)NC=2C=CC=CC2OCC3CC3)=C1C=4C=CC=CC4,Z3772570604,376.453,376.453,4.374,-5.4,2,3,68.18,8,https://real.enamine.net/public-enum-files/Z3772570604
CC(C(=O)NC(N)=O)N1CCN(CC1)C=2C=CC=C(C2)C(F)(F)F,Z46221018,344.333,344.333,2.708,-3.071,2,4,78.67,6,https://real.enamine.net/public-enum-files/Z46221018
CCN(CC)CC=1C=CC(=CC1)CNC(=O)C=2C=C(F)C=C(F)C2,Z109833218,332.388,332.388,4.279,-4.368,1,2,32.34,8,https://real.enamine.net/public-enum-files/Z109833218
CCOC=1N=CC=CC1CNC(=O)N2CCCCCC2C=3C(C)=NNC3C,Z1636243906,371.478,371.478,3.075,-3.318,2,4,83.14,7,https://real.enamine.net/public-enum-files/Z1636243906
NC(=O)C=1C=CC(=CC1)C2=NC(=CS2)CSC=3C=CC(O)=CC3,Z803254770,342.438,342.438,2.681,-5.194,2,3,76.21,5,https://real.enamine.net/public-enum-files/Z803254770
O=C(NC=1C=CC=C(F)C1)C=2C=CC=3C=CNC3C2,Z408511368,254.26,254.26,3.233,-4.699,2,1,44.89,3,https://real.enamine.net/public-enum-files/Z408511368
COC=1C=C(Cl)C(C)=CC1NC(=O)C2=CC=C(S2)[N+]([O-])=O,Z26833296,326.757,326.757,3.213,-5.797,1,4,81.47,5,https://real.enamine.net/public-enum-files/Z26833296
Cl.O=C(NCC=1C=CC=NC1)C=2C=CC(=CC2)OC(F)F,Z56772327,314.715,278.255,1.979,-3.45,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z56772327
CC(C)(C)C1=NNC(=N1)C2CN(CC3=NC=CN3)CCO2,Z1268953662,290.365,290.365,0.449,-0.75,2,5,82.72,4,https://real.enamine.net/public-enum-files/Z1268953662
O=C1C=2C=CSC2N=CN1CC3=NN=C(O3)C4=CC=C(Br)O4,Z91711683,379.19,379.19,1.023,-5.172,0,4,84.73,3,https://real.enamine.net/public-enum-files/Z91711683
COC=1C=CC=CC1N2CCN(CC=3C=CC(O)=C4N=CC=CC34)CC2,Z44091237,349.427,349.427,3.839,-3.26,1,5,48.83,4,https://real.enamine.net/public-enum-files/Z44091237
O=C(NCC=1C=CC=NC1)C=2C=CC(=CC2)OC=3C=CC=CC3,Z30172934,304.343,304.343,3.43,-4.189,1,2,51.22,6,https://real.enamine.net/public-enum-files/Z30172934
O=C(NC=1C=CC=CC1N2CCOCC2)C3=CN(CC=4C=CC=CC4)N=C3C5=CC=CS5,Z30483349,444.551,444.551,4.104,-5.54,1,4,59.39,6,https://real.enamine.net/public-enum-files/Z30483349
COC(C)CS(=O)(=O)NC=1C=CC=C(C1)C=2N=NSC2Cl,Z2683022072,347.843,347.843,1.835,-4.024,1,5,81.18,6,https://real.enamine.net/public-enum-files/Z2683022072
COC=1C=CC(NC(=O)CSC=2N=CN=C3C=CC=CC23)=C(C1)OC,Z19314877,355.413,355.413,2.322,-5.3,1,5,73.34,6,https://real.enamine.net/public-enum-files/Z19314877
COC=1C=CC=C(C1)N2CCN(CC(=O)NC=3C=CC=C(Cl)C3C)CC2,Z46356689,373.877,373.877,4.062,-4.222,1,4,44.81,5,https://real.enamine.net/public-enum-files/Z46356689
COC=1C=CC(=CC1OCC=2C=CC=NC2)NC(=O)C3=NNC4=CC=CC=C34,Z381240068,374.394,374.394,2.885,-5.01,2,5,89.13,7,https://real.enamine.net/public-enum-files/Z381240068
FC(F)C1=NN=C(O1)N2CCCC2CC3CCCC=4C=CC=CC43,Z2213983316,333.376,333.376,3.421,-5.166,0,3,42.16,4,https://real.enamine.net/public-enum-files/Z2213983316
CC1=NNC=C1C2CCN(CC2)C(=O)C3=CON=C3C4CC4,Z2078816629,300.356,300.356,0.506,-1.895,1,3,75.02,4,https://real.enamine.net/public-enum-files/Z2078816629
CC(=O)NC=1C=CC=CC1OCC2=NC(=NO2)C=3C=CC=CC3,Z26366167,309.32,309.32,1.864,-4.158,1,4,77.25,6,https://real.enamine.net/public-enum-files/Z26366167
C1=NNC=2CCN(CC12)C=3N=CN=C4SC=C(C=5C=CC=CC5)C34,Z909614266,333.412,333.412,3.124,-5.693,1,4,57.7,2,https://real.enamine.net/public-enum-files/Z909614266
COC=1C=CC(=CC1)C=2C=C(C=CC2OC)NC(=O)C3CCC3,Z88222247,311.376,311.376,3.418,-5.2,1,3,47.56,6,https://real.enamine.net/public-enum-files/Z88222247
CN1C(=NN=C1C=2C=CC=NC2)SC(C(=O)N3CCOCC3)C=4C=CC=CC4,Z92032826,395.48,395.48,1.171,-4.88,0,5,73.14,5,https://real.enamine.net/public-enum-files/Z92032826
CC(NC(=O)CC1=CC=CC=C1F)C(=O)N2CCOCC2,Z913675900,294.322,294.322,1.061,-2.592,1,3,58.64,6,https://real.enamine.net/public-enum-files/Z913675900
O=C(NC1=NC=2C=CC(=CC2S1)OC(F)(F)F)C=3C=CC=CN3,Z167533242,339.294,339.294,4.016,-5.364,1,4,64.11,4,https://real.enamine.net/public-enum-files/Z167533242
O=C(CSC1=NN=NN1C=2C=CC=CC2)N(CC=3C=CC=CC3)C=4C=CC=CC4,Z199551234,401.486,401.486,4.125,-6.767,0,4,63.91,7,https://real.enamine.net/public-enum-files/Z199551234
CC=1OC(=NC1C(=O)NC=2C=CC=C(C)C2C)C=3C=CC=CC3,Z27799222,306.359,306.359,3.748,-5.404,1,2,55.13,4,https://real.enamine.net/public-enum-files/Z27799222
CC=1NC2=NC3=C(C(=O)N(CC=4C=CC(F)=CC4)C(=O)N3C)N2C1C,Z235558362,341.34,341.34,2.9,-3.66,1,3,73.71,2,
CCN(CC1=CC=C(Cl)S1)C(=O)CN2C(=O)NC3(CCCCCC3)C2=O,Z96708273,397.921,397.921,3.886,-6.09,1,3,69.72,6,https://real.enamine.net/public-enum-files/Z96708273
NC(=O)CCSC1=NN=C(C=2C=CC=3OCOC3C2)N1C=4C=CC=CC4,Z103133968,368.412,368.412,2.721,-6.0,1,5,92.26,6,https://real.enamine.net/public-enum-files/Z103133968
COC=1C=CC=C(C1)NC(=O)N2CCNC(=O)CC2C=3C=CC=CC3,Z805809686,339.389,339.389,1.901,-3.684,2,3,70.67,5,https://real.enamine.net/public-enum-files/Z805809686
CC=1C=CC(=C(C)C1)N2C=CN=C2SC(C)C3=NC4=CC=CC=C4C(=O)N3,Z54984927,376.477,376.477,4.263,-6.814,1,3,59.28,4,https://real.enamine.net/public-enum-files/Z54984927
COC(=O)C1=C(N)N(CC2=CC=CO2)C3=NC=4C=CC=CC4N=C13,Z55699583,322.319,322.319,3.302,-3.44,1,4,96.17,4,https://real.enamine.net/public-enum-files/Z55699583
CCC(NC(N)=O)C(=O)NC1=CC=CC(=C1)C2=CSC(C)=N2,Z101724428,318.396,318.396,1.772,-3.64,3,3,97.11,5,https://real.enamine.net/public-enum-files/Z101724428
CCN(C(=O)CN1CCN(CC1)C=2C=CC=CC2O)C3=NC=4C=CC=CC4S3,Z104818222,396.508,396.508,3.289,-4.458,1,5,59.91,5,https://real.enamine.net/public-enum-files/Z104818222
COC=1C=CC=2CN(CCN3C(=O)NC4(CCCC4)C3=O)CCOC2C1,Z2019022549,359.42,359.42,2.382,-3.144,1,5,71.11,4,https://real.enamine.net/public-enum-files/Z2019022549
"CCN1C=C(C=N1)[C@@H]2OCCC[C@H]2CNCCN3C=CN=C3C |&1:7,12,r|",Z2589678307,317.43,317.43,0.827,-0.313,1,4,56.9,7,https://real.enamine.net/public-enum-files/Z2589678307
CC1=CC(=O)N(C)C=C1NC(=O)C=2C=C(F)C=C(C2)N3CCOCC3,Z2632224278,345.369,345.369,0.614,-3.122,1,4,61.88,4,https://real.enamine.net/public-enum-files/Z2632224278
CC1=CSC=C1C(=O)N2C[C@@H](O)C(C2)N(C)CC(=O)O,Z1762717455,298.36,298.36,-0.201,-1.987,2,5,81.08,5,https://real.enamine.net/public-enum-files/Z1762717455
CC=1C=CC=C(NC(=O)CN2CCN(CC2)C(=O)C3=NNC=4C=CC=CC34)C1C,Z62849347,391.467,391.467,2.877,-5.119,2,4,81.33,4,https://real.enamine.net/public-enum-files/Z62849347
CCN(C(=O)C=1C=CC(=CC1)N2C(=O)CCC2=O)C=3C=CC=CC3C,Z297013808,336.385,336.385,1.335,-4.05,0,3,57.69,5,https://real.enamine.net/public-enum-files/Z297013808
COC=1C=CC=C(C1)OCCN2C(=NC=3C=CC=CC32)C4CC(=O)N(CC=5C=CC=CC5)C4,Z237599108,441.523,441.523,3.664,-5.0,0,4,56.59,8,
CC1=CN=C(NC(=O)C2=NNC=3C=CC=CC23)S1,Z84740263,258.301,258.301,2.297,-4.524,2,3,70.67,3,https://real.enamine.net/public-enum-files/Z84740263
CC(C)C1=NC=CN1CC2=NC(=NO2)C=3C=C(F)C(F)=C(F)C3,Z1627169567,322.286,322.286,2.446,-3.567,0,3,56.74,4,https://real.enamine.net/public-enum-files/Z1627169567
CC1=CC(C)=CC(=C1)NC(=O)C(SC2=NN=C(N)N2)C=3C=CC=CC3,Z18355741,353.443,353.443,2.91,-7.37,3,4,96.69,5,https://real.enamine.net/public-enum-files/Z18355741
ClC=1C=CC=2C(=NC=NC2C1)N3CCCC(C3)C4=NC=5C=CC=CC5N4,Z229260716,363.844,363.844,4.139,-6.1,1,4,57.7,2,https://real.enamine.net/public-enum-files/Z229260716
COC=1C=C(C=C(C1)C(=O)N2CCN(CC2)C=3C=CC=CN3)OC,Z26735869,327.378,327.378,2.064,-3.461,0,5,54.9,5,https://real.enamine.net/public-enum-files/Z26735869
ClC=1C=CC(=CC1)C2=NC(=CS2)CN3CCN(CC3)C4=NC=CS4,Z224843516,376.929,376.929,3.978,-4.78,0,4,32.26,4,https://real.enamine.net/public-enum-files/Z224843516
CC=1SC(=NC1C=2C=CC=3NC(=O)CCC3C2)C=4C=NC=CN4,Z1135020462,322.386,322.386,2.048,-3.16,1,4,67.77,2,https://real.enamine.net/public-enum-files/Z1135020462
CC1(C)CC(CC(C)(C)N1)NC2=NN=C(S2)C=3C=CC=CC3,Z285718596,316.466,316.466,4.166,-4.91,2,4,49.84,3,https://real.enamine.net/public-enum-files/Z285718596
COC=1C=CC(=CC1OC)CC(=O)N(CC2=CC=CS2)C3=CC=C4OCCOC4=C3,Z52186724,425.499,425.499,4.121,-5.346,0,5,57.23,7,https://real.enamine.net/public-enum-files/Z52186724
O=C(NC1=CC=CN(CC=2C=CC=CC2)C1=O)N3CCCC3C=4C=CC(F)=CC4,Z1393948329,391.439,391.439,3.072,-4.668,1,2,52.65,4,https://real.enamine.net/public-enum-files/Z1393948329
O=C(O)C1CC=2C=CC=CC2CN1C(=O)CCN3C(=O)NC(=O)C4=CC=CC=C43,Z1444341712,393.394,393.394,1.872,-4.756,2,5,107.02,4,https://real.enamine.net/public-enum-files/Z1444341712
COC=1C=CC(=CC1)CC2CCN(CC2)C(C(=O)O)C=3C=CC=NC3,Z2482955895,340.417,340.417,0.979,-2.456,1,5,62.66,6,https://real.enamine.net/public-enum-files/Z2482955895
O=C(NC=1C=CC=NC1)NC=2C=CC=C(C2)C(F)(F)F,Z44592334,281.234,281.234,3.553,-3.41,2,2,54.02,5,https://real.enamine.net/public-enum-files/Z44592334
COC=1C=CC=CC1N(C(C)=O)C2=NC(=CS2)CSC=3C=CC(=CC3)NC(C)=O,Z25065390,427.543,427.543,1.455,-5.301,1,4,71.53,7,https://real.enamine.net/public-enum-files/Z25065390
CC=1C=CC(=CC1S(=O)(=O)N2CCOCC2)NC(=O)CC3=CC=CC=C3Cl,Z26475314,408.9,408.9,3.512,-4.45,1,4,75.71,4,https://real.enamine.net/public-enum-files/Z26475314
CN1C(=O)N(CC(=O)N2CCC(CC2)OCCCN)C(=O)C31CCCCC3,Z2242917353,380.483,380.483,0.278,-3.184,1,5,96.18,7,https://real.enamine.net/public-enum-files/Z2242917353
CC1=NN(C)C=2SC(=CC12)C(=O)NC=3C=CC=CC3Cl,Z223866300,305.784,305.784,2.597,-4.721,1,2,46.92,2,https://real.enamine.net/public-enum-files/Z223866300
O=C1NC(=O)C2(CCN(CC(CC=3C=CC=CC3)CC=4C=CC=CC4)CC2)N1,Z2040092623,377.48,377.48,2.45,-4.012,2,3,61.44,6,https://real.enamine.net/public-enum-files/Z2040092623
CC(C)C=1C=C(N=C(N1)N(C)C)N2CC3(C2)C(CCS3(=O)=O)C(N)=O,Z3415076762,367.468,367.468,0.307,-3.407,1,7,109.49,4,https://real.enamine.net/public-enum-files/Z3415076762
CN(C(=O)C=1C=CC=CC1C(=O)NCC=2C=CC(F)=CC2)C3CCCCC3,Z26778609,368.445,368.445,3.922,-5.52,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z26778609
CC(=O)N1CCC(CC1)C(=O)NC=2C=C(Cl)C=CC2N3CCCC3,Z27262799,349.855,349.855,1.12,-3.45,1,3,52.65,5,https://real.enamine.net/public-enum-files/Z27262799
CN1C=CN=C1[C@@H]2[C@H](CCC(=O)N2C)C(=O)NC=3C=CC=C(N3)C4CC4,Z2404347914,353.419,353.419,0.682,-1.758,1,4,80.12,5,https://real.enamine.net/public-enum-files/Z2404347914
CN1C(CCC(N)=O)=NN=C1SCC2=NC=3SC=C(C4=CC=CO4)C3C(=O)N2,Z92642851,416.48,416.48,-0.586,-4.914,2,5,128.4,7,https://real.enamine.net/public-enum-files/Z92642851
COC=1C=CC(=CC1)C(=O)NC2=NN=C(N2)C=3C=CC(C)=CC3,Z119762420,308.335,308.335,3.545,-6.137,2,4,79.9,5,https://real.enamine.net/public-enum-files/Z119762420
O=C1C=2NC=3C=C(Br)C=CC3C2C=NN1C4CCNCC4,Z3773599692,347.21,347.21,1.668,-3.773,2,3,60.49,1,
FC=1C=CC(=CC1)CCNC=2N=CN=C3NN=CC23,Z237579092,257.267,257.267,3.062,-3.781,2,4,66.49,4,https://real.enamine.net/public-enum-files/Z237579092
CN(C)C1CN(C1)S(=O)(=O)C=2C=CC(=CC2)CC(F)(F)F,Z1840675884,322.348,322.348,2.901,-3.195,0,3,40.62,5,https://real.enamine.net/public-enum-files/Z1840675884
NC(=O)COC=1C=CC(=CC1)C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC(Cl)=C3,Z115038578,437.899,437.899,1.877,-4.842,1,5,110.01,5,https://real.enamine.net/public-enum-files/Z115038578
C=1C=CC(=CC1)C=2N=NN(CC3=NN=C(O3)C=4C=CC=CC4)N2,Z54850886,304.307,304.307,1.999,-4.442,0,5,82.52,4,
CN(CC=1C=NN(C)C1)S(=O)(=O)C=2C=CC(F)=CC2,Z65590443,283.324,283.324,1.363,-1.58,0,3,55.2,4,https://real.enamine.net/public-enum-files/Z65590443
N#CC=1C=CC=C(C1)CN2CCN(CC2)C=3C=CC(F)=CC3,Z46197286,295.355,295.355,3.628,-3.643,0,3,30.27,3,https://real.enamine.net/public-enum-files/Z46197286
O=C(CC1=CSC(=N1)C=2C=CC=CN2)NC3=CC=C4CCCC4=C3,Z82187124,335.425,335.425,2.954,-4.855,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z82187124
CNC(=O)C1CCC(CC1)NC(=O)NCC=2C=CC=CC2S(N)(=O)=O,Z2112292754,368.453,368.453,-0.987,-2.5,4,4,130.39,8,https://real.enamine.net/public-enum-files/Z2112292754
CC=1C=C(N(C)C(C)C=2C=CC=C(C2)NC(=O)C=3C=CC=CC3)N4N=CN=C4N1,Z328694472,386.451,386.451,3.279,-5.88,1,5,75.42,5,https://real.enamine.net/public-enum-files/Z328694472
O=C(NC=1C=CC=C(Cl)C1)C=2C=CC(=NC2)N3CCC(CO)CC3,Z1134145362,345.824,345.824,2.62,-3.95,2,4,65.46,5,https://real.enamine.net/public-enum-files/Z1134145362
CC=1C=CC(C#N)=CC1C(=O)NCC(C)C2=NC(=NO2)C=3C=CC=CC3,Z4119269775,346.383,346.383,2.637,-5.523,1,4,91.81,5,https://real.enamine.net/public-enum-files/Z4119269775
COC=1C=CC(=CC1)NC=2N=C(NCCO)C=3C=CC=CC3N2,Z57346758,310.351,310.351,3.851,-4.52,3,6,79.3,6,https://real.enamine.net/public-enum-files/Z57346758
CCC1=CC=CC(CC)=C1NC(=O)CN2C(=O)COC=3C=CC=CC32,Z26777073,338.401,338.401,2.52,-5.541,1,3,58.64,6,https://real.enamine.net/public-enum-files/Z26777073
CCOC=1C=CC=CC1C2=NC(=CS2)CC(=O)NC=3C=CC(C)=CC3Cl,Z223896944,386.897,386.897,3.75,-6.25,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z223896944
O=C(O)C(F)(F)F.O=C(NCC=1C=CN2C=CN=C2C1)C3CC(=O)N(C3)C4CNC4,Z8464880388,427.379,313.355,0.559,-2.337,2,4,78.74,5,https://real.enamine.net/public-enum-files/Z8464880388
COC=1C=CC(=CC1F)S(=O)(=O)N2CCC=3SC=CC3C2C(=O)O,Z875031504,371.407,371.407,2.8,-3.83,1,5,83.91,4,https://real.enamine.net/public-enum-files/Z875031504
CC1=C(SC=2N=CN=C(OC=3C=CC(=CC3)C(N)=O)C12)C=4C=CC=CC4,Z86380503,361.419,361.419,3.794,-7.28,1,3,78.1,4,https://real.enamine.net/public-enum-files/Z86380503
CN(CCN1N=C2C=CC=CN2C1=O)C=3C=CC=CC3,Z354444958,268.314,268.314,2.998,-3.101,0,3,39.15,4,https://real.enamine.net/public-enum-files/Z354444958
CN1N=C(C(=O)NC(CC(=O)O)C=2C=CC=CC2)C=3C=CC=CC3C1=O,Z98660719,351.357,351.357,1.521,-4.12,2,5,99.07,5,https://real.enamine.net/public-enum-files/Z98660719
CN1C=CN=C1C(NS(=O)(=O)C=2C=CC(Cl)=CC2F)C=3C=CC(F)=CC3,Z185186372,397.828,397.828,3.289,-4.106,1,3,63.99,4,https://real.enamine.net/public-enum-files/Z185186372
CN(C=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C(C)(C)C)S(C)(=O)=O,Z67722153,367.489,367.489,2.726,-4.4,1,4,79.37,6,https://real.enamine.net/public-enum-files/Z67722153
CC1=CC=CC(C)=C1NC(=O)CN2CCN(CC2)C=3C=CC4=NN=NN4N3,Z220419716,366.421,366.421,-0.069,-3.622,1,7,91.55,4,https://real.enamine.net/public-enum-files/Z220419716
CCOCC(=O)NCC1CCCN(C)C1C=2C=CC(=CC2)OC,Z1210284212,320.427,320.427,1.864,-1.84,1,4,50.8,8,https://real.enamine.net/public-enum-files/Z1210284212
C[C@@H]1CN(C[C@H](C)O1)C(=O)C2CCCN2C=3C=CC=CC3,Z1906845875,288.385,288.385,3.0,-3.252,0,3,32.78,3,https://real.enamine.net/public-enum-files/Z1906845875
COC(=O)C=1C=CC=C(C1)C(=O)N(C)CC=2C=CC=C(O)C2,Z757358324,299.322,299.322,2.235,-3.4,1,3,66.84,6,https://real.enamine.net/public-enum-files/Z757358324
O=C(CNC=1C=CC(=CC1)N2C=CC=N2)NC=3C=CC(F)=CC3F,Z425095256,328.317,328.317,2.922,-4.075,2,3,58.95,6,https://real.enamine.net/public-enum-files/Z425095256
C=C(C)CN1C(=O)C2=C(N=C3N(CCC=4C=CC=CC4)CCCN32)N(C)C1=O,Z237376182,379.456,379.456,4.1,-4.11,0,4,61.68,5,
CC=1C=C(C=CC1F)CNC(=O)NC2=NN=CS2,Z409510734,266.296,266.296,2.25,-3.955,2,3,66.91,5,https://real.enamine.net/public-enum-files/Z409510734
CN1C(=O)N(CCN2CCOCC2)C(=O)C3=C1N=C4N(CC=5C=CC=CC5)CCCN43,Z237376296,424.497,424.497,2.853,-2.94,0,6,74.15,5,
O=C(C1=CC=C(O1)C=2C=CC(Cl)=CC2)N3CCCCCC3,Z71354547,303.784,303.784,4.361,-5.32,0,1,33.45,3,https://real.enamine.net/public-enum-files/Z71354547
O=S(=O)(CCC(C=1C=CC=CC1)C(F)(F)F)N[C@@H]2C[C@H](O)C2,Z2936913125,337.359,337.359,2.263,-3.395,2,3,66.4,7,https://real.enamine.net/public-enum-files/Z2936913125
N#CC=1C=CC(=CC1)CN2CCN(CC2)C(=O)C3COC4=CC=CC=C4O3,Z28887883,363.411,363.411,3.169,-4.269,0,5,65.8,3,https://real.enamine.net/public-enum-files/Z28887883
CC=1C=C2C(=NC=CN2N1)NC3CCC(CN)C3,Z2237311588,245.324,245.324,1.363,-1.181,2,4,68.24,3,https://real.enamine.net/public-enum-files/Z2237311588
CN1C=CN=C1C=2C=CC=C(C2)NC(=O)C3=CC(=CN3C)C(N)=O,Z1389668842,323.35,323.35,1.082,-2.684,2,3,94.94,5,https://real.enamine.net/public-enum-files/Z1389668842
NC(=O)CC1(O)CCCN(C1)C(=O)CC2=CC=C3CCCC3=C2,Z2390778015,316.396,316.396,1.345,-3.257,2,3,83.63,5,https://real.enamine.net/public-enum-files/Z2390778015
CC1CN(CC=2C=CC=CC2)C3=NC4=C(C(=O)N(CC(N)=O)C(=O)N4C)N3C1,Z237484578,382.417,382.417,2.38,-3.71,1,5,104.77,4,
O=C(C=1C=CC(O)=NC1)N2CCN(CC2)C(=O)C(C=3C=CC=CC3)C=4C=CC=CC4,Z289341608,401.459,401.459,3.027,-4.45,1,4,73.74,6,https://real.enamine.net/public-enum-files/Z289341608
C=1C=CC(=C(C1)CN2CCC(C2)C3=NC(=NO3)C4CC4)N5CCOCC5,Z2054661100,354.447,354.447,1.459,-2.224,0,5,54.63,5,https://real.enamine.net/public-enum-files/Z2054661100
COC=1C=CC=CC1C2=NNC(NC(=O)C3=CON=C3C(C)C)=C2C,Z2965260572,340.377,340.377,1.275,-4.775,2,4,93.04,6,https://real.enamine.net/public-enum-files/Z2965260572
COC=1C=CC=C(C1)CC(=O)NC=2C(=CC=CC2C(C)C)C(C)C,Z28261828,325.445,325.445,3.672,-5.502,1,2,38.33,7,https://real.enamine.net/public-enum-files/Z28261828
N#CC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C3=CC4=CC=CC=C4O3,Z28300784,345.376,345.376,3.997,-6.79,1,3,78.92,4,https://real.enamine.net/public-enum-files/Z28300784
CNC(=O)N1CCN2C=CC=C2C1C=3C=CC=CC3,Z827566560,255.316,255.316,2.175,-2.413,1,1,37.27,3,https://real.enamine.net/public-enum-files/Z827566560
O=C(CSC1=NNC2=NC=3C=CC=CC3N12)NCCC=4C=CC(Cl)=CC4,Z188745608,385.872,385.872,3.826,-6.58,2,3,75.08,7,https://real.enamine.net/public-enum-files/Z188745608
CC(SC1=NN2C=CC=NC2=N1)C3=NN=C(O3)C=4C=CC=CC4,Z215365996,324.362,324.362,0.967,-5.78,0,5,82.0,4,https://real.enamine.net/public-enum-files/Z215365996
CC(C)C(NCC1=NN=C(O1)C=2C=CC=CC2)C=3C=CC(F)=CC3,Z106884294,325.381,325.381,2.598,-4.955,1,3,50.95,6,https://real.enamine.net/public-enum-files/Z106884294
O=C(CN1C(=O)CC2(CCCCC2)C1=O)N3CCN(CC3)C=4C=CC(F)=CC4,Z107303820,387.449,387.449,3.603,-4.79,0,4,60.93,3,https://real.enamine.net/public-enum-files/Z107303820
O=C(O)C1CC(NC(=O)C2(CC3=CN=NN3)CCC2)C4=CC=CC=C41,Z4521998886,340.377,340.377,1.135,-2.549,3,5,107.97,5,https://real.enamine.net/public-enum-files/Z4521998886
O=C(O)CC1C(=O)NN=C2C3=CC=C(F)C=C3N=CN21,Z1335657367,276.224,276.224,0.468,-3.36,2,6,94.36,2,
CN(C)C(CNC=1C=NN(C(=O)C1Cl)C2=CC=C(C=N2)C(F)(F)F)C3CCCCC3,Z415053158,443.894,443.894,4.206,-5.607,1,5,60.83,7,https://real.enamine.net/public-enum-files/Z415053158
N#CC=1C=CN=C(C1)N2CCN(CC2)C(=O)NC3=NC=4C=CC=CC4S3,Z287276742,364.426,364.426,2.467,-4.946,1,5,85.15,4,https://real.enamine.net/public-enum-files/Z287276742
CC1CCC2=C(C1)SC=3N=C(CCN4CCN(CC4)C5=NC=CS5)N=C(N)C32,Z224853546,414.594,414.594,4.033,-5.21,1,6,71.17,4,https://real.enamine.net/public-enum-files/Z224853546
CC(C)C(NC(=O)C1=CC=CS1)C(=O)N2CCC3(CC2)NC(=O)NC3=O,Z225727728,378.448,378.448,-0.629,-4.234,3,4,107.61,4,https://real.enamine.net/public-enum-files/Z225727728
O=C(CSC1=NNC2=NC=3C=CC=CC3N12)N4CCN(CC4)C=5C=CC(F)=CC5,Z234813366,410.47,410.47,3.871,-6.7,1,4,69.53,4,https://real.enamine.net/public-enum-files/Z234813366
CC=1C=CC(=CN1)C(=O)N(C)C(C=2C=CC=C(F)C2)C=3C=CC=CN3,Z1022451482,335.376,335.376,2.187,-3.56,0,3,46.09,4,https://real.enamine.net/public-enum-files/Z1022451482
