SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CC(NC(=O)CC=1C=CC(O)=CC1)C2=CCN(C)CC2,Z1636554587,274.359,274.359,0.555,-1.502,2,3,52.57,5,https://real.enamine.net/public-enum-files/Z1636554587
CC1=NC(=CS1)CN2C[C@@H](F)C[C@H]2CNC(=O)CC3=CC=CS3,Z1759254322,353.481,353.481,2.111,-2.392,1,3,45.23,6,https://real.enamine.net/public-enum-files/Z1759254322
"COC=1C=CC(C#N)=CC1CN2C[C@H](CO)[C@H](C2)C=3C=NN(C)C3 |&1:13,16,r|",Z2957163088,326.394,326.394,0.805,-1.193,1,5,74.31,5,https://real.enamine.net/public-enum-files/Z2957163088
CC=1C=CC=2C(=COC2C1)CC(=O)NC3=NC=CS3,Z28172582,272.324,272.324,2.994,-3.95,1,2,55.13,3,https://real.enamine.net/public-enum-files/Z28172582
CC=1SC(NC(=O)C2=CC=C(O2)S(=O)(=O)N3CCCCC3)=C(C#N)C1C,Z370771410,393.483,393.483,2.457,-5.53,1,4,103.41,3,https://real.enamine.net/public-enum-files/Z370771410
COCC(NC(=O)N1CCCN(CC1)C=2C=CC=CC2)C3=CC=C(C)O3,Z1321655561,357.448,357.448,2.992,-3.645,1,3,57.95,7,https://real.enamine.net/public-enum-files/Z1321655561
COC=1C=CC=2OCC[C@@]3(C[C@@H]3C(=O)N[C@@H]4C=5C=CC=CC5C[C@@H]4O)C2C1,Z1850201318,365.423,365.423,2.503,-3.64,2,4,67.79,4,https://real.enamine.net/public-enum-files/Z1850201318
"CC1=NN(C)C(C)=C1[C@@H]2OCC[C@H]2CNC=3N=CC=CC3Cl |&1:8,12,r|",Z2348233442,320.817,320.817,2.31,-2.158,1,4,51.97,4,https://real.enamine.net/public-enum-files/Z2348233442
CC=1C=CC=C(C1)C(=O)NC(C)C(=O)OCC2=CN3C=C(Cl)C=CC3=N2,Z16799953,371.818,371.818,3.369,-5.0,1,3,72.7,6,https://real.enamine.net/public-enum-files/Z16799953
CC1=NN(C)C=2SC(=CC12)C(=O)NC(C(=O)O)C=3C=C(C)C=C(C)C3,Z2296021214,357.429,357.429,3.248,-5.068,2,4,84.22,5,https://real.enamine.net/public-enum-files/Z2296021214
CC(C1=NC(=NO1)C2CC2)N3CCC(O)(C3)C(F)(F)F,Z1317986559,291.27,291.27,0.773,-1.612,1,4,62.39,4,https://real.enamine.net/public-enum-files/Z1317986559
CC=1C=C(N=CC1C(N)=O)C(=O)N2CCCCC3=CC(Cl)=CC=C32,Z2675629488,343.808,343.808,2.466,-5.009,1,3,76.29,3,https://real.enamine.net/public-enum-files/Z2675629488
CNC=1C=CC(C=C2SC(=CC(=O)NC=3C=CC(C)=CC3)NC2=O)=CC1[N+]([O-])=O,Z45945818,410.448,410.448,2.888,-6.68,3,5,113.37,5,
"CCN1C=CC=C1CN[C@@H]2CCO[C@H]2C3=CN(C)N=C3C |&1:9,13,r|",Z2627893527,288.389,288.389,0.997,-0.803,1,3,44.01,5,https://real.enamine.net/public-enum-files/Z2627893527
CCN1C=C(C=N1)O[C@@H]2CCC[C@@H]2NC(=O)C#CC3CCOCC3,Z2766128856,331.41,331.41,1.122,-2.091,1,4,65.38,5,https://real.enamine.net/public-enum-files/Z2766128856
CC=1C=CC=C(NC(=O)N2CCC(CN3CCCC3)C2)C1C(=O)N4CCCC4,Z1323573617,384.516,384.516,1.558,-3.843,1,3,55.89,4,https://real.enamine.net/public-enum-files/Z1323573617
CS(=O)(=O)NC1CCCCC1CNC(=O)C2(O)CCC2,Z2091284471,304.407,304.407,1.076,-2.143,3,4,95.5,6,https://real.enamine.net/public-enum-files/Z2091284471
O=C(C1=COC(Br)=C1)N2CCOC=3C=CC=CC32,Z393040018,308.127,308.127,2.451,-4.777,0,2,42.68,2,https://real.enamine.net/public-enum-files/Z393040018
Cl.CCN1C(CNCC2(O)CCCCC2)=NC=3C=CC=CC31,Z1020695758,323.861,287.401,2.907,-3.11,2,3,50.08,5,https://real.enamine.net/public-enum-files/Z1020695758
C#CCCC1(CCC(=O)N2CCC(CN3CCC4=CC=CC=C43)CC2)N=N1,Z2866903366,364.485,364.485,2.407,-4.472,0,4,48.27,8,https://real.enamine.net/public-enum-files/Z2866903366
O=C(NCC=1C=CC(=CC1F)C2CC2)N3CC(C3)N4CCCC4=O,Z2973985924,331.385,331.385,2.265,-3.98,1,2,52.65,6,https://real.enamine.net/public-enum-files/Z2973985924
CN1C=NC=C1[C@H]2[C@H](CNCC=3C=CC4=C(C3)N=CN4C)CCCN2C,Z2052550996,352.478,352.478,1.029,-1.21,1,4,50.91,5,https://real.enamine.net/public-enum-files/Z2052550996
CCN1C=NC=2C(=NC=NC21)OC=3C=CC(Cl)=C(Cl)C3,Z1172241980,309.15,309.15,3.463,-4.906,0,3,52.83,3,https://real.enamine.net/public-enum-files/Z1172241980
CC(C)OC=1C=CC(=CN1)S(=O)(=O)N2CCCC(C2)C(=O)O,Z2763049981,328.386,328.386,2.0,-2.181,1,6,96.8,5,https://real.enamine.net/public-enum-files/Z2763049981
CN(C)C(=O)CCNC(=O)N1CCCCC1C2=NN=C(O2)C3CCC3,Z2182332428,349.429,349.429,0.112,-2.257,1,4,91.57,8,https://real.enamine.net/public-enum-files/Z2182332428
CC(C)CC1=NC(=CS1)C(=O)N2CCC(C2)OC3=CC=CN=C3,Z1426596060,331.434,331.434,2.456,-3.608,0,4,55.32,6,https://real.enamine.net/public-enum-files/Z1426596060
O=C(O)C1CN(CCO1)C(=O)C2CCN(CC2)C3=NC4=CC=CC=C4O3,Z1445264453,359.377,359.377,0.328,-3.317,1,6,96.11,4,https://real.enamine.net/public-enum-files/Z1445264453
CC1(C)C(=O)NC(=O)N1CC(=O)N2CCC[C@@H]2C(=O)O,Z1455357283,283.281,283.281,0.347,-1.813,2,5,107.02,4,https://real.enamine.net/public-enum-files/Z1455357283
CN1C=NC(=C1)C(=O)N2CCCC(C)(C2)C(=O)O,Z1947327378,251.282,251.282,-0.102,-1.166,1,4,75.43,3,https://real.enamine.net/public-enum-files/Z1947327378
COC=1C=CC(=CC1)CCN2CCOCC2C3CCCC3O,Z2056545284,305.413,305.413,2.087,-2.096,1,4,41.93,5,https://real.enamine.net/public-enum-files/Z2056545284
CN1C=C(C=N1)C2CCN(C2)C=3C=NC=C(N3)OCCO,Z1765060875,289.334,289.334,0.224,-0.284,1,6,76.3,5,https://real.enamine.net/public-enum-files/Z1765060875
CN(CC(=O)NC=1C=CC=C(C1)NC2CCN(C)CC2)S(=O)(=O)C=3C=CC=NC3,Z915596296,417.527,417.527,0.637,-2.25,2,6,94.64,6,https://real.enamine.net/public-enum-files/Z915596296
CCN1CC(CC1=O)NC2CCCC3=C2C=NN3C,Z2238054184,262.351,262.351,1.27,-0.981,1,3,50.16,3,https://real.enamine.net/public-enum-files/Z2238054184
O=C(CN1C=C(C=CC1=O)C(F)(F)F)N2CCNC2=O,Z16406388,289.211,289.211,0.487,-1.809,1,3,69.72,4,https://real.enamine.net/public-enum-files/Z16406388
O=C(C1C2CCCCC12)N3CCCC(CN4C=CN=N4)C3,Z1499620907,288.389,288.389,1.335,-3.07,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z1499620907
CCO[C@H]1C[C@H](C1)NCC2=CN=C(N(C)C)N2C,Z2366894938,252.357,252.357,1.405,-0.903,1,4,42.32,6,https://real.enamine.net/public-enum-files/Z2366894938
CC1CC(CN1C(=O)C2=CC=C3NN=C(O)C3=C2)N4CCCC4,Z2639154951,314.383,314.383,1.924,-2.901,2,4,72.46,3,https://real.enamine.net/public-enum-files/Z2639154951
CCC=1C=CC=2OC=C(C(=O)NCC#CCO)C2C1,Z2233217705,257.285,257.285,2.491,-3.915,2,2,62.47,4,https://real.enamine.net/public-enum-files/Z2233217705
NC(=O)C1CCCN1C=2N=C(N=C3C=CC=CC23)C4=CC=CN=C4,Z31132587,319.361,319.361,1.542,-4.27,1,5,85.0,3,https://real.enamine.net/public-enum-files/Z31132587
C=1C=CC(=CC1)C2CN(C=3N=CC=C(N3)NC4CCCOC4)C5CCOCC25,Z2094350797,380.484,380.484,2.721,-4.583,1,6,59.51,4,https://real.enamine.net/public-enum-files/Z2094350797
CC(C)C=1C=C(C=C(O)N1)C(=O)N2CCCCC2C(=O)O,Z2295624759,292.331,292.331,2.417,-2.882,2,5,90.73,4,https://real.enamine.net/public-enum-files/Z2295624759
CS(=O)C=1C=CC=C(C1)NC(=O)NC2CCC(CC2)C(=O)O,Z2362255007,324.397,324.397,0.726,-2.378,3,4,95.5,6,https://real.enamine.net/public-enum-files/Z2362255007
COC=1C=CC(C)=CC1CC(=O)N[C@@H]2CCC(=O)N[C@H]2C3=NC=CN3C,Z2390787156,356.42,356.42,-0.06,-1.738,2,4,85.25,5,https://real.enamine.net/public-enum-files/Z2390787156
CC1=C(C=NN1C)CNC(=O)N2CCN(CC2)C3=CC=CC(F)=C3C#N,Z1527864136,356.398,356.398,1.733,-2.598,1,4,77.19,5,https://real.enamine.net/public-enum-files/Z1527864136
CN(C(=O)C=1C=CC=C(C1)CN2C(=O)CNC2=O)C=3C=CC(F)=CC3,Z738792164,341.337,341.337,1.08,-4.435,1,3,69.72,5,https://real.enamine.net/public-enum-files/Z738792164
"CNC(=O)[C@@H]1CC[C@H](C(=O)O)N(C1)C(=O)C2CC=CC2 |&1:4,7,r|",Z4921507918,280.32,280.32,0.23,-1.829,2,4,86.71,5,https://real.enamine.net/public-enum-files/Z4921507918
C=1SC=2N=C(N=C(NCC3=NN=C(O3)C4CC4)C2C1C=5C=CC=CC5)C6CC6,Z1753051439,389.476,389.476,3.391,-5.511,1,5,76.73,6,https://real.enamine.net/public-enum-files/Z1753051439
CC1=NOC(C)=C1NS(=O)(=O)C=2C=CC=C(C2)OC(F)(F)F,Z915547036,336.289,336.289,1.815,-3.387,1,4,81.43,5,https://real.enamine.net/public-enum-files/Z915547036
CC=1C=CC=C2C=CN=C(NC3CCCOCC3)C12,Z2851001728,256.343,256.343,2.98,-4.038,1,3,34.15,2,https://real.enamine.net/public-enum-files/Z2851001728
CC=1C=CC2=NC=C(CNC(C3=NC(=NO3)C(C)C)C4CCOCC4)N2C1,Z1754610571,369.462,369.462,1.011,-2.56,1,5,77.48,6,https://real.enamine.net/public-enum-files/Z1754610571
CC(C)C(NC(=O)NC=1C=CC(=CC1)C=2C=CNN2)C3=NC(=NO3)C4CC4,Z1254350636,366.418,366.418,2.552,-4.03,3,4,108.73,8,https://real.enamine.net/public-enum-files/Z1254350636
"CN1C=NC(=C1)[C@@H]2CN(CC3=NC=C(O3)C4CC4)C[C@H]2C(=O)N5CCOCC5 |&1:6,19,r|",Z2955395640,385.461,385.461,-0.678,-0.957,0,5,76.63,6,https://real.enamine.net/public-enum-files/Z2955395640
COC=1C=CC=2C=CC(=NC2C1)N3CCN(CC3)C4=NC(C)=NS4,Z2969966770,341.433,341.433,3.047,-4.587,0,6,54.38,3,https://real.enamine.net/public-enum-files/Z2969966770
O=C(C=1C=CC=C(C1)S(=O)(=O)N2CCC=3C=CC=CC32)N4CCCCC4,Z27689151,370.467,370.467,2.844,-4.798,0,3,57.69,4,https://real.enamine.net/public-enum-files/Z27689151
