SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CCOC(=O)CN1N=C(C)C=2C(=CC(=NC21)C=3C=CC=CC3)C(F)(F)F,Z2037166075,363.335,363.335,4.346,-4.652,0,3,57.01,6,https://real.enamine.net/public-enum-files/Z2037166075
O=C(NC=1C=CC=CC1)NC=2C=CC(=CC2)C(=O)N3CCOCC3,Z56801349,325.363,325.363,2.191,-4.225,2,3,70.67,6,https://real.enamine.net/public-enum-files/Z56801349
O=C(O)C=1C=CC=C(C1)S(=O)(=O)N2CCCC=3C=CC=CC32,Z45614739,317.361,317.361,3.378,-4.066,1,4,74.68,3,https://real.enamine.net/public-enum-files/Z45614739
CC=1C=CC(=CC1)S(=O)(=O)N2CC(CC=3C=CC=CC3F)C2,Z1266876558,319.395,319.395,3.991,-4.79,0,2,37.38,4,https://real.enamine.net/public-enum-files/Z1266876558
COC(=O)CC1=CSC(=N1)NC=2C=CC=CC2Cl,Z56865049,282.747,282.747,3.459,-3.78,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z56865049
O=C(CN1C(=O)C2CC=CCC2C1=O)NC3=C(N=C4SC=CN34)C=5C=CC(F)=CC5,Z88593129,424.45,424.45,2.645,-5.7,1,4,83.78,5,https://real.enamine.net/public-enum-files/Z88593129
O=C(CC1SC=2C=CC=CC2NC1=O)N3CCC=4SC=CC4C3C=5C=CC=CC5,Z279528318,420.55,420.55,3.416,-6.21,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z279528318
NC(=O)C=1C=CC=C(C1)COC=2C=CC=CC2Cl,Z370728076,261.704,261.704,2.965,-4.22,1,2,52.32,4,https://real.enamine.net/public-enum-files/Z370728076
CC(CCC=1C=CC=CC1)NC(=O)CN2C(=O)C(C#N)=C3CCCN3C2=O,Z51566341,366.415,366.415,2.497,-3.11,1,4,93.51,6,https://real.enamine.net/public-enum-files/Z51566341
CN1C(=O)C2=C(N=C(N2CC=3C=CC=CC3)N4CCOCC4)N(C)C1=O,Z56804816,355.392,355.392,1.474,-3.37,0,5,70.91,3,https://real.enamine.net/public-enum-files/Z56804816
COC1=CN(N=C1C(=O)NC=2C=CC=CC2N3CCCCC3)C=4C=CC=CC4,Z88459897,376.453,376.453,3.798,-4.553,1,4,59.39,5,https://real.enamine.net/public-enum-files/Z88459897
CCOC(=O)C1=C(NC2=NS(=O)(=O)C=3C=CC=CC23)SC=4CCCCC14,Z56799302,390.479,390.479,3.944,-5.89,1,5,84.83,5,
CC=1C=CC(=CC1F)C(=O)NCC=2C=CC=C(C2)OCC3=CC=CC=N3,Z421840888,350.387,350.387,3.863,-4.74,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z421840888
CN(C=1C=CC=CC1)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC3=NN=CN3,Z56811511,357.389,357.389,1.552,-5.306,2,5,108.05,6,https://real.enamine.net/public-enum-files/Z56811511
CC1=CC(=O)N2N=C(OC=3C=CC(F)=C(F)C3)SC2=N1,Z368511424,295.266,295.266,1.266,-4.82,0,3,54.26,2,https://real.enamine.net/public-enum-files/Z368511424
CN(C)C=1C=CC(=CN1)C(=O)N(C)C=2C=CC=CC2,Z363382752,255.316,255.316,1.991,-2.916,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z363382752
COC=1C=CC(=CN1)NC(=O)C2=CN(N=N2)C=3C=CC(C)=CC3,Z406756986,309.323,309.323,3.142,-3.471,1,5,81.93,5,https://real.enamine.net/public-enum-files/Z406756986
CC1(NC(=O)NC1=O)C=2C=CC(=CC2)OCC(N)=O,Z56865131,263.25,263.25,-0.54,-2.01,3,4,110.52,4,https://real.enamine.net/public-enum-files/Z56865131
NC(=O)CCC(NC(=O)C=1C=CC(F)=CC1)C(=O)O,Z56812809,268.242,268.242,-0.501,-2.29,3,4,109.49,7,https://real.enamine.net/public-enum-files/Z56812809
O=C1C=2C=CC=C(Br)C2C(=O)N1C3CCC(=O)NC3=O,Z3770062788,337.126,337.126,1.467,-3.967,1,4,83.55,1,https://real.enamine.net/public-enum-files/Z3770062788
NC(=O)C1=CN(N=C1C=2C=CC=CC2)C=3C=CC=CC3,Z56820817,263.295,263.295,2.719,-3.898,1,2,60.91,3,https://real.enamine.net/public-enum-files/Z56820817
CC=1C=CC=2C(=CC(=NC2C1C)C=3C=NN(C)C3)C(=O)O,Z871787534,281.31,281.31,3.429,-3.298,1,4,68.01,2,https://real.enamine.net/public-enum-files/Z871787534
CC=1C=CC(=CC1)NC=2N=C(NCCO)C=3C=CC=CC3N2,Z57346765,294.352,294.352,4.409,-5.02,3,5,70.07,5,https://real.enamine.net/public-enum-files/Z57346765
CC=1N=C2C=CC=CC2=C(C=3C=CC=CC3)C1C(N)=O,Z198756858,262.307,262.307,2.765,-4.82,1,2,55.98,2,https://real.enamine.net/public-enum-files/Z198756858
O=C(O)CCNS(=O)(=O)C=1C=CC=2OCCOC2C1,Z45532299,287.291,287.291,1.013,-1.987,2,6,101.93,4,https://real.enamine.net/public-enum-files/Z45532299
CC1=NN(CC(=O)O)C=2N=C(C=C(C12)C(F)(F)F)C=3C=CC=CC3,Z2106597208,335.281,335.281,3.458,-4.577,1,4,68.01,4,https://real.enamine.net/public-enum-files/Z2106597208
CCC1=NN=C(NC(=O)C=2C=C(N=C3C=CC=CC23)C=4C=CN=CC4)S1,Z26824839,361.422,361.422,2.922,-5.409,1,5,80.66,5,https://real.enamine.net/public-enum-files/Z26824839
C=1C=CC(CNC=2N=CN=C3C=4C=CC=CC4OC23)=NC1,Z31216043,276.293,276.293,2.604,-3.849,1,4,63.84,3,https://real.enamine.net/public-enum-files/Z31216043
CSCCC(NS(=O)(=O)C=1C=CC=2OCCOC2C1)C(=O)O,Z45637275,347.41,347.41,1.393,-3.15,2,6,101.93,7,https://real.enamine.net/public-enum-files/Z45637275
CC(C(=O)OCC(=O)NC=1N=CC(Cl)=CC1Cl)N2C(=O)C3=CC=CC=C3C2=O,Z19159028,422.219,422.219,2.53,-5.77,1,5,105.67,7,https://real.enamine.net/public-enum-files/Z19159028
C=1C=CC(=CC1)C(SC2=NN=C3C=CC=CN23)C=4C=CC=CC4,Z20241689,317.409,317.409,4.055,-6.15,0,2,30.19,4,https://real.enamine.net/public-enum-files/Z20241689
O=C(NC=1C=CC=CC1)C=2C=3CCCC3N=C4C=CC=CC24,Z27783055,288.344,288.344,4.294,-4.889,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z27783055
COC=1C=CC(=CC1)NC(=O)C=2C=CC(=CC2)S(=O)(=O)N3CC(C)OC(C)C3,Z28138712,404.482,404.482,3.163,-4.456,1,5,84.94,6,https://real.enamine.net/public-enum-files/Z28138712
CC=1SC=2N=CN=C(NC=3C=CC=4OCCOC4C3)C2C1C,Z31191965,313.376,313.376,4.462,-5.665,1,5,56.27,2,https://real.enamine.net/public-enum-files/Z31191965
O=C(O)C=1C=C(N=C2C=CC=CC12)C3=CC=CO3,Z56792859,239.227,239.227,3.667,-3.5,1,3,63.33,2,https://real.enamine.net/public-enum-files/Z56792859
CN(C)S(=O)(=O)C1=CC=C2C(=C1)N=C(CCC(=O)O)N2C,Z56960145,311.358,311.358,0.369,-0.72,1,5,92.5,5,https://real.enamine.net/public-enum-files/Z56960145
O=C(O)C1=CN(N=C1C=2C=CC(Cl)=CC2)C=3C=CC=CC3,Z56787574,298.724,298.724,4.212,-4.57,1,3,55.12,3,https://real.enamine.net/public-enum-files/Z56787574
COC=1C=CC=CC1C2=NC=3SC=4CCCC4C3C(=O)O2,Z55931929,299.346,299.346,2.634,-5.37,0,3,47.89,2,
Cl.CC=1N=C(NCCCN2C=CN=C2)C=3C=CC=CC3N1,Z56802310,303.79,267.33,2.522,-2.93,1,4,55.63,5,https://real.enamine.net/public-enum-files/Z56802310
O=C(N[C@@H](CC=1C=CC=CC1)C2=NC=3C=CC=CC3N2)C=4C=CC=CC4,Z56788266,341.407,341.407,4.129,-5.58,2,2,57.78,5,https://real.enamine.net/public-enum-files/Z56788266
COC=1C=CC(=CC1)C2=NN(C=C2C(=O)N3CCOCC3)C=4C=CC=CC4,Z28251659,363.411,363.411,3.138,-4.407,0,4,56.59,4,https://real.enamine.net/public-enum-files/Z28251659
CCC(C)C(N)C(=O)NC=1C=CC=C(C1)N2CCCC2,Z608496200,275.39,275.39,2.295,-3.71,2,3,58.36,6,https://real.enamine.net/public-enum-files/Z608496200
O=C(O)C=1N=C(C2=CC=CS2)N(N1)C=3C=CC=C(C3)C(F)(F)F,Z235345307,339.294,339.294,4.284,-4.47,1,4,68.01,4,https://real.enamine.net/public-enum-files/Z235345307
COC=1C=CC(OC)=C(C1)NC(=O)N2CC=C(CC2)C3=CNC4=CC=CC=C34,Z409970760,377.437,377.437,3.281,-5.286,2,3,66.59,6,https://real.enamine.net/public-enum-files/Z409970760
COC=1C=CC(=CC1)C2=C(NC=3C=CC=CC3)OC4=C2C(=O)N(C)C(=O)N4C,Z359420356,377.394,377.394,4.334,-5.77,1,4,75.02,4,
CCCN(CCC)C1=NC=2C=CC=CC2NC1=O,Z56955490,245.321,245.321,3.242,-3.18,1,3,44.7,5,https://real.enamine.net/public-enum-files/Z56955490
O=C1OCCC1SC2=NC=3C=CC=CC3C(=O)N2C4=CC=CC=C4Cl,Z19556280,372.827,372.827,3.146,-6.61,0,3,58.97,3,https://real.enamine.net/public-enum-files/Z19556280
CC1CN(CC(C)O1)C(=O)CSC2=NN=C3C=CC=CN23,Z20242725,306.385,306.385,1.284,-3.867,0,4,59.73,4,https://real.enamine.net/public-enum-files/Z20242725
CC1CCCN(CC(=O)NC2=CC=C3OCOC3=C2)C1,Z46177535,276.332,276.332,2.967,-2.854,1,4,50.8,3,https://real.enamine.net/public-enum-files/Z46177535
CCOC(=O)NC=1C=CC=C(C1)OCC=2C=CC(C#N)=CC2,Z25939480,296.321,296.321,3.388,-4.17,1,4,71.35,7,https://real.enamine.net/public-enum-files/Z25939480
O=C(O)C1CSC2(CCC(=O)N12)C=3C=CC(Br)=CC3,Z56944551,342.209,342.209,2.545,-4.4,1,3,57.61,2,https://real.enamine.net/public-enum-files/Z56944551
COC=1C=CC=C(C1)C(=O)NC=2C=CC=C(C2)S(=O)(=O)NC=3C=CC(Cl)=CC3,Z31807717,416.879,416.879,4.441,-6.013,2,4,84.5,5,https://real.enamine.net/public-enum-files/Z31807717
COC=1C=CC(=CC1OC)CC(=O)NC=2C=CC(=CC2)S(=O)(=O)NC=3C=C(C)ON3,Z32430323,431.464,431.464,1.977,-3.93,2,6,119.76,7,https://real.enamine.net/public-enum-files/Z32430323
COC=1C=CC(=CC1OC)C2(C)NC(=O)NC2=O,Z56886582,250.251,250.251,0.704,-1.92,2,4,76.66,3,https://real.enamine.net/public-enum-files/Z56886582
COC=1C=CC(=CC1OC)NC(=O)CN2CCCC(C)C2,Z46177600,292.374,292.374,2.775,-2.425,1,4,50.8,5,https://real.enamine.net/public-enum-files/Z46177600
CCOC(=O)C=1SC=2N=C(C)N=C(SCC(N)=O)C2C1C,Z25464123,325.409,325.409,1.909,-4.349,1,4,95.17,6,https://real.enamine.net/public-enum-files/Z25464123
CCC1(NC(=O)N(CC(=O)NCC=2C=CC=CC2Cl)C1=O)C=3C=CC(F)=CC3,Z14223235,403.835,403.835,3.928,-5.42,2,3,78.51,6,https://real.enamine.net/public-enum-files/Z14223235
CCC1=NN=C2C=3C=4CCCC4SC3N=C(C)N12,Z56763451,258.344,258.344,3.111,-3.92,0,3,43.08,1,
COC=1C=CC=CC1N2CCC(CC2)NC(=O)C3CCN(CC3)C(=O)N(C)C,Z955716972,388.505,388.505,0.526,-2.99,1,4,65.12,4,https://real.enamine.net/public-enum-files/Z955716972
CCN(C=1C=CC=CC1)S(=O)(=O)C=2C=CC(=CC2)C(=O)NCC3=CC=CC=C3OC,Z26710681,424.515,424.515,4.291,-5.509,1,4,75.71,7,https://real.enamine.net/public-enum-files/Z26710681
COC=1C=CC=CC1N2CCN(CC2)S(=O)(=O)C=3C=CC4=CC=CC=C4C3,Z45508326,382.478,382.478,4.472,-5.594,0,4,49.85,3,https://real.enamine.net/public-enum-files/Z45508326
CC(C)[C@H](NC(=O)C=1C=CC(=CC1Cl)[N+]([O-])=O)C(=O)O,Z56940983,300.695,300.695,2.019,-4.454,2,5,109.54,6,https://real.enamine.net/public-enum-files/Z56940983
CCC=1N=C(C2=C(N1)SC=3CCCCC32)N4N=CC(C#N)=C4N,Z56760963,324.405,324.405,2.919,-4.85,1,5,93.41,2,https://real.enamine.net/public-enum-files/Z56760963
CC1=CC=NC2=NC(=NN12)C(=O)NC3=NC=4C=CC=CC4S3,Z30200200,310.336,310.336,1.73,-4.365,1,5,85.07,3,https://real.enamine.net/public-enum-files/Z30200200
CN(C1=NC=2C=CC=CC2NC1=O)C3CCCCC3,Z56951228,257.332,257.332,3.157,-3.51,1,3,44.7,2,https://real.enamine.net/public-enum-files/Z56951228
O=C(O)C1CSC2(CCC(=O)N12)C=3C=CC(F)=CC3,Z56945433,281.304,281.304,1.825,-3.63,1,3,57.61,2,https://real.enamine.net/public-enum-files/Z56945433
CC=1SC=2N=C(CC(=O)N3CCCC3)NC(=O)C2C1C,Z55164890,291.37,291.37,0.62,-3.822,1,3,61.77,3,https://real.enamine.net/public-enum-files/Z55164890
CC1=CC(=NO1)NS(=O)(=O)C=2C=CC(=CC2)NS(=O)(=O)C=3C=CC4=CC=CC=C4C3,Z45688492,443.499,443.499,3.297,-5.961,2,5,118.37,6,https://real.enamine.net/public-enum-files/Z45688492
CCOC(=O)C1=C(NC(=O)C2=CC=CO2)SC=3CCCC13,Z28332519,305.351,305.351,3.54,-4.63,1,2,68.54,6,https://real.enamine.net/public-enum-files/Z28332519
CC(NC(=O)C1COC2=CC=CC=C2O1)C3CC4CCC3C4,Z32090422,301.381,301.381,4.035,-5.277,1,3,47.56,4,https://real.enamine.net/public-enum-files/Z32090422
CN1C(=NN=C1C=2C=CC(=CC2)C(C)(C)C)SCC(=O)NC=3C=CC=4C=NNC4C3,Z56953736,420.533,420.533,4.28,-7.6,2,4,88.49,7,https://real.enamine.net/public-enum-files/Z56953736
CC1=CC(=O)OC2=CC(OC(C)C(=O)O)=C(Cl)C=C12,Z56773186,282.676,282.676,2.342,-4.31,1,4,72.83,3,https://real.enamine.net/public-enum-files/Z56773186
CCN(CC1=NC=2C=CSC2C(=O)N1)CC3=NC=4C=CC=CC4C(=O)N3,Z46301330,367.427,367.427,0.418,-4.418,2,5,86.16,5,https://real.enamine.net/public-enum-files/Z46301330
CC(C)C1=NC=2C=CC=CC2N1CC(=O)NC=3C=CC(C#N)=CC3,Z25791829,318.373,318.373,3.579,-4.12,1,3,70.71,5,https://real.enamine.net/public-enum-files/Z25791829
NC(=O)C1=CN(N=C1C=2C=CC=NC2)C=3C=CC=CC3,Z55930766,264.283,264.283,1.244,-2.758,1,3,73.8,3,https://real.enamine.net/public-enum-files/Z55930766
NC1=NC(=CS1)C=2C=CC(=CC2)N3CCCC3=O,Z104377988,259.329,259.329,2.287,-3.771,1,3,59.22,2,https://real.enamine.net/public-enum-files/Z104377988
O=C(O)C=1C=CSC1NC(=O)C=2C=CC=CC2Cl,Z55175845,281.716,281.716,3.024,-4.62,2,3,66.4,4,https://real.enamine.net/public-enum-files/Z55175845
O=C(O)C=1C=C(C2=CC=CO2)N(N1)C=3C=CC(Cl)=CC3,Z235340065,288.686,288.686,4.408,-3.93,1,3,68.26,3,https://real.enamine.net/public-enum-files/Z235340065
NC(=O)C=1C=CC(Cl)=CC1NS(=O)(=O)C2=CNC(=C2)C(=O)O,Z997780042,343.744,343.744,1.627,-3.64,4,5,142.35,5,https://real.enamine.net/public-enum-files/Z997780042
O=C(O)C1CCCN(C1)S(=O)(=O)N2CCCCCC2,Z352255020,290.381,290.381,1.58,-1.613,1,5,77.92,3,https://real.enamine.net/public-enum-files/Z352255020
CC=1C=C(C)C=C(C1)OCC(=O)N2CC=3C=CC=CC3CC2C(=O)O,Z54364922,339.386,339.386,3.885,-4.87,1,4,66.84,5,https://real.enamine.net/public-enum-files/Z54364922
O=C(O)C=1N=NN(C1C(F)(F)F)C=2C=CC=C(F)C2,Z955124658,275.16,275.16,2.081,-3.15,1,4,68.01,3,https://real.enamine.net/public-enum-files/Z955124658
CCCN1C(=O)C=2C=CC=CC2N=C1SCC(=O)N3C=4C=CC=CC4CC3C,Z19418964,393.504,393.504,4.245,-6.213,0,3,52.98,5,https://real.enamine.net/public-enum-files/Z19418964
COCCN1C(=O)C=2C=CC=CC2N=C1SCC(=O)NCC(F)(F)F,Z19429893,375.368,375.368,1.372,-4.57,1,4,71.0,8,https://real.enamine.net/public-enum-files/Z19429893
O=C(O)C=1C=CC=CC1SC2CC(=O)N(C2=O)C=3C=CC(O)=CC3,Z56971297,343.356,343.356,1.403,-4.04,2,5,94.91,4,https://real.enamine.net/public-enum-files/Z56971297
COC=1C=CC=C(C1)C(=O)NCC=2C=CC=CC2F,Z29857854,259.276,259.276,3.173,-3.686,1,2,38.33,4,https://real.enamine.net/public-enum-files/Z29857854
O=C(COC(=O)C1=CC(=O)NC=2C=CC=CC12)NCC=3C=CC=CC3Cl,Z56972627,370.787,370.787,2.477,-5.47,2,3,84.5,6,https://real.enamine.net/public-enum-files/Z56972627
O=C(CSC1=NN=C2C=CC=CN12)NC(=O)NC3CCCCC3,Z20241710,333.411,333.411,2.033,-4.86,2,4,88.39,7,https://real.enamine.net/public-enum-files/Z20241710
O=C1NC(CC2=CC=CS2)=NC=3SC=C(C=4C=CC=CC4Cl)C13,Z55164592,358.867,358.867,4.189,-6.991,1,2,41.46,3,
CC(=O)NC=1C=CC(=CC1)OC2=NC=NC=3SC(C)=C(C)C23,Z31088347,313.376,313.376,2.951,-5.513,1,3,64.11,4,https://real.enamine.net/public-enum-files/Z31088347
O=C(NC=1C=CC(=CC1)S(=O)(=O)N2CCOCC2)C=3C=CC=4C=CC=CC4N3,Z30006994,397.45,397.45,2.933,-4.798,1,5,88.6,5,https://real.enamine.net/public-enum-files/Z30006994
CC1=NOC(C)=C1COC=2C=CC=C(C2)C(=O)NC=3C=CC(C#N)=CC3,Z30610896,347.368,347.368,2.988,-4.335,1,4,88.15,5,https://real.enamine.net/public-enum-files/Z30610896
O=C(COC(=O)C=1C=CC(=CC1)S(=O)(=O)NCC2=CC=CO2)NC=3C=CC(Cl)=CN3,Z18677339,449.866,449.866,3.145,-4.789,2,5,127.6,8,https://real.enamine.net/public-enum-files/Z18677339
CCN(CC)C(=O)C=1SC=2N=C(NC(=O)C2C1C)C=3C=CC=CN3,Z55164167,342.417,342.417,1.318,-5.01,1,4,74.66,5,https://real.enamine.net/public-enum-files/Z55164167
CC=1C(=NC=2C=CC=CC2C1C(=O)OCC(=O)N3CCOCC3)C=4C=CC=C(Cl)C4,Z18934975,424.877,424.877,4.462,-6.18,0,4,68.73,5,https://real.enamine.net/public-enum-files/Z18934975
COC=1C=C(C=C(C1)OC)NC(=O)CN2CCN(CC2)C3=CC=CC=C3OC,Z30957265,385.458,385.458,3.407,-3.219,1,6,63.27,7,https://real.enamine.net/public-enum-files/Z30957265
CC(=O)NC=1C=CC(=CC1)NC(=O)CNS(=O)(=O)C=2C=C(C)C=CC2C,Z31392604,375.444,375.444,1.919,-4.405,3,4,104.37,5,https://real.enamine.net/public-enum-files/Z31392604
CC=1N=C(SCC(=O)NC=2C=CC(=CC2)C(N)=O)C=3C=4CCCC4SC3N1,Z20233918,398.505,398.505,2.949,-6.17,2,4,97.97,5,https://real.enamine.net/public-enum-files/Z20233918
CCN1CCN(CC1)S(=O)(=O)C=2C=CC=C(C2)NC(=O)C3=CC(=CC=N3)N(C)C,Z979224868,417.527,417.527,3.354,-2.635,1,6,85.85,5,https://real.enamine.net/public-enum-files/Z979224868
CN(C)S(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCCC2C3=NC=4C=CC=CC4S3,Z26571794,415.532,415.532,2.687,-4.486,0,4,70.58,3,https://real.enamine.net/public-enum-files/Z26571794
O=C(NCC=1C=CC(Cl)=CC1)C=2C=CC=3NC=NC3C2,Z27724930,285.728,285.728,3.54,-4.31,2,2,57.78,4,https://real.enamine.net/public-enum-files/Z27724930
COC=1C=CC(Cl)=CC1C(=O)NC2=NC=3C=CC=CC3N2,Z27664760,301.728,301.728,3.723,-5.43,2,3,67.01,4,https://real.enamine.net/public-enum-files/Z27664760
O=C(CN1C(=O)NC2(CCC=3C=CC=CC32)C1=O)NC=4C=CC=CC4Cl,Z14183778,369.802,369.802,2.503,-5.213,2,3,78.51,3,https://real.enamine.net/public-enum-files/Z14183778
NC(=O)CSC1=NC=2SC=C(C3=CC=CO3)C2C(=O)N1C=4C=CC=CC4,Z15481675,383.447,383.447,3.131,-6.62,1,3,88.9,5,https://real.enamine.net/public-enum-files/Z15481675
O=C(COC=1N=CN=C2C(Cl)=CC(Cl)=CC12)NC=3C=CC=CC3,Z15683405,348.183,348.183,4.073,-6.007,1,4,64.11,5,https://real.enamine.net/public-enum-files/Z15683405
FC=1C=CC(=CC1)CSC2=NN=C(C=3C=CN=CC3)N2C=4C=CC=CC4,Z54130330,362.425,362.425,4.244,-6.406,0,3,43.6,5,https://real.enamine.net/public-enum-files/Z54130330
O=C(NC=1C=CC(Cl)=C(Cl)C1)NN2C(=O)NC=3C=CC=CC3C2=O,Z56271169,365.171,365.171,3.501,-6.14,3,3,90.54,4,https://real.enamine.net/public-enum-files/Z56271169
CC1=NN(CC=2C=CC=CC2)C=3SC(=CC13)C(=O)OCC(=O)NC=4C=CC=CC4,Z15391380,405.472,405.472,4.472,-5.925,1,3,73.22,7,https://real.enamine.net/public-enum-files/Z15391380
O=C(COC(=O)C1=CC=C(S1)C2=NC=3C=CC=CC3S2)N4CCCC4,Z19245468,372.464,372.464,3.626,-5.298,0,3,59.5,5,https://real.enamine.net/public-enum-files/Z19245468
COC=1C=CC(=CC1)C2=CSC=3N=CNC(=O)C23,Z56883728,258.297,258.297,1.952,-5.09,1,3,50.69,2,https://real.enamine.net/public-enum-files/Z56883728
CC(C)(CNC(=O)CN1CCC(=O)NC1=O)C=2C=CC=3OCCOC3C2,Z1171711724,361.393,361.393,0.569,-2.911,2,5,96.97,6,https://real.enamine.net/public-enum-files/Z1171711724
O=C(C=1C=CC(O)=CC1O)N2CCC(CC2)OC3CCC3,Z2358164623,291.343,291.343,0.571,-2.501,2,4,70.0,4,https://real.enamine.net/public-enum-files/Z2358164623
O=S(=O)(NCC=1C=CC=CN1)C=2C=CC(Cl)=C(Cl)C2,Z45524392,317.192,317.192,2.906,-3.706,1,3,59.06,3,https://real.enamine.net/public-enum-files/Z45524392
CN(C)S(=O)(=O)C=1C=CC=C(C1)NC(=O)C=2C=NC=CN2,Z30564177,306.342,306.342,0.716,-1.487,1,5,92.26,5,https://real.enamine.net/public-enum-files/Z30564177
CC(=O)NC=1C=CC(=CC1)C(=O)NCC2CCCCC2,Z32004369,274.359,274.359,2.824,-4.276,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z32004369
O=C(O)C=1SC=CC1S(=O)(=O)NC2CCCCCC2,Z227844082,303.4,303.4,3.489,-3.68,2,4,83.47,4,https://real.enamine.net/public-enum-files/Z227844082
CN1C=C(C=N1)C=2C=C(C(=O)O)C=3C=CC=CC3N2,Z667967730,253.257,253.257,2.481,-2.521,1,4,68.01,2,https://real.enamine.net/public-enum-files/Z667967730
CCOC=1C=CC=CC1N2CCN(CC2)C(=O)C=3C=CC=4OCOC4C3,Z30235782,354.401,354.401,3.52,-4.926,0,5,51.24,5,https://real.enamine.net/public-enum-files/Z30235782
CC=1C=CC(=CC1)OCCOC(=O)C2=NN3C(C)=CC=NC3=N2,Z18583320,312.324,312.324,1.663,-3.81,0,5,78.61,6,https://real.enamine.net/public-enum-files/Z18583320
CC1=NC(=CS1)C=2C=CC=C(C2)NC(=O)C=3C=CC(C)=CC3,Z52060799,308.399,308.399,4.268,-5.104,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z52060799
COC1=CC(NC(=O)C(C)(C)C)=C(C=C1OC)C(=O)O,Z56989660,281.305,281.305,2.715,-2.72,2,5,84.86,6,https://real.enamine.net/public-enum-files/Z56989660
COC=1C=CC=C(C1)C(=O)NCC=2C=CC(=CC2)S(N)(=O)=O,Z30932325,320.365,320.365,1.193,-3.296,2,4,98.49,5,https://real.enamine.net/public-enum-files/Z30932325
CC1(NC(=O)N(CC(=O)NCC(F)(F)F)C1=O)C2=CC=CC=C2Cl,Z14093186,363.72,363.72,2.168,-4.42,2,3,78.51,6,https://real.enamine.net/public-enum-files/Z14093186
COC(=O)C=1C=C(OC)C(=CC1NC(=O)C2=CC=CS2)OC,Z28738093,321.35,321.35,2.468,-3.834,1,4,73.86,6,https://real.enamine.net/public-enum-files/Z28738093
C=CCOC=1C=CC(=CC1)CN(C)CC2=NC=3C=C(C=CC3C(=O)N2)C(F)(F)F,Z44452920,403.399,403.399,3.585,-5.56,1,4,53.93,8,https://real.enamine.net/public-enum-files/Z44452920
CC(=O)NCC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C3=CC=CC=N3,Z45544537,374.459,374.459,1.135,-3.093,1,5,82.61,4,https://real.enamine.net/public-enum-files/Z45544537
CC(NC=1N=CN=C2SC=CC12)C=3C=CC=CC3,Z31195335,255.34,255.34,3.474,-4.635,1,3,37.81,3,https://real.enamine.net/public-enum-files/Z31195335
CC=1C=CC(=CC1C)N(CC=2C=CC(=CC2)C(=O)NCC=3C=CN=CC3)S(C)(=O)=O,Z56983902,423.53,423.53,2.923,-4.92,1,4,79.37,6,https://real.enamine.net/public-enum-files/Z56983902
O=C(CC=1C=CC(=CC1)C=2C=CC=CC2)N3CCC(CC3)N4CCCCC4=O,Z1433382790,376.492,376.492,2.886,-5.19,0,2,40.62,5,https://real.enamine.net/public-enum-files/Z1433382790
NC(=O)COC=1C=CC=CC1C(=O)NC=2C=CC=CC2,Z18319463,270.284,270.284,1.276,-3.668,2,3,81.42,5,https://real.enamine.net/public-enum-files/Z18319463
CC=1C=C(C)N(N1)C=2C=CC(Cl)=C(N2)C(=O)NC3=CC=CC(C#N)=C3,Z32733762,351.79,351.79,2.669,-4.61,1,4,83.6,4,https://real.enamine.net/public-enum-files/Z32733762
O=S(=O)(C=1C=CC(Cl)=C(Cl)C1)N2CCC=3C=CC=CC32,Z45533206,328.214,328.214,4.357,-5.139,0,2,37.38,1,https://real.enamine.net/public-enum-files/Z45533206
COC=1C=CC(=CC1NS(=O)(=O)C=2C=CC(C)=CC2)S(=O)(=O)N3CCOCC3,Z45729946,426.51,426.51,2.606,-4.13,1,6,102.01,4,https://real.enamine.net/public-enum-files/Z45729946
CCOC=1C=CC(=CC1OC)CN(C)CC(=O)NC=2C=C(F)C=CC2F,Z46320590,364.387,364.387,3.252,-4.11,1,4,50.8,8,https://real.enamine.net/public-enum-files/Z46320590
N#CC=1C=CC(=CC1)NC(=O)NC=2C=CC=CC2,Z44602193,237.257,237.257,3.145,-3.814,2,2,64.92,4,https://real.enamine.net/public-enum-files/Z44602193
O=C(NCC=1C=CC=CC1Cl)C=2C=CC=3NC=NC3C2,Z30828836,285.728,285.728,3.54,-4.31,2,2,57.78,4,https://real.enamine.net/public-enum-files/Z30828836
O=C(CSC1=NN=C(O1)C=2C=CC=CC2)NC3=NC(=CS3)C=4C=CC=CN4,Z29466267,395.461,395.461,2.213,-6.44,1,5,93.8,6,https://real.enamine.net/public-enum-files/Z29466267
O=C(NC=1C=CC=C(C1)C2=CN3C=CC=CC3=N2)C=4C=CC=CC4,Z56982789,313.353,313.353,4.18,-5.32,1,2,46.4,3,https://real.enamine.net/public-enum-files/Z56982789
