ligand_id,ligand_id,smiles,predicted_vina_mean,predicted_vina_std,predicted_gnina_mean,predicted_gnina_std,final_score,rank_confidence,mean_rank,std_rank,SA,QED
Z4987651799,Z4987651799,CNc1ccc(C(F)(F)F)c(F)c1.Cl,-4.7679043,1.7377834,3.2068398,1.0538706,-5.636796,0.0098784168257283,1374635.3,16906.080474492013,2.22294827799983,0.7288543517883834
Z287000980,Z287000980,COC(=O)c1sccc1NC(=O)N(C)C,-3.4422867,0.8902127,3.206702,0.93742895,-3.887393,0.0244519033384953,1354402.2,33863.04765906341,2.2128742726500708,0.782524366901013
Z1738059089,Z1738059089,CS(=O)(=O)CCCn1ncsc1=O,-2.2552276,1.6179787,3.2065537,1.5810422,-3.0642169,0.1713382072244029,1150472.6,322126.3925232454,2.9782876620967382,0.7035049613887915
Z5247767817,Z5247767817,Cl.Cl.O=C(O)CCCN1CCNCC1,-6.1835866,2.5951145,3.2065456,1.0508388,-7.481144,0.0069914286743256,1378643.45,14790.497478026222,2.291295970307523,0.7611590319509494
Z959357814,Z959357814,Cc1cc(N(C)C)ccc1CN,-3.474348,1.1759796,3.2063606,1.24895,-4.062338,0.0310316562826377,1345267.2,50134.68205603781,2.002136753715531,0.7177436647938997
Z1037335982,Z1037335982,COc1cccc(OC)c1OCC#CCN1CCC(C)CC1,-3.4608536,0.37641126,3.2060971,0.639478,-3.6490593,0.0168632549429179,1364937.9,16020.906063328628,2.3006640165274153,0.7827682844965422
Z1157652257,Z1157652257,CCC(N)(CC)CNC(=O)OC(C)(C)C,-2.9224668,0.58566207,3.206081,0.4322768,-3.2152977,0.0377954046169913,1335876.75,51960.84366123688,2.674028260504322,0.7553947594920403
Z604513568,Z604513568,CCOc1ccc(NC(=O)N2CCCCCC2)c(C)c1,-3.2805157,0.6852363,3.2059798,0.8945416,-3.623134,0.024532754708827,1354289.95,23758.98885995572,1.743576524136376,0.9119428484172257
Z1262607272,Z1262607272,CNCc1ccc(S(C)=O)cc1,-3.569487,1.8505852,3.2059002,1.5699904,-4.4947796,0.0842226743976662,1271419.45,186637.5483072672,2.6571593176418826,0.7611721443782639
Z140637338,Z140637338,COCC(=O)Nc1ccc(C#N)cc1,-3.934131,0.66706264,3.2057471,0.59336346,-4.267662,0.0099288363885187,1374565.3,7501.444494895634,1.6741456744495338,0.7770045661537428
Z1065585476,Z1065585476,CNCc1nccn1CC(F)(F)F,-2.7272227,0.8020181,3.2053413,0.9213182,-3.1282318,0.0495052400331329,1319619.4,54132.319450952775,2.610573376382453,0.7803140406893415
Z32016396,Z32016396,CNC(=O)c1ccc(OC)cc1,-4.535671,1.6306285,3.205204,1.3236876,-5.3509855,0.0192786401123635,1361584.5,42235.6142674639,1.28590799497427,0.7110451272186061
Z57983014,Z57983014,CCOc1ccc(CO)cc1OCC,-4.0745955,0.62076837,3.2046504,0.4364233,-4.3849797,0.0100319083804516,1374422.2,12278.68333576528,1.6267030708992394,0.7821596056092598
Z221133240,Z221133240,CCC(=O)NCCSCc1ccsc1,-2.463094,0.95902425,3.2044158,0.91767824,-2.9426062,0.0807813951813304,1276197.15,106794.47607497076,2.3374767395382907,0.759425953456425
Z432067652,Z432067652,CC(C)N1CCN(C(C)(C)CN)CC1,-3.5502903,0.340552,3.203759,0.5237305,-3.7205663,0.0149938055965713,1367533.35,13783.123152156046,2.473641500453054,0.7278372874823601
Z45527635,Z45527635,COc1ccc(Br)cc1S(=O)(=O)N(C)C,-2.8348515,0.6777783,3.2036545,0.88064015,-3.1737406,0.0394649043829006,1333558.9,34776.8552027063,1.8475118170287672,0.8523070293063434
Z432810902,Z432810902,C=CCNC(=O)CN1CCCCCCC1=O,-3.5726745,1.2885951,3.2036319,1.2509801,-4.216972,0.0332669715849749,1342163.8,55239.98126230675,2.158816167656024,0.7264366542215948
Z513571188,Z513571188,CCNC(=O)N(C)C(C)C(C)(C)C,-3.2025733,0.40965888,3.2033272,0.50415593,-3.4074028,0.0233551698058845,1355924.85,20058.4875757745,2.8264255132358773,0.703300973246023
Z2013590978,Z2013590978,CC#CC(=O)NCC(C)(C)N1CCN(C)CC1,-3.6402926,0.51497227,3.203261,0.3990928,-3.8977787,0.0159321496740735,1366230.6,23762.635351324145,2.926304708930857,0.7099327490891173
Z406555034,Z406555034,CCOC(C)C(=O)NC(C)c1cccs1,-2.6445968,0.68314385,3.2030513,0.7689018,-2.9861689,0.0508185616019014,1317796.05,53849.77562021498,2.867206826089303,0.838213746043591
Z54181020,Z54181020,COC(=O)COc1ccc(C(=O)OC)cc1OC,-4.388056,0.7280371,3.2027926,1.0257183,-4.7520742,0.0070395793567903,1378576.6,8235.153218975345,1.6662593820358698,0.7308361142084304
Z104378242,Z104378242,COc1cc(C(=O)O)c(N)c(OC)c1OC,-4.365655,0.76287454,3.202716,0.9327523,-4.7470922,0.0076980228328591,1377662.45,8882.125908108937,2.096575947875804,0.7452367442089962
Z1247217993,Z1247217993,COCCOCCCCNc1ccc(Br)cn1,-3.0115726,0.8664324,3.2025647,0.7659047,-3.444789,0.0397079266755501,1333221.5,54532.81157385891,2.1351783557809014,0.7123971782086633
Z1461072013,Z1461072013,COc1ccc(CN2CCOCC2)cc1OC,-3.7524784,0.7118137,3.2025287,0.7444049,-4.108385,0.0144105592970071,1368343.1,16680.94975383596,1.6237353416521731,0.7944701635822158
Z382715716,Z382715716,COc1cc(Cl)c(C(=O)O)cc1OC,-4.280787,1.0884237,3.2024639,1.2095608,-4.824999,0.0106149746101488,1373612.7,18281.821132206715,1.6133986730102254,0.8403910068421686
Z1610998441,Z1610998441,Cc1nsc(NCc2cncs2)n1,-2.4133644,0.8661894,3.2019565,0.9170404,-2.8464592,0.0738842871033961,1285772.75,77862.90837996935,2.986287928146478,0.844091260051329
Z7058777481,Z7058777481,CNc1ccc(CS(C)(=O)=O)cc1.Cl,-4.9385285,2.1942978,3.2017071,0.94733196,-6.0356774,0.0118692332625057,1371871.35,19912.48485316436,2.0087421241536756,0.867583598049603
Z381421382,Z381421382,O=C(O)c1cc(Br)c2c(c1)OCCO2,-5.4664297,1.3189993,3.2012055,1.0379825,-6.1259294,0.0026974105953109,1384605.05,4293.305899595322,2.1895137217868132,0.8365497705191047
Z4875075190,Z4875075190,Cl.Cl.NCc1ccc(CN2CCCCCC2)cc1,-5.2079563,1.9088874,3.2011642,1.0631864,-6.1624002,0.0081765404977129,1376998.1,13320.6950190296,1.863341014688931,0.9249039403415805
Z1813087112,Z1813087112,COc1ccc(C(C)=O)c(Cl)c1OC,-3.1898127,0.55809855,3.2007217,0.97702456,-3.468862,0.0249492202974753,1353711.75,22287.556693982857,1.9248997125112641,0.7258577518651975
Z445731550,Z445731550,CC(Cn1cccn1)NCc1ccco1,-2.620315,0.99182343,3.2005382,0.941755,-3.1162267,0.0735477725357438,1286239.95,117116.1951813134,2.7728092666463517,0.8067817714338845
Z56904746,Z56904746,CCOc1c(Br)cc(C(=O)O)cc1OC,-4.2203703,0.6068012,3.200431,1.1515862,-4.523771,0.0079186444340404,1377356.15,8499.796157996967,1.8177223495731472,0.9170053320790983
Z87539658,Z87539658,COc1ccc(C(=O)N(C)C)c(F)c1,-3.2860343,1.0471281,3.19988,0.92402416,-3.8095984,0.035704253250261,1338780.0,58182.64900810206,1.6975383819499346,0.7192562047039441
Z30943416,Z30943416,COc1ccc(OC)c(NC(=O)C(C)C)c1,-3.4834163,0.53252524,3.1998725,0.5155803,-3.7496789,0.0189362192530702,1362059.9,20717.992489379856,1.5649384574592453,0.8515537044132071
Z2002155886,Z2002155886,CCC(C)N1CCN(CCS(C)(=O)=O)CC1,-3.408443,0.51403964,3.199093,0.7325001,-3.6654627,0.0202157597147694,1360283.45,22477.263473285624,2.6169238181818226,0.7080713445878957
Z1256619207,Z1256619207,CCOCCN1CCCN(c2ncccn2)CC1,-3.1572106,1.165388,3.1988692,0.93328613,-3.7399046,0.0483157705189613,1321270.8,80688.26751864239,2.065207007994818,0.7300017099923387
Z98976549,Z98976549,N#Cc1ccc(OCC(N)=O)c(Cl)c1,-3.2653618,0.8851023,3.198582,0.3247929,-3.707913,0.0328615262721936,1342726.7,46305.06749277016,1.9488279541131899,0.811066527095697
Z89283364,Z89283364,O=C(O)c1ccc2c(c1)OCCCO2,-6.257743,2.0709603,3.1984358,1.2837268,-7.293223,0.0029777073504519,1384215.9,7516.070768027666,1.8238086626152157,0.7363754462705041
Z5868505436,Z5868505436,CNc1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl,-4.4738226,1.4985117,3.197371,1.0459294,-5.2230783,0.0127041812223143,1370712.15,20749.19579471696,2.306670977444952,0.7602674425175618
Z1266823128,Z1266823128,CCN(C)c1ccc(CN)cc1F.Cl.Cl,-5.4598794,2.31364,3.1971872,0.96444416,-6.616699,0.0071855439910685,1378373.95,13531.036772823432,2.4517193973901943,0.8989878583381105
Z53825507,Z53825507,CS(=O)(=O)NC1CCCCCCC1,-4.116913,1.6740807,3.1964436,1.168587,-4.9539533,0.0328310944646522,1342768.95,67556.08184351354,1.8904359038549803,0.7447607863583305
Z33476184,Z33476184,O=C(Cc1cccs1)NCC(F)(F)F,-2.6749039,0.8279726,3.1956153,1.0841943,-3.08889,0.0551737314077861,1311749.55,68508.67499848103,2.145610950064608,0.8335173818266165
Z1273056410,Z1273056410,CC(CO)SCC(=O)N1CCCCCC1,-3.5108979,0.8331377,3.1951668,0.7745494,-3.9274666,0.0200244895019267,1360549.0,20394.52176933796,2.748243882030968,0.7969447564240031
Z1323627450,Z1323627450,COc1cc(NC2CCSCC2)ccc1Br,-3.39953,0.77919775,3.194848,0.41937718,-3.7891288,0.0212428782367558,1358857.45,19025.352040041205,2.343814361635957,0.918230870146555
Z1157693764,Z1157693764,CC(C)COCC(C)NC(=O)OC(C)(C)C,-3.559053,0.8184426,3.1940663,0.6540489,-3.968274,0.0201465048438793,1360379.6,18839.744091680222,2.629376874597897,0.7907412846247828
Z382691350,Z382691350,CCOc1cc(C#N)cc(Br)c1OCC(=O)O,-3.6257014,1.4149415,3.1940384,0.92262685,-4.3331723,0.0292145352396729,1347790.0,31495.666674957047,2.1892829698004235,0.9012478042734627
Z253445990,Z253445990,CCCC(=O)NCCn1ccnc1,-2.8564093,0.7573084,3.1937945,0.7498652,-3.2350636,0.0427745525263802,1328963.95,51566.66210690294,2.104752847721924,0.7299687389219439
Z164670598,Z164670598,O=C(NCc1cccs1)OCC(F)(F)F,-3.1612535,1.4482434,3.1929932,1.2439421,-3.885375,0.0657708430871177,1297037.05,120726.27256752152,2.2318415615806533,0.8797554704897577
Z1838482636,Z1838482636,COC(=O)c1ccc(OCC(F)F)cc1OC,-3.8022094,0.39667058,3.192732,0.75400263,-4.0005445,0.0107700867936758,1373397.35,8463.778868064785,1.9959665818405554,0.7463934959406187
Z45976009,Z45976009,CS(=O)(=O)C(C#N)=Cc1ccsc1,-2.369666,1.2749671,3.1927214,0.8924457,-3.0071497,0.0950011164331761,1256455.2,90844.17051941196,2.8957131566022323,0.7018433569827529
Z227868804,Z227868804,Nc1nc(CN2CCCCCC2)cs1,-3.301794,1.0652378,3.19238,0.88741213,-3.834413,0.0335085173047142,1341828.45,45855.95515576466,2.055157884003581,0.8142888445113922
Z4917138326,Z4917138326,Brc1cncc2c(Br)cncc12,-1.1758938,0.69814175,3.1923745,1.0778916,-1.5249647,0.2298537472539344,1069232.55,170062.66298411155,2.809496312539059,0.7438268867521625
Z394003546,Z394003546,CN(CC(F)(F)F)C(=O)c1ccsc1,-2.4283526,0.72405857,3.1922884,0.9654007,-2.790382,0.0654366694277379,1297501.0,68022.09004066253,2.4592452426567935,0.7533930148250229
Z1153284722,Z1153284722,COCCN1CCCC(N2CCCCCC2)C1,-3.4633133,0.7476041,3.1921499,0.57550967,-3.8371153,0.0205972917491986,1359753.75,20014.120694836933,2.4375730373752997,0.7470639713572014
Z416914758,Z416914758,CS(=O)(=O)Cc1cc(Cl)c2c(c1)OCCO2,-3.416082,0.96692234,3.1919162,1.0058932,-3.899543,0.025893578708539,1352400.65,33762.37182763527,2.335727496327353,0.8133782682068516
Z815286468,Z815286468,N#Cc1ccc(OC(F)F)c(N)c1,-3.750255,1.2070558,3.1914144,0.6447438,-4.353783,0.0257622717614435,1352582.95,39640.269791557934,2.245976453305529,0.711893612155271
Z51751449,Z51751449,CCCNC(=O)CSCc1cccs1,-2.2571712,0.6600631,3.190968,0.6665829,-2.5872028,0.0783706918284293,1279544.05,80838.60708069814,2.0730878933844465,0.8118205598644204
Z440633934,Z440633934,C=CC(=O)Nc1ccc(OC)c(OC)c1,-4.2390933,1.0179095,3.1906295,1.1399767,-4.748048,0.0087729318975762,1376170.1,7516.290161376156,1.7387192351266183,0.7660234591398105
Z940493812,Z940493812,O=C(NCCCOCC1CCCO1)OCC(F)(F)F,-3.965074,0.7259515,3.1905737,0.8533594,-4.3280497,0.0110436129218135,1373017.6,14162.27210372686,2.8301607227167356,0.725400024868684
Z1258525108,Z1258525108,CC(=O)C(C)NC(=O)OC(C)(C)C,-3.6426494,0.66784674,3.1905198,0.4257137,-3.9765728,0.0182727338207223,1362981.05,31240.08349456672,2.4576591670820314,0.7121346093059489
Z1998636327,Z1998636327,COC(=O)C(N)CN1CCOCC1.Cl.Cl,-5.945218,2.4914436,3.19001,1.0697182,-7.19094,0.005587928116109,1380592.0,11036.638473738278,2.8957977281848155,0.704187086566689
Z5773070995,Z5773070995,Cl.Cl.c1cnc(-c2cn[nH]c2)nc1,-4.2535596,3.1916423,3.1894417,2.4592886,-5.8493805,0.2125453956134979,1093262.6,506823.71804103645,2.8275742555033307,0.7936754628546885
Z3247744453,Z3247744453,Cl.Cl.c1cncc(-c2ccncc2)c1,-4.859311,3.3416796,3.1893456,2.2222662,-6.530151,0.1656346022256636,1158391.2,397229.64712375135,1.991266415651653,0.7506622446526396
Z31386161,Z31386161,CC(C)NC(=O)Cc1ccsc1,-3.0565157,1.1495609,3.1885653,1.2328424,-3.6312962,0.0535607735801492,1313988.9,93004.25050872676,2.022863239729517,0.7605268822001972
Z2018739934,Z2018739934,CN(CCSC(C)(C)C)CC1CCOCC1,-3.3518002,0.3727982,3.188426,0.31576887,-3.5381994,0.0192231425793207,1361661.55,19481.102398157556,2.6678180557679134,0.7388378837754864
Z2721019564,Z2721019564,Fc1cccc(OCCOC(F)F)c1Br,-3.5619922,0.34243396,3.1883764,0.4881065,-3.7332091,0.0148093780386791,1367789.4,12348.214666096472,2.4623969086725843,0.7733513291343158
Z111834056,Z111834056,CNc1ccc(Br)cc1C(=O)OC,-3.8264909,0.5833771,3.1883726,0.570037,-4.1181793,0.0110204559369034,1373049.75,9172.110699697208,1.8433817280308027,0.8107824751165917
Z802637830,Z802637830,NC1CCCN(CCN2CCOCC2)C1,-4.5371757,1.2473494,3.1883354,0.6089152,-5.1608505,0.0094322036950336,1375254.8,17762.998326859124,2.5808606652477515,0.7013149123163336
Z1269154407,Z1269154407,CC1CNc2cc(Br)ccc2O1,-3.6167367,0.70819455,3.1877456,0.71027046,-3.970834,0.0147041452083408,1367935.5,10359.732199724083,2.86901522056249,0.7364665606650855
Z2079729651,Z2079729651,CNCCC(=O)N(C)CC(=O)N(C)C.Cl,-4.6209707,1.547376,3.187735,1.1103445,-5.3946586,0.0109748982605251,1373113.0,17966.848337980704,2.406464927535726,0.7058681850399547
Z228567420,Z228567420,CN1CCC(CN)(N2CCCCC2)CC1,-3.1794312,0.7090277,3.1876745,0.6665029,-3.533945,0.0283093960456657,1349046.65,33739.36259219341,2.5587714014515015,0.7362704208267459
Z381420186,Z381420186,NCc1cc(Br)c2c(c1)OCO2,-3.523444,1.3370227,3.18744,1.4425621,-4.191955,0.0347643965858752,1340084.85,57929.36863221885,2.37217368810467,0.7969360698304571
Z4665826323,Z4665826323,CN(C)CCC(=O)NCC(=O)N(C)C.Cl,-4.607345,1.8556851,3.1871665,0.9294322,-5.5351877,0.0101292901645838,1374287.0,15332.329901225055,2.214385093855892,0.7058681850399547
Z13771945,Z13771945,CCOc1ccc(OCC(N)=O)cc1,-4.096435,0.7373785,3.187016,0.34718397,-4.465124,0.0113978103504158,1372525.85,15018.862015062929,1.4964959703075227,0.7604156952238209
Z2738282562,Z2738282562,C=CC(=O)Nc1cnn(CCF)c1,-2.9255638,0.88700205,3.1869385,0.86981493,-3.3690648,0.0449916807721395,1325885.8,62104.22587521722,2.694493596162671,0.7070183998514302
Z1269197259,Z1269197259,COc1cc(C(=O)O)c(OC)cc1Br,-4.723554,0.72848654,3.1866584,1.2245207,-5.087797,0.0041343321208627,1382610.1,2599.7134822899234,1.8110805856921388,0.9053326853563121
Z1421530097,Z1421530097,COC(=O)c1cccc(CN)c1.Cl,-5.501929,2.0992548,3.1860428,0.939486,-6.551556,0.0080235531386178,1377210.5,15868.337838286656,1.72880038349299,0.7354600033067782
Z432727332,Z432727332,CCCN1CCN(C(=O)N(CC)CC)CC1,-3.302424,0.38639098,3.185965,0.78688836,-3.4956195,0.0206634854323476,1359661.85,19166.457894652835,2.011456866956724,0.7270415417424017
Z1464058687,Z1464058687,Cc1cc(N2CCOCC2)ccc1Br,-3.702104,0.83688945,3.1857967,0.75392556,-4.1205487,0.0152316418770483,1367203.15,15342.410978314329,1.861850970307522,0.765341333966144
Z1238558898,Z1238558898,COc1ccc(SCCC(=O)O)cc1OC,-3.3884606,0.834539,3.1854582,0.48142293,-3.80573,0.0250307199193285,1353598.6,33735.08198359684,1.828898475348332,0.7754179735942762
Z219107702,Z219107702,CC(C)CNc1ccc(C#N)cn1,-3.096891,0.45492494,3.1845455,0.5778718,-3.3243535,0.0275831742716174,1350054.9,24056.93760207229,2.1951051346242103,0.7641377243237191
Z427897324,Z427897324,COc1cc(OC)cc(OCCNC(C)=O)c1,-3.9674141,0.55553955,3.1842997,0.39011616,-4.245184,0.0107775777001476,1373386.95,10681.573683100258,1.8152728011531583,0.7582393304475854
Z3235038825,Z3235038825,Cl.NCc1cncc(Cl)n1,-4.527685,1.8639169,3.1842394,0.8922117,-5.4596434,0.0109677674937876,1373122.9,13559.977068195947,2.868614928805691,0.7010264989400231
Z212044042,Z212044042,N#Cc1ccc(COCC(F)(F)F)cc1,-3.8967628,0.973378,3.1841655,0.9699942,-4.383452,0.0144014117477581,1368355.8,18199.769871072545,2.0236021619558873,0.775976790877838
Z55136076,Z55136076,CCN(CC)CC(=O)Nc1sccc1C#N,-2.6487076,0.71747446,3.1837475,0.5242591,-3.0074449,0.0563526848417186,1310112.75,67188.19838399821,2.2999698040196606,0.8505980869800792
Z119967286,Z119967286,Cl.NCCCCOc1ccc(F)cc1,-4.4145584,1.6782075,3.1836011,0.8873832,-5.253662,0.0109380199517412,1373164.2,14382.030686241776,1.6684797759755394,0.772144445266049
Z1354598854,Z1354598854,CNS(=O)(=O)c1cc(OC)c(Br)cc1OC,-2.953954,0.77475643,3.1834161,0.88379765,-3.3413322,0.0366607843843411,1337452.0,36642.5596240219,2.094152870952726,0.9122241220157822
Z1317745990,Z1317745990,C#CCN(CC(=O)O)C(=O)OC(C)(C)C,-3.804107,0.9348877,3.1833389,0.73873454,-4.2715507,0.0176417690063744,1363857.05,21091.370606186312,2.5824614588848878,0.7083825537987404
Z990782330,Z990782330,CCCN1CCCN(c2nccc(OC)n2)CC1,-2.9142222,1.0511122,3.1830046,0.66628766,-3.4397783,0.050260993265387,1318570.15,65361.66471279247,2.1219169052818554,0.8078703431870595
Z1262254399,Z1262254399,COc1cccc2c1OCCC2N.Cl,-4.813265,1.5064319,3.182944,0.9638144,-5.5664806,0.007352468757878,1378142.2,10980.244453562951,2.8083257618746558,0.7784396803221862
Z5042396029,Z5042396029,C=CC(=O)N[C@H](C)c1ccsc1,-2.5274303,1.2695289,3.1828961,1.1314355,-3.1621947,0.1008930384989376,1248275.15,177336.6279072868,2.8807621148446785,0.7108574495974826
Z1431839360,Z1431839360,CC(C)(C)OC(=O)NCC#Cc1ccncc1,-2.602737,1.0324664,3.1822057,1.1119033,-3.1189702,0.0721502863110887,1288180.15,102141.2303946232,2.407263635850377,0.7529171762138605
Z149164564,Z149164564,OCCOc1ccc(Br)cc1Br,-3.76448,0.68962586,3.1820235,0.50257003,-4.109293,0.0139674073540533,1368958.35,16312.686333878306,1.8676940089602851,0.9286896914829725
Z1269202523,Z1269202523,CC(C)Nc1cc(Br)ccc1C#N,-2.8375545,0.9376106,3.1814046,0.8016886,-3.3063598,0.0497725357438686,1319248.3,64118.42776698443,2.2180309588000355,0.8599391217640904
Z4170200070,Z4170200070,Cl.Cl.NC(=O)CCN1CCC(N)CC1,-5.2931814,1.8063023,3.1812727,0.9299551,-6.1963325,0.0077380343573306,1377606.9,12816.238285472067,2.4181553109668634,0.7406899422484626
Z169037136,Z169037136,COCCN(C)Cc1sccc1C,-2.5473123,0.83869135,3.1808374,0.7614948,-2.9666579,0.0636952497569056,1299918.7,84166.13279585798,2.23878590385498,0.7200957604618888
Z1269139792,Z1269139792,CCCOc1ccc(Br)cc1C#N,-2.9641693,0.6380667,3.1806588,0.7360209,-3.2832026,0.0357955846868585,1338653.2,36747.9785316145,1.9716243653934402,0.812634676225446
Z899247080,Z899247080,CON(C)C(=O)C(C)(C)NC(=O)OC(C)(C)C,-2.909731,0.46567714,3.1803641,0.4158078,-3.1425695,0.032740123167789,1342895.25,23449.70743287643,2.6670303181042936,0.7622990642185594
Z55928992,Z55928992,CCOc1c(Cl)cc(C(=O)O)cc1OC,-4.0610957,0.70456654,3.1802936,0.925401,-4.413379,0.0092482083048223,1375510.25,7787.71594804921,1.7464388880346853,0.863322233381704
Z45527753,Z45527753,CNS(=O)(=O)c1cc(OC)ccc1OC,-3.2512233,0.60542846,3.180249,0.71463585,-3.5539374,0.0233229733136456,1355969.55,23246.624011832344,1.7608700418808407,0.8243186396911076
Z1856584039,Z1856584039,CN1CCCN(C(=O)Nc2cnns2)CC1,-3.518327,1.0335596,3.1798105,0.8080681,-4.0351067,0.0276627651528793,1349944.4,49416.0580261113,2.7392123549469947,0.7862384614806646
Z1094698492,Z1094698492,FC(F)(F)COc1ccc(Cl)cn1,-3.3399186,0.9176035,3.1792767,0.6863781,-3.7987204,0.0268095220945726,1351129.0,31878.112324916605,2.1576775522066285,0.7504337813473635
Z415647082,Z415647082,CNC1CCN(c2cc(OC)cc(OC)c2)C1,-3.3231804,0.63110036,3.1784658,0.5701167,-3.6387305,0.0230915115064646,1356290.9,23965.23325757544,2.5065734989137614,0.8587623054382227
Z371868226,Z371868226,CNC(=O)Nc1ccc(Br)cc1Br,-3.6014123,0.35385045,3.1781697,0.41611305,-3.7783375,0.0130403356502323,1370245.45,8501.250234377294,1.9450639258330007,0.8226548391269468
Z55992974,Z55992974,COc1cc(C(=O)O)cc(Cl)c1OC,-4.541884,0.8210568,3.177836,0.9496147,-4.952412,0.0062905247235927,1379616.55,8396.77278765479,1.7002963861079365,0.8403910068421686
Z1336745178,Z1336745178,COc1cc(OC)c(B2OC(C)(C)C(C)(C)O2)c(OC)c1,-3.645432,0.6329799,3.177701,0.38083822,-3.961922,0.0161991212590485,1365859.95,16441.45607139161,2.77896340065195,0.7949544354454969
Z56950494,Z56950494,CNCc1ccc(OC(F)F)cc1,-4.4068594,1.6975802,3.1772437,1.3534815,-5.2556496,0.0283320848489214,1349015.15,61964.48286903958,1.787862826931903,0.7780219742995617
Z3244866812,Z3244866812,COc1ccc(N)cc1C(C)C.Cl,-4.402612,1.7189324,3.1764092,0.95699626,-5.2620783,0.0107791983289516,1373384.7,11117.889314523689,1.9226691206381954,0.7473444762682995
Z56828402,Z56828402,COc1ccc(OC)c(NC2=NCCCS2)c1,-3.17141,0.66938686,3.1760297,0.5840596,-3.5061035,0.0260343573306442,1352205.2,20996.77235100671,2.3243789837243884,0.8976570007534037
Z1608826475,Z1608826475,CCCn1cc(NC(C)CCOC)cn1,-2.3690617,0.91467285,3.175477,0.9944957,-2.8263981,0.0827893902834299,1273409.35,99281.16817114664,2.8177383875254733,0.7506297449653597
Z219654032,Z219654032,COC1CCN(C(=O)NC(C)C)CC1,-3.9872642,0.7588113,3.1753836,0.6502782,-4.3666697,0.0109749342744985,1373112.95,12629.942729383218,2.0721716788095463,0.7277707608870746
Z237479132,Z237479132,CNCC#CCOc1ccc(OC)cc1.Cl,-5.228121,2.074514,3.1752858,0.93624276,-6.265378,0.0101151006590557,1374306.7,22835.40189727345,2.3518299438797996,0.814710468797169
Z1517763712,Z1517763712,COCC(C)(C)C(=O)NCC#Cc1cccnc1,-2.7889647,0.86944693,3.1747336,0.9163519,-3.2236881,0.0498414664889976,1319152.6,56821.43066343895,2.7806105029149926,0.8127262112670075
Z56874583,Z56874583,O=C(Nc1nncs1)c1cccs1,-3.2054887,1.3755448,3.17444,1.405126,-3.893261,0.0697870133611842,1291461.2,165098.45153895297,2.268754729765911,0.8243754828617003
Z132928764,Z132928764,O=C(NCc1ccco1)OCC(F)(F)F,-3.8012614,0.846419,3.17434,0.7919677,-4.224471,0.0138242157957287,1369157.15,16894.96201616032,2.2160839630815907,0.8527893604941379
Z126481924,Z126481924,C#CCN1CCN(Cc2ccsc2)CC1,-2.5447438,0.88438207,3.1741412,0.7094622,-2.986935,0.0707241329635899,1290160.15,100727.3648460412,2.341966685237484,0.7123197900407756
Z1269111416,Z1269111416,COC(=O)Cc1ccc(Br)c(OC)c1,-3.6935608,0.9461293,3.1741047,1.0723709,-4.1666255,0.0164620592790003,1365494.9,14989.703902679334,1.8030534601860673,0.7802204905127037
Z3244840035,Z3244840035,Cl.NCc1ccc(C(F)(F)F)cc1Br,-4.6423225,1.673817,3.1737819,1.2840143,-5.479231,0.0112965750711276,1372666.4,19393.85247804056,2.288804541736095,0.8431689617098956
Z2755814468,Z2755814468,C=CC(=O)NCc1ncc(Cl)s1,-2.6591837,0.6608967,3.1735804,0.72887766,-2.9896321,0.0485798609860627,1320904.15,49422.8821117051,2.8403191837854607,0.7570193436627363
Z1203133413,Z1203133413,N#Cc1ccc(Cl)c(S(=O)(=O)Cl)c1,-2.0511365,1.0595319,3.173345,1.1389419,-2.5809026,0.1267856808441675,1212327.1,166435.58348649487,2.2000175780631253,0.7015279141147248
Z46225417,Z46225417,COc1ccc(NC(=O)CN2CCCCCCC2)c(OC)c1,-3.4853184,0.7394538,3.1732638,0.7525745,-3.8550453,0.0190417041812223,1361913.45,19488.544923813577,1.6974530275164277,0.9085461414348556
Z1403247569,Z1403247569,CCCCC(N)CNC(=O)OC(C)(C)C,-3.1338906,0.60768485,3.172752,0.34666815,-3.4377332,0.0294432959988476,1347472.4,31309.69683724197,2.634870509249902,0.7387210553971079
Z1269181168,Z1269181168,COc1cc(C(=O)O)c(OC)cc1Cl,-4.4026165,0.590311,3.1724808,0.7728841,-4.697772,0.0061486656822847,1379813.5,6925.4087135706295,1.7052211262326793,0.8403910068421686
Z1395188476,Z1395188476,CC(CCCO)NC(=O)OC(C)(C)C,-3.691864,0.8001587,3.1712744,0.6305813,-4.0919433,0.0173903554579175,1364206.1,22211.06101675469,2.5019028873807265,0.730380201077268
Z4990947955,Z4990947955,Cl.Clc1cc(Br)c2c(c1)NCCO2,-4.6857467,1.8634529,3.1712697,1.2407814,-5.617473,0.0102060359419454,1374180.45,14004.936235038702,2.842128541217617,0.7890632816616798
Z1686781780,Z1686781780,C#CCNC(=O)c1ccc(CN)cc1.Cl,-4.5782275,1.2770869,3.1711466,1.0350415,-5.216771,0.0086816364749522,1376296.85,11683.14865639824,2.123459272650072,0.750989666824522
Z103173868,Z103173868,Cc1csc(SCCC(N)=O)n1,-2.1340024,1.1113061,3.1710377,1.0043907,-2.6896555,0.1299174199589441,1207979.15,212131.40746204343,2.3980688341351097,0.7511713573291969
